OfWeek', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.8160552884069705
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginCityMarketID'} Leakage 0.7664975130070928
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID'} Leakage 0.7118205823047197
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.7619741090683374
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.7443382892036434
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginWac', 'OriginCityMarketID'} Leakage 0.7160042770888482
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginState'} Leakage 0.7947365160681398
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips'} Leakage 0.7884495120490844
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName'} Leakage 0.7881507238842178
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'Month', 'OriginWac'} Leakage 0.786908615631773
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips'} Leakage 0.790856642258313
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState'} Leakage 0.7980372096118508
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginState', 'OriginWac'} Leakage 0.7898489825121193
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips'} Leakage 0.7842237349970596
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac'} Leakage 0.7824518376809704
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac'} Leakage 0.7822308860040965
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginCityMarketID'} Leakage 0.6836732271339622
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.7096002273750179
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.7033747988491069
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginWac', 'OriginCityMarketID'} Leakage 0.68278759609647
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.7322991061536055
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.7194394827403646
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.7009821828610538
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.782864333122348
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.7316531744846297
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginWac', 'OriginCityMarketID'} Leakage 0.7166087750082819
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginStateFips'} Leakage 0.8023229307778963
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginState'} Leakage 0.7911187103597945
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginState', 'OriginWac'} Leakage 0.7937865484599418
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips'} Leakage 0.8149883938364078
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateFips', 'OriginWac'} Leakage 0.7974345485012777
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'Month', 'OriginStateName', 'OriginWac'} Leakage 0.788009419872319
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.8566950913620776
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.8536452857693347
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.8423949850175018
Mask Size 5 Mask {'DayofMonth', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.8547442889694956
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityMarketID'} Leakage 0.9873607767590382
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName'} Leakage 0.9897526821710234
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState'} Leakage 0.9823000715711624
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateFips'} Leakage 0.9825833461068408
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName'} Leakage 0.982542673167581
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginWac'} Leakage 0.9828117621832322
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginCityMarketID'} Leakage 0.9577652626281061
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID'} Leakage 0.9391514865996234
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9581483529858021
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9586213086563385
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9585413543655918
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginState'} Leakage 0.9603550555966208
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateFips'} Leakage 0.9617425356939621
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginStateName'} Leakage 0.9607287572340376
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'OriginWac'} Leakage 0.9604460473456
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips'} Leakage 0.9639020820776156
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState'} Leakage 0.9637637902579541
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginState', 'OriginWac'} Leakage 0.96285205722301
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips'} Leakage 0.9645890774739655
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginWac'} Leakage 0.9651514480376162
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginWac'} Leakage 0.9618622789461476
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginCityMarketID'} Leakage 0.9456801507894755
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID'} Leakage 0.9319727794587489
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9506229438599791
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9450450038129827
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9392511796100393
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginState'} Leakage 0.9599216694462313
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateFips'} Leakage 0.9578192179382699
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName'} Leakage 0.9589913424991896
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'OriginWac'} Leakage 0.9585719776958683
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips'} Leakage 0.9645001403595962
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState'} Leakage 0.9665935682334921
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginState', 'OriginWac'} Leakage 0.964191426956208
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips'} Leakage 0.9624981013182212
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginWac'} Leakage 0.9619578456285824
Mask Size 5 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginWac'} Leakage 0.9618857308249161
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginCityMarketID'} Leakage 0.8924013957571637
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9045062050980518
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9056137787998231
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9047727895758084
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9305943786347097
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9287545704006896
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9312986898424104
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9529777961502842
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.948076406581073
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9500210728691221
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips'} Leakage 0.9592304559838175
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginState'} Leakage 0.9551907752783474
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginState', 'OriginWac'} Leakage 0.957300196612223
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips'} Leakage 0.9635562334350185
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateFips', 'OriginWac'} Leakage 0.9575067790057125
Mask Size 5 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'OriginStateName', 'OriginWac'} Leakage 0.9540026351498804
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9816254950793797
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9809384301398754
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9783012037011791
Mask Size 5 Mask {'Origin', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9811871497756424
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginCityMarketID'} Leakage 0.9883491767776641
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginCityMarketID'} Leakage 0.9660064510736692
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9794981336596059
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9787097519011035
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9734420638685839
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState'} Leakage 0.9816610825393843
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateFips'} Leakage 0.9819540598563479
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName'} Leakage 0.9819120018862929
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginWac'} Leakage 0.9815956813277785
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginStateFips'} Leakage 0.968347601692118
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState'} Leakage 0.9709583587763627
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginWac'} Leakage 0.96846329773534
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginStateFips'} Leakage 0.968650640500681
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateFips', 'OriginWac'} Leakage 0.9686544376774403
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginWac'} Leakage 0.9685247578081656
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginCityMarketID'} Leakage 0.9490383450544319
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9591553186307082
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9588883496765706
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9526878836836574
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9415352485963323
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9416090155128738
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9315525924856007
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9600037398096258
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9479343281697987
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginWac', 'OriginCityMarketID'} Leakage 0.945501002991705
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips'} Leakage 0.9638772073257752
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState'} Leakage 0.9638384001824103
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginWac'} Leakage 0.963220710622176
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips'} Leakage 0.9649085353094152
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginWac'} Leakage 0.9651408013211266
Mask Size 5 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginWac'} Leakage 0.9631518136752716
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9673664507372346
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9671432194668533
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9675182937483533
Mask Size 5 Mask {'OriginAirportID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9680556440933429
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginCityMarketID'} Leakage 0.9464161163589373
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9542974977213899
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginCityMarketID'} Leakage 0.9519941281831694
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9501326669871782
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9388945706424742
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9352158876694349
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9294876162192431
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9548866322310091
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.94226467530653
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9387992312415707
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips'} Leakage 0.9644859845854337
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState'} Leakage 0.9665888300641614
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginState', 'OriginWac'} Leakage 0.964186036223421
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips'} Leakage 0.9624530005426264
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginWac'} Leakage 0.961912240882439
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginWac'} Leakage 0.9618446042031876
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9711514898789151
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9665163213451787
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9680673682156575
Mask Size 5 Mask {'OriginAirportSeqID', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9643275851375087
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.945319064794083
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginCityMarketID'} Leakage 0.9409146525972409
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9402703702293811
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9545257205403894
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9463681849699291
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginWac', 'OriginCityMarketID'} Leakage 0.942734603839457
Mask Size 5 Mask {'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9620386900465097
Mask Size 5 Mask {'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9540431652001032
Mask Size 5 Mask {'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9492095413515944
Mask Size 5 Mask {'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'OriginCityMarketID'} Leakage 0.9611906638206998
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips'} Leakage 0.9816357166038185
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9809489965589537
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginState', 'OriginWac'} Leakage 0.9789577790739068
Mask Size 5 Mask {'OriginCityName', 'DayofMonth', 'OriginStateName', 'OriginStateFips', 'OriginWac'} Leakage 0.9811889646345263
Mask Size 5 Mask {'DayofMonth', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9904114024961755
Mask Size 5 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'Month', 'FlightDate'} Leakage 0.7879266544643464
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'Month', 'OriginCityMarketID', 'FlightDate'} Leakage 0.7800458990609481
Mask Size 5 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'FlightDate'} Leakage 0.7801023244308177
