method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1,total_time_minus_init
delexp_canonical,airport,scheduled_service,0.011947870254516602,0.006187915802001953,0.002064943313598633,0.0036950111389160156,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.0057599544525146484
delexp_canonical,airport,scheduled_service,0.011037111282348633,0.005549192428588867,0.0019779205322265625,0.003509998321533203,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.005487918853759766
delexp_canonical,airport,scheduled_service,0.01172327995300293,0.005273103713989258,0.0023450851440429688,0.004105091094970703,0.40177218427809114,0.7151856454814502,0.01950362269682787,6,4,6,4,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.006450176239013672
delexp_canonical,airport,scheduled_service,0.011107683181762695,0.0058438777923583984,0.0021429061889648438,0.003120899200439453,0.6377015566223647,0.7151856454814502,0.029067730534874735,2,5,2,5,1,8748,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.005263805389404297
delexp_canonical,airport,scheduled_service,0.009815216064453125,0.004702091217041016,0.0020160675048828125,0.003097057342529297,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.005113124847412109
delexp_canonical,airport,scheduled_service,0.010955572128295898,0.00558781623840332,0.0021927356719970703,0.003175020217895508,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.005367755889892578
delexp_canonical,airport,scheduled_service,0.012594938278198242,0.0058422088623046875,0.0035278797149658203,0.0032248497009277344,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.006752729415893555
delexp_canonical,airport,scheduled_service,0.011888742446899414,0.006521701812744141,0.0019230842590332031,0.0034439563751220703,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.0053670406341552734
delexp_canonical,airport,scheduled_service,0.012751102447509766,0.006008148193359375,0.00356292724609375,0.0031800270080566406,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.006742954254150391
delexp_canonical,airport,scheduled_service,0.010480642318725586,0.005544900894165039,0.0021257400512695312,0.0028100013732910156,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.004935741424560547
delexp_canonical,airport,scheduled_service,0.010164976119995117,0.005219936370849609,0.0020990371704101562,0.0028460025787353516,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.004945039749145508
delexp_canonical,airport,scheduled_service,0.010583639144897461,0.00500178337097168,0.0019409656524658203,0.003640890121459961,0.6328149070033673,0.7151856454814502,0.03030110599007222,0,4,0,4,1,8748,7,0,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.005581855773925781
delexp_canonical,airport,scheduled_service,0.01238393783569336,0.004617929458618164,0.005193948745727539,0.0025720596313476562,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.007766008377075195
delexp_canonical,airport,scheduled_service,0.009296894073486328,0.005296945571899414,0.0016298294067382812,0.002370119094848633,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.003999948501586914
delexp_canonical,airport,scheduled_service,0.008304119110107422,0.004001140594482422,0.0014078617095947266,0.0028951168060302734,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.004302978515625
delexp_canonical,airport,scheduled_service,0.008082151412963867,0.0043141841888427734,0.0013129711151123047,0.002454996109008789,0.4019314297695329,0.7151856454814502,0.019440651528057407,6,4,6,4,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.0037679672241210938
delexp_canonical,airport,scheduled_service,0.008412837982177734,0.003968000411987305,0.00146484375,0.0029799938201904297,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.00444483757019043
delexp_canonical,airport,scheduled_service,0.010074853897094727,0.007128000259399414,0.0013887882232666016,0.001558065414428711,0.7151856454814502,0.7151856454814502,0.0523315503872007,0,5,0,5,0,8676,7,0,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.0029468536376953125
delexp_canonical,airport,scheduled_service,0.008247852325439453,0.004427194595336914,0.0014977455139160156,0.0023229122161865234,0.2288821396123376,0.7151856454814502,0.10818111989722101,0,1,0,1,3,8892,7,1,75.0,,0.75,0.9,,noisy_or,5,7,,,,0.003820657730102539
