method,dataset,target_attribute,total_time,init_time,model_time,del_time,delete_db_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
delexp,airport,scheduled_service,0.006636381149291992,0.0032181739807128906,0.001238107681274414,0.0,0.0021800994873046875,0.0021800994873046875,0.2288821396123376,0.7151856454814502,-0.3144410698061688,0,1,0,1,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.005254268646240234,0.002920866012573242,0.0010750293731689453,0.0,0.0012583732604980469,0.0012583732604980469,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,24124,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.008450031280517578,0.004515171051025391,0.001177072525024414,0.0,0.0027577877044677734,0.0027577877044677734,0.2288821396123376,0.7151856454814502,-0.5144410698061688,0,1,0,1,4,24412,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.008076190948486328,0.003506183624267578,0.0012319087982177734,0.0,0.0033380985260009766,0.0033380985260009766,0.5217987710088933,0.7151856454814502,-0.36089938550444667,6,5,6,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006763935089111328,0.0033588409423828125,0.0012481212615966797,0.0,0.002156972885131836,0.002156972885131836,0.49206482628207104,0.7151856454814502,-0.44603241314103553,4,4,4,4,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.007797956466674805,0.003725767135620117,0.001280069351196289,0.0,0.0027921199798583984,0.0027921199798583984,0.5007565718104581,0.7151856454814502,-0.45037828590522905,4,4,4,4,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0072176456451416016,0.0034360885620117188,0.0011408329010009766,0.0,0.0026407241821289062,0.0026407241821289062,0.6328149070033673,0.7151856454814502,-0.4164074535016836,0,4,0,4,1,24196,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.00685572624206543,0.0034661293029785156,0.0012137889862060547,0.0,0.0021758079528808594,0.0021758079528808594,0.2288821396123376,0.7151856454814502,-0.3144410698061688,0,1,0,1,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006592988967895508,0.0031948089599609375,0.0012021064758300781,0.0,0.002196073532104492,0.002196073532104492,0.6377015566223647,0.7151856454814502,-0.41885077831118234,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006595134735107422,0.0033102035522460938,0.0011320114135742188,0.0,0.0021529197692871094,0.0021529197692871094,0.6328149070033673,0.7151856454814502,-0.4164074535016836,0,4,0,4,1,24196,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006583213806152344,0.0032570362091064453,0.0011301040649414062,0.0,0.002196073532104492,0.002196073532104492,0.6646451700889366,0.7151856454814502,-0.4323225850444683,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006061077117919922,0.003047943115234375,0.0011031627655029297,0.0,0.0019099712371826172,0.0019099712371826172,0.6646451700889366,0.7151856454814502,-0.4323225850444683,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006595134735107422,0.003098726272583008,0.0010991096496582031,0.0,0.002397298812866211,0.002397298812866211,0.5217987710088933,0.7151856454814502,-0.36089938550444667,6,5,6,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006462574005126953,0.0029981136322021484,0.0010907649993896484,0.0,0.0023736953735351562,0.0023736953735351562,0.44011894550313135,0.7151856454814502,-0.5200594727515657,2,3,2,3,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006745100021362305,0.0032312870025634766,0.0011098384857177734,0.0,0.0024039745330810547,0.0024039745330810547,0.0920468199405825,0.7151856454814502,-0.4460234099702913,2,1,2,1,4,24412,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0063631534576416016,0.003183126449584961,0.001093149185180664,0.0,0.0020868778228759766,0.0020868778228759766,0.40177218427809114,0.7151856454814502,-0.5008860921390456,6,4,6,4,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.007212162017822266,0.003251314163208008,0.00119781494140625,0.0,0.002763032913208008,0.002763032913208008,0.5598596569804244,0.7151856454814502,-0.4799298284902122,0,3,0,3,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006705284118652344,0.0034241676330566406,0.001210927963256836,0.0,0.002070188522338867,0.002070188522338867,0.35257182612971993,0.7151856454814502,-0.47628591306485996,4,3,4,3,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.00689244270324707,0.0033719539642333984,0.0011627674102783203,0.0,0.0023577213287353516,0.0023577213287353516,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,24124,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006608724594116211,0.0033152103424072266,0.0012407302856445312,0.0,0.002052783966064453,0.002052783966064453,0.2288821396123376,0.7151856454814502,-0.3144410698061688,0,1,0,1,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.007131099700927734,0.0031740665435791016,0.0011730194091796875,0.0,0.0027840137481689453,0.0027840137481689453,0.3985802193778676,0.7151856454814502,-0.4992901096889338,2,3,2,3,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0072460174560546875,0.0037069320678710938,0.0011610984802246094,0.0,0.0023779869079589844,0.0023779869079589844,0.6377015566223647,0.7151856454814502,-0.41885077831118234,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006822109222412109,0.003329038619995117,0.001127004623413086,0.0,0.0023660659790039062,0.0023660659790039062,0.0,0.7151856454814502,-0.5,0,-1,0,-1,5,24484,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006989002227783203,0.003549814224243164,0.0011110305786132812,0.0,0.002328157424926758,0.002328157424926758,0.4697142498776278,0.7151856454814502,-0.5348571249388139,2,3,2,3,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006731748580932617,0.0033311843872070312,0.001094818115234375,0.0,0.002305746078491211,0.002305746078491211,0.6646451700889366,0.7151856454814502,-0.4323225850444683,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0065157413482666016,0.0031528472900390625,0.0010840892791748047,0.0,0.0022788047790527344,0.0022788047790527344,0.0,0.7151856454814502,-0.5,0,-1,0,-1,5,24484,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0062487125396728516,0.003123760223388672,0.0010750293731689453,0.0,0.0020499229431152344,0.0020499229431152344,0.0,0.7151856454814502,-0.4,0,-1,0,-1,4,24412,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006834268569946289,0.003331899642944336,0.001087188720703125,0.0,0.002415180206298828,0.002415180206298828,0.2288821396123376,0.7151856454814502,-0.3144410698061688,0,1,0,1,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0066530704498291016,0.003159046173095703,0.0010819435119628906,0.0,0.002412080764770508,0.002412080764770508,0.5598596569804244,0.7151856454814502,-0.4799298284902122,0,3,0,3,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006884336471557617,0.0033783912658691406,0.0011026859283447266,0.0,0.00240325927734375,0.00240325927734375,0.2288821396123376,0.7151856454814502,-0.5144410698061688,0,1,0,1,4,24412,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.007106781005859375,0.003522634506225586,0.0011751651763916016,0.0,0.0024089813232421875,0.0024089813232421875,0.2288821396123376,0.7151856454814502,-0.3144410698061688,0,1,0,1,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.007058143615722656,0.0032558441162109375,0.0012521743774414062,0.0,0.0025501251220703125,0.0025501251220703125,0.6646451700889366,0.7151856454814502,-0.4323225850444683,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.007604837417602539,0.0039288997650146484,0.0012578964233398438,0.0,0.002418041229248047,0.002418041229248047,0.0920468199405825,0.7151856454814502,-0.4460234099702913,2,1,2,1,4,24412,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006922721862792969,0.0034580230712890625,0.0011658668518066406,0.0,0.0022988319396972656,0.0022988319396972656,0.633267038153267,0.7151856454814502,-0.4166335190766335,0,4,0,4,1,24196,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.005933284759521484,0.0034520626068115234,0.0011889934539794922,0.0,0.0012922286987304688,0.0012922286987304688,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,24124,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006735324859619141,0.0033681392669677734,0.0012259483337402344,0.0,0.002141237258911133,0.002141237258911133,0.0920468199405825,0.7151856454814502,-0.34602340997029124,2,1,2,1,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.0071868896484375,0.003342151641845703,0.0011408329010009766,0.0,0.0027039051055908203,0.0027039051055908203,0.5007565718104581,0.7151856454814502,-0.45037828590522905,4,4,4,4,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.00645136833190918,0.003114938735961914,0.0011341571807861328,0.0,0.002202272415161133,0.002202272415161133,0.2781965733082593,0.7151856454814502,-0.5390982866541296,2,2,2,2,4,24412,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006510019302368164,0.0033338069915771484,0.0011222362518310547,0.0,0.002053976058959961,0.002053976058959961,0.6646451700889366,0.7151856454814502,-0.4323225850444683,2,5,2,5,1,24196,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,airport,scheduled_service,0.006472349166870117,0.003141164779663086,0.0011432170867919922,0.0,0.002187967300415039,0.002187967300415039,0.5734114839073647,0.7151856454814502,-0.4867057419536824,4,5,4,5,2,24268,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp,hospital,ProviderNumber,0.6733009815216064,0.004710197448730469,0.6637706756591797,0.0,0.004820108413696289,0.004820108413696289,0.600549271248858,0.6623992294064142,-0.5780524134022068,6,6,6,6,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6629254817962646,0.005162954330444336,0.6534452438354492,0.0,0.004317283630371094,0.004317283630371094,0.6623992294064142,0.6623992294064142,-0.4423107258143182,0,4,0,4,2,490868,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6677944660186768,0.004934787750244141,0.6579630374908447,0.0,0.004896640777587891,0.004896640777587891,0.6022289024365599,0.6623992294064142,-0.5788922289960577,28,17,28,17,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6644909381866455,0.004942178726196289,0.6562628746032715,0.0,0.0032858848571777344,0.0032858848571777344,0.5475459429724743,0.6623992294064142,-0.38488408259734824,8,6,8,6,2,490868,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6591341495513916,0.004632234573364258,0.649040937423706,0.0,0.005460977554321289,0.005460977554321289,0.46336254527770915,0.6623992294064142,-0.5650146059721879,60,32,60,32,6,491156,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6687180995941162,0.00528407096862793,0.6594550609588623,0.0,0.0039789676666259766,0.0039789676666259766,0.5124995743794598,0.6623992294064142,-0.367360898300841,4,5,4,5,2,490868,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6622281074523926,0.004878997802734375,0.6507711410522461,0.0,0.006577968597412109,0.006577968597412109,0.3032193663075635,0.6623992294064142,-0.37383190537600397,40,21,40,21,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6510238647460938,0.004616975784301758,0.6408839225769043,0.0,0.005522966384887695,0.005522966384887695,0.555926682022005,0.6623992294064142,-0.5001855632332247,32,18,32,18,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6633868217468262,0.0047969818115234375,0.653649091720581,0.0,0.00494074821472168,0.00494074821472168,0.17959985450358862,0.6623992294064142,-0.4786888161406832,426,213,426,213,7,491228,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.653411865234375,0.0050280094146728516,0.643733024597168,0.0,0.00465083122253418,0.00465083122253418,0.6623992294064142,0.6623992294064142,-0.49786628136987376,0,4,0,4,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6730477809906006,0.005036830902099609,0.6626291275024414,0.0,0.00538182258605957,0.00538182258605957,0.5509933155181104,0.6623992294064142,-0.4977188799812774,30,17,30,17,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6622169017791748,0.005352020263671875,0.6516578197479248,0.0,0.005207061767578125,0.005207061767578125,0.5053837288882768,0.6623992294064142,-0.30824741999969396,2,4,2,4,1,490796,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6630687713623047,0.0047719478607177734,0.6510868072509766,0.0,0.0072100162506103516,0.0072100162506103516,0.5053837288882768,0.6623992294064142,-0.419358531110805,2,4,2,4,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6542582511901855,0.004882335662841797,0.6447937488555908,0.0,0.00458216667175293,0.00458216667175293,0.43566390414427847,0.6623992294064142,-0.5511652854054725,238,119,238,119,6,491156,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6698131561279297,0.004658937454223633,0.6608171463012695,0.0,0.0043370723724365234,0.0043370723724365234,0.5626500316767806,0.6623992294064142,-0.3924361269495014,2,4,2,4,2,490868,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6675822734832764,0.004711151123046875,0.6591260433197021,0.0,0.0037450790405273438,0.0037450790405273438,0.5206917637006147,0.6623992294064142,-0.5936792151836406,240,120,240,120,6,491156,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6683700084686279,0.004808187484741211,0.6584897041320801,0.0,0.005072116851806641,0.005072116851806641,0.400382294645268,0.6623992294064142,-0.4224133695448562,16,10,16,10,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6551802158355713,0.005384206771850586,0.645247220993042,0.0,0.004548788070678711,0.004548788070678711,0.5036400655783775,0.6623992294064142,-0.5295978105669665,54,29,54,29,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6513538360595703,0.004907131195068359,0.6437668800354004,0.0,0.0026798248291015625,0.0026798248291015625,0.6015145339912142,0.6623992294064142,-0.46742393366227375,6,6,6,6,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6658182144165039,0.004930973052978516,0.6570250988006592,0.0,0.003862142562866211,0.003862142562866211,0.4308413363029785,0.6623992294064142,-0.49319844592926704,28,16,28,16,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6664412021636963,0.004876852035522461,0.6562261581420898,0.0,0.005338191986083984,0.005338191986083984,0.555926682022005,0.6623992294064142,-0.5001855632332247,32,18,32,18,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6687021255493164,0.004970073699951172,0.6587331295013428,0.0,0.004998922348022461,0.004998922348022461,0.4354831861074887,0.6623992294064142,-0.49551937083152214,50,27,50,27,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6601192951202393,0.005176067352294922,0.6494190692901611,0.0,0.005524158477783203,0.005524158477783203,0.5294071539335581,0.6623992294064142,-0.5424813547445568,16,11,16,11,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6626129150390625,0.00502467155456543,0.648693323135376,0.0,0.008894920349121094,0.008894920349121094,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,490796,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6538267135620117,0.005362987518310547,0.6442859172821045,0.0,0.00417780876159668,0.00417780876159668,0.6013770604474823,0.6623992294064142,-0.5229107524459633,12,9,12,9,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6499130725860596,0.004939079284667969,0.6413710117340088,0.0,0.0036029815673828125,0.0036029815673828125,0.2888594184109812,0.6623992294064142,-0.4222074869832684,56,29,56,29,5,491084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6528170108795166,0.004794120788574219,0.6424508094787598,0.0,0.005572080612182617,0.005572080612182617,0.4892878639017151,0.6623992294064142,-0.46686615417307975,26,15,26,15,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6526429653167725,0.0050389766693115234,0.643639087677002,0.0,0.003964900970458984,0.003964900970458984,0.46748482820841464,0.6623992294064142,-0.6226313029930962,124,64,124,64,7,491228,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6632468700408936,0.004825115203857422,0.6545569896697998,0.0,0.003864765167236328,0.003864765167236328,0.5626500316767806,0.6623992294064142,-0.44799168250505694,2,4,2,4,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6569290161132812,0.004954814910888672,0.6471700668334961,0.0,0.004804134368896484,0.004804134368896484,0.33856370516671164,0.6623992294064142,-0.5026151859166892,144,73,144,73,6,491156,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6523795127868652,0.005269050598144531,0.6423907279968262,0.0,0.004719734191894531,0.004719734191894531,0.39315835083520145,0.6623992294064142,-0.41880139763982294,14,9,14,9,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6500160694122314,0.004703998565673828,0.6416079998016357,0.0,0.003704071044921875,0.003704071044921875,0.6006470953182108,0.6623992294064142,-0.46699021432577204,4,5,4,5,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6515510082244873,0.004942178726196289,0.6416037082672119,0.0,0.0050051212310791016,0.0050051212310791016,0.4942381275439218,0.6623992294064142,-0.6360079526608498,72,38,72,38,7,491228,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6673858165740967,0.004889726638793945,0.6564512252807617,0.0,0.006044864654541016,0.006044864654541016,0.3265364214104861,0.6623992294064142,-0.38549043292746527,64,32,64,32,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6569430828094482,0.004949092864990234,0.6483509540557861,0.0,0.003643035888671875,0.003643035888671875,0.5053837288882768,0.6623992294064142,-0.419358531110805,2,4,2,4,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6578521728515625,0.005591154098510742,0.6490809917449951,0.0,0.0031800270080566406,0.0031800270080566406,0.3812393223196061,0.6623992294064142,-0.35728632782646974,8,6,8,6,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6564090251922607,0.004940032958984375,0.6476650238037109,0.0,0.0038039684295654297,0.0038039684295654297,0.5626500316767806,0.6623992294064142,-0.44799168250505694,2,4,2,4,3,490940,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.659235954284668,0.005533933639526367,0.6493940353393555,0.0,0.004307985305786133,0.004307985305786133,0.41712956612353014,0.6623992294064142,-0.4307870052839873,46,24,46,24,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6534450054168701,0.004914760589599609,0.6458401679992676,0.0,0.0026900768280029297,0.0026900768280029297,0.4067507084611509,0.6623992294064142,-0.42559757645279767,14,9,14,9,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6666409969329834,0.004742145538330078,0.653810977935791,0.0,0.008087873458862305,0.008087873458862305,0.5617621806502866,0.6623992294064142,-0.6697699792140321,96,50,96,50,7,491228,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6704161167144775,0.009634017944335938,0.657249927520752,0.0,0.0035321712493896484,0.0035321712493896484,0.5032565513973832,0.6623992294064142,-0.5849616090320249,138,70,138,70,6,491156,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.657689094543457,0.005304813385009766,0.6481311321258545,0.0,0.0042531490325927734,0.0042531490325927734,0.4395759924968512,0.6623992294064142,-0.4420102184706478,48,25,48,25,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6597669124603271,0.005164623260498047,0.6510493755340576,0.0,0.0035529136657714844,0.0035529136657714844,0.2887330818629529,0.6623992294064142,-0.36658876315369865,40,21,40,21,4,491012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp,hospital,ProviderNumber,0.6625759601593018,0.004843235015869141,0.6540448665618896,0.0,0.0036878585815429688,0.0036878585815429688,0.5172284414911174,0.6623992294064142,-0.6475031096344476,336,169,336,169,7,491228,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
method,dataset,target_attribute,total_time,init_time,model_time,del_time,delete_db_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
method,dataset,target_attribute,total_time,init_time,model_time,del_time,delete_db_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
delexp,airport,scheduled_service,0.017003297805786133,0.009962081909179688,0.0037262439727783203,0.003314971923828125,0.2288821396123376,0.7151856454814502,-0.4144410698061688,0,1,0,1,3,24340,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
