method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
delexp_canonical,airport,scheduled_service,0.0047566890716552734,0.0030977725982666016,0.00045800209045410156,0.0012009143829345703,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,8676,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006203174591064453,0.0034220218658447266,0.0005350112915039062,0.0022461414337158203,0.6328149070033673,0.7151856454814502,-0.4164074535016836,0,4,0,4,1,8748,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006243705749511719,0.003484964370727539,0.0005679130554199219,0.002190828323364258,0.633267038153267,0.7151856454814502,-0.4166335190766335,0,4,0,4,1,8748,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006267070770263672,0.003506898880004883,0.0005261898040771484,0.0022339820861816406,0.5007565718104581,0.7151856454814502,-0.45037828590522905,4,4,4,4,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.007821083068847656,0.0038399696350097656,0.0005910396575927734,0.003390073776245117,0.5734114839073647,0.7151856454814502,-0.4867057419536824,4,5,4,5,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.0065441131591796875,0.0036001205444335938,0.0006508827209472656,0.002293109893798828,0.5734114839073647,0.7151856454814502,-0.4867057419536824,4,5,4,5,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006716728210449219,0.0038950443267822266,0.0005550384521484375,0.0022666454315185547,0.2288821396123376,0.7151856454814502,-0.4144410698061688,0,1,0,1,3,8892,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.0054318904876708984,0.0034759044647216797,0.000560760498046875,0.0013952255249023438,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,8676,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005870819091796875,0.003056764602661133,0.0005810260772705078,0.0022330284118652344,0.6328149070033673,0.7151856454814502,-0.4164074535016836,0,4,0,4,1,8748,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006859302520751953,0.0036230087280273438,0.0005772113800048828,0.0026590824127197266,0.49206482628207104,0.7151856454814502,-0.44603241314103553,4,4,4,4,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005642414093017578,0.003170013427734375,0.00051116943359375,0.001961231231689453,0.2288821396123376,0.7151856454814502,-0.4144410698061688,0,1,0,1,3,8892,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005352973937988281,0.002889871597290039,0.00047588348388671875,0.0019872188568115234,0.5217987710088933,0.7151856454814502,-0.36089938550444667,6,5,6,5,1,8748,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005666971206665039,0.0033071041107177734,0.0005071163177490234,0.0018527507781982422,0.2288821396123376,0.7151856454814502,-0.4144410698061688,0,1,0,1,3,8892,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005837202072143555,0.0033652782440185547,0.0005078315734863281,0.001964092254638672,0.6328149070033673,0.7151856454814502,-0.4164074535016836,0,4,0,4,1,8748,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.0058498382568359375,0.0029859542846679688,0.0005340576171875,0.0023298263549804688,0.4919295802745304,0.7151856454814502,-0.4459647901372652,4,4,4,4,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006132841110229492,0.0034728050231933594,0.0005331039428710938,0.002126932144165039,0.6646451700889366,0.7151856454814502,-0.4323225850444683,2,5,2,5,1,8748,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006414651870727539,0.0037407875061035156,0.0005519390106201172,0.0021219253540039062,0.2288821396123376,0.7151856454814502,-0.4144410698061688,0,1,0,1,3,8892,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.007088184356689453,0.004130125045776367,0.0005879402160644531,0.002370119094848633,0.49206482628207104,0.7151856454814502,-0.44603241314103553,4,4,4,4,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.0062029361724853516,0.003362894058227539,0.0006830692291259766,0.002156972885131836,0.6377015566223647,0.7151856454814502,-0.41885077831118234,2,5,2,5,1,8748,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006036281585693359,0.003390073776245117,0.0005590915679931641,0.002087116241455078,0.2288821396123376,0.7151856454814502,-0.4144410698061688,0,1,0,1,3,8892,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005761146545410156,0.003570079803466797,0.0005409717559814453,0.001650094985961914,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,8676,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006606101989746094,0.0035309791564941406,0.0005500316619873047,0.0025250911712646484,0.5217987710088933,0.7151856454814502,-0.36089938550444667,6,5,6,5,1,8748,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006257057189941406,0.0034868717193603516,0.0005702972412109375,0.002199888229370117,0.6328149070033673,0.7151856454814502,-0.4164074535016836,0,4,0,4,1,8748,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.007431983947753906,0.004646778106689453,0.0005011558532714844,0.0022840499877929688,0.7151856454814502,0.7151856454814502,-0.3575928227407251,0,5,0,5,0,8676,7,0,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.006158113479614258,0.003692150115966797,0.0005488395690917969,0.001917123794555664,0.5217987710088933,0.7151856454814502,-0.36089938550444667,6,5,6,5,1,8748,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005425691604614258,0.0029668807983398438,0.00049591064453125,0.001962900161743164,0.460338407225221,0.7151856454814502,-0.5301692036126104,2,3,2,3,3,8892,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,airport,scheduled_service,0.005884885787963867,0.0030558109283447266,0.00047898292541503906,0.0023500919342041016,0.5734114839073647,0.7151856454814502,-0.4867057419536824,4,5,4,5,2,8820,7,1,10.0,,0.5,0.9,,noisy_or,5,7,,,
delexp_canonical,hospital,ProviderNumber,0.024492740631103516,0.007057905197143555,0.003300189971923828,0.014134645462036133,0.6090400455538584,0.6623992294064142,-0.3600755783324847,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009332656860351562,0.004900693893432617,0.0017809867858886719,0.0026509761810302734,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008437156677246094,0.0046977996826171875,0.0015611648559570312,0.002178192138671875,0.5742552604116484,0.6623992294064142,-0.3426831857613798,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009109020233154297,0.0047740936279296875,0.0016689300537109375,0.002665996551513672,0.4848216230377276,0.6623992294064142,-0.3535219226299749,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00890207290649414,0.004868030548095703,0.0015559196472167969,0.0024781227111816406,0.5742552604116484,0.6623992294064142,-0.3426831857613798,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008196592330932617,0.0045566558837890625,0.0014750957489013672,0.0021648406982421875,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008475065231323242,0.0045130252838134766,0.0017001628875732422,0.0022618770599365234,0.6086948858179753,0.6623992294064142,-0.3599029984645432,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009505033493041992,0.0051991939544677734,0.0016398429870605469,0.002665996551513672,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00910496711730957,0.005034923553466797,0.0015799999237060547,0.0024900436401367188,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008692264556884766,0.004667043685913086,0.001535177230834961,0.0024900436401367188,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008495569229125977,0.004684925079345703,0.0014638900756835938,0.0023467540740966797,0.5422684587046469,0.6623992294064142,-0.32668978490787903,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009041309356689453,0.00501704216003418,0.001535177230834961,0.0024890899658203125,0.5052646585034022,0.6623992294064142,-0.3637434403628122,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009229660034179688,0.005026817321777344,0.0018079280853271484,0.0023949146270751953,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00855398178100586,0.0045740604400634766,0.0015201568603515625,0.0024597644805908203,0.5475459429724744,0.6623992294064142,-0.3848840825973483,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008569955825805664,0.004854917526245117,0.0015740394592285156,0.0021409988403320312,0.41097372003663435,0.6623992294064142,-0.3165979711294283,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008434057235717773,0.004481077194213867,0.0015718936920166016,0.0023810863494873047,0.5422684587046469,0.6623992294064142,-0.32668978490787903,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00858306884765625,0.004449129104614258,0.0014820098876953125,0.0026519298553466797,0.6090400455538584,0.6623992294064142,-0.3600755783324847,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009130001068115234,0.004909038543701172,0.0014979839324951172,0.0027229785919189453,0.5052646585034022,0.6623992294064142,-0.3637434403628122,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009361982345581055,0.004862070083618164,0.0016520023345947266,0.002847909927368164,0.6086948858179753,0.6623992294064142,-0.3599029984645432,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009691715240478516,0.005347013473510742,0.0017137527465820312,0.002630949020385742,0.41097372003663435,0.6623992294064142,-0.3165979711294283,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.007946014404296875,0.005020856857299805,0.0015649795532226562,0.001360177993774414,0.6623992294064142,0.6623992294064142,-0.3311996147032071,0,4,0,4,0,18940,13,0,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008533000946044922,0.0047190189361572266,0.0015020370483398438,0.0023119449615478516,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008472204208374023,0.004900217056274414,0.0014679431915283203,0.002104043960571289,0.6090400455538584,0.6623992294064142,-0.3600755783324847,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008959531784057617,0.0047948360443115234,0.0016052722930908203,0.0025594234466552734,0.5149128665060758,0.6623992294064142,-0.368567544364149,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00957489013671875,0.005352020263671875,0.0015370845794677734,0.0026857852935791016,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.007911443710327148,0.0048062801361083984,0.0015130043029785156,0.0015921592712402344,0.6623992294064142,0.6623992294064142,-0.3311996147032071,0,4,0,4,0,18940,13,0,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009804248809814453,0.004965305328369141,0.002198934555053711,0.0026400089263916016,0.4848216230377276,0.6623992294064142,-0.3535219226299749,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00976109504699707,0.005187034606933594,0.001809835433959961,0.0027642250061035156,0.6090400455538584,0.6623992294064142,-0.3600755783324847,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.0084991455078125,0.00457763671875,0.0015392303466796875,0.0023822784423828125,0.4848216230377276,0.6623992294064142,-0.3535219226299749,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008597135543823242,0.00469207763671875,0.0016100406646728516,0.0022950172424316406,0.4848216230377276,0.6623992294064142,-0.3535219226299749,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009012699127197266,0.004858970642089844,0.0018320083618164062,0.0023217201232910156,0.5422684587046469,0.6623992294064142,-0.32668978490787903,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00921177864074707,0.004902839660644531,0.0015828609466552734,0.0027260780334472656,0.5475459429724744,0.6623992294064142,-0.3848840825973483,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008800029754638672,0.004855155944824219,0.0014798641204833984,0.0024650096893310547,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,0,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008130073547363281,0.0043430328369140625,0.0015859603881835938,0.002201080322265625,0.5052646585034022,0.6623992294064142,-0.3637434403628122,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008231163024902344,0.0044710636138916016,0.0017070770263671875,0.0020530223846435547,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.007203102111816406,0.004385948181152344,0.0016431808471679688,0.0011739730834960938,0.6623992294064142,0.6623992294064142,-0.3311996147032071,0,4,0,4,0,18940,13,0,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00812673568725586,0.004604816436767578,0.0019121170043945312,0.00160980224609375,0.41097372003663435,0.6623992294064142,-0.3165979711294283,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008901119232177734,0.004637956619262695,0.002007007598876953,0.002256155014038086,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009809255599975586,0.005108833312988281,0.0016982555389404297,0.003002166748046875,0.5742552604116484,0.6623992294064142,-0.3426831857613798,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008571147918701172,0.004681110382080078,0.0017409324645996094,0.0021491050720214844,0.6090400455538584,0.6623992294064142,-0.3600755783324847,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.009147167205810547,0.004790067672729492,0.0017311573028564453,0.0026259422302246094,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00869441032409668,0.004716634750366211,0.0017609596252441406,0.002216815948486328,0.4848216230377276,0.6623992294064142,-0.3535219226299749,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.007920265197753906,0.00410008430480957,0.0019741058349609375,0.0018460750579833984,0.5475459429724744,0.6623992294064142,-0.3848840825973483,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008842945098876953,0.004831075668334961,0.001950979232788086,0.0020608901977539062,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008314371109008789,0.004420042037963867,0.0017940998077392578,0.002100229263305664,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.0084381103515625,0.004588127136230469,0.0018019676208496094,0.002048015594482422,0.48514811183419526,0.6623992294064142,-0.35368516702820874,8,6,8,6,2,19084,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.00822591781616211,0.004430055618286133,0.001935720443725586,0.0018601417541503906,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008246183395385742,0.004371166229248047,0.002048969268798828,0.0018260478973388672,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.008502006530761719,0.004622936248779297,0.0021071434020996094,0.0017719268798828125,0.5422684587046469,0.6623992294064142,-0.32668978490787903,2,4,2,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,hospital,ProviderNumber,0.0084381103515625,0.004620075225830078,0.0018880367279052734,0.0019299983978271484,0.6623992294064142,0.6623992294064142,-0.3867551702587626,0,4,0,4,1,19012,13,1,10.0,,0.5,0.9,,noisy_or,4,39,,,
delexp_canonical,adult,education,0.015461206436157227,0.0061681270599365234,0.007113933563232422,0.0021791458129882812,0.3553168066762381,0.4912255474440431,-0.26856749424720994,14,10,14,10,2,31692,13,1,10.0,,0.5,0.9,,noisy_or,7,51,,,
delexp_canonical,adult,education,0.013986825942993164,0.005265951156616211,0.006646871566772461,0.002074003219604492,0.4912255474440431,0.4912255474440431,-0.29106731917656703,0,7,0,7,1,31620,13,1,10.0,,0.5,0.9,,noisy_or,7,51,,,
delexp_canonical,adult,education,0.012887716293334961,0.005431175231933594,0.006188631057739258,0.0012679100036621094,0.4912255474440431,0.4912255474440431,-0.24561277372202156,0,7,0,7,0,31548,13,0,10.0,,0.5,0.9,,noisy_or,7,51,,,
delexp_canonical,adult,education,0.01330113410949707,0.0050640106201171875,0.006305217742919922,0.001931905746459961,0.2726821726489277,0.4912255474440431,-0.18179563177900931,2,7,2,7,1,31620,13,1,10.0,,0.5,0.9,,noisy_or,7,51,,,
delexp_canonical,adult,education,0.013151407241821289,0.005040168762207031,0.006290912628173828,0.0018203258514404297,0.3125681039813961,0.4912255474440431,-0.2926476883543344,44,23,44,23,3,31764,13,1,10.0,,0.5,0.9,,noisy_or,7,51,,,
delexp_canonical,adult,education,0.01302790641784668,0.005051851272583008,0.006137847900390625,0.0018382072448730469,0.4411454935101199,0.4912255474440431,-0.2660272922096054,4,7,4,7,1,31620,13,1,10.0,,0.5,0.9,,noisy_or,7,51,,,
