method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1,total_time_minus_init
delgum,airport,scheduled_service,0.010766267776489258,0.008435964584350586,0.0007879734039306641,0.0015423297882080078,0.2288821396123376,,-0.3216616047092532,0,1,0,1,3,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007681846618652344,6,5,0.002330303192138672
delgum,airport,scheduled_service,0.0026192665100097656,7.200241088867188e-05,0.0007100105285644531,0.0018372535705566406,0.6328149070033673,,-0.5246111802525255,0,4,0,4,1,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0006778240203857422,6,5,0.0025472640991210938
delgum,airport,scheduled_service,0.0026526451110839844,6.198883056640625e-05,0.0007338523864746094,0.0018568038940429688,0.6377015566223647,,-0.5282761674667735,1,5,1,5,1,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0006899833679199219,6,5,0.002590656280517578
delgum,airport,scheduled_service,0.002535104751586914,4.601478576660156e-05,0.0007910728454589844,0.0016980171203613281,0.4697142498776278,,-0.45228568740822084,2,4,2,4,2,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007519721984863281,6,5,0.0024890899658203125
delgum,airport,scheduled_service,0.002537250518798828,3.504753112792969e-05,0.0007643699645996094,0.001737833023071289,0.4325673189597369,,-0.47442548921980265,0,2,0,2,3,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007350444793701172,6,5,0.0025022029876708984
delgum,airport,scheduled_service,0.0017282962799072266,3.0040740966796875e-05,0.00024008750915527344,0.0014581680297851562,0.7151856454814501,,-0.5363892341110876,0,5,0,5,0,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0002219676971435547,6,5,0.0016982555389404297
delgum,airport,scheduled_service,0.0022771358489990234,3.600120544433594e-05,0.0007030963897705078,0.0015380382537841797,0.2288821396123376,,-0.37166160470925325,0,1,0,1,4,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0006818771362304688,6,5,0.0022411346435546875
delgum,airport,scheduled_service,0.002240896224975586,2.8848648071289062e-05,0.0007519721984863281,0.0014600753784179688,0.0920468199405825,,-0.3190351149554369,1,1,1,1,5,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007319450378417969,6,5,0.002212047576904297
delgum,airport,scheduled_service,0.002172708511352539,2.7894973754882812e-05,0.0007159709930419922,0.001428842544555664,0.2288821396123376,,-0.4216616047092532,0,1,0,1,5,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.000698089599609375,6,5,0.0021448135375976562
delgum,airport,scheduled_service,0.0021905899047851562,2.7894973754882812e-05,0.0009589195251464844,0.001203775405883789,0.5329217593367891,,-0.4996913195025918,1,4,1,4,2,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0009369850158691406,6,5,0.0021626949310302734
delgum,airport,scheduled_service,0.0019142627716064453,4.7206878662109375e-05,0.0002980232238769531,0.0015690326690673828,0.7151856454814501,,-0.5363892341110876,0,5,0,5,0,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0002779960632324219,6,5,0.001867055892944336
delgum,airport,scheduled_service,0.0024237632751464844,3.981590270996094e-05,0.0009369850158691406,0.0014469623565673828,0.0920468199405825,,-0.26903511495543686,1,1,1,1,4,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0009021759033203125,6,5,0.0023839473724365234
delgum,airport,scheduled_service,0.0019991397857666016,4.482269287109375e-05,0.00028324127197265625,0.0016710758209228516,0.7151856454814501,,-0.5363892341110876,0,5,0,5,0,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.00026416778564453125,6,5,0.001954317092895508
delgum,airport,scheduled_service,0.0024924278259277344,3.790855407714844e-05,0.0007562637329101562,0.0016982555389404297,0.4325673189597369,,-0.47442548921980265,0,2,0,2,3,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007281303405761719,6,5,0.002454519271850586
delgum,airport,scheduled_service,0.00209808349609375,3.2901763916015625e-05,0.0004563331604003906,0.0016088485717773438,0.4697142498776278,,-0.40228568740822085,3,5,3,5,1,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0004322528839111328,6,5,0.0020651817321777344
delgum,airport,scheduled_service,0.0025610923767089844,4.00543212890625e-05,0.0008270740509033203,0.0016939640045166016,0.0,,-0.25,0,-1,0,-1,5,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0008029937744140625,6,5,0.002521038055419922
delgum,airport,scheduled_service,0.0021486282348632812,4.792213439941406e-05,0.0004298686981201172,0.00167083740234375,0.633267038153267,,-0.5249502786149502,0,4,0,4,1,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0004038810729980469,6,5,0.002100706100463867
delgum,airport,scheduled_service,0.0021948814392089844,4.291534423828125e-05,0.0008530616760253906,0.0012989044189453125,0.4365917791396565,,-0.5274438343547424,0,2,0,2,4,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0008280277252197266,6,5,0.002151966094970703
delgum,airport,scheduled_service,0.0019690990447998047,4.1961669921875e-05,0.0004830360412597656,0.001444101333618164,0.6646451700889366,,-0.5484838775667025,1,5,1,5,1,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0004589557647705078,6,5,0.0019271373748779297
delgum,airport,scheduled_service,0.002239704132080078,3.5762786865234375e-05,0.0007700920104980469,0.0014338493347167969,0.0,,-0.3,0,-1,0,-1,6,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007450580596923828,6,5,0.0022039413452148438
delgum,airport,scheduled_service,0.0026471614837646484,3.62396240234375e-05,0.0008640289306640625,0.0017468929290771484,0.2288821396123376,,-0.37166160470925325,0,1,0,1,4,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0008308887481689453,6,5,0.002610921859741211
delgum,airport,scheduled_service,0.002368927001953125,3.0994415283203125e-05,0.0007379055023193359,0.001600027084350586,0.2693617282096118,,-0.40202129615720883,0,1,0,1,4,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0007140636444091797,6,5,0.002337932586669922
delgum,airport,scheduled_service,0.002337932586669922,3.0040740966796875e-05,0.0008769035339355469,0.0014309883117675781,0.0,,-0.25,0,-1,0,-1,5,0,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0008540153503417969,6,5,0.002307891845703125
