method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsd
delgum,airport,home_link,0.0021970272064208984,0.00032901763916015625,0.00017786026000976562,0.0016901493072509766,0.05010955345870127,0.22337399647872114,-0.4667762201253679,6,4,458,6
delgum,airport,home_link,0.0021889209747314453,0.00023174285888671875,0.0001621246337890625,0.001795053482055664,0.015768127809462573,0.22337399647872114,-0.5991014611427959,8,5,458,6
delgum,airport,home_link,0.002003908157348633,0.0002510547637939453,0.00015592575073242188,0.0015969276428222656,0.03592524660768637,0.22337399647872114,-0.28592524660768637,4,3,458,6
delgum,airport,home_link,0.0018270015716552734,0.0002129077911376953,0.000141143798828125,0.0014729499816894531,0.05010955345870127,0.22337399647872114,-0.3001095534587013,4,3,458,6
delgum,airport,home_link,0.0015227794647216797,0.00018286705017089844,6.604194641113281e-05,0.0012738704681396484,0.22337399647872114,0.22337399647872114,0.026626003521278863,1,0,458,6
delgum,airport,home_link,0.0016682147979736328,0.0001537799835205078,9.012222290039062e-05,0.0014243125915527344,0.03592524660768637,0.22337399647872114,0.047408086725646975,1,1,458,6
delgum,airport,home_link,0.0014188289642333984,0.0001399517059326172,9.393692016601562e-05,0.0011849403381347656,0.22337399647872114,0.22337399647872114,-0.30670732981205445,1,2,458,6
delgum,airport,home_link,0.0014388561248779297,0.00014090538024902344,0.00010085105895996094,0.0011970996856689453,0.03592524660768637,0.22337399647872114,-0.11925857994101968,1,2,458,6
delgum,airport,home_link,0.0026450157165527344,0.00045800209045410156,0.000247955322265625,0.0019390583038330078,0.22337399647872114,0.22337399647872114,-0.30670732981205445,1,2,458,6
delgum,airport,home_link,0.0030541419982910156,0.0008680820465087891,0.00033211708068847656,0.00185394287109375,0.0008907266304110095,0.22337399647872114,-0.5842240599637444,2,5,458,6
delgum,airport,home_link,0.0032110214233398438,0.0006718635559082031,0.0003039836883544922,0.0022351741790771484,0.0,0.22337399647872114,-0.5833333333333334,-1,5,458,6
delgum,airport,home_link,0.0018029212951660156,0.0001690387725830078,0.0001518726348876953,0.0014820098876953125,0.015768127809462573,0.22337399647872114,-0.5991014611427959,8,5,458,6
delgum,airport,home_link,0.0020668506622314453,0.00016689300537109375,0.00016808509826660156,0.00173187255859375,0.051126318247808444,0.22337399647872114,-0.4677929849144751,8,4,458,6
delgum,airport,home_link,0.0031049251556396484,0.000560760498046875,0.00025177001953125,0.0022923946380615234,0.22337399647872114,0.22337399647872114,-0.30670732981205445,1,2,458,6
delgum,airport,home_link,0.0016820430755615234,0.00015306472778320312,9.608268737792969e-05,0.0014328956604003906,0.0,0.22337399647872114,-0.5833333333333334,-1,5,458,6
delgum,airport,home_link,0.0029730796813964844,0.0006337165832519531,0.0002522468566894531,0.002087116241455078,0.22337399647872114,0.22337399647872114,-0.1400406631453878,1,1,458,6
delgum,airport,home_link,0.003003835678100586,0.0006330013275146484,0.00037384033203125,0.0019969940185546875,0.015768127809462573,0.22337399647872114,-0.5991014611427959,8,5,458,6
delgum,airport,home_link,0.002505064010620117,0.00047898292541503906,0.00026226043701171875,0.0017638206481933594,0.051126318247808444,0.22337399647872114,0.0322070150855249,1,1,458,6
delgum,airport,home_link,0.0017900466918945312,0.00016689300537109375,9.608268737792969e-05,0.0015270709991455078,0.22337399647872114,0.22337399647872114,-0.30670732981205445,1,2,458,6
delgum,airport,home_link,0.001756906509399414,0.00013494491577148438,0.000125885009765625,0.0014960765838623047,0.03592524660768637,0.22337399647872114,-0.452591913274353,4,4,458,6
delgum,airport,home_link,0.0029473304748535156,0.0007319450378417969,0.0002193450927734375,0.0019960403442382812,0.22337399647872114,0.22337399647872114,0.026626003521278863,1,0,458,6
delgum,airport,home_link,0.005055904388427734,0.0004589557647705078,0.0003299713134765625,0.004266977310180664,0.015768127809462573,0.22337399647872114,-0.5991014611427959,8,5,458,6
delgum,airport,home_link,0.0021369457244873047,0.0002770423889160156,0.0001468658447265625,0.0017130374908447266,0.051126318247808444,0.22337399647872114,-0.30112631824780844,4,3,458,6
delgum,airport,home_link,0.0023088455200195312,0.0002570152282714844,0.00011992454528808594,0.001931905746459961,0.0,0.22337399647872114,-0.5833333333333334,-1,5,458,6
delgum,airport,home_link,0.001712799072265625,0.00021576881408691406,0.0001010894775390625,0.0013959407806396484,0.22337399647872114,0.22337399647872114,-0.1400406631453878,1,1,458,6
delgum,airport,home_link,0.001859903335571289,0.0001819133758544922,7.104873657226562e-05,0.0016069412231445312,0.22337399647872114,0.22337399647872114,0.026626003521278863,1,0,458,6
delgum,airport,home_link,0.0018286705017089844,0.0001609325408935547,9.298324584960938e-05,0.0015747547149658203,0.0,0.22337399647872114,-0.5833333333333334,-1,5,458,6
delgum,airport,home_link,0.0015439987182617188,0.00013899803161621094,9.608268737792969e-05,0.0013089179992675781,0.03592524660768637,0.22337399647872114,-0.11925857994101968,1,2,458,6
delgum,airport,home_link,0.0024700164794921875,0.0004990100860595703,0.00023293495178222656,0.0017380714416503906,0.008222647309668152,0.22337399647872114,-0.4248893139763348,4,4,458,6
delgum,airport,home_link,0.0029778480529785156,0.0006489753723144531,0.00031685829162597656,0.002012014389038086,0.015768127809462573,0.22337399647872114,-0.5991014611427959,8,5,458,6
