method,dataset,target_attribute,total_time,init_time,model_time,update_time,utility,baseline_leakage_empty_mask,num_instantiated_cells,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,leakage,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1,total_time_minus_init
delmin,adult,education,0.060140132904052734,0.005009889602661133,0.05096101760864258,0.0016200542449951172,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0551302433013916
delmin,adult,education,0.06008601188659668,0.0051310062408447266,0.05083012580871582,0.0016379356384277344,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05495500564575195
delmin,adult,education,0.05988001823425293,0.0055179595947265625,0.04950094223022461,0.0015690326690673828,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05436205863952637
delmin,adult,education,0.05616617202758789,0.005308866500854492,0.04653620719909668,0.0016891956329345703,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0508573055267334
delmin,adult,education,0.05242347717285156,0.005099058151245117,0.04389023780822754,0.00128936767578125,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.047324419021606445
delmin,adult,education,0.05924534797668457,0.005031108856201172,0.0502619743347168,0.0016219615936279297,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0542142391204834
delmin,adult,education,0.06122565269470215,0.0050046443939208984,0.051758766174316406,0.001771688461303711,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05622100830078125
delmin,adult,education,0.052564144134521484,0.005017995834350586,0.04377007484436035,0.0014309883117675781,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0475461483001709
delmin,adult,education,0.05184340476989746,0.00505518913269043,0.04318690299987793,0.00127410888671875,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04678821563720703
delmin,adult,education,0.05226874351501465,0.004892826080322266,0.04348111152648926,0.0015597343444824219,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04737591743469238
delmin,adult,education,0.05620980262756348,0.004898786544799805,0.04697012901306152,0.0018050670623779297,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05131101608276367
delmin,adult,education,0.05396270751953125,0.005208730697631836,0.04461503028869629,0.0016608238220214844,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.048753976821899414
delmin,adult,education,0.053143978118896484,0.005008220672607422,0.04382491111755371,0.0019388198852539062,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04813575744628906
delmin,adult,education,0.0522618293762207,0.005178928375244141,0.04331374168395996,0.0013418197631835938,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04708290100097656
delmin,adult,education,0.06081652641296387,0.00503230094909668,0.05107522010803223,0.001959085464477539,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05578422546386719
delmin,adult,education,0.05341911315917969,0.005099058151245117,0.04363203048706055,0.0016551017761230469,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04832005500793457
delmin,adult,education,0.0600278377532959,0.005123138427734375,0.05095410346984863,0.0013377666473388672,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05490469932556152
delmin,flight,FlightNum,0.08735489845275879,0.012902975082397461,0.06940293312072754,0.0017979145050048828,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07445192337036133
delmin,flight,FlightNum,0.08553075790405273,0.013000011444091797,0.06773781776428223,0.0018417835235595703,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07253074645996094
delmin,flight,FlightNum,0.09236693382263184,0.012970924377441406,0.0736849308013916,0.0019071102142333984,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07939600944519043
delmin,flight,FlightNum,0.08657526969909668,0.012871265411376953,0.06928491592407227,0.0014431476593017578,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07370400428771973
delmin,flight,FlightNum,0.09060192108154297,0.012739896774291992,0.07253026962280273,0.001857757568359375,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07786202430725098
delmin,flight,FlightNum,0.08338618278503418,0.012833118438720703,0.06563210487365723,0.0017619132995605469,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07055306434631348
delmin,flight,FlightNum,0.08742427825927734,0.012804985046386719,0.06963610649108887,0.001728057861328125,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07461929321289062
delmin,flight,FlightNum,0.087554931640625,0.012959003448486328,0.06972122192382812,0.0016360282897949219,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07459592819213867
delmin,flight,FlightNum,0.08457326889038086,0.013191938400268555,0.06641912460327148,0.0018012523651123047,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0713813304901123
delmin,flight,FlightNum,0.08971595764160156,0.012817859649658203,0.07236385345458984,0.0016939640045166016,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07689809799194336
delmin,flight,FlightNum,0.08693218231201172,0.012839078903198242,0.06896686553955078,0.0017631053924560547,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07409310340881348
delmin,flight,FlightNum,0.08506464958190918,0.012906074523925781,0.0673210620880127,0.001712799072265625,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0721585750579834
delmin,flight,FlightNum,0.09172797203063965,0.012886762619018555,0.07357215881347656,0.0018310546875,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0788412094116211
delmin,flight,FlightNum,0.0891416072845459,0.0125579833984375,0.07151198387145996,0.001779794692993164,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0765836238861084
delmin,flight,FlightNum,0.08918309211730957,0.012691020965576172,0.07097601890563965,0.0017180442810058594,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0764920711517334
delmin,flight,FlightNum,0.08394408226013184,0.012789011001586914,0.06544709205627441,0.0016040802001953125,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07115507125854492
delmin,flight,FlightNum,0.09091806411743164,0.013140201568603516,0.0717918872833252,0.0020711421966552734,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07777786254882812
delmin,flight,FlightNum,0.2514209747314453,0.016743898391723633,0.2267591953277588,0.002521991729736328,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.23467707633972168
delmin,flight,FlightNum,0.08976197242736816,0.013365983963012695,0.07003426551818848,0.002257108688354492,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07639598846435547
delmin,flight,FlightNum,0.08501744270324707,0.013000011444091797,0.0673060417175293,0.001598358154296875,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07201743125915527
delmin,flight,FlightNum,0.0883176326751709,0.01290583610534668,0.06961464881896973,0.0020399093627929688,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07541179656982422
delmin,flight,FlightNum,0.08807992935180664,0.013073921203613281,0.06979012489318848,0.0018651485443115234,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07500600814819336
delmin,flight,FlightNum,0.09215116500854492,0.013127326965332031,0.07336783409118652,0.0020029544830322266,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07902383804321289
delmin,flight,FlightNum,0.08660888671875,0.012919187545776367,0.06920909881591797,0.0014557838439941406,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07368969917297363
delmin,flight,FlightNum,0.09044981002807617,0.013221025466918945,0.07196712493896484,0.001748800277709961,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07722878456115723
delmin,flight,FlightNum,0.08756875991821289,0.012768030166625977,0.06979775428771973,0.0018157958984375,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07480072975158691
delmin,flight,FlightNum,0.09024429321289062,0.012746095657348633,0.07198500633239746,0.0018203258514404297,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07749819755554199
delmin,flight,FlightNum,0.0915834903717041,0.012840747833251953,0.0730137825012207,0.0019237995147705078,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07874274253845215
delmin,flight,FlightNum,0.09068584442138672,0.01289987564086914,0.07176995277404785,0.0019741058349609375,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07778596878051758
delmin,flight,FlightNum,0.08767986297607422,0.012812137603759766,0.06983661651611328,0.0017719268798828125,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07486772537231445
delmin,flight,FlightNum,0.09092926979064941,0.013293027877807617,0.07257604598999023,0.0017781257629394531,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0776362419128418
delmin,flight,FlightNum,0.08650922775268555,0.012685060501098633,0.0688481330871582,0.0017364025115966797,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07382416725158691
delmin,flight,FlightNum,0.09130525588989258,0.012868165969848633,0.07279276847839355,0.0018990039825439453,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07843708992004395
delmin,flight,FlightNum,0.09122967720031738,0.012512683868408203,0.07316303253173828,0.0018448829650878906,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07871699333190918
delmin,flight,FlightNum,0.09020137786865234,0.012946128845214844,0.07190990447998047,0.00180816650390625,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0772552490234375
delmin,flight,FlightNum,0.09068965911865234,0.012678861618041992,0.07232213020324707,0.0019998550415039062,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07801079750061035
delmin,flight,FlightNum,0.08752059936523438,0.013019323348999023,0.06967306137084961,0.0017333030700683594,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07450127601623535
delmin,flight,FlightNum,0.09006094932556152,0.012753009796142578,0.07222390174865723,0.0018339157104492188,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07730793952941895
delmin,flight,FlightNum,0.08718299865722656,0.012987136840820312,0.06871414184570312,0.0019528865814208984,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07419586181640625
delmin,flight,FlightNum,0.08740615844726562,0.012653112411499023,0.06940793991088867,0.0017521381378173828,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0747530460357666
delmin,flight,FlightNum,0.08921360969543457,0.013071775436401367,0.07097721099853516,0.001771688461303711,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0761418342590332
delmin,flight,FlightNum,0.09321022033691406,0.01279306411743164,0.07522797584533691,0.0016970634460449219,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.08041715621948242
delmin,flight,FlightNum,0.08538556098937988,0.01302790641784668,0.06743407249450684,0.0018417835235595703,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.0723576545715332
delmin,flight,FlightNum,0.08935189247131348,0.01282501220703125,0.07112503051757812,0.0017459392547607422,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07652688026428223
delmin,flight,FlightNum,0.085968017578125,0.013023138046264648,0.06735396385192871,0.0018630027770996094,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07294487953186035
delmin,flight,FlightNum,0.08858299255371094,0.012768983840942383,0.07093620300292969,0.0017130374908447266,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07581400871276855
delmin,flight,FlightNum,0.07927227020263672,0.012956380844116211,0.06154227256774902,0.0014939308166503906,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.06631588935852051
delmin,flight,FlightNum,0.09056377410888672,0.012846708297729492,0.07217788696289062,0.001867055892944336,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07771706581115723
delmin,flight,FlightNum,0.08755803108215332,0.012969970703125,0.06955909729003906,0.0017011165618896484,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07458806037902832
delmin,flight,FlightNum,0.0912621021270752,0.012754201889038086,0.07285499572753906,0.0018248558044433594,-0.5416666666666666,,13,0,-1,0,-1,14,36498,0.0,1,,,,,,,,,,,,0.07850790023803711
delmin,tax,marital_status,0.016915082931518555,0.004212141036987305,0.00849008560180664,0.0019600391387939453,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01270294189453125
delmin,tax,marital_status,0.016143083572387695,0.0039000511169433594,0.008373022079467773,0.001817941665649414,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012243032455444336
delmin,tax,marital_status,0.015972137451171875,0.003854990005493164,0.008153915405273438,0.0018451213836669922,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012117147445678711
delmin,tax,marital_status,0.01744675636291504,0.004038810729980469,0.00886678695678711,0.002179861068725586,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01340794563293457
delmin,tax,marital_status,0.01704120635986328,0.004044055938720703,0.00869297981262207,0.001971006393432617,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012997150421142578
delmin,tax,marital_status,0.01742410659790039,0.00415802001953125,0.008986949920654297,0.002006053924560547,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01326608657836914
delmin,tax,marital_status,0.017605066299438477,0.004030942916870117,0.009168148040771484,0.0018391609191894531,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01357412338256836
delmin,tax,marital_status,0.018024206161499023,0.004286050796508789,0.00921177864074707,0.0020792484283447266,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013738155364990234
delmin,tax,marital_status,0.01769113540649414,0.00419306755065918,0.008960962295532227,0.002156972885131836,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013498067855834961
delmin,tax,marital_status,0.017249107360839844,0.0040700435638427734,0.008872270584106445,0.0020301342010498047,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01317906379699707
delmin,tax,marital_status,0.015964269638061523,0.003960132598876953,0.00823664665222168,0.0017161369323730469,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01200413703918457
delmin,tax,marital_status,0.016916990280151367,0.004256725311279297,0.008610963821411133,0.0017919540405273438,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01266026496887207
delmin,tax,marital_status,0.018270254135131836,0.004441261291503906,0.009405136108398438,0.002183198928833008,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01382899284362793
delmin,tax,marital_status,0.017934799194335938,0.004633903503417969,0.008824825286865234,0.0018928050994873047,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013300895690917969
delmin,tax,marital_status,0.018230199813842773,0.004403114318847656,0.009016752243041992,0.002323150634765625,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013827085494995117
delmin,tax,marital_status,0.017946958541870117,0.004157066345214844,0.008996725082397461,0.0023338794708251953,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013789892196655273
delmin,tax,marital_status,0.01734614372253418,0.004081249237060547,0.008826971054077148,0.002079010009765625,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013264894485473633
delmin,tax,marital_status,0.0172421932220459,0.004144906997680664,0.008875846862792969,0.0019631385803222656,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013097286224365234
delmin,tax,marital_status,0.018346071243286133,0.004372119903564453,0.009420156478881836,0.0018229484558105469,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01397395133972168
delmin,tax,marital_status,0.017876863479614258,0.00432896614074707,0.00887608528137207,0.0021648406982421875,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013547897338867188
delmin,tax,marital_status,0.017475128173828125,0.00423884391784668,0.008803844451904297,0.0020771026611328125,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013236284255981445
delmin,tax,marital_status,0.01729273796081543,0.004006147384643555,0.00878596305847168,0.0021457672119140625,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013286590576171875
delmin,tax,marital_status,0.016844749450683594,0.003968000411987305,0.00864100456237793,0.002071857452392578,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012876749038696289
delmin,tax,marital_status,0.017503738403320312,0.004169940948486328,0.008847951889038086,0.0020198822021484375,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013333797454833984
delmin,tax,marital_status,0.017659902572631836,0.0041959285736083984,0.00886392593383789,0.0020999908447265625,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013463973999023438
delmin,tax,marital_status,0.01778411865234375,0.004525184631347656,0.008713006973266602,0.002404928207397461,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013258934020996094
delmin,tax,marital_status,0.017493009567260742,0.004141092300415039,0.0087890625,0.002245187759399414,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013351917266845703
delmin,tax,marital_status,0.017318010330200195,0.003999948501586914,0.009188175201416016,0.002101898193359375,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013318061828613281
delmin,tax,marital_status,0.017627716064453125,0.00418400764465332,0.008997917175292969,0.002010822296142578,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013443708419799805
delmin,tax,marital_status,0.017547130584716797,0.004179954528808594,0.008792877197265625,0.002228975296020508,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013367176055908203
delmin,tax,marital_status,0.018826007843017578,0.004640102386474609,0.00928807258605957,0.002398967742919922,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.014185905456542969
delmin,tax,marital_status,0.017925500869750977,0.004521369934082031,0.008519172668457031,0.0023369789123535156,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013404130935668945
delmin,tax,marital_status,0.017264366149902344,0.0041351318359375,0.008787870407104492,0.002009153366088867,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013129234313964844
delmin,tax,marital_status,0.017554283142089844,0.004059314727783203,0.00898885726928711,0.0021550655364990234,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01349496841430664
delmin,tax,marital_status,0.017014265060424805,0.004045963287353516,0.00869607925415039,0.002009153366088867,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012968301773071289
delmin,tax,marital_status,0.017225265502929688,0.004098176956176758,0.008754253387451172,0.002117156982421875,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01312708854675293
delmin,tax,marital_status,0.01819014549255371,0.0043299198150634766,0.009317874908447266,0.002039194107055664,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013860225677490234
delmin,tax,marital_status,0.01777052879333496,0.004312992095947266,0.00870823860168457,0.002168893814086914,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013457536697387695
delmin,tax,marital_status,0.017322540283203125,0.004234790802001953,0.008962154388427734,0.0020227432250976562,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013087749481201172
delmin,tax,marital_status,0.017405986785888672,0.0040531158447265625,0.008888006210327148,0.002185821533203125,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01335287094116211
delmin,tax,marital_status,0.01714801788330078,0.0039920806884765625,0.008696794509887695,0.0018260478973388672,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013155937194824219
delmin,tax,marital_status,0.017078161239624023,0.004024028778076172,0.008690118789672852,0.002017974853515625,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013054132461547852
delmin,tax,marital_status,0.017345428466796875,0.004418134689331055,0.008692026138305664,0.0020761489868164062,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01292729377746582
delmin,tax,marital_status,0.017473220825195312,0.004248142242431641,0.008744955062866211,0.0019750595092773438,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013225078582763672
delmin,tax,marital_status,0.016074657440185547,0.003973722457885742,0.008330821990966797,0.0016360282897949219,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012100934982299805
delmin,tax,marital_status,0.015517234802246094,0.004055023193359375,0.007964849472045898,0.0016281604766845703,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.011462211608886719
delmin,tax,marital_status,0.016943931579589844,0.0040531158447265625,0.008730888366699219,0.0019299983978271484,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.012890815734863281
delmin,tax,marital_status,0.017201900482177734,0.004057884216308594,0.008811712265014648,0.0020940303802490234,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.01314401626586914
delmin,tax,marital_status,0.01737499237060547,0.004025936126708984,0.00900125503540039,0.0018889904022216797,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013349056243896484
delmin,tax,marital_status,0.01827096939086914,0.00446009635925293,0.009223222732543945,0.0021140575408935547,-0.75,,3,0,-1,0,-1,4,3434,0.0,1,,,,,,,,,,,,0.013810873031616211
