method,dataset,target_attribute,total_time,init_time,model_time,update_time,utility,baseline_leakage_empty_mask,num_instantiated_cells,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,leakage,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1,total_time_minus_init
delmin,airport,scheduled_service,0.016672849655151367,0.0033249855041503906,0.008344888687133789,0.0020029544830322266,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013347864151000977
delmin,airport,scheduled_service,0.01675701141357422,0.003445863723754883,0.00845479965209961,0.0021140575408935547,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013311147689819336
delmin,airport,scheduled_service,0.015275716781616211,0.002962827682495117,0.0076329708099365234,0.0020639896392822266,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012312889099121094
delmin,airport,scheduled_service,0.01617288589477539,0.003108978271484375,0.008090972900390625,0.0022687911987304688,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013063907623291016
delmin,airport,scheduled_service,0.015555143356323242,0.0029168128967285156,0.008143186569213867,0.0020241737365722656,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012638330459594727
delmin,airport,scheduled_service,0.01562809944152832,0.003050088882446289,0.007893800735473633,0.0018949508666992188,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012578010559082031
delmin,airport,scheduled_service,0.016875267028808594,0.003366231918334961,0.008506059646606445,0.002095937728881836,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013509035110473633
delmin,airport,scheduled_service,0.0156400203704834,0.003365039825439453,0.007912874221801758,0.001895904541015625,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012274980545043945
delmin,airport,scheduled_service,0.016750812530517578,0.003245115280151367,0.008385181427001953,0.0021529197692871094,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013505697250366211
delmin,airport,scheduled_service,0.016274213790893555,0.0030362606048583984,0.008171796798706055,0.0019459724426269531,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013237953186035156
delmin,airport,scheduled_service,0.01677393913269043,0.0031201839447021484,0.00834202766418457,0.0022668838500976562,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013653755187988281
delmin,airport,scheduled_service,0.01602315902709961,0.002856016159057617,0.008367776870727539,0.0021691322326660156,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013167142868041992
delmin,airport,scheduled_service,0.01561594009399414,0.003142833709716797,0.007787942886352539,0.0019659996032714844,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012473106384277344
delmin,airport,scheduled_service,0.01630091667175293,0.0029909610748291016,0.00830698013305664,0.002162933349609375,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013309955596923828
delmin,airport,scheduled_service,0.016800403594970703,0.0034062862396240234,0.00831913948059082,0.002257108688354492,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01339411735534668
delmin,airport,scheduled_service,0.016210079193115234,0.0033020973205566406,0.00825190544128418,0.002067089080810547,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012907981872558594
delmin,airport,scheduled_service,0.01633429527282715,0.0033049583435058594,0.00828409194946289,0.0021982192993164062,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013029336929321289
delmin,airport,scheduled_service,0.015533208847045898,0.003069162368774414,0.007859945297241211,0.0021600723266601562,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012464046478271484
delmin,airport,scheduled_service,0.01663351058959961,0.0032939910888671875,0.008310079574584961,0.0022208690643310547,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013339519500732422
delmin,airport,scheduled_service,0.015615224838256836,0.0029730796813964844,0.008200883865356445,0.00199127197265625,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012642145156860352
delmin,airport,scheduled_service,0.015461921691894531,0.0028390884399414062,0.008125066757202148,0.0021028518676757812,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012622833251953125
delmin,airport,scheduled_service,0.015646934509277344,0.002887248992919922,0.008292198181152344,0.001878976821899414,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012759685516357422
delmin,airport,scheduled_service,0.016107797622680664,0.0029668807983398438,0.008317947387695312,0.0019998550415039062,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01314091682434082
delmin,airport,scheduled_service,0.016962051391601562,0.0034399032592773438,0.008584260940551758,0.0022721290588378906,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013522148132324219
delmin,airport,scheduled_service,0.016320228576660156,0.002949237823486328,0.008610010147094727,0.001873016357421875,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013370990753173828
delmin,airport,scheduled_service,0.01657414436340332,0.003386259078979492,0.008348226547241211,0.0020711421966552734,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013187885284423828
delmin,airport,scheduled_service,0.015275716781616211,0.0031430721282958984,0.007817983627319336,0.0018908977508544922,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012132644653320312
delmin,airport,scheduled_service,0.015702009201049805,0.002964019775390625,0.007884025573730469,0.002087831497192383,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01273798942565918
delmin,airport,scheduled_service,0.01533198356628418,0.0032770633697509766,0.007794857025146484,0.0017218589782714844,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012054920196533203
delmin,airport,scheduled_service,0.016010761260986328,0.002917051315307617,0.008217096328735352,0.002319812774658203,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013093709945678711
delmin,airport,scheduled_service,0.016633272171020508,0.0031948089599609375,0.008706092834472656,0.0020182132720947266,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01343846321105957
delmin,airport,scheduled_service,0.015587806701660156,0.0028960704803466797,0.008005142211914062,0.0022118091583251953,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012691736221313477
delmin,airport,scheduled_service,0.01729893684387207,0.002888917922973633,0.009275197982788086,0.002232074737548828,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.014410018920898438
delmin,airport,scheduled_service,0.017342805862426758,0.003487825393676758,0.00851583480834961,0.0024509429931640625,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01385498046875
delmin,airport,scheduled_service,0.016579151153564453,0.0032079219818115234,0.008268117904663086,0.002382040023803711,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01337122917175293
delmin,airport,scheduled_service,0.01674818992614746,0.0033721923828125,0.008411884307861328,0.002131938934326172,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013375997543334961
delmin,airport,scheduled_service,0.015364646911621094,0.0030651092529296875,0.0077970027923583984,0.0018947124481201172,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012299537658691406
delmin,airport,scheduled_service,0.016172409057617188,0.0028684139251708984,0.008226156234741211,0.0023810863494873047,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.013303995132446289
delmin,airport,scheduled_service,0.014833927154541016,0.002749919891357422,0.0071828365325927734,0.001535177230834961,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.012084007263183594
delmin,airport,scheduled_service,0.016343116760253906,0.003219127655029297,0.008452177047729492,0.0023200511932373047,-0.6,,6,0,-1,0,-1,7,3444,0.0,1,,,,,,,,,,,,0.01312398910522461
delmin,hospital,ProviderNumber,0.04068398475646973,0.0047991275787353516,0.028126001358032227,0.0023899078369140625,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.035884857177734375
delmin,hospital,ProviderNumber,0.039983272552490234,0.004853963851928711,0.027602195739746094,0.0025131702423095703,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03512930870056152
delmin,hospital,ProviderNumber,0.03955078125,0.004606962203979492,0.027498960494995117,0.0023310184478759766,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03494381904602051
delmin,hospital,ProviderNumber,0.037682294845581055,0.004621982574462891,0.027361154556274414,0.0023772716522216797,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.033060312271118164
delmin,hospital,ProviderNumber,0.03773975372314453,0.0046329498291015625,0.0274503231048584,0.0022699832916259766,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03310680389404297
delmin,hospital,ProviderNumber,0.03950643539428711,0.004563093185424805,0.027421951293945312,0.0023522377014160156,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.034943342208862305
delmin,hospital,ProviderNumber,0.039240360260009766,0.004365682601928711,0.027360916137695312,0.002317667007446289,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.034874677658081055
delmin,hospital,ProviderNumber,0.03960585594177246,0.004300117492675781,0.027714014053344727,0.002496957778930664,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03530573844909668
delmin,hospital,ProviderNumber,0.037858009338378906,0.004666805267333984,0.0273590087890625,0.0026421546936035156,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03319120407104492
delmin,hospital,ProviderNumber,0.039537906646728516,0.004494190216064453,0.027692079544067383,0.002315998077392578,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03504371643066406
delmin,hospital,ProviderNumber,0.03695392608642578,0.004419088363647461,0.027081012725830078,0.0021209716796875,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03253483772277832
delmin,hospital,ProviderNumber,0.03815817832946777,0.004458904266357422,0.027996063232421875,0.0023162364959716797,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03369927406311035
delmin,hospital,ProviderNumber,0.036547183990478516,0.0045969486236572266,0.026623964309692383,0.0022170543670654297,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03195023536682129
delmin,hospital,ProviderNumber,0.03784918785095215,0.004639863967895508,0.027526140213012695,0.002279043197631836,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03320932388305664
delmin,hospital,ProviderNumber,0.03646707534790039,0.0042459964752197266,0.027069091796875,0.0021181106567382812,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.032221078872680664
delmin,hospital,ProviderNumber,0.037200212478637695,0.004363059997558594,0.02727508544921875,0.002112865447998047,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.0328371524810791
delmin,hospital,ProviderNumber,0.03698015213012695,0.004637956619262695,0.026819229125976562,0.002048015594482422,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03234219551086426
delmin,hospital,ProviderNumber,0.0374760627746582,0.004636287689208984,0.027459144592285156,0.0021979808807373047,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03283977508544922
delmin,hospital,ProviderNumber,0.0383455753326416,0.004385709762573242,0.027890920639038086,0.0024688243865966797,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03395986557006836
delmin,hospital,ProviderNumber,0.03759121894836426,0.004461050033569336,0.027418851852416992,0.002290010452270508,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03313016891479492
delmin,hospital,ProviderNumber,0.038327693939208984,0.004897117614746094,0.027413129806518555,0.002486705780029297,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03343057632446289
delmin,hospital,ProviderNumber,0.03819394111633301,0.004654884338378906,0.027920961380004883,0.002135038375854492,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.0335390567779541
delmin,hospital,ProviderNumber,0.03703594207763672,0.004509925842285156,0.027151107788085938,0.0020508766174316406,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03252601623535156
delmin,hospital,ProviderNumber,0.037416934967041016,0.004294157028198242,0.027387142181396484,0.002290964126586914,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03312277793884277
delmin,hospital,ProviderNumber,0.03696703910827637,0.004467964172363281,0.026794910430908203,0.002241849899291992,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.032499074935913086
delmin,hospital,ProviderNumber,0.0382840633392334,0.00458216667175293,0.026103973388671875,0.0024890899658203125,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03370189666748047
delmin,hospital,ProviderNumber,0.039346933364868164,0.004322052001953125,0.027505159378051758,0.0024008750915527344,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03502488136291504
delmin,hospital,ProviderNumber,0.03672456741333008,0.004452705383300781,0.026475906372070312,0.0023908615112304688,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.0322718620300293
delmin,hospital,ProviderNumber,0.03940010070800781,0.004675149917602539,0.02765202522277832,0.002511262893676758,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03472495079040527
delmin,hospital,ProviderNumber,0.03827309608459473,0.00459599494934082,0.027706146240234375,0.0025582313537597656,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.033677101135253906
delmin,hospital,ProviderNumber,0.03590106964111328,0.004575967788696289,0.026200056076049805,0.002068042755126953,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03132510185241699
delmin,hospital,ProviderNumber,0.03835630416870117,0.0044841766357421875,0.028107881546020508,0.002310037612915039,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.033872127532958984
delmin,hospital,ProviderNumber,0.036544084548950195,0.004513978958129883,0.026820898056030273,0.0017490386962890625,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03203010559082031
delmin,hospital,ProviderNumber,0.0380396842956543,0.004651784896850586,0.02765512466430664,0.002410888671875,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03338789939880371
delmin,hospital,ProviderNumber,0.03626060485839844,0.0045261383056640625,0.02628302574157715,0.0020322799682617188,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.031734466552734375
delmin,hospital,ProviderNumber,0.03749203681945801,0.0045511722564697266,0.027360200881958008,0.0022449493408203125,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03294086456298828
delmin,hospital,ProviderNumber,0.03722214698791504,0.004663944244384766,0.027200937271118164,0.0019490718841552734,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03255820274353027
delmin,hospital,ProviderNumber,0.03711533546447754,0.0047571659088134766,0.026395082473754883,0.002518177032470703,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03235816955566406
delmin,hospital,ProviderNumber,0.036997079849243164,0.004578113555908203,0.026499032974243164,0.002588987350463867,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03241896629333496
delmin,hospital,ProviderNumber,0.03807806968688965,0.004523038864135742,0.02770090103149414,0.002279996871948242,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.033555030822753906
delmin,hospital,ProviderNumber,0.038788795471191406,0.00462794303894043,0.02810072898864746,0.0025179386138916016,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03416085243225098
delmin,hospital,ProviderNumber,0.04004406929016113,0.004580974578857422,0.027727842330932617,0.0026481151580810547,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03546309471130371
delmin,hospital,ProviderNumber,0.03974628448486328,0.00452423095703125,0.027480125427246094,0.002501249313354492,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03522205352783203
delmin,hospital,ProviderNumber,0.03829503059387207,0.004554033279418945,0.026281118392944336,0.002282857894897461,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.033740997314453125
delmin,hospital,ProviderNumber,0.036303043365478516,0.004585981369018555,0.025982141494750977,0.0024139881134033203,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03171706199645996
delmin,hospital,ProviderNumber,0.037770748138427734,0.0047037601470947266,0.02719593048095703,0.0023949146270751953,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03306698799133301
delmin,hospital,ProviderNumber,0.03688192367553711,0.004431962966918945,0.027225971221923828,0.0019981861114501953,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.032449960708618164
delmin,hospital,ProviderNumber,0.03766202926635742,0.004601240158081055,0.027257919311523438,0.0023849010467529297,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03306078910827637
delmin,hospital,ProviderNumber,0.037944793701171875,0.0046880245208740234,0.02773284912109375,0.0019259452819824219,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.03325676918029785
delmin,hospital,ProviderNumber,0.0377500057220459,0.004606962203979492,0.027671098709106445,0.0021839141845703125,-0.5555555555555556,,10,0,-1,0,-1,11,13014,0.0,1,,,,,,,,,,,,0.033143043518066406
delmin,adult,education,0.0726156234741211,0.005506992340087891,0.061634063720703125,0.001974821090698242,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0671086311340332
delmin,adult,education,0.06496906280517578,0.005177736282348633,0.054859161376953125,0.0020570755004882812,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05979132652282715
delmin,adult,education,0.05876517295837402,0.005647182464599609,0.04803824424743652,0.001894235610961914,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.053117990493774414
delmin,adult,education,0.05401206016540527,0.005120038986206055,0.044760704040527344,0.001650094985961914,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04889202117919922
delmin,adult,education,0.05478310585021973,0.00499415397644043,0.046285152435302734,0.0012700557708740234,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0497889518737793
delmin,adult,education,0.05873513221740723,0.005034923553466797,0.0492250919342041,0.0017120838165283203,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05370020866394043
delmin,adult,education,0.060636043548583984,0.0052032470703125,0.05125021934509277,0.0016629695892333984,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.055432796478271484
delmin,adult,education,0.05386805534362793,0.005081892013549805,0.04440808296203613,0.0016722679138183594,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.048786163330078125
delmin,adult,education,0.07445716857910156,0.005158185958862305,0.06432986259460449,0.0021719932556152344,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.06929898262023926
delmin,adult,education,0.06268835067749023,0.005300045013427734,0.05288290977478027,0.0017333030700683594,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0573883056640625
delmin,adult,education,0.05416607856750488,0.0051000118255615234,0.04508614540100098,0.0012521743774414062,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04906606674194336
delmin,adult,education,0.052523136138916016,0.004958152770996094,0.0437769889831543,0.0013780593872070312,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04756498336791992
delmin,adult,education,0.05809664726257324,0.00494384765625,0.04869794845581055,0.0017619132995605469,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05315279960632324
delmin,adult,education,0.05326390266418457,0.0053501129150390625,0.04378914833068848,0.0015528202056884766,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04791378974914551
delmin,adult,education,0.05206608772277832,0.004945993423461914,0.04339718818664551,0.0012769699096679688,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.047120094299316406
delmin,adult,education,0.05274701118469238,0.004960060119628906,0.04353785514831543,0.0014090538024902344,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04778695106506348
delmin,adult,education,0.05612301826477051,0.005116939544677734,0.04714608192443848,0.0014541149139404297,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05100607872009277
delmin,adult,education,0.05325007438659668,0.005126953125,0.04408383369445801,0.0015900135040283203,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04812312126159668
delmin,adult,education,0.056288719177246094,0.004911899566650391,0.044940948486328125,0.0018839836120605469,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.0513768196105957
delmin,adult,education,0.05971384048461914,0.004976034164428711,0.05068373680114746,0.001651763916015625,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05473780632019043
delmin,adult,education,0.062230825424194336,0.005033969879150391,0.052315711975097656,0.0018661022186279297,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.057196855545043945
delmin,adult,education,0.05735588073730469,0.005057096481323242,0.048399925231933594,0.0012788772583007812,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.052298784255981445
delmin,adult,education,0.05790901184082031,0.005045890808105469,0.047232866287231445,0.0017940998077392578,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.052863121032714844
delmin,adult,education,0.055986881256103516,0.0051097869873046875,0.04489302635192871,0.0017142295837402344,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05087709426879883
delmin,adult,education,0.06348323822021484,0.005234241485595703,0.05351996421813965,0.0020248889923095703,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05824899673461914
delmin,adult,education,0.05975747108459473,0.005059957504272461,0.05050206184387207,0.00164031982421875,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.054697513580322266
delmin,adult,education,0.06042599678039551,0.005170106887817383,0.050891876220703125,0.0018699169158935547,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.055255889892578125
delmin,adult,education,0.06120014190673828,0.005033969879150391,0.05089378356933594,0.0014519691467285156,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05616617202758789
delmin,adult,education,0.05843091011047363,0.005352973937988281,0.048571109771728516,0.001708984375,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05307793617248535
delmin,adult,education,0.05292105674743652,0.004976987838745117,0.04379105567932129,0.001569986343383789,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.047944068908691406
delmin,adult,education,0.060179948806762695,0.004992961883544922,0.05130910873413086,0.0012900829315185547,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05518698692321777
delmin,adult,education,0.05717587471008301,0.005044221878051758,0.048198699951171875,0.0014619827270507812,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.05213165283203125
delmin,adult,education,0.05322432518005371,0.00507807731628418,0.044013023376464844,0.0017120838165283203,-0.5454545454545454,,12,0,-1,0,-1,13,29381,0.0,1,,,,,,,,,,,,0.04814624786376953
