method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,epsil,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,num_instantiated_cells,denom_I_minus_1,total_time_minus_init
delgum,hospital,ProviderNumber,0.0031528472900390625,0.0004088878631591797,0.0013301372528076172,0.0014138221740722656,0.6623992294064142,,-0.49679942205481065,0,4,0,4,0,1823,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0012753009796142578,12,11,0.002743959426879883
delgum,adult,education,0.047472476959228516,0.0010118484497070312,0.044867753982543945,0.001592874526977539,0.3503310455176597,,-0.37638464777460845,31,34,31,34,5,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0439760684967041,12,11,0.046460628509521484
delgum,adult,education,0.14506912231445312,0.0003521442413330078,0.142197847366333,0.0025191307067871094,0.022662624511418872,,-0.19881515020174598,305,305,305,305,8,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.13868212699890137,12,11,0.14471697807312012
delgum,adult,education,0.11816811561584473,0.0004680156707763672,0.11600399017333984,0.0016961097717285156,0.07522907711075788,,-0.2155127169239775,219,221,219,221,7,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.11284875869750977,12,11,0.11770009994506836
delgum,adult,education,0.016469955444335938,0.00047707557678222656,0.013736963272094727,0.0022559165954589844,0.23301141288485505,,-0.24294037784545947,10,14,10,14,3,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.013521909713745117,12,11,0.01599287986755371
delgum,adult,education,0.009735584259033203,0.0003821849822998047,0.007856130599975586,0.0014972686767578125,0.4837492874056374,,-0.4082665110087735,2,8,2,8,2,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007714033126831055,12,11,0.009353399276733398
delgum,adult,education,0.0035371780395507812,0.0003108978271484375,0.0018551349639892578,0.001371145248413086,0.49122554744404323,,-0.3684191605830324,0,7,0,7,0,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0017828941345214844,12,11,0.0032262802124023438
delgum,adult,education,0.10211563110351562,0.0002930164337158203,0.019353866577148438,0.08246874809265137,0.43187055559681353,,-0.4148120076067011,15,19,15,19,4,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.019029855728149414,12,11,0.1018226146697998
delgum,adult,education,0.07021260261535645,0.000762939453125,0.028972864151000977,0.04047679901123047,0.1477951466137658,,-0.20175545086941526,38,40,38,40,4,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.02848196029663086,12,11,0.06944966316223145
delgum,adult,education,0.18172907829284668,0.0008232593536376953,0.17845487594604492,0.0024509429931640625,0.0,,-0.2727272727272727,0,-1,0,-1,12,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.17835187911987305,12,11,0.18090581893920898
delgum,adult,education,0.0042459964752197266,0.0005319118499755859,0.0019779205322265625,0.0017361640930175781,0.49122554744404323,,-0.3684191605830324,0,7,0,7,0,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0019040107727050781,12,11,0.0037140846252441406
delgum,adult,education,0.009862899780273438,0.0004410743713378906,0.00780177116394043,0.0016200542449951172,0.2726821726489278,,-0.2499661749412413,2,8,2,8,2,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007650852203369141,12,11,0.009421825408935547
delgum,adult,education,0.0038537979125976562,0.000453948974609375,0.001940011978149414,0.0014598369598388672,0.49122554744404323,,-0.3684191605830324,0,7,0,7,0,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.001867055892944336,12,11,0.0033998489379882812
delgum,adult,education,0.009917974472045898,0.0004019737243652344,0.007910966873168945,0.0016050338745117188,0.2641532182645825,,-0.24356945915298234,1,7,1,7,2,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007767200469970703,12,11,0.009516000747680664
delgum,adult,education,0.08430600166320801,0.0003731250762939453,0.0816349983215332,0.0022978782653808594,0.3306439061431553,,-0.40707383869827557,140,141,140,141,7,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.07997798919677734,12,11,0.08393287658691406
delgum,adult,education,0.06286787986755371,0.0004761219024658203,0.06023287773132324,0.0021588802337646484,0.2593405625734815,,-0.33086905829374746,74,78,74,78,6,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.05884718894958496,12,11,0.06239175796508789
delgum,adult,education,0.24781394004821777,0.00043392181396484375,0.2457280158996582,0.0016520023345947266,0.06367224991344911,,-0.2750269147078141,849,851,849,851,10,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.23172402381896973,12,11,0.24738001823425293
delgum,adult,education,0.006536006927490234,0.0004940032958984375,0.004439115524291992,0.0016028881072998047,0.49122554744404323,,-0.39114643331030513,0,7,0,7,1,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.004339933395385742,12,11,0.006042003631591797
delgum,adult,education,0.2682149410247803,0.00030994415283203125,0.2655019760131836,0.0024030208587646484,0.0593446672320167,,-0.29450850042401255,0,2,0,2,11,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.26540493965148926,12,11,0.26790499687194824
delgum,adult,education,0.3247029781341553,0.00047206878662109375,0.31776905059814453,0.0064618587493896484,0.0,,-0.2727272727272727,0,-1,0,-1,12,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.3176698684692383,12,11,0.3242309093475342
delgum,adult,education,0.027258634567260742,0.004399299621582031,0.004683971405029297,0.018175363540649414,0.3814006228815784,,-0.30877773988845647,3,7,3,7,1,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.004578113555908203,12,11,0.02285933494567871
delgum,adult,education,0.07156085968017578,0.0007910728454589844,0.016914844512939453,0.053854942321777344,0.39669221622365947,,-0.3657009803495628,4,9,4,9,3,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.01671886444091797,12,11,0.0707697868347168
delgum,adult,education,0.015254020690917969,0.0007302761077880859,0.012496709823608398,0.0020270347595214844,0.4060926813714869,,-0.37275132921043336,8,11,8,11,3,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.012300968170166016,12,11,0.014523744583129883
delgum,adult,education,0.1735680103302002,0.0005600452423095703,0.17035698890686035,0.0026509761810302734,0.0,,-0.2727272727272727,0,-1,0,-1,12,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.17025518417358398,12,11,0.17300796508789062
delgum,adult,education,0.04321718215942383,0.00043892860412597656,0.04043698310852051,0.0023412704467773438,0.25440458601097704,,-0.3044398031445964,22,27,22,27,5,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.039483070373535156,12,11,0.04277825355529785
delgum,adult,education,0.3276219367980957,0.00048804283142089844,0.32444310188293457,0.0026907920837402344,0.0,,-0.25,0,-1,0,-1,11,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.32434606552124023,12,11,0.3271338939666748
delgum,adult,education,0.0782160758972168,0.00043892860412597656,0.07557010650634766,0.002207040786743164,0.09252623516110192,,-0.2057583127344628,144,146,144,146,6,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.07354879379272461,12,11,0.07777714729309082
delgum,adult,education,0.2036888599395752,0.00035881996154785156,0.20080208778381348,0.002527952194213867,0.01927728038404053,,-0.19627614210621222,500,500,500,500,8,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.19425296783447266,12,11,0.20333003997802734
delgum,adult,education,0.2462015151977539,0.0004830360412597656,0.24324917793273926,0.002469301223754883,0.02081924993057771,,-0.24288716472066055,879,879,879,879,10,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.23438215255737305,12,11,0.24571847915649414
delgum,adult,education,0.10540485382080078,0.0004107952117919922,0.10255908966064453,0.002434968948364258,0.36729045602441623,,-0.43455875110922126,152,155,152,155,7,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.10033011436462402,12,11,0.10499405860900879
delgum,adult,education,0.02663707733154297,0.0004999637603759766,0.02426600456237793,0.0018711090087890625,0.2847561376204212,,-0.3044761941244068,6,12,6,12,4,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.023847103118896484,12,11,0.026137113571166992
delgum,adult,education,0.16394972801208496,0.00041294097900390625,0.16165995597839355,0.0018768310546875,0.0004258560715968418,,-0.2048648465991522,450,450,450,450,9,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.1562790870666504,12,11,0.16353678703308105
delgum,adult,education,0.00641322135925293,0.0005781650543212891,0.002007007598876953,0.0038280487060546875,0.49122554744404323,,-0.3684191605830324,0,7,0,7,0,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.001931905746459961,12,11,0.005835056304931641
delgum,adult,education,0.07636404037475586,0.0012099742889404297,0.06643199920654297,0.008722066879272461,0.36230199158085463,,-0.4080901300492773,100,103,100,103,6,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.06479907035827637,12,11,0.07515406608581543
delgum,adult,education,0.2120070457458496,0.0008802413940429688,0.20911383628845215,0.002012968063354492,0.06494594038142054,,-0.25325490983152,441,443,441,443,9,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.1905350685119629,12,11,0.21112680435180664
delgum,adult,education,0.010253667831420898,0.0005190372467041016,0.007832765579223633,0.001901865005493164,0.49122554744404323,,-0.4138737060375779,0,7,0,7,2,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.007693767547607422,12,11,0.009734630584716797
delgum,adult,education,0.05307292938232422,0.00048279762268066406,0.05071902275085449,0.0018711090087890625,0.07330787593909704,,-0.16861727059068643,55,57,55,57,5,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.049616098403930664,12,11,0.052590131759643555
delgum,adult,education,0.011055946350097656,0.0005130767822265625,0.008664846420288086,0.0018780231475830078,0.3814006228815784,,-0.33150501261572923,6,10,6,10,2,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.008503913879394531,12,11,0.010542869567871094
delgum,adult,education,0.31839847564697266,0.0004532337188720703,0.3155519962310791,0.0023932456970214844,0.0,,-0.2727272727272727,0,-1,0,-1,12,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.31545090675354004,12,11,0.3179452419281006
delgum,adult,education,0.02066826820373535,0.007209062576293945,0.011512994766235352,0.0019462108612060547,0.4400981151104615,,-0.3982554045146643,4,9,4,9,3,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0113372802734375,12,11,0.013459205627441406
delgum,adult,education,0.16559910774230957,0.0003521442413330078,0.16283392906188965,0.002413034439086914,0.0,,-0.22727272727272727,0,-1,0,-1,10,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.1627340316772461,12,11,0.16524696350097656
delgum,adult,education,0.03640866279602051,0.0005209445953369141,0.033867835998535156,0.0020198822021484375,0.19959302122615685,,-0.26333112955598126,32,36,32,36,5,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.03334212303161621,12,11,0.035887718200683594
delgum,adult,education,0.08957815170288086,0.00040531158447265625,0.08693361282348633,0.002239227294921875,0.12486866579692091,,-0.25274240843859974,164,167,164,167,7,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.08478689193725586,12,11,0.0891728401184082
delgum,adult,education,0.024278879165649414,0.0004208087921142578,0.02177906036376953,0.002079010009765625,0.13760005743670733,,-0.1941091339866214,27,30,27,30,4,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.021371126174926758,12,11,0.023858070373535156
delgum,adult,education,0.019926786422729492,0.00036597251892089844,0.017795085906982422,0.0017657279968261719,0.2726821726489278,,-0.29542072039578676,4,10,4,10,4,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.017544984817504883,12,11,0.019560813903808594
delgum,adult,education,0.01028895378112793,0.00031304359436035156,0.008523941040039062,0.0014519691467285156,0.15184283489576045,,-0.15933667162636578,8,11,8,11,2,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.008371829986572266,12,11,0.009975910186767578
delgum,adult,education,0.2894282341003418,0.00030422210693359375,0.2869229316711426,0.002201080322265625,0.00020847497522136216,,-0.2274290835041433,740,740,740,740,10,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.27918386459350586,12,11,0.2891240119934082
delgum,adult,education,0.235029935836792,0.0004942417144775391,0.23270392417907715,0.0018317699432373047,0.010328933073199487,,-0.18956488162308144,556,556,556,556,8,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.2233726978302002,12,11,0.23453569412231445
delgum,adult,education,0.09684514999389648,0.0004451274871826172,0.09440994262695312,0.001990079879760742,0.06385751178885968,,-0.20698404293255385,200,202,200,202,7,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.09189510345458984,12,11,0.09640002250671387
delgum,adult,education,0.25766968727111816,0.00047707557678222656,0.25484180450439453,0.0023508071899414062,0.001995744528648813,,-0.20604226294194117,932,932,932,932,9,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.24130821228027344,12,11,0.25719261169433594
delgum,adult,education,0.0064427852630615234,0.0005197525024414062,0.004369258880615234,0.0015537738800048828,0.4400981151104615,,-0.3528008590601188,2,7,2,7,1,2858,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.004271984100341797,12,11,0.005923032760620117
delgum,flight,FlightNum,0.17032217979431152,0.002353191375732422,0.16571593284606934,0.0022530555725097656,0.2918547329269099,,-0.33555771636184906,192,192,192,192,7,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.16279292106628418,16,15,0.1679689884185791
delgum,flight,FlightNum,0.06804299354553223,0.0007028579711914062,0.06519603729248047,0.0021440982818603516,0.7068399234168843,,-0.6134632758959966,36,40,36,40,5,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.06436300277709961,16,15,0.06734013557434082
delgum,flight,FlightNum,2.5351521968841553,0.0007343292236328125,2.4377028942108154,0.09671497344970703,0.0,,-0.23333333333333334,0,-1,0,-1,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,2.4374430179595947,16,15,2.5344178676605225
delgum,flight,FlightNum,1.964353084564209,0.0007181167602539062,1.9611546993255615,0.0024802684783935547,0.29174383027502215,,-0.4354745393729333,2304,2304,2304,2304,13,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,1.8966350555419922,16,15,1.963634967803955
delgum,flight,FlightNum,0.07123708724975586,0.0007102489471435547,0.06859064102172852,0.001936197280883789,0.7144650011776184,,-0.6191820842165471,40,43,40,43,5,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0677649974822998,16,15,0.0705268383026123
delgum,flight,FlightNum,2.6860110759735107,0.0007460117340087891,2.6829731464385986,0.0022919178009033203,0.15842043173269837,,-0.35214865713285715,3840,3840,3840,3840,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,2.5539681911468506,16,15,2.685265064239502
delgum,flight,FlightNum,0.006807088851928711,0.0006940364837646484,0.004491090774536133,0.0016219615936279297,0.8205232277377258,,-0.6153924208032944,0,9,0,9,0,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0043430328369140625,16,15,0.0061130523681640625
delgum,flight,FlightNum,0.026778221130371094,0.0006849765777587891,0.0243380069732666,0.0017552375793457031,0.7920358507693988,,-0.6440268880770491,4,11,4,11,3,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0240631103515625,16,15,0.026093244552612305
delgum,flight,FlightNum,0.05175590515136719,0.0006580352783203125,0.04917192459106445,0.0019259452819824219,0.726172465078715,,-0.6112960154757029,18,22,18,22,4,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.04871678352355957,16,15,0.051097869873046875
delgum,flight,FlightNum,0.007085084915161133,0.0006480216979980469,0.0049440860748291016,0.0014929771423339844,0.8205232277377258,,-0.6153924208032944,0,9,0,9,0,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.004804134368896484,16,15,0.006437063217163086
delgum,flight,FlightNum,0.009629964828491211,0.0007309913635253906,0.006901979446411133,0.0019969940185546875,0.8205232277377258,,-0.6153924208032944,0,9,0,9,0,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.006704807281494141,16,15,0.00889897346496582
delgum,flight,FlightNum,0.03651785850524902,0.0026159286499023438,0.03190898895263672,0.001992940902709961,0.7590218180330909,,-0.6192663635248182,8,13,8,13,3,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.03164792060852051,16,15,0.03390192985534668
delgum,flight,FlightNum,1.189145803451538,0.0016472339630126953,1.1854526996612549,0.002045869827270508,0.15842043173269837,,-0.35214865713285715,2208,2208,2208,2208,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,1.1122238636016846,16,15,1.1874985694885254
delgum,flight,FlightNum,0.2630789279937744,0.0007119178771972656,0.2599451541900635,0.002421855926513672,0.13246244311541067,,-0.2660134990032247,112,112,112,112,10,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.25789809226989746,16,15,0.26236701011657715
delgum,flight,FlightNum,0.27330803871154785,0.0006787776947021484,0.27013206481933594,0.0024971961975097656,0.12524015710493508,,-0.27726345116203466,352,352,352,352,11,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.2629828453063965,16,15,0.2726292610168457
delgum,flight,FlightNum,0.11746501922607422,0.0006709098815917969,0.0699760913848877,0.04681801795959473,0.7291625069913903,,-0.6135385469102094,36,40,36,40,4,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.06916594505310059,16,15,0.11679410934448242
delgum,flight,FlightNum,0.43185997009277344,0.0007112026214599609,0.42868995666503906,0.002458810806274414,0.2918547329269099,,-0.4022243830285157,512,512,512,512,11,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.4211108684539795,16,15,0.4311487674713135
delgum,flight,FlightNum,0.027508974075317383,0.0006861686706542969,0.02495574951171875,0.001867055892944336,0.8205232277377258,,-0.6653924208032944,0,9,0,9,3,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.024688720703125,16,15,0.026822805404663086
delgum,flight,FlightNum,0.8340506553649902,0.0006151199340820312,0.8309037685394287,0.002531766891479492,0.5979582229037947,,-0.5984686671778461,512,513,512,513,9,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.8126499652862549,16,15,0.8334355354309082
delgum,flight,FlightNum,0.03751659393310547,0.0006749629974365234,0.034979820251464844,0.0018618106842041016,0.47255697482656844,,-0.4377510644532597,8,12,8,12,5,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.03472495079040527,16,15,0.036841630935668945
delgum,flight,FlightNum,1.3195116519927979,0.0011327266693115234,1.3155641555786133,0.002814769744873047,0.29174383027502215,,-0.45214120603959995,2304,2304,2304,2304,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,1.252610206604004,16,15,1.3183789253234863
delgum,flight,FlightNum,0.4460592269897461,0.0007271766662597656,0.4427919387817383,0.002540111541748047,0.10253639385678881,,-0.2269022953925916,384,384,384,384,9,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.4334678649902344,16,15,0.44533205032348633
delgum,flight,FlightNum,0.021326780319213867,0.0006887912750244141,0.01913619041442871,0.0015017986297607422,0.7920282616289214,,-0.6273545295550244,4,11,4,11,2,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.018862009048461914,16,15,0.020637989044189453
delgum,flight,FlightNum,0.015506982803344727,0.0006401538848876953,0.013011932373046875,0.0018548965454101562,0.7920282616289214,,-0.6106878628883577,2,9,2,9,1,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.012816905975341797,16,15,0.014866828918457031
delgum,flight,FlightNum,0.08006691932678223,0.001672983169555664,0.07643890380859375,0.0019550323486328125,0.697753827563186,,-0.6066487040057229,40,43,40,43,5,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.07554197311401367,16,15,0.07839393615722656
delgum,flight,FlightNum,0.3592500686645508,0.0006990432739257812,0.3559229373931885,0.0026280879974365234,0.3888165907730572,,-0.4749457764131262,240,242,240,242,11,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.3497631549835205,16,15,0.358551025390625
delgum,flight,FlightNum,3.0205914974212646,0.0005688667297363281,3.017305850982666,0.0027167797088623047,0.29174383027502215,,-0.45214120603959995,2304,2304,2304,2304,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,2.9439189434051514,16,15,3.0200226306915283
delgum,flight,FlightNum,0.027171850204467773,0.0006749629974365234,0.024945974349975586,0.001550912857055664,0.7590218180330909,,-0.6359330301914848,8,13,8,13,4,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.02468109130859375,16,15,0.02649688720703125
delgum,flight,FlightNum,0.8065493106842041,0.0006411075592041016,0.8038461208343506,0.002062082290649414,0.36988679383739975,,-0.4440817620447165,704,705,704,705,10,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.785668134689331,16,15,0.805908203125
delgum,flight,FlightNum,0.10579776763916016,0.0006589889526367188,0.10328483581542969,0.00185394287109375,0.7590218180330909,,-0.6859330301914849,64,69,64,69,7,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.10191893577575684,16,15,0.10513877868652344
delgum,flight,FlightNum,0.821768045425415,0.0006361007690429688,0.8188459873199463,0.0022859573364257812,0.12002767459319619,,-0.3066874226115638,512,512,512,512,13,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.7995560169219971,16,15,0.8211319446563721
delgum,flight,FlightNum,0.01668691635131836,0.0006642341613769531,0.014100790023803711,0.0019218921661376953,0.607168703250587,,-0.4887098607712736,0,8,0,8,2,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.013927936553955078,16,15,0.016022682189941406
delgum,flight,FlightNum,0.3501572608947754,0.001592874526977539,0.34613823890686035,0.0024261474609375,0.7121138632850912,,-0.6507520641304851,264,266,264,266,7,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.3400280475616455,16,15,0.34856438636779785
delgum,flight,FlightNum,1.0161709785461426,0.000675201416015625,1.0130159854888916,0.0024797916412353516,0.15842222779664872,,-0.3521500041808199,1920,1920,1920,1920,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.9552760124206543,16,15,1.015495777130127
delgum,flight,FlightNum,2.8463728427886963,0.0007069110870361328,2.843179225921631,0.002486705780029297,0.5979566727101928,,-0.6651341711993113,3584,3585,3584,3585,13,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,2.6750128269195557,16,15,2.84566593170166
delgum,flight,FlightNum,1.2452220916748047,0.0007150173187255859,1.2421479225158691,0.002359151840209961,0.15842043173269837,,-0.3021486571328571,736,736,736,736,11,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,1.224109172821045,16,15,1.244507074356079
delgum,flight,FlightNum,0.02924489974975586,0.0006470680236816406,0.027066707611083984,0.0015311241149902344,0.7291625069913903,,-0.5968718802435428,9,13,9,13,3,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.026738882064819336,16,15,0.02859783172607422
delgum,flight,FlightNum,0.6271870136260986,0.000640869140625,0.6249089241027832,0.0016372203826904297,0.7207770409628298,,-0.6905827807221224,384,387,384,387,9,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.6160397529602051,16,15,0.6265461444854736
delgum,flight,FlightNum,0.020762205123901367,0.0006892681121826172,0.018304824829101562,0.0017681121826171875,0.8205232277377258,,-0.6487257541366277,0,9,0,9,2,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.01805591583251953,16,15,0.02007293701171875
delgum,flight,FlightNum,0.5631108283996582,0.0006709098815917969,0.5601100921630859,0.0023298263549804688,0.15842043173269837,,-0.3188153237995238,632,632,632,632,12,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.5419530868530273,16,15,0.5624399185180664
delgum,flight,FlightNum,1.160106897354126,0.0006661415100097656,1.1568918228149414,0.0025489330291748047,0.15842043173269837,,-0.3354819904661904,1104,1104,1104,1104,13,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,1.1247859001159668,16,15,1.1594407558441162
delgum,flight,FlightNum,0.5566971302032471,0.0006709098815917969,0.5540511608123779,0.0019750595092773438,0.13945845101326704,,-0.2712605049266169,480,480,480,480,10,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.5396332740783691,16,15,0.5560262203216553
delgum,flight,FlightNum,1.748331069946289,0.0007450580596923828,1.745147943496704,0.002438068389892578,0.1584218186044405,,-0.3521496972866637,2208,2208,2208,2208,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,1.6737029552459717,16,15,1.7475860118865967
delgum,flight,FlightNum,0.023638010025024414,0.0006990432739257812,0.020998001098632812,0.0019409656524658203,0.8205232277377258,,-0.6653924208032944,0,9,0,9,3,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.02079606056213379,16,15,0.022938966751098633
delgum,flight,FlightNum,0.11527681350708008,0.002074003219604492,0.11133694648742676,0.0018658638000488281,0.7207784586067463,,-0.6572505106217263,72,75,72,75,7,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.11014223098754883,16,15,0.11320281028747559
delgum,flight,FlightNum,0.9433658123016357,0.0007121562957763672,0.9329118728637695,0.009741783142089844,0.38883890094353535,,-0.4749625090409848,960,962,960,962,11,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.9053230285644531,16,15,0.9426536560058594
delgum,flight,FlightNum,0.038600921630859375,0.0006630420684814453,0.03620290756225586,0.0017349720001220703,0.7920358507693988,,-0.6606935547437157,8,15,8,15,4,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.03579401969909668,16,15,0.03793787956237793
delgum,flight,FlightNum,0.03729081153869629,0.0006878376007080078,0.03465604782104492,0.0019469261169433594,0.729210472719878,,-0.5969078545399086,8,13,8,13,3,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0343170166015625,16,15,0.03660297393798828
delgum,flight,FlightNum,0.021434783935546875,0.0020029544830322266,0.017808914184570312,0.001622915267944336,0.8205232277377258,,-0.6320590874699611,0,9,0,9,1,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.01755499839782715,16,15,0.01943182945251465
delgum,flight,FlightNum,2.1337547302246094,0.002512693405151367,2.1293458938598633,0.0018961429595947266,0.0,,-0.23333333333333334,0,-1,0,-1,14,5948,,0,25.0,0.75,0.75,,,greedy_disjoint,,,2.129106044769287,16,15,2.131242036819458
delgum,tax,marital_status,0.004790782928466797,0.0012140274047851562,0.0023107528686523438,0.0012660026550292969,0.0,,-0.08333333333333333,0,-1,0,-1,2,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.002254962921142578,7,6,0.0035767555236816406
delgum,tax,marital_status,0.004078388214111328,0.0003173351287841797,0.002470731735229492,0.0012903213500976562,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0024137496948242188,7,6,0.0037610530853271484
delgum,tax,marital_status,0.004105567932128906,0.00023889541625976562,0.0027577877044677734,0.0011088848114013672,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0027039051055908203,7,6,0.0038666725158691406
delgum,tax,marital_status,0.003789186477661133,0.00021195411682128906,0.002360105514526367,0.0012171268463134766,0.0,,-0.16666666666666666,0,-1,0,-1,4,2078,,0,25.0,0.75,0.75,,,greedy_disjoint,,,0.0023040771484375,7,6,0.0035772323608398438
