method,dataset,target_attribute,total_time,init_time,model_time,del_time,delete_db_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
delmin,flight,FlightNum,0.08538293838500977,0.013604879379272461,0.06471872329711914,0.005133390426635742,0.0019259452819824219,0.0019259452819824219,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.09150528907775879,0.013065338134765625,0.07205510139465332,0.003955841064453125,0.0024290084838867188,0.0024290084838867188,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08950090408325195,0.013313055038452148,0.07044410705566406,0.0037648677825927734,0.0019788742065429688,0.0019788742065429688,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.09206318855285645,0.013056039810180664,0.07169699668884277,0.0051610469818115234,0.0021491050720214844,0.0021491050720214844,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08835506439208984,0.013409137725830078,0.06943106651306152,0.0036809444427490234,0.0018339157104492188,0.0018339157104492188,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.09259605407714844,0.013260126113891602,0.0725870132446289,0.00476384162902832,0.0019850730895996094,0.0019850730895996094,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08512187004089355,0.013015985488891602,0.06636309623718262,0.003880023956298828,0.0018627643585205078,0.0018627643585205078,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.09003210067749023,0.013166189193725586,0.06940817832946777,0.005420684814453125,0.00203704833984375,0.00203704833984375,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.0878152847290039,0.013309955596923828,0.06811785697937012,0.004507303237915039,0.0018801689147949219,0.0018801689147949219,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08983683586120605,0.013069868087768555,0.07100391387939453,0.003898143768310547,0.0018649101257324219,0.0018649101257324219,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08976197242736816,0.013582944869995117,0.07014298439025879,0.004052877426147461,0.001983165740966797,0.001983165740966797,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08782410621643066,0.013255834579467773,0.06831502914428711,0.004415988922119141,0.0018372535705566406,0.0018372535705566406,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.0873270034790039,0.013363122940063477,0.06804299354553223,0.004076957702636719,0.0018439292907714844,0.0018439292907714844,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.09079694747924805,0.01305699348449707,0.0715482234954834,0.004195690155029297,0.0019960403442382812,0.0019960403442382812,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08948230743408203,0.013195991516113281,0.07013797760009766,0.0043201446533203125,0.0018281936645507812,0.0018281936645507812,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08651328086853027,0.013203144073486328,0.06774306297302246,0.0036280155181884766,0.0019390583038330078,0.0019390583038330078,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08122682571411133,0.013456106185913086,0.06257367134094238,0.003317117691040039,0.0018799304962158203,0.0018799304962158203,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08413219451904297,0.013274192810058594,0.06554698944091797,0.00347900390625,0.0018320083618164062,0.0018320083618164062,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08730292320251465,0.013273239135742188,0.06879901885986328,0.0034449100494384766,0.0017857551574707031,0.0017857551574707031,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08714008331298828,0.013061046600341797,0.0686190128326416,0.003721952438354492,0.0017380714416503906,0.0017380714416503906,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08943843841552734,0.013097763061523438,0.06983613967895508,0.004616737365722656,0.0018877983093261719,0.0018877983093261719,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
delmin,flight,FlightNum,0.08400106430053711,0.013046979904174805,0.06580924987792969,0.003373861312866211,0.0017709732055664062,0.0017709732055664062,-0.5416666666666666,,13,0,-1,0,-1,14,232080,0.0,1,,,,,,,,,,,
