lambda,leakage,utility,mask_size
0.1,0.22337399647872114,-0.3,2
0.1,0.03592524660768637,-0.3,2
0.1,0.22337399647872114,-0.0,0
0.1,0.03592524660768637,-0.15,1
0.1,0.03592524660768637,-0.3,2
0.1,0.03592524660768637,-0.45,3
0.1,0.05010955345870127,-0.3,2
0.1,0.22337399647872114,-0.6,4
0.1,0.22337399647872114,-0.3,2
0.1,0.05853885744745513,-0.45,3
0.1,0.22337399647872114,-0.3,2
0.1,0.003306804705818678,-0.75,5
0.1,0.05853885744745513,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.22337399647872114,-0.15,1
0.1,0.009414806213275395,-0.6,4
0.1,0.22337399647872114,-0.3,2
0.1,0.05853885744745513,-0.6,4
0.1,0.015768127809462573,-0.75,5
0.1,0.03592524660768637,-0.45,3
0.1,0.03592524660768637,-0.15,1
0.1,0.03592524660768637,-0.6,4
0.1,0.05010955345870127,-0.3,2
0.1,0.011469181810646378,-0.6,4
0.1,0.0008907266304110095,-0.75,5
0.1,0.03592524660768637,-0.6,4
0.1,0.03592524660768637,-0.15,1
0.1,0.05010955345870127,-0.3,2
0.1,0.22337399647872114,-0.3,2
0.1,0.22337399647872114,-0.3,2
0.1,0.003306804705818678,-0.75,5
0.1,0.22337399647872114,-0.15,1
0.1,0.03592524660768637,-0.3,2
0.1,0.05010955345870127,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.009414806213275395,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.009414806213275395,-0.3,2
0.1,0.0,-0.9,6
0.1,0.22337399647872114,-0.45,3
0.1,0.013132038880604324,-0.45,3
0.1,0.015768127809462573,-0.75,5
0.1,0.009414806213275395,-0.6,4
0.1,0.05010955345870127,-0.3,2
0.1,0.22337399647872114,-0.15,1
0.1,0.05853885744745513,-0.45,3
0.1,0.0,-0.75,5
0.1,0.009414806213275395,-0.45,3
0.1,0.05010955345870127,-0.45,3
0.1,0.03592524660768637,-0.6,4
0.1,0.009414806213275395,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.22337399647872114,-0.45,3
0.1,0.003609042830710618,-0.75,5
0.1,0.03592524660768637,-0.45,3
0.1,0.015768127809462573,-0.75,5
0.1,0.0,-0.9,6
0.1,0.0008907266304110095,-0.75,5
0.1,0.03592524660768637,-0.3,2
0.1,0.22337399647872114,-0.15,1
0.1,0.003609042830710618,-0.75,5
0.1,0.22337399647872114,-0.45,3
0.1,0.03592524660768637,-0.3,2
0.1,0.22337399647872114,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.003306804705818678,-0.6,4
0.1,0.008222647309668152,-0.45,3
0.1,0.22337399647872114,-0.45,3
0.1,0.05010955345870127,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.05010955345870127,-0.3,2
0.1,0.03592524660768637,-0.3,2
0.1,0.008222647309668152,-0.45,3
0.1,0.22337399647872114,-0.15,1
0.1,0.22337399647872114,-0.45,3
0.1,0.22337399647872114,-0.3,2
0.1,0.22337399647872114,-0.0,0
0.1,0.05010955345870127,-0.3,2
0.1,0.22337399647872114,-0.45,3
