dataset,premise,target,N_valid,support,groups,avg_size,K,avgK,p,p0,p_lcb95,w_norm
adult,"Hours-per-week,education,relationship",Marital-status,32561.0,1.0,2398,13.578398665554628,7.0,1.5379482902418682,0.8207057522803354,0.4599367341297872,0.816501371180719,0.6680125106624965
adult,"Education-num,Hours-per-week,relationship",Marital-status,32561.0,1.0,2398,13.578398665554628,7.0,1.5379482902418682,0.8207057522803354,0.4599367341297872,0.816501371180719,0.6680125106624965
adult,"Hours-per-week,relationship,workclass",Marital-status,32561.0,1.0,1428,22.80182072829132,7.0,1.6624649859943978,0.8135192408095574,0.4599367341297872,0.8092516834525003,0.6547057150980948
adult,"Education-num,relationship,workclass",Marital-status,32561.0,1.0,535,60.86168224299065,7.0,2.302803738317757,0.8082675593501428,0.4599367341297872,0.8039553416935299,0.6449815183394939
adult,"education,relationship,workclass",Marital-status,32561.0,1.0,535,60.86168224299065,7.0,2.302803738317757,0.8082675593501428,0.4599367341297872,0.8039553416935299,0.6449815183394939
adult,"Hours-per-week,relationship,sex",Marital-status,32561.0,1.0,628,51.84872611464968,7.0,2.138535031847134,0.8079297318878412,0.4599367341297872,0.8036146837775193,0.6443559852146715
adult,"education,relationship,sex",Marital-status,32561.0,1.0,162,200.99382716049385,7.0,3.574074074074074,0.805964190288996,0.4599367341297872,0.8016327742902424,0.6407165197611601
adult,"Education-num,relationship,sex",Marital-status,32561.0,1.0,162,200.99382716049385,7.0,3.574074074074074,0.805964190288996,0.4599367341297872,0.8016327742902424,0.6407165197611601
adult,"Hours-per-week,relationship",Marital-status,32561.0,1.0,426,76.43427230046949,7.0,2.23943661971831,0.805319246951875,0.4599367341297872,0.8009824972881314,0.6395223201592266
adult,"relationship,sex,workclass",Marital-status,32561.0,1.0,80,407.0125,7.0,3.775,0.8049199963146095,0.4599367341297872,0.8005799539782232,0.6387830537389821
adult,"occupation,relationship",Marital-status,32561.0,1.0,87,374.264367816092,7.0,3.965517241379312,0.8042443413900064,0.4599367341297872,0.7998987426730747,0.6375319874893375
adult,"education,relationship",Marital-status,32561.0,1.0,96,339.1770833333333,7.0,3.65625,0.8040600718651147,0.4599367341297872,0.799712961218094,0.6371907876030708
adult,"Education-num,relationship",Marital-status,32561.0,1.0,96,339.1770833333333,7.0,3.65625,0.8040600718651147,0.4599367341297872,0.799712961218094,0.6371907876030708
adult,"relationship,workclass",Marital-status,32561.0,1.0,49,664.5102040816327,7.0,3.591836734693877,0.8032922821780658,0.4599367341297872,0.79893888767114,0.6357691214102928
adult,"relationship,sex",Marital-status,32561.0,1.0,12,2713.4166666666665,7.0,4.5,0.8028930315408004,0.4599367341297872,0.7985363795028327,0.6350298549900484
adult,relationship,Marital-status,32561.0,1.0,6,5426.833333333333,7.0,4.833333333333333,0.8028930315408004,0.4599367341297872,0.7985363795028327,0.6350298549900484
adult,"Hours-per-week,Marital-status,sex,workclass",relationship,32561.0,1.0,1927,16.89724961079398,6.0,1.5651271406331084,0.7803507263290439,0.4051779736494579,0.7758208584955479,0.6307311028500618
adult,"Hours-per-week,Marital-status,sex",relationship,32561.0,1.0,676,48.167159763313606,6.0,1.9866863905325445,0.7637050459138233,0.4051779736494579,0.7590598955733858,0.6027467988434531
adult,"Education-num,Marital-status,sex",relationship,32561.0,1.0,197,165.28426395939087,6.0,2.9390862944162435,0.7549522434814656,0.4051779736494579,0.7502504593241414,0.58803180503924
adult,"Marital-status,education,sex",relationship,32561.0,1.0,197,165.28426395939087,6.0,2.9390862944162435,0.7549522434814656,0.4051779736494579,0.7502504593241414,0.58803180503924
adult,"Marital-status,occupation,sex",relationship,32561.0,1.0,180,180.89444444444445,6.0,3.2111111111111112,0.751788949970824,0.4051779736494579,0.7470673462806833,0.5827137546468402
adult,"Hours-per-week,Marital-status,education",relationship,32561.0,1.0,2243,14.516718680338832,6.0,1.6442264823896566,0.7320413992199257,0.4051779736494579,0.7272035250440853,0.5495146633622471
adult,"Education-num,Hours-per-week,Marital-status",relationship,32561.0,1.0,2243,14.516718680338832,6.0,1.6442264823896566,0.7320413992199257,0.4051779736494579,0.7272035250440853,0.5495146633622471
adult,"Marital-status,sex,workclass",relationship,32561.0,1.0,99,328.8989898989899,6.0,3.0505050505050506,0.7303522619084181,0.4051779736494579,0.7255050208531082,0.5466749277158199
adult,"Marital-status,age",relationship,32561.0,1.0,396,82.22474747474747,6.0,2.7954545454545454,0.7279567580848254,0.4051779736494579,0.7230963849444525,0.5426476662536142
adult,"Hours-per-week,Marital-status,workclass",relationship,32561.0,1.0,1362,23.90675477239354,6.0,1.7430249632892805,0.7205859770891557,0.4051779736494579,0.7156863001052636,0.5302560925237505
adult,"Marital-status,sex",relationship,32561.0,1.0,14,2325.785714285714,6.0,3.857142857142857,0.7181904732655631,0.4051779736494579,0.7132783760074268,0.5262288310615447
adult,"Hours-per-week,Marital-status",relationship,32561.0,1.0,420,77.52619047619048,6.0,2.271428571428572,0.7051073369982495,0.4051779736494579,0.7001303913769046,0.5042337876910368
adult,"Marital-status,education,workclass",relationship,32561.0,1.0,531,61.32015065913371,6.0,2.3201506591337098,0.703326064924296,0.4051779736494579,0.6983406736249498,0.5012391573729864
adult,"Education-num,Marital-status,workclass",relationship,32561.0,1.0,531,61.32015065913371,6.0,2.3201506591337098,0.703326064924296,0.4051779736494579,0.6983406736249498,0.5012391573729864
adult,"Marital-status,education",relationship,32561.0,1.0,101,322.38613861386136,6.0,3.4752475247524752,0.696139553453518,0.4051779736494579,0.691121001324033,0.4891573729863692
adult,"Education-num,Marital-status",relationship,32561.0,1.0,101,322.38613861386136,6.0,3.4752475247524752,0.696139553453518,0.4051779736494579,0.691121001324033,0.4891573729863692
adult,"Marital-status,occupation",relationship,32561.0,1.0,96,339.1770833333333,6.0,3.59375,0.6939897423297811,0.4051779736494579,0.68896155168502,0.4855431639818257
adult,"occupation,relationship",sex,32561.0,1.0,87,374.264367816092,2.0,1.6666666666666667,0.8289057461380179,0.6692054912318418,0.8247764928259785,0.4827778293566058
adult,"Marital-status,race,workclass",relationship,32561.0,1.0,191,170.4764397905759,6.0,2.62303664921466,0.6783575443014649,0.4051779736494579,0.6732630778087847,0.459262701363073
adult,"Marital-status,workclass",relationship,32561.0,1.0,54,602.9814814814815,6.0,3.259259259259259,0.6721845152175916,0.4051779736494579,0.6670656843004623,0.4488847583643122
adult,"Marital-status,class",relationship,32561.0,1.0,14,2325.785714285714,6.0,3.857142857142857,0.6668099874082491,0.4051779736494579,0.6616707587300777,0.4398492358529533
adult,"Marital-status,race",relationship,32561.0,1.0,32,1017.53125,6.0,3.75,0.665489389146525,0.4051779736494579,0.6603452634099446,0.4376290788930194
adult,Marital-status,relationship,32561.0,1.0,7,4651.571428571428,6.0,4.142857142857143,0.6607598046743036,0.4051779736494579,0.6555985095349424,0.4296778190830235
adult,"Hours-per-week,Marital-status,relationship",sex,32561.0,1.0,954,34.13102725366876,2.0,1.4077568134171907,0.8102638125364701,0.6692054912318418,0.8059684243013397,0.4264228019682481
adult,"Hours-per-week,relationship,workclass",sex,32561.0,1.0,1428,22.80182072829132,2.0,1.2934173669467788,0.8084518288750345,0.6692054912318418,0.8041411572421429,0.4209451304428557
adult,"age,sex",Marital-status,32561.0,1.0,144,226.1180555555556,7.0,4.993055555555555,0.6760848868278001,0.4599367341297872,0.6709813330847907,0.4002274665908444
adult,"Hours-per-week,relationship",sex,32561.0,1.0,426,76.43427230046949,2.0,1.4741784037558685,0.7972420994441203,0.6692054912318418,0.792840070669282,0.3870578404976325
adult,"Marital-status,relationship,workclass",sex,32561.0,1.0,176,185.0056818181818,2.0,1.7159090909090908,0.7938024016461411,0.6692054912318418,0.7893734080680924,0.3766595487884134
adult,"Marital-status,relationship",sex,32561.0,1.0,29,1122.7931034482758,2.0,1.862068965517241,0.7884585854242806,0.6692054912318418,0.7839886590388797,0.3605050598830192
adult,"relationship,workclass",sex,32561.0,1.0,49,664.5102040816327,2.0,1.6326530612244898,0.7815484782408403,0.6692054912318418,0.7770273046078778,0.3396156345743199
adult,"age,sex",relationship,32561.0,1.0,144,226.1180555555556,6.0,4.270833333333333,0.6009029206719695,0.4051779736494579,0.5955720894512707,0.3290479140850887
adult,"Marital-status,occupation",sex,32561.0,1.0,96,339.1770833333333,2.0,1.875,0.7771567212309204,0.6692054912318418,0.7726039363145851,0.3263392442670131
adult,"Education-num,relationship",sex,32561.0,1.0,96,339.1770833333333,2.0,1.6875,0.776757470593655,0.6692054912318418,0.7722018481834739,0.3251322996936216
adult,"education,relationship",sex,32561.0,1.0,96,339.1770833333333,2.0,1.6875,0.776757470593655,0.6692054912318418,0.7722018481834739,0.3251322996936216
adult,relationship,sex,32561.0,1.0,6,5426.833333333333,2.0,2.0,0.7744233899450262,0.6692054912318418,0.7698512986696932,0.3180763160337943
adult,"Education-num,Hours-per-week,relationship",class,32561.0,1.0,2398,13.578398665554628,2.0,1.2581317764804003,0.8339424464850588,0.7591904425539756,0.8298610216982283,0.3104195893380945
adult,"Hours-per-week,education,relationship",class,32561.0,1.0,2398,13.578398665554628,2.0,1.2581317764804003,0.8339424464850588,0.7591904425539756,0.8298610216982283,0.3104195893380945
adult,"age,workclass",Marital-status,32561.0,1.0,481,67.6943866943867,7.0,3.598752598752599,0.6266699425693314,0.4599367341297872,0.6214014933449795,0.3087290304236564
adult,"Hours-per-week,Marital-status,education",class,32561.0,1.0,2243,14.516718680338832,2.0,1.2501114578689256,0.8325297134608888,0.7591904425539756,0.828434740567679,0.3045529906899629
adult,"Education-num,Hours-per-week,Marital-status",class,32561.0,1.0,2243,14.516718680338832,2.0,1.2501114578689256,0.8325297134608888,0.7591904425539756,0.828434740567679,0.3045529906899629
