dataset,premise,target,N_valid,support,groups,avg_size,K,avgK,p,p0,p_lcb95,w_norm
ncvoter,"c4,c45,c90",c6,938060.0,1.0,81,11580.987654320988,28.0,4.703703703703703,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c3,c44,c90",c5,938060.0,1.0,81,11580.987654320988,30.0,4.716049382716049,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c4,c45,c90",c5,938060.0,1.0,81,11580.987654320988,30.0,4.716049382716049,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c4,c44,c90",c6,938060.0,1.0,81,11580.987654320988,28.0,4.703703703703703,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c4,c44,c90",c5,938060.0,1.0,81,11580.987654320988,30.0,4.716049382716049,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c3,c45,c90",c6,938060.0,1.0,81,11580.987654320988,28.0,4.703703703703703,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c3,c45,c90",c5,938060.0,1.0,81,11580.987654320988,30.0,4.716049382716049,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
ncvoter,"c3,c46,c90",c6,938060.0,1.0,64,14657.1875,28.0,4.875,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c3,c46,c90",c5,938060.0,1.0,64,14657.1875,30.0,4.90625,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c4,c46,c90",c5,938060.0,1.0,64,14657.1875,30.0,4.90625,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c3,c47,c90",c6,938060.0,1.0,64,14657.1875,28.0,4.875,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c4,c46,c90",c6,938060.0,1.0,64,14657.1875,28.0,4.875,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c4,c47,c90",c5,938060.0,1.0,64,14657.1875,30.0,4.90625,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c4,c47,c90",c6,938060.0,1.0,64,14657.1875,28.0,4.875,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c3,c47,c90",c5,938060.0,1.0,64,14657.1875,30.0,4.90625,0.873616826215807,0.7432285781293307,0.8729428676496531,0.5077989097717827
ncvoter,"c3,c90",c6,938060.0,1.0,23,40785.21739130434,28.0,5.608695652173913,0.8736072319467838,0.7432285781293307,0.8729332515897296,0.5077615447529135
ncvoter,"c3,c90",c5,938060.0,1.0,23,40785.21739130434,30.0,5.652173913043479,0.8736072319467838,0.7432285781293307,0.8729332515897296,0.5077615447529135
ncvoter,"c4,c90",c5,938060.0,1.0,23,40785.21739130434,30.0,5.652173913043479,0.8736072319467838,0.7432285781293307,0.8729332515897296,0.5077615447529135
ncvoter,"c4,c90",c6,938060.0,1.0,23,40785.21739130434,28.0,5.608695652173913,0.8736072319467838,0.7432285781293307,0.8729332515897296,0.5077615447529135
ncvoter,"c1,c3,c45",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c4,c45",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c4,c45",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c4,c44",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c4,c44",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c3,c45",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c3,c45",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c3,c44",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c1,c3,c44",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c3,c45",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c3,c44",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c3,c44",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c4,c45",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c4,c45",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c4,c44",c6,938060.0,1.0,325,2886.3384615384616,28.0,3.713846153846154,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
ncvoter,"c0,c4,c44",c5,938060.0,1.0,325,2886.3384615384616,30.0,3.7169230769230768,0.864567298467049,0.7432285781293307,0.8638733337327759,0.4725553936404739
