dataset,premise,target,N_valid,support,groups,avg_size,K,avgK,p,p0,p_lcb95,w_norm
ncvoter,"c4,c45,c47,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c45,c47,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c44,c46,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c44,c46,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c44,c47,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c44,c47,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c45,c46,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c45,c47,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c3,c45,c46,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c44,c46,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c44,c46,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c44,c47,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c44,c47,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c45,c46,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c45,c46,c90",c6,938060.0,1.0,218,4303.027522935779,28.0,4.160550458715596,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c4,c45,c47,c90",c5,938060.0,1.0,218,4303.027522935779,30.0,4.169724770642202,0.8741242564441507,0.7432285781293307,0.8734514521864681,0.5097751041030942
ncvoter,"c0,c3,c90",c5,938060.0,1.0,343,2734.868804664723,30.0,3.9737609329446064,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c1,c4,c90",c5,938060.0,1.0,343,2734.868804664723,30.0,3.9737609329446064,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c1,c3,c90",c6,938060.0,1.0,343,2734.868804664723,28.0,3.9708454810495626,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c1,c3,c90",c5,938060.0,1.0,343,2734.868804664723,30.0,3.9737609329446064,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c0,c4,c90",c6,938060.0,1.0,343,2734.868804664723,28.0,3.9708454810495626,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c0,c4,c90",c5,938060.0,1.0,343,2734.868804664723,30.0,3.9737609329446064,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c0,c3,c90",c6,938060.0,1.0,343,2734.868804664723,28.0,3.9708454810495626,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c1,c4,c90",c6,938060.0,1.0,343,2734.868804664723,28.0,3.9708454810495626,0.8740389740528325,0.7432285781293307,0.8733659755447133,0.5094429706020337
ncvoter,"c3,c44,c90",c6,938060.0,1.0,81,11580.987654320988,28.0,4.703703703703703,0.8736360147538537,0.7432285781293307,0.8729620997733086,0.5078736398095213
