method,dataset,target_attribute,epsilon_m,lambda,L0,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,memory_overhead_bytes,num_instantiated_cells
marginal_em_zero,adult,education,0,1000,0.025,0.042447805404663086,0.0007529258728027344,0.03735089302062988,0.004343986511230469,0.49122554744404323,,-1001.0,7,1,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.06466197967529297,0.00022125244140625,0.062242746353149414,0.0021979808807373047,0.12486866579692091,,-1006.0,7,6,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025552034378051758,0.00022602081298828125,0.02298593521118164,0.002340078353881836,0.49122554744404323,,-1003.0,7,3,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.03163480758666992,0.0002110004425048828,0.022476911544799805,0.008946895599365234,0.3878268224287339,,-1005.0,7,5,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02555227279663086,0.00024509429931640625,0.02303004264831543,0.0022771358489990234,0.0,,-11.0,7,11,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.026138782501220703,0.00020885467529296875,0.022843122482299805,0.0030868053436279297,0.49122554744404323,,-1003.0,7,3,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02611994743347168,0.00021004676818847656,0.022845983505249023,0.0030639171600341797,0.0,,-11.0,7,11,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02618861198425293,0.00020885467529296875,0.022912979125976562,0.0030667781829833984,0.0,,-12.0,7,12,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02577495574951172,0.0002510547637939453,0.022680997848510742,0.0028429031372070312,0.49122554744404323,,-1002.0,7,2,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025967836380004883,0.00023102760314941406,0.023112773895263672,0.002624034881591797,0.49122554744404323,,-1003.0,7,3,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.0258028507232666,0.00021910667419433594,0.022913694381713867,0.0026700496673583984,0.06071048954119462,,-1008.0,7,8,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.0258181095123291,0.000225067138671875,0.022677898406982422,0.0029151439666748047,0.39669221622365947,,-1004.0,7,4,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02505803108215332,0.0002181529998779297,0.02246880531311035,0.002371072769165039,0.39669221622365947,,-1004.0,7,4,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025074005126953125,0.0002129077911376953,0.022644996643066406,0.0022161006927490234,0.39669221622365947,,-1004.0,7,4,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025686979293823242,0.00023126602172851562,0.023045778274536133,0.0024099349975585938,0.0015484762382850237,,-10.0,7,10,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.026128292083740234,0.00023603439331054688,0.02271413803100586,0.003178119659423828,0.0,,-12.0,7,12,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02558302879333496,0.000225067138671875,0.023077964782714844,0.002279996871948242,0.06071048954119462,,-1008.0,7,8,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02533578872680664,0.00021195411682128906,0.022609949111938477,0.002513885498046875,0.3878268224287339,,-1005.0,7,5,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.024954795837402344,0.00020599365234375,0.022198915481567383,0.002549886703491211,0.49122554744404323,,-1003.0,7,3,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.0255126953125,0.0001850128173828125,0.02280592918395996,0.0025217533111572266,0.0742052967724649,,-1007.0,7,7,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02556300163269043,0.00020003318786621094,0.022899866104125977,0.002463102340698242,0.3878268224287339,,-1005.0,7,5,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02546095848083496,0.0002288818359375,0.02306509017944336,0.0021669864654541016,0.49122554744404323,,-1000.0,7,0,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02588796615600586,0.00023508071899414062,0.023151874542236328,0.0025010108947753906,0.0,,-11.0,7,11,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.036261796951293945,0.00024080276489257812,0.033822059631347656,0.002198934555053711,0.0,,-12.0,7,12,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025931835174560547,0.00021386146545410156,0.023031949996948242,0.002686023712158203,0.0742052967724649,,-1007.0,7,7,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025612354278564453,0.0002129077911376953,0.0226442813873291,0.0027551651000976562,0.007321493284484504,,-9.0,7,9,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.027643203735351562,0.00020313262939453125,0.022568225860595703,0.004871845245361328,0.39669221622365947,,-1004.0,7,4,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025821924209594727,0.00021791458129882812,0.02329707145690918,0.0023069381713867188,0.0015484762382850237,,-10.0,7,10,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025971412658691406,0.00021028518676757812,0.02351999282836914,0.0022411346435546875,0.49122554744404323,,-1002.0,7,2,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02587580680847168,0.0002129077911376953,0.022874832153320312,0.002788066864013672,0.49122554744404323,,-1003.0,7,3,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.02554774284362793,0.00020194053649902344,0.0218660831451416,0.0034797191619873047,0.0,,-12.0,7,12,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025568008422851562,0.00022912025451660156,0.022958040237426758,0.002380847930908203,0.06071048954119462,,-1008.0,7,8,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.025444984436035156,0.00021386146545410156,0.022829055786132812,0.002402067184448242,0.49122554744404323,,-1001.0,7,1,2858,12
marginal_em_zero,adult,education,0,1000,0.025,0.026368141174316406,0.00021195411682128906,0.023136138916015625,0.003020048141479492,0.39669221622365947,,-1004.0,7,4,2858,12
