epsilon,leakage,utility,mask_size
70,0.2288821396123376,-0.3216616047092532,3
70,0.07059070463900075,-0.3029430284792506,5
70,0.0,-0.25,5
70,0.0,-0.2,4
70,0.6646451700889366,-0.5484838775667025,1
70,0.0,-0.25,5
70,0.2693617282096118,-0.40202129615720883,4
70,0.7151856454814501,-0.5363892341110876,0
70,0.37561473038408055,-0.3817110477880604,2
70,0.5329217593367891,-0.4996913195025918,2
70,0.7151856454814501,-0.5363892341110876,0
70,0.07059070463900075,-0.3029430284792506,5
70,0.0920468199405825,-0.3190351149554369,5
70,0.0,-0.25,5
70,0.0,-0.3,6
70,0.0920468199405825,-0.3190351149554369,5
70,0.0,-0.2,4
70,0.0,-0.3,6
70,0.0920468199405825,-0.21903511495543687,3
70,0.0,-0.25,5
70,0.2288821396123376,-0.37166160470925325,4
70,0.633267038153267,-0.5249502786149502,1
70,0.7151856454814501,-0.5363892341110876,0
70,0.0,-0.3,6
70,0.0,-0.3,6
70,0.2781965733082593,-0.4086474299811945,4
70,0.0,-0.3,6
70,0.7151856454814501,-0.5363892341110876,0
70,0.0,-0.3,6
70,0.0,-0.3,6
70,0.4697142498776278,-0.45228568740822084,2
70,0.0920468199405825,-0.21903511495543687,3
70,0.0920468199405825,-0.3190351149554369,5
70,0.4697142498776278,-0.5022856874082209,3
70,0.567657695427904,-0.525743271570928,2
70,0.4697142498776278,-0.40228568740822085,1
70,0.0920468199405825,-0.3190351149554369,5
70,0.5734114839073647,-0.5300586129305236,2
70,0.0,-0.3,6
70,0.0,-0.3,6
70,0.29185792416741285,-0.41889344312555965,4
70,0.2288821396123376,-0.37166160470925325,4
70,0.0,-0.3,6
70,0.0,-0.2,4
70,0.0,-0.3,6
70,0.2288821396123376,-0.2716616047092532,2
70,0.6328149070033673,-0.5246111802525255,1
70,0.0920468199405825,-0.26903511495543686,4
70,0.2288821396123376,-0.4216616047092532,5
70,0.47303252081418146,-0.5047743906106361,3
70,0.5681900575173376,-0.5261425431380032,2
70,0.0920468199405825,-0.3190351149554369,5
70,0.7151856454814501,-0.5363892341110876,0
70,0.0,-0.2,4
70,0.7151856454814501,-0.5363892341110876,0
70,0.0920468199405825,-0.21903511495543687,3
70,0.4433069423225279,-0.48248020674189596,3
70,0.3296703821603769,-0.44725278662028267,4
70,0.0,-0.3,6
70,0.7151856454814501,-0.5363892341110876,0
70,0.0,-0.25,5
70,0.2781965733082593,-0.4086474299811945,4
70,0.0,-0.25,5
