lambda,leakage,utility,mask_size
0.5,0.0,-0.5,5
0.5,0.45071564155919097,-0.5253578207795955,3
0.5,0.3296703821603769,-0.5648351910801885,4
0.5,0.7151856454814501,-0.35759282274072507,0
0.5,0.7151856454814501,-0.35759282274072507,0
0.5,0.5334968933116484,-0.4667484466558242,2
0.5,0.0,-0.6,6
0.5,0.0,-0.5,5
0.5,0.2288821396123376,-0.3144410698061688,2
0.5,0.0,-0.6,6
0.5,0.3985802193778676,-0.4992901096889338,3
0.5,0.0,-0.6,6
0.5,0.4332660237695529,-0.5166330118847764,3
0.5,0.0,-0.5,5
0.5,0.0,-0.6,6
0.5,0.2288821396123376,-0.6144410698061689,5
0.5,0.7151856454814501,-0.35759282274072507,0
0.5,0.682552015129659,-0.44127600756482954,1
0.5,0.0,-0.6,6
0.5,0.2288821396123376,-0.5144410698061688,4
0.5,0.7151856454814501,-0.35759282274072507,0
0.5,0.0,-0.6,6
0.5,0.682552015129659,-0.44127600756482954,1
0.5,0.0,-0.6,6
0.5,0.2288821396123376,-0.5144410698061688,4
0.5,0.0,-0.5,5
0.5,0.0920468199405825,-0.5460234099702912,5
0.5,0.0,-0.6,6
0.5,0.7151856454814501,-0.35759282274072507,0
0.5,0.2781965733082593,-0.5390982866541296,4
0.5,0.2288821396123376,-0.4144410698061688,3
0.5,0.4325673189597369,-0.5162836594798684,3
0.5,0.567657695427904,-0.483828847713952,2
0.5,0.45071564155919097,-0.5253578207795955,3
0.5,0.4500384497208755,-0.5250192248604377,3
0.5,0.0,-0.6,6
0.5,0.4697142498776278,-0.4348571249388139,2
0.5,0.37544847764307687,-0.4877242388215384,3
0.5,0.2288821396123376,-0.4144410698061688,3
0.5,0.5912472883588642,-0.4956236441794321,2
0.5,0.5329217593367891,-0.46646087966839456,2
0.5,0.0,-0.6,6
0.5,0.0,-0.6,6
0.5,0.7151856454814501,-0.35759282274072507,0
0.5,0.312315565021691,-0.5561577825108455,4
0.5,0.682552015129659,-0.44127600756482954,1
0.5,0.0920468199405825,-0.34602340997029124,3
