lambda,leakage,utility,mask_size
0.6,0.312315565021691,-0.42738933901301457,3
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2781965733082593,-0.48691794398495564,4
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0,-0.4,5
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.0,-0.4,5
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.37561473038408055,-0.3853688382304483,2
0.6,0.0,-0.32000000000000006,4
0.6,0.0,-0.4,5
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0920468199405825,-0.3752280919643496,4
0.6,0.46957305266532445,-0.44174383159919467,2
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.4697142498776278,-0.36182854992657665,1
0.6,0.0,-0.32000000000000006,4
0.6,0.6646451700889366,-0.478787102053362,1
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0,-0.32000000000000006,4
0.6,0.5907433526542352,-0.5144460115925411,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.37561473038408055,-0.4653688382304483,3
0.6,0.2288821396123376,-0.4573292837674026,4
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.37544847764307687,-0.4652690865858461,3
0.6,0.0,-0.4,5
0.6,0.0920468199405825,-0.3752280919643496,4
0.6,0.4697142498776278,-0.44182854992657666,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.07059070463900075,-0.4423544227834005,5
0.6,0.0920468199405825,-0.3752280919643496,4
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0,-0.32000000000000006,4
0.6,0.37544847764307687,-0.4652690865858461,3
0.6,0.4697142498776278,-0.36182854992657665,1
0.6,0.0,-0.32000000000000006,4
0.6,0.4794045878552673,-0.5276427527131604,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.5334968933116484,-0.4800981359869891,2
0.6,0.0,-0.4,5
0.6,0.7151856454814501,-0.42911138728887005,0
0.6,0.0,-0.4,5
0.6,0.2288821396123376,-0.4573292837674026,4
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.4697142498776278,-0.36182854992657665,1
0.6,0.0,-0.4,5
0.6,0.5329217593367891,-0.4797530556020735,2
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.36457513891655857,-0.5387450833499352,4
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.37732928376740255,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0,-0.4,5
0.6,0.37561473038408055,-0.4653688382304483,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.0920468199405825,-0.2952280919643495,3
0.6,0.7151856454814501,-0.42911138728887005,0
0.6,0.0,-0.4,5
0.6,0.0,-0.4,5
0.6,0.0,-0.4,5
0.6,0.0920468199405825,-0.3752280919643496,4
0.6,0.37561473038408055,-0.3853688382304483,2
0.6,0.0,-0.32000000000000006,4
0.6,0.37561473038408055,-0.3853688382304483,2
0.6,0.0,-0.32000000000000006,4
0.6,0.4697142498776278,-0.44182854992657666,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2288821396123376,-0.4573292837674026,4
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0,-0.32000000000000006,4
0.6,0.4325673189597369,-0.4995403913758421,3
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.2693617282096118,-0.48161703692576713,4
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.0,-0.4,5
0.6,0.37561473038408055,-0.3853688382304483,2
0.6,0.2693617282096118,-0.48161703692576713,4
0.6,0.0,-0.32000000000000006,4
0.6,0.0,-0.32000000000000006,4
0.6,0.2288821396123376,-0.2973292837674026,2
0.6,0.37561473038408055,-0.3853688382304483,2
0.6,0.6623992294064142,-0.3974395376438485,0
0.6,0.4824620342632009,-0.5561438872245872,2
0.6,0.5626500316767806,-0.47092335233940175,1
0.6,0.6090400455538584,-0.49875736066564835,1
0.6,0.6005002201919581,-0.6269667987818415,2
0.6,0.5626500316767806,-0.47092335233940175,1
