method,dataset,target_attribute,epsilon_m,lambda,L0,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,memory_overhead_bytes,num_instantiated_cells
delmin,adult,education,,,,0.05192732810974121,0.010377168655395508,0.04057717323303223,0.0009729862213134766,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.034552812576293945,0.004806995391845703,0.02880573272705078,0.0009400844573974609,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.037955284118652344,0.0048410892486572266,0.03214430809020996,0.0009698867797851562,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03448915481567383,0.004825115203857422,0.02879810333251953,0.000865936279296875,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03445601463317871,0.0046651363372802734,0.028976917266845703,0.0008139610290527344,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.03751420974731445,0.004560947418212891,0.03198599815368652,0.0009672641754150391,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.03746390342712402,0.005510807037353516,0.03093695640563965,0.0010161399841308594,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.03548622131347656,0.0047321319580078125,0.029790163040161133,0.0009639263153076172,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.035878896713256836,0.004739046096801758,0.030058860778808594,0.0010809898376464844,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03452777862548828,0.004454135894775391,0.029120922088623047,0.0009527206420898438,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03640389442443848,0.004505157470703125,0.030993938446044922,0.0009047985076904297,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03702092170715332,0.005099058151245117,0.03097391128540039,0.0009479522705078125,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03546333312988281,0.004813194274902344,0.029844045639038086,0.0008060932159423828,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.035126686096191406,0.004726886749267578,0.02960681915283203,0.0007929801940917969,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.0349118709564209,0.0046939849853515625,0.02945113182067871,0.000766754150390625,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03706812858581543,0.004687070846557617,0.03139209747314453,0.0009889602661132812,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.03671979904174805,0.005312919616699219,0.0303800106048584,0.0010268688201904297,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03540802001953125,0.0045969486236572266,0.029707908630371094,0.0011031627655029297,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.03501439094543457,0.004542350769042969,0.02956390380859375,0.0009081363677978516,0.0,0.49122554744404323,-0.4090909090909091,0,9,5627,12
delmin,adult,education,,,,0.034854888916015625,0.0046651363372802734,0.02932572364807129,0.0008640289306640625,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.03670096397399902,0.004712820053100586,0.031041860580444336,0.0009462833404541016,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
delmin,adult,education,,,,0.03716421127319336,0.005776166915893555,0.030467987060546875,0.0009200572967529297,0.0,0.49122554744404323,-0.4090909090909091,0,9,5596,12
