method,dataset,target_attribute,epsilon_m,lambda,L0,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,memory_overhead_bytes,num_instantiated_cells
marginal_em,adult,education,0,1000,0.025,0.03775525093078613,0.006023883819580078,0.02930617332458496,0.0024251937866210938,0.49122554744404323,,-1000.0,7,0,2858,12
marginal_em,adult,education,0,1000,0.025,0.026530742645263672,0.0013911724090576172,0.023319721221923828,0.0018198490142822266,0.0,,-10.0,7,10,2858,12
marginal_em,adult,education,0,1000,0.025,0.027553081512451172,0.0013980865478515625,0.023917198181152344,0.0022377967834472656,0.003732584133837258,,-8.0,7,8,2858,12
marginal_em,adult,education,0,1000,0.025,0.02699422836303711,0.0014219284057617188,0.02375507354736328,0.0018172264099121094,0.49122554744404323,,-1000.0,7,0,2858,12
marginal_em,adult,education,0,1000,0.025,0.02664017677307129,0.0014600753784179688,0.023411989212036133,0.0017681121826171875,0.062494699895061845,,-1005.0,7,5,2858,12
marginal_em,adult,education,0,1000,0.025,0.027280330657958984,0.0014491081237792969,0.023789167404174805,0.002042055130004883,0.0,,-11.0,7,11,2858,12
marginal_em,adult,education,0,1000,0.025,0.03796577453613281,0.0013887882232666016,0.03504514694213867,0.001531839370727539,0.0,,-10.0,7,10,2858,12
marginal_em,adult,education,0,1000,0.025,0.02629375457763672,0.0013611316680908203,0.02320384979248047,0.0017287731170654297,0.10974047757548977,,-1003.0,7,3,2858,12
marginal_em,adult,education,0,1000,0.025,0.027106285095214844,0.001476287841796875,0.023648977279663086,0.001981019973754883,0.003732584133837258,,-8.0,7,8,2858,12
marginal_em,adult,education,0,1000,0.025,0.027324914932250977,0.0013930797576904297,0.023216962814331055,0.002714872360229492,0.003732584133837258,,-8.0,7,8,2858,12
marginal_em,adult,education,0,1000,0.025,0.027327775955200195,0.0014257431030273438,0.023316144943237305,0.002585887908935547,0.2776253562934289,,-1001.0,7,1,2858,12
marginal_em,adult,education,0,1000,0.025,0.027137041091918945,0.0013821125030517578,0.023320913314819336,0.0024340152740478516,0.0,,-12.0,7,12,2858,12
marginal_em,adult,education,0,1000,0.025,0.026883840560913086,0.0014269351959228516,0.02330923080444336,0.002147674560546875,0.2776253562934289,,-1001.0,7,1,2858,12
