epsilon,leakage,utility,mask_size
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.6667683981362794,5
0.1,0.0,-0.00016277035138049606,8
0.1,1.0,-0.6667480518423569,4
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6667480518423569,4
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6667683981362794,5
0.1,0.0,-0.0002645018209933061,13
0.1,0.0,-0.00016277035138049606,8
0.1,1.0,-0.6667277055484343,3
0.1,1.0,-0.6667683981362794,5
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6667683981362794,5
0.1,1.0,-0.6668497833119696,9
0.1,1.0,-0.6667480518423569,4
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6668497833119696,9
0.1,1.0,-0.6668090907241245,7
0.1,0.0,-0.00016277035138049606,8
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.6667073592545117,2
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6668497833119696,9
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.6667480518423569,4
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6667480518423569,4
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6668294370180471,8
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6668497833119696,9
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.666788744430202,6
0.1,0.0,-0.00014242405745793404,7
0.1,1.0,-0.666788744430202,6
0.1,1.0,-0.6668090907241245,7
0.1,1.0,-0.6668497833119696,9
