dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains
airport,iso_country,1.0,0.9,6,7,"{municipality,scheduled_service,type}",3,0.734418946445296,1,6,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,municipality}",4,0.40215815920143,6,1,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,scheduled_service}",4,0.39103939049024505,2,5,27,0,27
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,type}",4,0.4861462449303193,3,4,12,1,11
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,municipality,scheduled_service}",4,0.4069801051842198,2,5,35,0,35
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,municipality,type}",4,0.40215815920143,3,4,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,scheduled_service,type}",4,0.21636412173374509,2,5,17,0,17
airport,iso_country,1.0,0.9,6,7,"{continent,keywords,municipality,scheduled_service}",4,0.4718324139054516,2,5,35,0,35
airport,iso_country,1.0,0.9,6,7,"{continent,keywords,municipality,type}",4,0.40215815920143,3,4,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,keywords,scheduled_service,type}",4,0.2448894004858122,2,5,17,0,17
airport,iso_country,1.0,0.9,6,7,"{continent,municipality,scheduled_service,type}",4,0.0,0,7,0,0,0
airport,iso_country,1.0,0.9,6,7,"{home_link,keywords,municipality,scheduled_service}",4,0.7432098645354572,3,4,6,1,5
airport,iso_country,1.0,0.9,6,7,"{home_link,keywords,municipality,type}",4,0.8412245340616321,4,3,2,2,0
airport,iso_country,1.0,0.9,6,7,"{home_link,keywords,scheduled_service,type}",4,0.7906470303624038,3,4,12,1,11
airport,iso_country,1.0,0.9,6,7,"{home_link,municipality,scheduled_service,type}",4,0.734418946445296,1,6,1,1,0
airport,iso_country,1.0,0.9,6,7,"{keywords,municipality,scheduled_service,type}",4,0.734418946445296,1,6,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,municipality,scheduled_service}",5,0.08873675250476898,1,6,27,0,27
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,municipality,type}",5,0.40215815920143,2,5,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,scheduled_service,type}",5,0.1030083111184168,2,5,1,0,1
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,municipality,scheduled_service,type}",5,0.0,0,7,0,0,0
airport,iso_country,1.0,0.9,6,7,"{continent,keywords,municipality,scheduled_service,type}",5,0.0,0,7,0,0,0
airport,iso_country,1.0,0.9,6,7,"{home_link,keywords,municipality,scheduled_service,type}",5,0.734418946445296,1,6,1,1,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link,keywords,municipality,scheduled_service,type}",6,0.0,0,7,0,0,0
