beta,leakage,utility,mask_size
67.0,1.0,-1.0,0
67.0,1.0,-1.0,0
67.0,1.0,-1.0,0
beta,leakage,utility,mask_size
67.5,1.0,-406.0,6
67.5,1.0,-68.5,1
67.5,1.0,-271.0,4
67.5,1.0,-473.5,7
67.5,1.0,-1.0,0
67.5,0.0,-675.0,10
67.5,1.0,-1.0,0
67.5,1.0,-68.5,1
67.5,1.0,-1.0,0
67.5,1.0,-406.0,6
67.5,1.0,-473.5,7
67.5,1.0,-406.0,6
67.5,1.0,-271.0,4
67.5,1.0,-203.5,3
67.5,1.0,-541.0,8
67.5,1.0,-1.0,0
67.5,1.0,-338.5,5
67.5,1.0,-68.5,1
67.5,1.0,-68.5,1
67.5,1.0,-338.5,5
67.5,1.0,-136.0,2
67.5,1.0,-1.0,0
67.5,1.0,-1.0,0
67.5,1.0,-338.5,5
67.5,1.0,-271.0,4
67.5,1.0,-136.0,2
67.5,1.0,-271.0,4
67.5,1.0,-136.0,2
67.5,1.0,-1.0,0
67.5,1.0,-338.5,5
67.5,1.0,-1.0,0
67.5,9.999778782798785e-13,-270.000000000001,4
67.5,1.0,-136.0,2
67.5,1.0,-1.0,0
67.5,1.0,-1.0,0
67.5,1.0,-203.5,3
67.5,1.0,-136.0,2
67.5,1.0,-68.5,1
67.5,1.0,-1.0,0
67.5,1.0,-136.0,2
67.5,1.0,-136.0,2
67.5,0.0,-270.0,4
67.5,1.0,-68.5,1
67.5,0.0,-270.0,4
67.5,1.0,-136.0,2
67.5,1.0,-473.5,7
67.5,1.0,-1.0,0
67.5,1.0,-1.0,0
67.5,1.0,-68.5,1
67.5,0.0,-472.5,7
beta,leakage,utility,mask_size
68.0,1.0,-273.0,4
68.0,1.0,-341.0,5
68.0,1.0,-1.0,0
68.0,1.0,-477.0,7
68.0,1.0,-273.0,4
68.0,1.0,-1.0,0
68.0,1.0,-477.0,7
68.0,1.0,-205.0,3
68.0,1.0,-205.0,3
68.0,1.0,-273.0,4
68.0,1.0,-69.0,1
68.0,1.0,-205.0,3
68.0,1.0,-1.0,0
68.0,1.0,-69.0,1
68.0,1.0,-69.0,1
68.0,1.0,-205.0,3
68.0,1.0,-273.0,4
68.0,1.0,-137.0,2
68.0,1.0,-273.0,4
68.0,1.0,-341.0,5
68.0,1.0,-409.0,6
68.0,1.0,-409.0,6
68.0,1.0,-69.0,1
68.0,1.0,-205.0,3
68.0,1.0,-341.0,5
68.0,1.0,-137.0,2
68.0,1.0,-205.0,3
68.0,1.0,-69.0,1
68.0,1.0,-1.0,0
68.0,1.0,-273.0,4
68.0,1.0,-69.0,1
68.0,1.0,-205.0,3
68.0,1.0,-1.0,0
68.0,1.0,-1.0,0
68.0,1.0,-1.0,0
68.0,1.0,-1.0,0
68.0,1.0,-1.0,0
68.0,1.0,-1.0,0
68.0,1.0,-137.0,2
68.0,9.999778782798785e-13,-204.000000000001,3
68.0,1.0,-1.0,0
68.0,1.0,-69.0,1
68.0,0.0,-408.0,6
68.0,1.0,-1.0,0
68.0,1.0,-69.0,1
68.0,1.0,-1.0,0
68.0,1.0,-69.0,1
68.0,1.0,-1.0,0
68.0,1.0,-273.0,4
68.0,1.0,-1.0,0
beta,leakage,utility,mask_size
68.5,1.0,-206.5,3
68.5,1.0,-1.0,0
68.5,1.0,-206.5,3
68.5,1.0,-412.0,6
68.5,1.0,-69.5,1
68.5,1.0,-138.0,2
68.5,1.0,-138.0,2
68.5,1.0,-275.0,4
68.5,0.0,-548.0,8
68.5,1.0,-412.0,6
68.5,1.0,-138.0,2
68.5,1.0,-138.0,2
68.5,1.0,-412.0,6
68.5,1.0,-69.5,1
68.5,1.0,-1.0,0
68.5,1.0,-206.5,3
68.5,1.0,-138.0,2
68.5,1.0,-275.0,4
68.5,1.0,-480.5,7
68.5,1.0,-275.0,4
68.5,1.0,-412.0,6
68.5,1.0,-206.5,3
68.5,1.0,-138.0,2
68.5,1.0,-275.0,4
68.5,1.0,-206.5,3
68.5,1.0,-138.0,2
68.5,1.0,-275.0,4
68.5,1.0,-206.5,3
68.5,1.0,-480.5,7
68.5,1.0,-138.0,2
68.5,1.0,-1.0,0
68.5,1.0,-1.0,0
68.5,1.0,-69.5,1
68.5,1.0,-1.0,0
68.5,1.0,-1.0,0
68.5,9.999778782798785e-13,-274.000000000001,4
68.5,1.0,-69.5,1
68.5,1.0,-206.5,3
68.5,1.0,-138.0,2
68.5,1.0,-138.0,2
68.5,1.0,-206.5,3
68.5,1.0,-206.5,3
68.5,1.0,-138.0,2
68.5,1.0,-1.0,0
68.5,1.0,-138.0,2
68.5,1.0,-69.5,1
68.5,1.0,-1.0,0
68.5,1.0,-69.5,1
68.5,0.0,-205.5,3
68.5,1.0,-206.5,3
beta,leakage,utility,mask_size
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-70.0,1
69.0,1.0,-415.0,6
69.0,1.0,-346.0,5
69.0,1.0,-208.0,3
69.0,1.0,-70.0,1
69.0,1.0,-139.0,2
69.0,1.0,-415.0,6
69.0,1.0,-346.0,5
69.0,1.0,-1.0,0
69.0,1.0,-208.0,3
69.0,1.0,-208.0,3
69.0,1.0,-139.0,2
69.0,1.0,-346.0,5
69.0,1.0,-139.0,2
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-277.0,4
69.0,1.0,-1.0,0
69.0,1.0,-346.0,5
69.0,1.0,-277.0,4
69.0,1.0,-346.0,5
69.0,1.0,-139.0,2
69.0,1.0,-277.0,4
69.0,1.0,-277.0,4
69.0,1.0,-346.0,5
69.0,1.0,-139.0,2
69.0,1.0,-415.0,6
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-139.0,2
69.0,1.0,-1.0,0
69.0,1.0,-70.0,1
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-70.0,1
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-1.0,0
69.0,1.0,-277.0,4
69.0,1.0,-70.0,1
69.0,1.0,-1.0,0
69.0,1.0,-139.0,2
69.0,1.0,-139.0,2
69.0,1.0,-139.0,2
69.0,1.0,-139.0,2
69.0,0.0,-276.0,4
beta,leakage,utility,mask_size
69.5,1.0,-1.0,0
69.5,1.0,-487.5,7
69.5,1.0,-418.0,6
69.5,1.0,-209.5,3
69.5,1.0,-279.0,4
69.5,1.0,-557.0,8
69.5,1.0,-1.0,0
69.5,1.0,-1.0,0
69.5,1.0,-70.5,1
69.5,1.0,-557.0,8
69.5,1.0,-209.5,3
69.5,1.0,-1.0,0
69.5,1.0,-1.0,0
69.5,1.0,-279.0,4
69.5,1.0,-487.5,7
69.5,1.0,-348.5,5
69.5,1.0,-279.0,4
69.5,1.0,-348.5,5
69.5,1.0,-1.0,0
69.5,1.0,-1.0,0
69.5,1.0,-348.5,5
69.5,1.0,-1.0,0
69.5,1.0,-626.5,9
69.5,1.0,-348.5,5
69.5,1.0,-626.5,9
69.5,1.0,-626.5,9
69.5,1.0,-1.0,0
69.5,1.0,-696.0,10
69.5,1.0,-140.0,2
69.5,1.0,-1.0,0
69.5,1.0,-140.0,2
69.5,1.0,-1.0,0
69.5,1.0,-70.5,1
69.5,1.0,-1.0,0
69.5,9.999778782798785e-13,-208.500000000001,3
69.5,1.999955756559757e-12,-347.500000000002,5
69.5,1.0,-70.5,1
69.5,1.0,-1.0,0
69.5,1.0,-1.0,0
69.5,1.0,-70.5,1
69.5,1.0,-487.5,7
69.5,1.0,-70.5,1
69.5,1.0,-1.0,0
69.5,1.0,-70.5,1
69.5,1.0,-140.0,2
69.5,1.0,-140.0,2
69.5,1.0,-70.5,1
69.5,1.0,-279.0,4
69.5,1.0,-140.0,2
69.5,1.0,-1.0,0
beta,leakage,utility,mask_size
70.0,1.0,-71.0,1
70.0,1.0,-211.0,3
70.0,1.0,-71.0,1
70.0,1.0,-281.0,4
70.0,1.0,-351.0,5
70.0,1.0,-421.0,6
70.0,1.0,-491.0,7
70.0,1.0,-491.0,7
70.0,1.0,-71.0,1
70.0,1.0,-561.0,8
70.0,1.0,-351.0,5
70.0,1.0,-71.0,1
70.0,1.0,-71.0,1
70.0,1.0,-211.0,3
70.0,1.0,-211.0,3
70.0,1.0,-281.0,4
70.0,1.0,-421.0,6
70.0,1.0,-211.0,3
70.0,1.0,-141.0,2
70.0,1.0,-351.0,5
70.0,1.0,-71.0,1
70.0,1.0,-1.0,0
70.0,1.0,-421.0,6
70.0,1.0,-1.0,0
70.0,1.0,-1.0,0
70.0,1.0,-491.0,7
70.0,1.0,-1.0,0
70.0,1.0,-421.0,6
70.0,1.0,-421.0,6
70.0,1.0,-1.0,0
70.0,1.999955756559757e-12,-210.000000000002,3
70.0,1.0,-1.0,0
70.0,1.0,-1.0,0
70.0,1.0,-71.0,1
70.0,1.0,-141.0,2
70.0,1.0,-71.0,1
70.0,1.0,-71.0,1
70.0,1.0,-1.0,0
70.0,1.0,-1.0,0
70.0,1.0,-141.0,2
70.0,1.0,-281.0,4
70.0,1.0,-71.0,1
70.0,1.0,-421.0,6
70.0,0.0,-420.0,6
70.0,1.0,-141.0,2
70.0,0.0,-210.0,3
70.0,1.0,-71.0,1
70.0,1.0,-71.0,1
70.0,1.0,-71.0,1
70.0,0.0,-420.0,6
beta,leakage,utility,mask_size
70.5,1.0,-353.5,5
70.5,1.0,-283.0,4
70.5,1.0,-142.0,2
70.5,1.0,-1.0,0
70.5,1.0,-424.0,6
70.5,1.0,-494.5,7
70.5,1.0,-283.0,4
70.5,1.0,-1.0,0
70.5,1.0,-283.0,4
70.5,1.0,-353.5,5
70.5,1.0,-494.5,7
70.5,1.0,-1.0,0
70.5,1.0,-283.0,4
70.5,1.0,-494.5,7
70.5,1.0,-71.5,1
70.5,1.0,-71.5,1
70.5,1.0,-71.5,1
70.5,1.0,-1.0,0
70.5,1.0,-71.5,1
70.5,1.0,-424.0,6
70.5,1.0,-283.0,4
70.5,1.0,-424.0,6
70.5,1.0,-71.5,1
70.5,1.0,-212.5,3
70.5,1.0,-212.5,3
70.5,1.0,-1.0,0
70.5,1.0,-142.0,2
70.5,1.0,-494.5,7
70.5,1.0,-635.5,9
70.5,1.0,-142.0,2
70.5,1.0,-1.0,0
70.5,1.0,-1.0,0
70.5,1.0,-1.0,0
70.5,9.999778782798785e-13,-211.500000000001,3
70.5,1.0,-1.0,0
70.5,1.0,-71.5,1
70.5,1.0,-1.0,0
70.5,1.0,-1.0,0
70.5,1.0,-1.0,0
70.5,1.0,-71.5,1
70.5,0.0,-282.0,4
70.5,1.0,-142.0,2
70.5,1.0,-283.0,4
70.5,1.0,-1.0,0
70.5,1.0,-142.0,2
70.5,1.0,-1.0,0
70.5,1.0,-1.0,0
70.5,1.0,-283.0,4
70.5,1.0,-71.5,1
70.5,1.0,-71.5,1
beta,leakage,utility,mask_size
71.0,1.0,-1.0,0
71.0,1.0,-1.0,0
71.0,1.0,-214.0,3
71.0,1.0,-72.0,1
71.0,1.0,-285.0,4
71.0,1.0,-427.0,6
71.0,1.0,-72.0,1
71.0,1.0,-1.0,0
71.0,1.0,-498.0,7
71.0,1.0,-285.0,4
71.0,1.0,-1.0,0
71.0,1.0,-143.0,2
71.0,1.0,-285.0,4
71.0,1.0,-214.0,3
71.0,1.0,-143.0,2
71.0,1.0,-214.0,3
71.0,1.0,-143.0,2
71.0,1.0,-72.0,1
71.0,1.0,-72.0,1
71.0,1.0,-143.0,2
71.0,1.0,-72.0,1
71.0,1.0,-640.0,9
71.0,1.0,-72.0,1
71.0,1.0,-143.0,2
71.0,1.0,-72.0,1
71.0,1.0,-356.0,5
71.0,1.0,-72.0,1
71.0,1.0,-72.0,1
71.0,1.0,-285.0,4
71.0,1.0,-143.0,2
71.0,1.0,-214.0,3
71.0,1.0,-1.0,0
71.0,1.0,-1.0,0
71.0,1.0,-72.0,1
71.0,1.0,-72.0,1
71.0,1.0,-285.0,4
71.0,1.0,-1.0,0
71.0,1.0,-1.0,0
71.0,1.0,-72.0,1
71.0,1.0,-1.0,0
71.0,1.0,-356.0,5
71.0,0.0,-213.0,3
71.0,1.0,-214.0,3
71.0,1.0,-1.0,0
71.0,1.0,-1.0,0
71.0,1.0,-214.0,3
71.0,1.0,-143.0,2
71.0,1.0,-1.0,0
71.0,1.0,-214.0,3
71.0,1.0,-143.0,2
beta,leakage,utility,mask_size
71.5,1.0,-501.5,7
71.5,1.0,-287.0,4
71.5,1.0,-1.0,0
71.5,1.0,-72.5,1
71.5,1.0,-72.5,1
71.5,1.0,-1.0,0
71.5,1.0,-1.0,0
71.5,1.0,-72.5,1
71.5,1.0,-144.0,2
71.5,1.0,-215.5,3
71.5,1.0,-72.5,1
71.5,1.0,-1.0,0
71.5,1.0,-215.5,3
71.5,1.0,-1.0,0
71.5,1.0,-1.0,0
71.5,1.0,-215.5,3
71.5,1.0,-72.5,1
71.5,1.0,-287.0,4
71.5,1.0,-287.0,4
71.5,1.0,-573.0,8
71.5,1.0,-501.5,7
71.5,1.0,-430.0,6
71.5,1.0,-72.5,1
71.5,1.0,-72.5,1
71.5,1.0,-144.0,2
71.5,1.0,-72.5,1
71.5,1.0,-72.5,1
71.5,1.0,-72.5,1
71.5,1.0,-72.5,1
71.5,1.0,-215.5,3
71.5,1.0,-1.0,0
71.5,1.0,-72.5,1
71.5,1.0,-72.5,1
71.5,1.0,-144.0,2
71.5,1.0,-144.0,2
71.5,1.0,-72.5,1
71.5,1.0,-215.5,3
71.5,1.0,-215.5,3
71.5,1.0,-1.0,0
71.5,9.999778782798785e-13,-357.500000000001,5
71.5,1.0,-144.0,2
71.5,1.0,-1.0,0
71.5,1.0,-144.0,2
71.5,1.0,-72.5,1
71.5,1.0,-144.0,2
71.5,1.0,-144.0,2
71.5,1.0,-72.5,1
71.5,1.0,-144.0,2
71.5,1.0,-144.0,2
71.5,1.0,-1.0,0
beta,leakage,utility,mask_size
72.0,1.0,-73.0,1
72.0,1.0,-361.0,5
72.0,1.0,-289.0,4
72.0,1.0,-433.0,6
72.0,1.0,-73.0,1
72.0,0.0,-720.0,10
72.0,1.0,-145.0,2
72.0,1.0,-217.0,3
72.0,1.0,-721.0,10
72.0,1.0,-289.0,4
72.0,1.0,-73.0,1
72.0,1.0,-145.0,2
72.0,1.0,-1.0,0
72.0,1.0,-361.0,5
72.0,1.0,-1.0,0
72.0,1.0,-433.0,6
72.0,1.0,-649.0,9
72.0,1.0,-361.0,5
72.0,1.0,-217.0,3
72.0,1.0,-73.0,1
72.0,1.0,-145.0,2
72.0,1.0,-433.0,6
72.0,1.0,-217.0,3
72.0,1.0,-577.0,8
72.0,1.0,-145.0,2
72.0,1.0,-433.0,6
72.0,1.0,-1.0,0
72.0,1.0,-1.0,0
72.0,1.0,-577.0,8
72.0,1.0,-1.0,0
72.0,1.0,-73.0,1
72.0,1.0,-217.0,3
72.0,1.0,-73.0,1
72.0,1.0,-73.0,1
72.0,1.0,-217.0,3
72.0,1.0,-1.0,0
72.0,1.0,-73.0,1
72.0,1.0,-1.0,0
72.0,1.0,-145.0,2
72.0,1.0,-1.0,0
72.0,1.0,-73.0,1
72.0,1.0,-217.0,3
72.0,1.0,-289.0,4
72.0,1.0,-1.0,0
72.0,1.0,-145.0,2
72.0,1.0,-73.0,1
72.0,1.0,-1.0,0
72.0,1.0,-1.0,0
72.0,1.0,-1.0,0
72.0,1.0,-145.0,2
beta,leakage,utility,mask_size
72.5,1.0,-73.5,1
72.5,1.0,-73.5,1
72.5,1.0,-363.5,5
72.5,1.0,-1.0,0
72.5,1.0,-73.5,1
72.5,1.0,-73.5,1
72.5,1.0,-291.0,4
72.5,1.0,-146.0,2
72.5,1.0,-653.5,9
72.5,1.0,-508.5,7
72.5,1.0,-73.5,1
72.5,1.0,-436.0,6
72.5,1.0,-73.5,1
72.5,1.0,-1.0,0
72.5,1.0,-1.0,0
72.5,1.0,-146.0,2
72.5,1.0,-73.5,1
72.5,1.0,-146.0,2
72.5,1.0,-291.0,4
72.5,1.0,-581.0,8
72.5,1.0,-1.0,0
72.5,1.0,-1.0,0
72.5,1.0,-1.0,0
72.5,1.0,-363.5,5
72.5,1.0,-73.5,1
72.5,1.0,-653.5,9
72.5,1.0,-1.0,0
72.5,1.0,-218.5,3
72.5,1.0,-146.0,2
72.5,1.0,-1.0,0
72.5,1.0,-1.0,0
72.5,1.0,-73.5,1
72.5,1.0,-1.0,0
72.5,1.0,-146.0,2
72.5,1.0,-1.0,0
72.5,1.0,-73.5,1
72.5,1.0,-73.5,1
72.5,1.0,-73.5,1
72.5,1.0,-1.0,0
72.5,1.0,-73.5,1
72.5,1.0,-1.0,0
72.5,1.0,-291.0,4
72.5,1.0,-1.0,0
72.5,1.0,-73.5,1
72.5,1.0,-291.0,4
72.5,0.0,-217.5,3
72.5,1.0,-1.0,0
72.5,1.0,-1.0,0
72.5,1.0,-1.0,0
72.5,1.0,-73.5,1
beta,leakage,utility,mask_size
73.0,1.0,-293.0,4
73.0,1.0,-293.0,4
73.0,1.0,-1.0,0
73.0,1.0,-1.0,0
73.0,1.0,-366.0,5
73.0,1.0,-366.0,5
73.0,1.0,-74.0,1
73.0,1.0,-1.0,0
73.0,1.0,-147.0,2
73.0,1.0,-220.0,3
73.0,1.0,-366.0,5
73.0,1.0,-147.0,2
73.0,1.0,-147.0,2
73.0,1.0,-366.0,5
73.0,1.0,-220.0,3
73.0,1.0,-147.0,2
73.0,1.0,-585.0,8
73.0,1.0,-293.0,4
73.0,1.0,-1.0,0
73.0,1.0,-293.0,4
73.0,1.0,-731.0,10
73.0,1.0,-74.0,1
73.0,1.0,-1.0,0
73.0,1.0,-585.0,8
73.0,1.0,-293.0,4
73.0,1.0,-293.0,4
73.0,1.0,-293.0,4
73.0,1.0,-293.0,4
73.0,1.0,-220.0,3
73.0,1.0,-439.0,6
73.0,1.0,-220.0,3
73.0,1.0,-74.0,1
73.0,1.0,-74.0,1
73.0,1.0,-74.0,1
73.0,0.0,-292.0,4
73.0,1.0,-74.0,1
73.0,1.0,-74.0,1
73.0,1.0,-1.0,0
73.0,1.0,-220.0,3
73.0,1.0,-74.0,1
73.0,1.0,-1.0,0
73.0,1.0,-1.0,0
73.0,1.0,-74.0,1
73.0,1.0,-293.0,4
73.0,1.0,-366.0,5
73.0,1.0,-147.0,2
73.0,1.0,-74.0,1
73.0,1.0,-220.0,3
73.0,1.0,-74.0,1
73.0,0.0,-365.0,5
beta,leakage,utility,mask_size
73.5,1.0,-368.5,5
73.5,1.0,-1.0,0
73.5,1.0,-368.5,5
73.5,1.0,-515.5,7
73.5,1.0,-148.0,2
73.5,1.0,-148.0,2
73.5,1.0,-442.0,6
73.5,1.0,-442.0,6
73.5,1.0,-1.0,0
73.5,1.0,-221.5,3
73.5,1.0,-74.5,1
73.5,1.0,-1.0,0
73.5,1.0,-148.0,2
73.5,1.0,-1.0,0
73.5,1.0,-1.0,0
73.5,1.0,-295.0,4
73.5,1.0,-368.5,5
73.5,1.0,-74.5,1
73.5,1.0,-74.5,1
73.5,1.0,-74.5,1
73.5,1.0,-1.0,0
73.5,1.0,-1.0,0
73.5,1.0,-295.0,4
73.5,1.0,-589.0,8
73.5,1.0,-74.5,1
73.5,1.0,-368.5,5
73.5,1.0,-295.0,4
73.5,1.0,-148.0,2
73.5,1.0,-736.0,10
73.5,1.0,-295.0,4
73.5,1.0,-221.5,3
73.5,1.0,-148.0,2
73.5,1.0,-1.0,0
73.5,1.0,-221.5,3
73.5,1.0,-1.0,0
73.5,1.0,-74.5,1
73.5,1.0,-1.0,0
73.5,1.0,-148.0,2
73.5,1.0,-1.0,0
73.5,1.0,-1.0,0
73.5,1.0,-368.5,5
73.5,1.0,-74.5,1
73.5,1.0,-74.5,1
73.5,1.0,-221.5,3
73.5,1.0,-295.0,4
73.5,1.0,-1.0,0
73.5,1.0,-148.0,2
73.5,1.0,-1.0,0
73.5,1.0,-74.5,1
73.5,1.0,-1.0,0
beta,leakage,utility,mask_size
74.0,1.0,-149.0,2
74.0,1.0,-75.0,1
74.0,1.0,-149.0,2
74.0,1.0,-223.0,3
74.0,1.0,-223.0,3
74.0,1.0,-445.0,6
74.0,1.0,-1.0,0
74.0,1.0,-371.0,5
74.0,1.0,-593.0,8
74.0,1.0,-1.0,0
74.0,1.0,-1.0,0
74.0,1.0,-75.0,1
74.0,1.0,-149.0,2
74.0,1.0,-75.0,1
74.0,1.0,-75.0,1
74.0,1.0,-1.0,0
74.0,1.0,-1.0,0
74.0,1.0,-75.0,1
74.0,1.0,-223.0,3
74.0,1.0,-1.0,0
74.0,1.0,-519.0,7
74.0,1.0,-371.0,5
74.0,1.0,-371.0,5
74.0,1.0,-1.0,0
74.0,1.0,-223.0,3
74.0,1.0,-445.0,6
74.0,1.0,-297.0,4
74.0,1.0,-75.0,1
74.0,1.0,-1.0,0
74.0,1.0,-75.0,1
74.0,1.0,-75.0,1
74.0,1.0,-149.0,2
74.0,1.0,-75.0,1
74.0,1.0,-75.0,1
74.0,1.0,-297.0,4
74.0,1.0,-1.0,0
74.0,1.0,-1.0,0
74.0,1.0,-1.0,0
74.0,9.999778782798785e-13,-444.000000000001,6
74.0,1.0,-223.0,3
74.0,1.0,-75.0,1
74.0,1.0,-1.0,0
74.0,1.0,-75.0,1
74.0,1.0,-223.0,3
74.0,0.0,-222.0,3
74.0,1.0,-297.0,4
74.0,1.0,-1.0,0
74.0,1.0,-1.0,0
74.0,1.0,-75.0,1
74.0,1.0,-371.0,5
beta,leakage,utility,mask_size
74.5,0.0,-745.0,10
74.5,1.0,-1.0,0
74.5,1.0,-299.0,4
74.5,1.0,-299.0,4
74.5,1.0,-150.0,2
74.5,1.0,-373.5,5
74.5,1.0,-224.5,3
74.5,1.0,-1.0,0
74.5,1.0,-597.0,8
74.5,1.0,-224.5,3
74.5,1.0,-373.5,5
74.5,1.0,-448.0,6
74.5,1.0,-224.5,3
74.5,1.0,-373.5,5
74.5,1.0,-224.5,3
74.5,1.0,-1.0,0
74.5,1.0,-1.0,0
74.5,1.0,-448.0,6
74.5,1.0,-224.5,3
74.5,1.0,-522.5,7
74.5,1.0,-75.5,1
74.5,1.0,-373.5,5
74.5,1.0,-597.0,8
74.5,1.0,-671.5,9
74.5,1.0,-224.5,3
74.5,1.0,-224.5,3
74.5,1.0,-448.0,6
74.5,1.0,-1.0,0
74.5,1.0,-597.0,8
74.5,1.0,-1.0,0
74.5,1.0,-1.0,0
74.5,1.0,-75.5,1
74.5,1.0,-1.0,0
74.5,1.0,-75.5,1
74.5,1.0,-1.0,0
74.5,1.0,-1.0,0
74.5,1.0,-150.0,2
74.5,1.0,-75.5,1
74.5,1.0,-224.5,3
74.5,1.0,-1.0,0
74.5,1.0,-224.5,3
74.5,0.0,-372.5,5
74.5,1.0,-299.0,4
74.5,1.0,-75.5,1
74.5,1.0,-224.5,3
74.5,1.0,-1.0,0
74.5,1.0,-224.5,3
74.5,1.0,-75.5,1
74.5,1.0,-1.0,0
74.5,1.0,-75.5,1
beta,leakage,utility,mask_size
75.0,1.0,-1.0,0
75.0,1.0,-1.0,0
75.0,1.0,-226.0,3
75.0,1.0,-451.0,6
75.0,1.0,-76.0,1
75.0,1.0,-151.0,2
75.0,1.0,-226.0,3
75.0,1.0,-1.0,0
75.0,1.0,-226.0,3
75.0,1.0,-226.0,3
75.0,1.0,-1.0,0
75.0,1.0,-376.0,5
75.0,1.0,-451.0,6
75.0,1.0,-1.0,0
75.0,1.0,-76.0,1
75.0,1.0,-376.0,5
75.0,1.0,-151.0,2
75.0,1.0,-1.0,0
75.0,1.0,-76.0,1
75.0,1.0,-226.0,3
75.0,1.0,-76.0,1
75.0,1.0,-151.0,2
75.0,1.0,-301.0,4
75.0,1.0,-376.0,5
75.0,1.0,-1.0,0
75.0,1.0,-226.0,3
75.0,1.0,-1.0,0
75.0,1.0,-76.0,1
75.0,1.0,-601.0,8
75.0,1.0,-76.0,1
75.0,1.0,-151.0,2
75.0,1.0,-1.0,0
75.0,1.0,-76.0,1
75.0,1.0,-1.0,0
75.0,9.999778782798785e-13,-375.000000000001,5
75.0,1.0,-1.0,0
75.0,1.0,-76.0,1
75.0,1.0,-76.0,1
75.0,1.0,-1.0,0
75.0,1.0,-76.0,1
75.0,1.0,-1.0,0
75.0,1.0,-1.0,0
75.0,0.0,-225.0,3
75.0,1.0,-76.0,1
75.0,1.0,-76.0,1
75.0,1.0,-376.0,5
75.0,1.0,-76.0,1
75.0,1.0,-151.0,2
75.0,1.0,-76.0,1
75.0,1.0,-1.0,0
beta,leakage,utility,mask_size
75.5,1.0,-1.0,0
75.5,1.0,-1.0,0
75.5,1.0,-529.5,7
75.5,1.0,-529.5,7
75.5,1.0,-1.0,0
75.5,1.0,-378.5,5
75.5,1.0,-76.5,1
75.5,1.0,-1.0,0
75.5,0.0,-679.5,9
75.5,1.0,-76.5,1
75.5,1.0,-1.0,0
75.5,1.0,-303.0,4
75.5,1.0,-76.5,1
75.5,1.0,-1.0,0
75.5,1.0,-378.5,5
75.5,1.0,-227.5,3
75.5,1.0,-227.5,3
75.5,1.0,-529.5,7
75.5,1.0,-1.0,0
75.5,1.0,-1.0,0
75.5,1.0,-227.5,3
75.5,1.0,-605.0,8
75.5,1.0,-76.5,1
75.5,1.0,-1.0,0
75.5,1.0,-680.5,9
75.5,1.0,-227.5,3
75.5,1.0,-152.0,2
75.5,1.0,-1.0,0
75.5,1.0,-1.0,0
75.5,1.0,-454.0,6
75.5,1.0,-152.0,2
75.5,1.0,-1.0,0
75.5,1.0,-1.0,0
75.5,1.0,-76.5,1
75.5,1.0,-152.0,2
75.5,1.0,-76.5,1
75.5,1.0,-227.5,3
75.5,1.0,-152.0,2
75.5,1.0,-1.0,0
75.5,1.0,-1.0,0
75.5,1.0,-76.5,1
75.5,1.0,-227.5,3
75.5,1.0,-227.5,3
75.5,0.0,-226.5,3
75.5,0.0,-151.0,2
75.5,0.0,-226.5,3
75.5,1.0,-303.0,4
75.5,1.0,-1.0,0
75.5,1.0,-76.5,1
75.5,1.0,-1.0,0
beta,leakage,utility,mask_size
76.0,1.0,-1.0,0
76.0,1.0,-229.0,3
76.0,1.0,-229.0,3
76.0,1.0,-77.0,1
76.0,1.0,-229.0,3
76.0,1.0,-1.0,0
76.0,1.0,-77.0,1
76.0,1.0,-77.0,1
76.0,1.0,-1.0,0
76.0,1.0,-381.0,5
76.0,1.0,-229.0,3
76.0,1.0,-381.0,5
76.0,1.0,-77.0,1
76.0,1.0,-229.0,3
76.0,1.0,-153.0,2
76.0,1.0,-457.0,6
76.0,1.0,-1.0,0
76.0,1.0,-1.0,0
76.0,1.0,-1.0,0
76.0,1.0,-77.0,1
76.0,1.0,-457.0,6
76.0,1.0,-305.0,4
76.0,1.0,-457.0,6
76.0,1.0,-77.0,1
76.0,1.0,-533.0,7
76.0,1.0,-153.0,2
76.0,1.0,-229.0,3
76.0,1.0,-153.0,2
76.0,1.0,-153.0,2
76.0,1.0,-305.0,4
76.0,1.0,-229.0,3
76.0,1.0,-77.0,1
76.0,1.0,-153.0,2
76.0,1.0,-77.0,1
76.0,1.0,-153.0,2
76.0,1.0,-1.0,0
76.0,1.0,-1.0,0
76.0,1.0,-153.0,2
76.0,1.0,-1.0,0
76.0,1.999955756559757e-12,-228.000000000002,3
76.0,0.0,-304.0,4
76.0,1.0,-1.0,0
76.0,1.0,-1.0,0
76.0,1.0,-1.0,0
76.0,1.0,-229.0,3
76.0,1.0,-153.0,2
76.0,1.0,-153.0,2
76.0,1.0,-1.0,0
76.0,1.0,-1.0,0
76.0,1.0,-305.0,4
beta,leakage,utility,mask_size
76.5,1.0,-154.0,2
76.5,1.0,-383.5,5
76.5,1.0,-1.0,0
