beta,leakage,utility,mask_size
27.0,1.0,-136.0,5
27.0,1.0,-1.0,0
27.0,1.0,-190.0,7
27.0,1.0,-190.0,7
27.0,1.0,-1.0,0
27.0,1.0,-136.0,5
27.0,1.0,-217.0,8
27.0,1.0,-217.0,8
27.0,1.0,-244.0,9
27.0,1.0,-244.0,9
27.0,1.0,-271.0,10
27.0,1.0,-163.0,6
27.0,1.0,-271.0,10
27.0,1.0,-244.0,9
27.0,1.0,-271.0,10
27.0,1.0,-271.0,10
27.0,1.0,-1.0,0
27.0,1.0,-190.0,7
27.0,1.0,-82.0,3
27.0,1.0,-271.0,10
27.0,1.0,-136.0,5
27.0,0.0,-135.0,5
27.0,1.0,-55.0,2
27.0,0.0,-135.0,5
27.0,0.0,-189.0,7
27.0,9.999778782798785e-13,-162.000000000001,6
27.0,1.0,-1.0,0
27.0,9.999778782798785e-13,-108.000000000001,4
27.0,1.0,-82.0,3
27.0,1.0,-82.0,3
27.0,1.0,-55.0,2
27.0,1.0,-55.0,2
27.0,1.0,-82.0,3
27.0,1.0,-55.0,2
27.0,0.0,-243.0,9
27.0,0.0,-216.0,8
27.0,0.0,-108.0,4
27.0,0.0,-243.0,9
27.0,1.0,-82.0,3
27.0,0.0,-270.0,10
27.0,1.0,-28.0,1
beta,leakage,utility,mask_size
27.5,1.0,-276.0,10
27.5,1.0,-28.5,1
27.5,1.0,-248.5,9
27.5,1.0,-276.0,10
27.5,1.0,-221.0,8
27.5,1.0,-166.0,6
27.5,1.0,-221.0,8
27.5,1.0,-276.0,10
27.5,1.0,-28.5,1
27.5,0.0,-275.0,10
27.5,1.0,-111.0,4
27.5,1.0,-83.5,3
27.5,1.0,-193.5,7
27.5,1.0,-138.5,5
27.5,1.0,-28.5,1
27.5,1.0,-248.5,9
27.5,1.0,-221.0,8
27.5,1.0,-221.0,8
27.5,1.0,-56.0,2
27.5,1.0,-138.5,5
27.5,1.0,-138.5,5
27.5,1.0,-276.0,10
27.5,1.0,-138.5,5
27.5,1.0,-276.0,10
27.5,1.0,-28.5,1
27.5,1.0,-111.0,4
27.5,1.0,-28.5,1
27.5,1.0,-276.0,10
27.5,1.0,-56.0,2
27.5,1.0,-276.0,10
27.5,0.0,-137.5,5
27.5,9.999778782798785e-13,-137.500000000001,5
27.5,1.0,-111.0,4
27.5,1.0,-1.0,0
27.5,9.999778782798785e-13,-137.500000000001,5
27.5,0.0,-165.0,6
27.5,9.999778782798785e-13,-110.000000000001,4
27.5,0.0,-192.5,7
27.5,1.0,-56.0,2
27.5,0.0,-192.5,7
27.5,1.0,-83.5,3
27.5,0.0,-165.0,6
27.5,1.0,-83.5,3
27.5,1.0,-138.5,5
27.5,1.0,-138.5,5
27.5,0.0,-220.0,8
27.5,0.0,-192.5,7
27.5,1.0,-56.0,2
27.5,1.0,-1.0,0
27.5,1.0,-56.0,2
beta,leakage,utility,mask_size
28.0,1.0,-281.0,10
28.0,1.0,-197.0,7
28.0,1.0,-281.0,10
28.0,1.0,-225.0,8
28.0,1.0,-225.0,8
28.0,1.0,-169.0,6
28.0,0.0,-280.0,10
28.0,1.0,-141.0,5
28.0,1.0,-197.0,7
28.0,1.0,-141.0,5
28.0,1.0,-169.0,6
28.0,1.0,-29.0,1
28.0,1.0,-253.0,9
28.0,1.0,-169.0,6
28.0,1.0,-225.0,8
28.0,1.0,-29.0,1
28.0,1.0,-281.0,10
28.0,1.0,-197.0,7
28.0,1.0,-281.0,10
28.0,1.0,-169.0,6
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-281.0,10
28.0,1.0,-113.0,4
28.0,1.0,-281.0,10
28.0,1.0,-29.0,1
28.0,1.0,-1.0,0
28.0,1.0,-29.0,1
28.0,1.0,-1.0,0
28.0,0.0,-196.0,7
28.0,1.0,-85.0,3
28.0,9.999778782798785e-13,-140.000000000001,5
28.0,1.0,-1.0,0
28.0,1.0,-57.0,2
28.0,0.0,-196.0,7
28.0,0.0,-196.0,7
28.0,1.0,-197.0,7
28.0,0.0,-168.0,6
28.0,0.0,-252.0,9
28.0,0.0,-224.0,8
28.0,0.0,-168.0,6
28.0,0.0,-224.0,8
28.0,1.0,-253.0,9
28.0,0.0,-252.0,9
28.0,0.0,-112.0,4
beta,leakage,utility,mask_size
28.5,1.0,-229.0,8
28.5,1.0,-286.0,10
28.5,1.0,-115.0,4
28.5,0.0,-285.0,10
28.5,1.0,-286.0,10
28.5,0.0,-285.0,10
28.5,1.0,-286.0,10
28.5,1.0,-286.0,10
28.5,1.0,-286.0,10
28.5,1.0,-286.0,10
28.5,1.0,-286.0,10
28.5,1.0,-172.0,6
28.5,1.0,-229.0,8
28.5,1.0,-286.0,10
28.5,1.0,-115.0,4
28.5,1.0,-143.5,5
28.5,1.0,-172.0,6
28.5,1.0,-58.0,2
28.5,1.0,-229.0,8
28.5,1.0,-58.0,2
28.5,1.0,-286.0,10
28.5,1.0,-257.5,9
28.5,1.0,-115.0,4
28.5,1.0,-257.5,9
28.5,1.0,-286.0,10
28.5,1.0,-286.0,10
28.5,1.0,-86.5,3
28.5,1.0,-1.0,0
28.5,1.0,-143.5,5
28.5,1.0,-286.0,10
28.5,0.0,-171.0,6
28.5,9.999778782798785e-13,-171.000000000001,6
28.5,1.999955756559757e-12,-114.000000000002,4
28.5,9.999778782798785e-13,-171.000000000001,6
28.5,1.0,-86.5,3
28.5,1.0,-29.5,1
28.5,9.999778782798785e-13,-142.500000000001,5
28.5,1.0,-58.0,2
28.5,0.0,-199.5,7
28.5,1.0,-115.0,4
28.5,1.0,-58.0,2
28.5,1.0,-115.0,4
28.5,0.0,-171.0,6
28.5,1.0,-58.0,2
28.5,1.0,-143.5,5
28.5,0.0,-228.0,8
28.5,1.0,-115.0,4
28.5,0.0,-256.5,9
28.5,0.0,-256.5,9
28.5,1.0,-115.0,4
beta,leakage,utility,mask_size
29.0,1.0,-88.0,3
29.0,1.0,-117.0,4
29.0,1.0,-88.0,3
29.0,1.0,-262.0,9
29.0,0.0,-290.0,10
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-146.0,5
29.0,1.0,-204.0,7
29.0,1.0,-262.0,9
29.0,1.0,-88.0,3
29.0,1.0,-262.0,9
29.0,1.0,-262.0,9
29.0,1.0,-117.0,4
29.0,1.0,-59.0,2
29.0,1.0,-117.0,4
29.0,1.0,-117.0,4
29.0,1.0,-59.0,2
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-175.0,6
29.0,1.0,-30.0,1
29.0,1.0,-1.0,0
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-291.0,10
29.0,1.0,-59.0,2
29.0,9.999778782798785e-13,-87.000000000001,3
29.0,1.0,-59.0,2
29.0,1.0,-59.0,2
29.0,1.0,-30.0,1
29.0,1.0,-30.0,1
29.0,1.0,-59.0,2
29.0,1.0,-30.0,1
29.0,9.999778782798785e-13,-145.000000000001,5
29.0,1.0,-1.0,0
29.0,1.0,-88.0,3
29.0,1.0,-30.0,1
29.0,1.0,-88.0,3
29.0,1.0,-30.0,1
29.0,0.0,-203.0,7
29.0,1.0,-30.0,1
29.0,0.0,-174.0,6
29.0,1.0,-30.0,1
29.0,0.0,-290.0,10
29.0,0.0,-203.0,7
beta,leakage,utility,mask_size
29.5,1.0,-296.0,10
29.5,1.0,-89.5,3
29.5,1.0,-237.0,8
29.5,1.0,-30.5,1
29.5,1.0,-119.0,4
29.5,1.0,-237.0,8
29.5,1.0,-237.0,8
29.5,0.0,-295.0,10
29.5,1.0,-266.5,9
29.5,1.0,-296.0,10
29.5,1.0,-60.0,2
29.5,1.0,-266.5,9
29.5,1.0,-60.0,2
29.5,1.0,-148.5,5
29.5,1.0,-1.0,0
29.5,1.0,-296.0,10
29.5,1.0,-237.0,8
29.5,1.0,-237.0,8
29.5,1.0,-119.0,4
29.5,1.0,-296.0,10
29.5,1.0,-296.0,10
29.5,1.0,-237.0,8
29.5,1.0,-296.0,10
29.5,1.0,-148.5,5
29.5,1.0,-119.0,4
29.5,1.0,-207.5,7
29.5,1.0,-296.0,10
29.5,1.0,-207.5,7
29.5,1.0,-296.0,10
29.5,1.0,-296.0,10
29.5,1.0,-119.0,4
29.5,1.0,-1.0,0
29.5,1.0,-1.0,0
29.5,0.0,-147.5,5
29.5,1.0,-60.0,2
29.5,1.0,-30.5,1
29.5,1.0,-89.5,3
29.5,1.0,-89.5,3
29.5,0.0,-118.0,4
29.5,1.0,-89.5,3
29.5,0.0,-236.0,8
29.5,0.0,-177.0,6
29.5,1.0,-1.0,0
29.5,0.0,-147.5,5
29.5,1.0,-1.0,0
29.5,1.0,-30.5,1
29.5,0.0,-147.5,5
29.5,0.0,-147.5,5
29.5,1.0,-207.5,7
29.5,1.0,-30.5,1
beta,leakage,utility,mask_size
30.0,1.0,-31.0,1
30.0,1.0,-151.0,5
30.0,0.0,-240.0,8
30.0,1.0,-121.0,4
30.0,1.0,-151.0,5
30.0,1.0,-91.0,3
30.0,1.0,-121.0,4
30.0,1.0,-211.0,7
30.0,1.0,-301.0,10
30.0,1.0,-241.0,8
30.0,1.0,-271.0,9
30.0,1.0,-181.0,6
30.0,1.0,-301.0,10
30.0,1.0,-121.0,4
30.0,1.0,-151.0,5
30.0,1.0,-301.0,10
30.0,1.0,-121.0,4
30.0,1.0,-301.0,10
30.0,1.0,-271.0,9
30.0,1.0,-91.0,3
30.0,1.0,-301.0,10
30.0,1.0,-301.0,10
30.0,1.0,-91.0,3
30.0,1.0,-211.0,7
30.0,1.0,-151.0,5
30.0,1.0,-301.0,10
30.0,1.0,-121.0,4
30.0,1.0,-301.0,10
30.0,1.0,-91.0,3
30.0,1.0,-301.0,10
30.0,9.999778782798785e-13,-180.000000000001,6
30.0,1.0,-91.0,3
30.0,1.0,-91.0,3
30.0,1.0,-31.0,1
30.0,1.0,-61.0,2
30.0,1.0,-91.0,3
30.0,1.0,-1.0,0
30.0,0.0,-150.0,5
30.0,9.999778782798785e-13,-120.000000000001,4
30.0,1.0,-91.0,3
30.0,1.0,-271.0,9
30.0,0.0,-300.0,10
30.0,0.0,-240.0,8
30.0,0.0,-270.0,9
30.0,0.0,-120.0,4
30.0,0.0,-240.0,8
30.0,1.0,-241.0,8
30.0,1.0,-31.0,1
30.0,0.0,-270.0,9
30.0,1.0,-121.0,4
beta,leakage,utility,mask_size
30.5,1.0,-306.0,10
30.5,1.0,-306.0,10
30.5,1.0,-1.0,0
30.5,0.0,-305.0,10
30.5,0.0,-305.0,10
30.5,0.0,-305.0,10
30.5,1.0,-306.0,10
30.5,0.0,-244.0,8
30.5,1.0,-153.5,5
30.5,1.0,-306.0,10
30.5,1.0,-31.5,1
30.5,1.0,-214.5,7
30.5,1.0,-62.0,2
30.5,1.0,-245.0,8
30.5,1.0,-245.0,8
30.5,1.0,-92.5,3
30.5,1.0,-306.0,10
30.5,1.0,-245.0,8
30.5,1.0,-62.0,2
30.5,1.0,-92.5,3
30.5,1.0,-31.5,1
30.5,1.0,-306.0,10
30.5,1.0,-275.5,9
30.5,1.0,-306.0,10
30.5,1.0,-306.0,10
30.5,1.0,-306.0,10
30.5,1.0,-306.0,10
30.5,1.0,-306.0,10
30.5,1.0,-306.0,10
30.5,1.0,-184.0,6
30.5,1.0,-31.5,1
30.5,0.0,-152.5,5
30.5,0.0,-213.5,7
30.5,1.0,-62.0,2
30.5,1.0,-31.5,1
30.5,0.0,-183.0,6
30.5,0.0,-183.0,6
30.5,0.0,-183.0,6
30.5,9.999778782798785e-13,-122.000000000001,4
30.5,0.0,-183.0,6
30.5,0.0,-152.5,5
30.5,0.0,-183.0,6
30.5,1.0,-31.5,1
30.5,0.0,-274.5,9
30.5,0.0,-244.0,8
30.5,0.0,-152.5,5
30.5,0.0,-183.0,6
30.5,0.0,-183.0,6
30.5,0.0,-122.0,4
30.5,1.0,-153.5,5
beta,leakage,utility,mask_size
31.0,1.0,-249.0,8
31.0,1.0,-249.0,8
31.0,1.0,-311.0,10
31.0,1.0,-311.0,10
31.0,1.0,-125.0,4
31.0,1.0,-311.0,10
31.0,1.0,-1.0,0
31.0,0.0,-310.0,10
31.0,1.0,-249.0,8
31.0,1.0,-311.0,10
31.0,1.0,-311.0,10
31.0,1.0,-125.0,4
31.0,1.0,-187.0,6
31.0,1.0,-32.0,1
31.0,1.0,-249.0,8
31.0,1.0,-187.0,6
31.0,1.0,-311.0,10
31.0,1.0,-125.0,4
31.0,1.0,-280.0,9
31.0,1.0,-94.0,3
31.0,1.0,-311.0,10
31.0,1.0,-280.0,9
31.0,1.0,-311.0,10
31.0,1.0,-280.0,9
31.0,1.0,-311.0,10
31.0,1.0,-1.0,0
31.0,1.0,-311.0,10
31.0,1.0,-311.0,10
31.0,1.0,-63.0,2
31.0,1.0,-311.0,10
31.0,9.999778782798785e-13,-93.000000000001,3
31.0,0.0,-217.0,7
31.0,0.0,-186.0,6
31.0,0.0,-124.0,4
31.0,1.0,-125.0,4
31.0,0.0,-124.0,4
31.0,1.0,-32.0,1
31.0,1.0,-63.0,2
31.0,1.0,-1.0,0
31.0,1.0,-1.0,0
31.0,0.0,-155.0,5
31.0,0.0,-93.0,3
31.0,1.0,-249.0,8
31.0,0.0,-124.0,4
31.0,0.0,-248.0,8
31.0,1.0,-63.0,2
31.0,1.0,-63.0,2
31.0,0.0,-248.0,8
31.0,1.0,-156.0,5
31.0,1.0,-63.0,2
beta,leakage,utility,mask_size
31.5,0.0,-252.0,8
31.5,0.0,-315.0,10
31.5,0.0,-315.0,10
31.5,0.0,-315.0,10
31.5,1.0,-158.5,5
31.5,1.0,-316.0,10
31.5,1.0,-316.0,10
31.5,1.0,-253.0,8
31.5,1.0,-253.0,8
31.5,1.0,-95.5,3
31.5,1.0,-284.5,9
31.5,1.0,-64.0,2
31.5,1.0,-253.0,8
31.5,1.0,-158.5,5
31.5,1.0,-284.5,9
31.5,1.0,-64.0,2
31.5,1.0,-1.0,0
31.5,1.0,-190.0,6
31.5,1.0,-95.5,3
31.5,1.0,-253.0,8
31.5,1.0,-316.0,10
31.5,1.0,-190.0,6
31.5,1.0,-316.0,10
31.5,1.0,-221.5,7
31.5,1.0,-316.0,10
31.5,1.0,-32.5,1
31.5,1.0,-64.0,2
31.5,1.0,-316.0,10
31.5,1.0,-316.0,10
31.5,1.0,-64.0,2
31.5,0.0,-157.5,5
31.5,9.999778782798785e-13,-189.000000000001,6
31.5,9.999778782798785e-13,-157.500000000001,5
31.5,0.0,-126.0,4
31.5,1.0,-95.5,3
31.5,1.0,-95.5,3
31.5,1.0,-95.5,3
31.5,1.0,-32.5,1
31.5,0.0,-126.0,4
31.5,1.0,-32.5,1
31.5,0.0,-283.5,9
31.5,0.0,-157.5,5
31.5,1.0,-1.0,0
31.5,0.0,-126.0,4
31.5,1.0,-127.0,4
31.5,1.0,-158.5,5
31.5,0.0,-126.0,4
31.5,1.0,-127.0,4
31.5,1.0,-95.5,3
31.5,0.0,-220.5,7
beta,leakage,utility,mask_size
32.0,1.0,-257.0,8
32.0,0.0,-320.0,10
32.0,1.0,-33.0,1
32.0,1.0,-321.0,10
32.0,1.0,-225.0,7
32.0,1.0,-97.0,3
32.0,0.0,-320.0,10
32.0,1.0,-321.0,10
32.0,1.0,-321.0,10
32.0,0.0,-320.0,10
32.0,1.0,-321.0,10
32.0,1.0,-33.0,1
32.0,1.0,-161.0,5
32.0,1.0,-257.0,8
32.0,1.0,-129.0,4
32.0,1.0,-97.0,3
32.0,1.0,-65.0,2
32.0,1.0,-193.0,6
32.0,1.0,-321.0,10
32.0,1.0,-225.0,7
32.0,1.0,-289.0,9
32.0,1.0,-161.0,5
32.0,1.0,-321.0,10
32.0,1.0,-321.0,10
32.0,1.0,-321.0,10
32.0,1.0,-257.0,8
32.0,1.0,-321.0,10
32.0,1.0,-321.0,10
32.0,1.0,-97.0,3
32.0,1.0,-321.0,10
32.0,0.0,-224.0,7
32.0,1.0,-97.0,3
32.0,1.0,-1.0,0
32.0,9.999778782798785e-13,-192.000000000001,6
32.0,1.0,-1.0,0
32.0,9.999778782798785e-13,-160.000000000001,5
32.0,9.999778782798785e-13,-160.000000000001,5
32.0,1.0,-97.0,3
32.0,1.0,-33.0,1
32.0,1.0,-65.0,2
32.0,1.0,-225.0,7
32.0,0.0,-192.0,6
32.0,1.0,-161.0,5
32.0,1.0,-193.0,6
32.0,0.0,-288.0,9
32.0,0.0,-128.0,4
32.0,1.0,-161.0,5
32.0,1.0,-1.0,0
32.0,0.0,-192.0,6
32.0,0.0,-128.0,4
beta,leakage,utility,mask_size
32.5,1.0,-326.0,10
32.5,1.0,-261.0,8
32.5,1.0,-326.0,10
32.5,1.0,-326.0,10
32.5,1.0,-131.0,4
32.5,0.0,-325.0,10
32.5,1.0,-66.0,2
32.5,1.0,-1.0,0
32.5,1.0,-326.0,10
32.5,0.0,-325.0,10
32.5,1.0,-163.5,5
32.5,1.0,-1.0,0
32.5,1.0,-163.5,5
32.5,1.0,-326.0,10
32.5,1.0,-261.0,8
32.5,1.0,-261.0,8
32.5,1.0,-163.5,5
32.5,1.0,-261.0,8
32.5,1.0,-66.0,2
32.5,1.0,-261.0,8
32.5,1.0,-326.0,10
32.5,1.0,-326.0,10
32.5,1.0,-326.0,10
32.5,1.0,-326.0,10
32.5,1.0,-196.0,6
32.5,1.0,-326.0,10
32.5,1.0,-1.0,0
32.5,1.0,-293.5,9
32.5,1.0,-326.0,10
32.5,1.0,-131.0,4
32.5,1.0,-98.5,3
32.5,1.0,-33.5,1
32.5,1.0,-1.0,0
32.5,0.0,-162.5,5
32.5,1.0,-33.5,1
32.5,1.0,-1.0,0
32.5,0.0,-195.0,6
32.5,1.0,-66.0,2
32.5,1.0,-33.5,1
32.5,1.0,-33.5,1
32.5,0.0,-162.5,5
32.5,1.0,-98.5,3
32.5,0.0,-260.0,8
32.5,0.0,-227.5,7
32.5,0.0,-227.5,7
32.5,1.0,-196.0,6
32.5,0.0,-227.5,7
32.5,0.0,-227.5,7
32.5,1.0,-98.5,3
32.5,1.0,-66.0,2
beta,leakage,utility,mask_size
33.0,0.0,-330.0,10
33.0,1.0,-331.0,10
33.0,1.0,-67.0,2
33.0,0.0,-330.0,10
33.0,1.0,-298.0,9
33.0,0.0,-330.0,10
33.0,1.0,-265.0,8
33.0,1.0,-100.0,3
33.0,1.0,-166.0,5
33.0,1.0,-265.0,8
33.0,1.0,-331.0,10
33.0,1.0,-100.0,3
33.0,1.0,-166.0,5
33.0,1.0,-265.0,8
33.0,1.0,-232.0,7
33.0,1.0,-34.0,1
33.0,1.0,-166.0,5
33.0,1.0,-232.0,7
33.0,1.0,-232.0,7
33.0,1.0,-133.0,4
33.0,1.0,-100.0,3
33.0,1.0,-298.0,9
33.0,1.0,-331.0,10
33.0,1.0,-331.0,10
33.0,1.0,-331.0,10
33.0,1.0,-199.0,6
33.0,1.0,-166.0,5
33.0,1.0,-265.0,8
33.0,1.0,-67.0,2
33.0,1.0,-331.0,10
33.0,1.0,-34.0,1
33.0,9.999778782798785e-13,-198.000000000001,6
33.0,1.0,-67.0,2
33.0,9.999778782798785e-13,-198.000000000001,6
33.0,0.0,-231.0,7
33.0,1.0,-133.0,4
33.0,1.0,-34.0,1
33.0,0.0,-231.0,7
33.0,1.0,-34.0,1
33.0,1.0,-100.0,3
33.0,0.0,-297.0,9
33.0,1.0,-67.0,2
33.0,1.0,-133.0,4
33.0,1.0,-133.0,4
33.0,0.0,-297.0,9
33.0,1.0,-133.0,4
33.0,0.0,-231.0,7
33.0,1.0,-133.0,4
33.0,0.0,-198.0,6
33.0,1.0,-232.0,7
beta,leakage,utility,mask_size
33.5,0.0,-335.0,10
33.5,1.0,-101.5,3
33.5,1.0,-101.5,3
33.5,0.0,-268.0,8
33.5,1.0,-269.0,8
33.5,1.0,-269.0,8
33.5,1.0,-101.5,3
33.5,1.0,-168.5,5
33.5,1.0,-135.0,4
33.5,0.0,-335.0,10
33.5,1.0,-336.0,10
33.5,1.0,-269.0,8
33.5,1.0,-135.0,4
33.5,1.0,-302.5,9
33.5,1.0,-135.0,4
33.5,1.0,-168.5,5
33.5,1.0,-101.5,3
33.5,1.0,-269.0,8
33.5,1.0,-202.0,6
33.5,1.0,-336.0,10
33.5,1.0,-336.0,10
33.5,1.0,-336.0,10
33.5,1.0,-235.5,7
33.5,1.0,-68.0,2
33.5,1.0,-336.0,10
33.5,1.0,-336.0,10
33.5,1.0,-269.0,8
33.5,1.0,-135.0,4
33.5,1.0,-336.0,10
33.5,1.0,-135.0,4
33.5,1.999955756559757e-12,-167.500000000002,5
33.5,1.0,-34.5,1
33.5,1.0,-101.5,3
33.5,1.0,-101.5,3
33.5,9.999778782798785e-13,-100.500000000001,3
33.5,9.999778782798785e-13,-167.500000000001,5
33.5,1.0,-68.0,2
33.5,0.0,-134.0,4
33.5,9.999778782798785e-13,-167.500000000001,5
33.5,0.0,-234.5,7
33.5,1.0,-235.5,7
33.5,0.0,-201.0,6
33.5,0.0,-167.5,5
33.5,1.0,-202.0,6
33.5,0.0,-301.5,9
33.5,0.0,-201.0,6
33.5,1.0,-34.5,1
33.5,1.0,-168.5,5
33.5,1.0,-135.0,4
33.5,0.0,-234.5,7
beta,leakage,utility,mask_size
34.0,1.0,-35.0,1
34.0,0.0,-340.0,10
34.0,0.0,-340.0,10
34.0,0.0,-340.0,10
34.0,1.0,-1.0,0
34.0,0.0,-340.0,10
34.0,1.0,-171.0,5
34.0,1.0,-341.0,10
34.0,1.0,-341.0,10
34.0,1.0,-69.0,2
34.0,1.0,-239.0,7
34.0,1.0,-137.0,4
34.0,1.0,-307.0,9
34.0,1.0,-239.0,7
34.0,1.0,-171.0,5
34.0,1.0,-205.0,6
34.0,1.0,-341.0,10
34.0,1.0,-239.0,7
34.0,1.0,-307.0,9
34.0,1.0,-341.0,10
34.0,1.0,-341.0,10
34.0,1.0,-341.0,10
34.0,1.0,-341.0,10
34.0,1.0,-205.0,6
34.0,1.0,-239.0,7
34.0,1.0,-171.0,5
34.0,1.0,-341.0,10
34.0,1.0,-69.0,2
34.0,1.0,-341.0,10
34.0,1.0,-341.0,10
34.0,9.999778782798785e-13,-170.000000000001,5
34.0,1.0,-137.0,4
34.0,1.0,-69.0,2
34.0,9.999778782798785e-13,-136.000000000001,4
34.0,1.0,-35.0,1
34.0,0.0,-204.0,6
34.0,1.0,-1.0,0
34.0,1.0,-137.0,4
34.0,1.0,-69.0,2
34.0,1.0,-35.0,1
34.0,1.0,-307.0,9
34.0,1.0,-171.0,5
34.0,1.0,-1.0,0
34.0,1.0,-205.0,6
34.0,1.0,-35.0,1
34.0,1.0,-1.0,0
34.0,1.0,-171.0,5
34.0,1.0,-239.0,7
34.0,1.0,-103.0,3
34.0,0.0,-340.0,10
beta,leakage,utility,mask_size
34.5,1.0,-346.0,10
34.5,1.0,-208.0,6
34.5,1.0,-208.0,6
34.5,1.0,-242.5,7
34.5,1.0,-346.0,10
34.5,1.0,-139.0,4
34.5,0.0,-310.5,9
34.5,1.0,-104.5,3
34.5,1.0,-208.0,6
34.5,1.0,-35.5,1
34.5,1.0,-70.0,2
34.5,1.0,-104.5,3
34.5,1.0,-70.0,2
34.5,1.0,-346.0,10
34.5,1.0,-208.0,6
34.5,1.0,-311.5,9
34.5,1.0,-139.0,4
34.5,1.0,-346.0,10
34.5,1.0,-311.5,9
34.5,1.0,-277.0,8
34.5,1.0,-311.5,9
34.5,1.0,-311.5,9
34.5,1.0,-346.0,10
34.5,1.0,-346.0,10
34.5,1.0,-346.0,10
34.5,1.0,-346.0,10
34.5,1.0,-173.5,5
34.5,1.0,-277.0,8
34.5,1.0,-277.0,8
34.5,1.0,-242.5,7
34.5,1.0,-35.5,1
34.5,1.0,-1.0,0
34.5,0.0,-207.0,6
34.5,1.0,-70.0,2
34.5,0.0,-241.5,7
34.5,9.999778782798785e-13,-103.500000000001,3
34.5,0.0,-138.0,4
34.5,1.0,-70.0,2
34.5,9.999778782798785e-13,-138.000000000001,4
34.5,1.0,-104.5,3
34.5,0.0,-241.5,7
34.5,0.0,-172.5,5
34.5,0.0,-241.5,7
34.5,0.0,-276.0,8
34.5,1.0,-139.0,4
34.5,0.0,-276.0,8
34.5,1.0,-139.0,4
34.5,1.0,-70.0,2
34.5,1.0,-1.0,0
34.5,1.0,-208.0,6
beta,leakage,utility,mask_size
35.0,1.0,-106.0,3
35.0,1.0,-36.0,1
35.0,1.0,-246.0,7
35.0,1.0,-176.0,5
35.0,1.0,-246.0,7
35.0,0.0,-315.0,9
35.0,1.0,-36.0,1
35.0,1.0,-1.0,0
35.0,1.0,-351.0,10
35.0,1.0,-351.0,10
35.0,1.0,-351.0,10
35.0,1.0,-141.0,4
35.0,1.0,-351.0,10
35.0,1.0,-141.0,4
35.0,1.0,-351.0,10
35.0,1.0,-176.0,5
35.0,1.0,-351.0,10
35.0,1.0,-316.0,9
35.0,1.0,-211.0,6
35.0,1.0,-176.0,5
35.0,1.0,-316.0,9
35.0,1.0,-176.0,5
35.0,1.0,-211.0,6
35.0,1.0,-36.0,1
35.0,1.0,-351.0,10
35.0,1.0,-71.0,2
35.0,1.0,-351.0,10
35.0,1.0,-211.0,6
35.0,1.0,-351.0,10
35.0,1.0,-351.0,10
35.0,0.0,-175.0,5
35.0,1.0,-1.0,0
35.0,0.0,-175.0,5
35.0,0.0,-210.0,6
35.0,1.0,-36.0,1
35.0,9.999778782798785e-13,-210.000000000001,6
35.0,0.0,-245.0,7
35.0,1.0,-1.0,0
35.0,0.0,-210.0,6
35.0,1.0,-71.0,2
35.0,1.0,-176.0,5
35.0,1.0,-246.0,7
35.0,1.0,-176.0,5
35.0,0.0,-245.0,7
35.0,0.0,-175.0,5
35.0,1.0,-1.0,0
35.0,1.0,-36.0,1
35.0,0.0,-245.0,7
35.0,1.0,-141.0,4
35.0,1.0,-71.0,2
beta,leakage,utility,mask_size
35.5,1.0,-72.0,2
35.5,1.0,-107.5,3
35.5,1.0,-356.0,10
35.5,1.0,-356.0,10
35.5,1.0,-356.0,10
35.5,1.0,-285.0,8
35.5,1.0,-214.0,6
35.5,0.0,-355.0,10
35.5,1.0,-285.0,8
35.5,1.0,-72.0,2
35.5,1.0,-1.0,0
35.5,1.0,-249.5,7
35.5,1.0,-320.5,9
35.5,1.0,-36.5,1
35.5,1.0,-36.5,1
35.5,1.0,-178.5,5
35.5,1.0,-320.5,9
35.5,1.0,-320.5,9
35.5,1.0,-320.5,9
35.5,1.0,-178.5,5
35.5,1.0,-356.0,10
35.5,1.0,-356.0,10
35.5,1.0,-72.0,2
35.5,1.0,-356.0,10
35.5,1.0,-356.0,10
35.5,1.0,-356.0,10
35.5,1.0,-356.0,10
35.5,1.0,-72.0,2
35.5,1.0,-356.0,10
35.5,1.0,-320.5,9
35.5,0.0,-177.5,5
35.5,9.999778782798785e-13,-213.000000000001,6
35.5,0.0,-213.0,6
35.5,9.999778782798785e-13,-213.000000000001,6
35.5,1.0,-36.5,1
35.5,1.0,-107.5,3
35.5,0.0,-177.5,5
35.5,1.0,-72.0,2
35.5,1.0,-1.0,0
35.5,1.0,-36.5,1
35.5,1.0,-36.5,1
35.5,1.0,-72.0,2
35.5,0.0,-213.0,6
35.5,1.0,-249.5,7
35.5,1.0,-1.0,0
35.5,1.0,-1.0,0
35.5,1.0,-143.0,4
35.5,0.0,-355.0,10
35.5,1.0,-214.0,6
35.5,1.0,-36.5,1
beta,leakage,utility,mask_size
