dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains,max_chain_weight,sum_chain_weight,chains,chain_weights
airport,iso_country,0.2,0.9,11,12,"{iata_code,local_code}",2,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{iata_code,municipality}",2,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{iata_code,scheduled_service}",2,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{iata_code,type}",2,0.11168933494182909,7,5,3,3,0,0.053053053053053,0.11595516233524941,"[['e4'],['e5'],['e7']]","[0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{iata_code,wikipedia_link}",2,0.2468548658030132,8,4,4,4,0,0.1131131131131131,0.2718387755664902,"[['e0'],['e2'],['e4'],['e5']]","[0.113113113113,0.07131280389,0.053053053053,0.034359805511]"
airport,iso_country,0.2,0.9,11,12,"{keywords,local_code}",2,0.31798283911195224,10,2,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{keywords,municipality}",2,0.31798283911195224,10,2,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{keywords,scheduled_service}",2,0.31798283911195224,10,2,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{keywords,type}",2,0.10675570582422578,6,6,3,3,0,0.053053053053053,0.1105920492172173,"[['e4'],['e6'],['e7']]","[0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{keywords,wikipedia_link}",2,0.2424195499216878,8,4,4,4,0,0.1131131131131131,0.266166166166166,"[['e0'],['e3'],['e4'],['e6']]","[0.113113113113,0.071003307607,0.053053053053,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{local_code,municipality}",2,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{local_code,scheduled_service}",2,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{local_code,type}",2,0.13744740604550032,8,4,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{local_code,wikipedia_link}",2,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{municipality,scheduled_service}",2,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{municipality,type}",2,0.13744740604550032,8,4,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{municipality,wikipedia_link}",2,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{scheduled_service,type}",2,0.13744740604550032,8,4,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{scheduled_service,wikipedia_link}",2,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{type,wikipedia_link}",2,0.11210483245607117,7,5,3,3,0,0.053053053053053,0.11640955095609051,"[['e4'],['e5'],['e6']]","[0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,gps_code}",3,0.38838222955242285,11,1,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,home_link}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,iata_code}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,keywords}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,local_code}",3,0.38838222955242285,11,1,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,municipality}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,scheduled_service}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,type}",3,0.13744740604550032,6,6,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,elevation_ft,wikipedia_link}",3,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,home_link}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,iata_code}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,keywords}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,local_code}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,municipality}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,scheduled_service}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,type}",3,0.13744740604550032,6,6,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,gps_code,wikipedia_link}",3,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,iata_code}",3,0.1926695436975,7,5,4,4,0,0.0732925586136595,0.20750747178564521,"[['e1'],['e2'],['e5'],['e7']]","[0.073292558614,0.07131280389,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,keywords}",3,0.18791512727531334,6,6,4,4,0,0.0732925586136595,0.201834862385321,"[['e1'],['e3'],['e6'],['e7']]","[0.073292558614,0.071003307607,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,local_code}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,municipality}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,scheduled_service}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,type}",3,0.08912257784297561,5,7,3,3,0,0.0343598055105348,0.0918988016746991,"[['e5'],['e6'],['e7']]","[0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,home_link,wikipedia_link}",3,0.19105374313242673,7,5,4,4,0,0.0713128038897893,0.205672609400324,"[['e2'],['e3'],['e5'],['e6']]","[0.07131280389,0.071003307607,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,iata_code,keywords}",3,0.24393275170602513,7,5,4,4,0,0.1131131131131131,0.2680010285514872,"[['e0'],['e1'],['e4'],['e7']]","[0.113113113113,0.073292558614,0.053053053053,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,iata_code,local_code}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,iata_code,municipality}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,iata_code,scheduled_service}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,iata_code,type}",3,0.11168933494182909,5,7,3,3,0,0.053053053053053,0.11595516233524941,"[['e4'],['e5'],['e7']]","[0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,iata_code,wikipedia_link}",3,0.2468548658030132,8,4,4,4,0,0.1131131131131131,0.2718387755664902,"[['e0'],['e2'],['e4'],['e5']]","[0.113113113113,0.07131280389,0.053053053053,0.034359805511]"
airport,iso_country,0.2,0.9,11,12,"{continent,keywords,local_code}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,keywords,municipality}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,keywords,scheduled_service}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,keywords,type}",3,0.10675570582422578,5,7,3,3,0,0.053053053053053,0.1105920492172173,"[['e4'],['e6'],['e7']]","[0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,keywords,wikipedia_link}",3,0.2424195499216878,7,5,4,4,0,0.1131131131131131,0.266166166166166,"[['e0'],['e3'],['e4'],['e6']]","[0.113113113113,0.071003307607,0.053053053053,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,local_code,municipality}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,local_code,scheduled_service}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,local_code,type}",3,0.13744740604550032,6,6,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,local_code,wikipedia_link}",3,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,municipality,scheduled_service}",3,0.38838222955242285,12,0,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,municipality,type}",3,0.13744740604550032,6,6,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,municipality,wikipedia_link}",3,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,scheduled_service,type}",3,0.13744740604550032,6,6,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{continent,scheduled_service,wikipedia_link}",3,0.32061875802619655,10,2,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{continent,type,wikipedia_link}",3,0.11210483245607117,5,7,3,3,0,0.053053053053053,0.11640955095609051,"[['e4'],['e5'],['e6']]","[0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,home_link}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,iata_code}",3,0.32197576361879565,9,3,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,keywords}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,local_code}",3,0.38838222955242285,10,2,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,municipality}",3,0.38838222955242285,11,1,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,scheduled_service}",3,0.38838222955242285,11,1,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,type}",3,0.13744740604550032,7,5,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,gps_code,wikipedia_link}",3,0.32061875802619655,9,3,6,6,0,0.1131131131131131,0.37183877556649014,"[['e0'],['e2'],['e3'],['e4'],['e5'],['e6']]","[0.113113113113,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,iata_code}",3,0.1926695436975,8,4,4,4,0,0.0732925586136595,0.20750747178564521,"[['e1'],['e2'],['e5'],['e7']]","[0.073292558614,0.07131280389,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,keywords}",3,0.18791512727531334,8,4,4,4,0,0.0732925586136595,0.201834862385321,"[['e1'],['e3'],['e6'],['e7']]","[0.073292558614,0.071003307607,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,local_code}",3,0.27174040808101096,9,3,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,municipality}",3,0.27174040808101096,10,2,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,scheduled_service}",3,0.27174040808101096,10,2,6,6,0,0.0732925586136595,0.30750747178564514,"[['e1'],['e2'],['e3'],['e5'],['e6'],['e7']]","[0.073292558614,0.07131280389,0.071003307607,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,type}",3,0.08912257784297561,6,6,3,3,0,0.0343598055105348,0.0918988016746991,"[['e5'],['e6'],['e7']]","[0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,home_link,wikipedia_link}",3,0.19105374313242673,8,4,4,4,0,0.0713128038897893,0.205672609400324,"[['e2'],['e3'],['e5'],['e6']]","[0.07131280389,0.071003307607,0.034359805511,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,iata_code,keywords}",3,0.24393275170602513,8,4,4,4,0,0.1131131131131131,0.2680010285514872,"[['e0'],['e1'],['e4'],['e7']]","[0.113113113113,0.073292558614,0.053053053053,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,iata_code,local_code}",3,0.32197576361879565,9,3,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,iata_code,municipality}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,iata_code,scheduled_service}",3,0.32197576361879565,10,2,6,6,0,0.1131131131131131,0.3736736379518113,"[['e0'],['e1'],['e2'],['e4'],['e5'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,iata_code,type}",3,0.11168933494182909,7,5,3,3,0,0.053053053053053,0.11595516233524941,"[['e4'],['e5'],['e7']]","[0.053053053053,0.034359805511,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,iata_code,wikipedia_link}",3,0.2468548658030132,8,4,4,4,0,0.1131131131131131,0.2718387755664902,"[['e0'],['e2'],['e4'],['e5']]","[0.113113113113,0.07131280389,0.053053053053,0.034359805511]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,keywords,local_code}",3,0.31798283911195224,9,3,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,keywords,municipality}",3,0.31798283911195224,10,2,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,keywords,scheduled_service}",3,0.31798283911195224,10,2,6,6,0,0.1131131131131131,0.36800102855148714,"[['e0'],['e1'],['e3'],['e4'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.071003307607,0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,keywords,type}",3,0.10675570582422578,6,6,3,3,0,0.053053053053053,0.1105920492172173,"[['e4'],['e6'],['e7']]","[0.053053053053,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,keywords,wikipedia_link}",3,0.2424195499216878,8,4,4,4,0,0.1131131131131131,0.266166166166166,"[['e0'],['e3'],['e4'],['e6']]","[0.113113113113,0.071003307607,0.053053053053,0.028996692393]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,local_code,municipality}",3,0.38838222955242285,11,1,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,local_code,scheduled_service}",3,0.38838222955242285,11,1,8,8,0,0.1131131131131131,0.4736736379518112,"[['e0'],['e1'],['e2'],['e3'],['e4'],['e5'],['e6'],['e7']]","[0.113113113113,0.073292558614,0.07131280389,0.071003307607,0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
airport,iso_country,0.2,0.9,11,12,"{elevation_ft,local_code,type}",3,0.13744740604550032,7,5,4,4,0,0.053053053053053,0.1449518547277521,"[['e4'],['e5'],['e6'],['e7']]","[0.053053053053,0.034359805511,0.028996692393,0.028542303772]"
