dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains,total_time
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,single_exemp,state}",5,0.0,3,23,0,0,0,5.125999450683594e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,salary,single_exemp}",5,0.9999919879141247,9,17,13,2,11,5.888938903808594e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,salary,state}",5,0.9999998342179242,16,10,13,9,4,5.698204040527344e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,single_exemp,state}",5,0.999999998013651,7,19,35,1,34,0.00011491775512695312
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,salary,single_exemp,state}",5,0.999999998013651,7,19,35,1,34,0.00011491775512695312
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,salary,single_exemp}",5,0.0,5,21,0,0,0,5.0067901611328125e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,salary,state}",5,0.9999999998866096,7,19,39,1,38,0.00012803077697753906
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,single_exemp,state}",5,0.0,3,23,0,0,0,9.107589721679688e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,salary,single_exemp,state}",5,0.0,3,23,0,0,0,8.392333984375e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,rate,salary,single_exemp,state}",5,0.9999999983723653,7,19,35,1,34,0.00012302398681640625
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,salary,single_exemp}",5,0.0,5,21,0,0,0,4.887580871582031e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,salary,state}",5,0.9999999998866096,7,19,39,1,38,0.00013899803161621094
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,single_exemp,state}",5,0.0,3,23,0,0,0,0.00010514259338378906
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,salary,single_exemp,state}",5,0.0,3,23,0,0,0,9.107589721679688e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,rate,salary,single_exemp,state}",5,0.9999999983723653,7,19,35,1,34,0.00012683868408203125
tax,marital_status,1.0,1.0,8,26,"{married_exemp,rate,salary,single_exemp,state}",5,0.0,5,21,0,0,0,5.0067901611328125e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary}",6,0.9999999510396097,8,18,22,3,19,8.511543273925781e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,single_exemp}",6,0.0,2,24,0,0,0,5.888938903808594e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,state}",6,0.9999999999999811,2,24,73,0,73,0.00015115737915039062
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,salary,single_exemp}",6,0.0,2,24,0,0,0,5.698204040527344e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,salary,state}",6,0.9999999999999811,2,24,73,0,73,0.00015211105346679688
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,single_exemp,state}",6,0.0,2,24,0,0,0,5.817413330078125e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,salary,single_exemp}",6,0.9999999502096891,6,20,24,1,23,8.225440979003906e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,salary,state}",6,0.9999999797335785,13,13,19,7,12,7.915496826171875e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,single_exemp,state}",6,0.9999999999999811,2,24,73,0,73,0.00014710426330566406
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,salary,single_exemp,state}",6,0.9999999999999811,2,24,73,0,73,0.00014710426330566406
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,salary,single_exemp}",6,0.0,4,22,0,0,0,6.413459777832031e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,salary,state}",6,0.9999999999999893,2,24,73,0,73,0.00016498565673828125
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,single_exemp,state}",6,0.0,0,26,0,0,0,4.696846008300781e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,salary,single_exemp,state}",6,0.0,0,26,0,0,0,4.506111145019531e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,rate,salary,single_exemp,state}",6,0.9999999999999893,2,24,73,0,73,0.0001571178436279297
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,salary,single_exemp}",6,0.0,4,22,0,0,0,5.984306335449219e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,salary,state}",6,0.9999999999999897,2,24,73,0,73,0.00015997886657714844
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,single_exemp,state}",6,0.0,0,26,0,0,0,4.506111145019531e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,salary,single_exemp,state}",6,0.0,0,26,0,0,0,4.506111145019531e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,rate,salary,single_exemp,state}",6,0.9999999999999893,2,24,73,0,73,0.00015807151794433594
tax,marital_status,1.0,1.0,8,26,"{area_code,married_exemp,rate,salary,single_exemp,state}",6,0.0,4,22,0,0,0,5.984306335449219e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary,single_exemp}",6,0.0,1,25,0,0,0,5.0067901611328125e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary,state}",6,0.999999951453985,6,20,24,1,23,8.392333984375e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,single_exemp,state}",6,0.0,2,24,0,0,0,5.817413330078125e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,salary,single_exemp,state}",6,0.0,2,24,0,0,0,5.698204040527344e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,salary,single_exemp,state}",6,0.9999997570261033,6,20,22,1,21,7.915496826171875e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,salary,single_exemp,state}",6,0.0,2,24,0,0,0,6.031990051269531e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,salary,single_exemp,state}",6,0.0,2,24,0,0,0,5.91278076171875e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary,single_exemp}",7,0.0,1,25,0,0,0,5.1021575927734375e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary,state}",7,0.9999999994836656,2,24,40,0,40,0.00010967254638671875
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,single_exemp,state}",7,0.0,0,26,0,0,0,4.673004150390625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,salary,single_exemp,state}",7,0.0,0,26,0,0,0,4.673004150390625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,salary,single_exemp,state}",7,0.9999999994836656,2,24,40,0,40,9.775161743164062e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,salary,single_exemp,state}",7,0.0,0,26,0,0,0,4.887580871582031e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,salary,single_exemp,state}",7,0.0,0,26,0,0,0,4.506111145019531e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary,single_exemp,state}",7,0.0,1,25,0,0,0,4.8160552978515625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary,single_exemp,state}",8,0.0,0,26,0,0,0,4.506111145019531e-05
