dataset,target_cell,tau,rho,mask_size,leakage
airport,home_link,0.5,1.0,4,0.060705
airport,home_link,0.5,1.0,4,0.142958
airport,home_link,0.5,1.0,4,0.096651
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.159429
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.159429
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.132501
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.157513
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.162010
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.140037
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.160440
airport,home_link,0.5,1.0,4,0.140037
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.160440
airport,home_link,0.5,1.0,4,0.135513
airport,home_link,0.5,1.0,4,0.148952
airport,home_link,0.5,1.0,4,0.154268
airport,home_link,0.5,1.0,4,0.154586
airport,home_link,0.5,1.0,4,0.146887
airport,home_link,0.5,1.0,4,0.105362
airport,home_link,0.5,1.0,4,0.149099
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.158272
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.161501
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.161653
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.139278
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.159760
airport,home_link,0.5,1.0,4,0.154047
airport,home_link,0.5,1.0,4,0.154360
airport,home_link,0.5,1.0,4,0.146496
airport,home_link,0.5,1.0,4,0.101830
airport,home_link,0.5,1.0,4,0.148797
airport,home_link,0.5,1.0,4,0.158462
airport,home_link,0.5,1.0,4,0.152146
airport,home_link,0.5,1.0,4,0.115844
airport,home_link,0.5,1.0,4,0.154143
airport,home_link,0.5,1.0,4,0.152649
airport,home_link,0.5,1.0,4,0.116836
airport,home_link,0.5,1.0,4,0.154465
airport,home_link,0.5,1.0,4,0.077636
airport,home_link,0.5,1.0,4,0.146722
airport,home_link,0.5,1.0,4,0.105195
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.160223
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.160345
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.135339
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.158214
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.163126
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.143333
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.161454
airport,home_link,0.5,1.0,4,0.143825
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.161607
airport,home_link,0.5,1.0,4,0.139148
airport,home_link,0.5,1.0,4,0.148798
airport,home_link,0.5,1.0,4,0.149023
airport,home_link,0.5,1.0,4,0.138897
airport,home_link,0.5,1.0,4,0.089402
airport,home_link,0.5,1.0,4,0.141063
airport,home_link,0.5,1.0,4,0.154519
airport,home_link,0.5,1.0,4,0.146580
airport,home_link,0.5,1.0,4,0.104800
airport,home_link,0.5,1.0,4,0.148936
airport,home_link,0.5,1.0,4,0.147029
airport,home_link,0.5,1.0,4,0.105622
airport,home_link,0.5,1.0,4,0.149174
airport,home_link,0.5,1.0,4,0.063401
airport,home_link,0.5,1.0,4,0.139211
airport,home_link,0.5,1.0,4,0.092756
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.158212
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.158299
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.129370
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.155420
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.161621
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.138976
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.159672
airport,home_link,0.5,1.0,4,0.139417
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.159801
airport,home_link,0.5,1.0,4,0.133894
airport,home_link,0.5,1.0,4,0.154294
airport,home_link,0.5,1.0,4,0.146193
airport,home_link,0.5,1.0,4,0.101331
airport,home_link,0.5,1.0,4,0.148641
airport,home_link,0.5,1.0,4,0.146635
airport,home_link,0.5,1.0,4,0.102061
airport,home_link,0.5,1.0,4,0.148869
airport,home_link,0.5,1.0,4,0.055830
airport,home_link,0.5,1.0,4,0.138687
airport,home_link,0.5,1.0,4,0.089149
airport,home_link,0.5,1.0,4,0.152543
airport,home_link,0.5,1.0,4,0.116626
airport,home_link,0.5,1.0,4,0.154397
airport,home_link,0.5,1.0,4,0.076702
airport,home_link,0.5,1.0,4,0.146412
airport,home_link,0.5,1.0,4,0.104629
airport,home_link,0.5,1.0,4,0.078069
airport,home_link,0.5,1.0,4,0.146866
airport,home_link,0.5,1.0,4,0.105457
airport,home_link,0.5,1.0,4,0.063215
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.160319
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.135098
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.158154
airport,home_link,0.5,1.0,4,0.135450
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.158242
airport,home_link,0.5,1.0,4,0.129207
airport,home_link,0.5,1.0,4,0.143721
airport,home_link,0.5,1.0,4,0.173141
airport,home_link,0.5,1.0,4,0.161575
airport,home_link,0.5,1.0,4,0.138844
airport,home_link,0.5,1.0,4,0.139289
airport,home_link,0.5,1.0,5,0.119007
airport,home_link,0.5,1.0,5,0.169616
airport,home_link,0.5,1.0,5,0.169847
airport,home_link,0.5,1.0,5,0.169847
airport,home_link,0.5,1.0,5,0.167473
airport,home_link,0.5,1.0,5,0.147179
airport,home_link,0.5,1.0,5,0.169678
airport,home_link,0.5,1.0,5,0.118823
airport,home_link,0.5,1.0,5,0.127847
airport,home_link,0.5,1.0,5,0.127847
airport,home_link,0.5,1.0,5,0.114678
airport,home_link,0.5,1.0,5,0.048268
airport,home_link,0.5,1.0,5,0.118662
airport,home_link,0.5,1.0,5,0.169782
airport,home_link,0.5,1.0,5,0.169782
airport,home_link,0.5,1.0,5,0.167363
airport,home_link,0.5,1.0,5,0.145319
airport,home_link,0.5,1.0,5,0.169610
airport,home_link,0.5,1.0,5,0.170003
airport,home_link,0.5,1.0,5,0.167703
airport,home_link,0.5,1.0,5,0.149768
airport,home_link,0.5,1.0,5,0.169842
airport,home_link,0.5,1.0,5,0.167703
airport,home_link,0.5,1.0,5,0.149768
airport,home_link,0.5,1.0,5,0.169842
airport,home_link,0.5,1.0,5,0.126993
airport,home_link,0.5,1.0,5,0.167465
airport,home_link,0.5,1.0,5,0.147085
airport,home_link,0.5,1.0,5,0.108022
airport,home_link,0.5,1.0,5,0.119007
airport,home_link,0.5,1.0,5,0.119007
airport,home_link,0.5,1.0,5,0.104110
airport,home_link,0.5,1.0,5,0.034813
airport,home_link,0.5,1.0,5,0.107798
airport,home_link,0.5,1.0,5,0.169616
airport,home_link,0.5,1.0,5,0.169616
airport,home_link,0.5,1.0,5,0.167119
airport,home_link,0.5,1.0,5,0.142216
airport,home_link,0.5,1.0,5,0.169435
airport,home_link,0.5,1.0,5,0.169847
airport,home_link,0.5,1.0,5,0.167473
airport,home_link,0.5,1.0,5,0.147179
airport,home_link,0.5,1.0,5,0.169678
airport,home_link,0.5,1.0,5,0.167473
airport,home_link,0.5,1.0,5,0.147179
airport,home_link,0.5,1.0,5,0.169678
airport,home_link,0.5,1.0,5,0.121705
airport,home_link,0.5,1.0,5,0.167225
airport,home_link,0.5,1.0,5,0.144189
airport,home_link,0.5,1.0,5,0.118823
airport,home_link,0.5,1.0,5,0.118823
airport,home_link,0.5,1.0,5,0.103828
airport,home_link,0.5,1.0,5,0.033675
airport,home_link,0.5,1.0,5,0.107600
airport,home_link,0.5,1.0,5,0.127847
airport,home_link,0.5,1.0,5,0.114678
airport,home_link,0.5,1.0,5,0.048268
airport,home_link,0.5,1.0,5,0.118662
airport,home_link,0.5,1.0,5,0.114678
airport,home_link,0.5,1.0,5,0.048268
airport,home_link,0.5,1.0,5,0.118662
airport,home_link,0.5,1.0,5,0.029511
airport,home_link,0.5,1.0,5,0.103703
airport,home_link,0.5,1.0,5,0.034338
airport,home_link,0.5,1.0,5,0.169782
airport,home_link,0.5,1.0,5,0.167363
airport,home_link,0.5,1.0,5,0.145319
airport,home_link,0.5,1.0,5,0.169610
airport,home_link,0.5,1.0,5,0.167363
airport,home_link,0.5,1.0,5,0.145319
airport,home_link,0.5,1.0,5,0.169610
airport,home_link,0.5,1.0,5,0.117880
airport,home_link,0.5,1.0,5,0.167111
airport,home_link,0.5,1.0,5,0.142103
airport,home_link,0.5,1.0,5,0.167703
airport,home_link,0.5,1.0,5,0.149768
airport,home_link,0.5,1.0,5,0.169842
airport,home_link,0.5,1.0,5,0.126993
airport,home_link,0.5,1.0,5,0.167465
airport,home_link,0.5,1.0,5,0.147085
airport,home_link,0.5,1.0,5,0.126993
airport,home_link,0.5,1.0,5,0.167465
airport,home_link,0.5,1.0,5,0.147085
airport,home_link,0.5,1.0,5,0.121513
airport,home_link,0.5,1.0,5,0.112087
airport,home_link,0.5,1.0,5,0.123764
airport,home_link,0.5,1.0,5,0.124473
airport,home_link,0.5,1.0,5,0.111172
airport,home_link,0.5,1.0,5,0.048295
airport,home_link,0.5,1.0,5,0.112018
airport,home_link,0.5,1.0,5,0.169669
airport,home_link,0.5,1.0,5,0.169677
airport,home_link,0.5,1.0,5,0.167215
airport,home_link,0.5,1.0,5,0.143386
airport,home_link,0.5,1.0,5,0.169435
airport,home_link,0.5,1.0,5,0.169914
airport,home_link,0.5,1.0,5,0.167575
airport,home_link,0.5,1.0,5,0.148923
airport,home_link,0.5,1.0,5,0.169749
airport,home_link,0.5,1.0,5,0.167591
airport,home_link,0.5,1.0,5,0.149188
airport,home_link,0.5,1.0,5,0.169760
airport,home_link,0.5,1.0,5,0.126093
airport,home_link,0.5,1.0,5,0.167358
airport,home_link,0.5,1.0,5,0.145977
airport,home_link,0.5,1.0,5,0.123528
airport,home_link,0.5,1.0,5,0.124230
airport,home_link,0.5,1.0,5,0.110790
airport,home_link,0.5,1.0,5,0.046284
airport,home_link,0.5,1.0,5,0.111739
airport,home_link,0.5,1.0,5,0.133272
airport,home_link,0.5,1.0,5,0.121306
airport,home_link,0.5,1.0,5,0.066795
airport,home_link,0.5,1.0,5,0.123481
airport,home_link,0.5,1.0,5,0.122267
airport,home_link,0.5,1.0,5,0.068459
airport,home_link,0.5,1.0,5,0.124199
airport,home_link,0.5,1.0,5,0.047623
airport,home_link,0.5,1.0,5,0.110856
airport,home_link,0.5,1.0,5,0.047988
airport,home_link,0.5,1.0,5,0.169833
airport,home_link,0.5,1.0,5,0.167437
airport,home_link,0.5,1.0,5,0.146677
airport,home_link,0.5,1.0,5,0.169664
airport,home_link,0.5,1.0,5,0.167449
airport,home_link,0.5,1.0,5,0.146886
airport,home_link,0.5,1.0,5,0.169672
airport,home_link,0.5,1.0,5,0.121310
airport,home_link,0.5,1.0,5,0.167208
airport,home_link,0.5,1.0,5,0.143291
airport,home_link,0.5,1.0,5,0.167801
airport,home_link,0.5,1.0,5,0.151719
airport,home_link,0.5,1.0,5,0.169909
airport,home_link,0.5,1.0,5,0.131021
airport,home_link,0.5,1.0,5,0.167568
airport,home_link,0.5,1.0,5,0.148845
airport,home_link,0.5,1.0,5,0.131623
airport,home_link,0.5,1.0,5,0.167584
airport,home_link,0.5,1.0,5,0.149111
airport,home_link,0.5,1.0,5,0.125939
airport,home_link,0.5,1.0,5,0.111741
airport,home_link,0.5,1.0,5,0.112247
airport,home_link,0.5,1.0,5,0.096336
airport,home_link,0.5,1.0,5,0.025335
airport,home_link,0.5,1.0,5,0.094328
airport,home_link,0.5,1.0,5,0.124323
airport,home_link,0.5,1.0,5,0.110589
airport,home_link,0.5,1.0,5,0.047386
airport,home_link,0.5,1.0,5,0.111659
airport,home_link,0.5,1.0,5,0.111442
airport,home_link,0.5,1.0,5,0.048716
airport,home_link,0.5,1.0,5,0.112184
airport,home_link,0.5,1.0,5,0.031001
airport,home_link,0.5,1.0,5,0.096369
airport,home_link,0.5,1.0,5,0.026285
airport,home_link,0.5,1.0,5,0.169675
airport,home_link,0.5,1.0,5,0.167206
airport,home_link,0.5,1.0,5,0.143285
airport,home_link,0.5,1.0,5,0.169435
airport,home_link,0.5,1.0,5,0.167218
airport,home_link,0.5,1.0,5,0.143433
airport,home_link,0.5,1.0,5,0.169435
airport,home_link,0.5,1.0,5,0.114161
airport,home_link,0.5,1.0,5,0.166856
airport,home_link,0.5,1.0,5,0.138633
airport,home_link,0.5,1.0,5,0.167588
airport,home_link,0.5,1.0,5,0.149132
airport,home_link,0.5,1.0,5,0.169758
airport,home_link,0.5,1.0,5,0.125725
airport,home_link,0.5,1.0,5,0.167347
airport,home_link,0.5,1.0,5,0.145825
airport,home_link,0.5,1.0,5,0.126264
airport,home_link,0.5,1.0,5,0.167364
airport,home_link,0.5,1.0,5,0.146048
airport,home_link,0.5,1.0,5,0.119612
airport,home_link,0.5,1.0,5,0.124082
airport,home_link,0.5,1.0,5,0.110215
airport,home_link,0.5,1.0,5,0.045439
airport,home_link,0.5,1.0,5,0.111387
airport,home_link,0.5,1.0,5,0.111056
airport,home_link,0.5,1.0,5,0.046676
airport,home_link,0.5,1.0,5,0.111901
airport,home_link,0.5,1.0,5,0.027383
airport,home_link,0.5,1.0,5,0.095937
airport,home_link,0.5,1.0,5,0.024910
airport,home_link,0.5,1.0,5,0.122065
airport,home_link,0.5,1.0,5,0.068107
airport,home_link,0.5,1.0,5,0.124047
airport,home_link,0.5,1.0,5,0.046590
airport,home_link,0.5,1.0,5,0.110265
airport,home_link,0.5,1.0,5,0.047073
airport,home_link,0.5,1.0,5,0.048103
airport,home_link,0.5,1.0,5,0.111128
airport,home_link,0.5,1.0,5,0.048413
airport,home_link,0.5,1.0,5,0.030773
airport,home_link,0.5,1.0,5,0.167447
airport,home_link,0.5,1.0,5,0.146842
airport,home_link,0.5,1.0,5,0.169670
airport,home_link,0.5,1.0,5,0.121018
airport,home_link,0.5,1.0,5,0.167199
airport,home_link,0.5,1.0,5,0.143188
airport,home_link,0.5,1.0,5,0.121445
airport,home_link,0.5,1.0,5,0.167212
airport,home_link,0.5,1.0,5,0.143338
airport,home_link,0.5,1.0,5,0.113970
airport,home_link,0.5,1.0,5,0.131496
airport,home_link,0.5,1.0,5,0.167581
airport,home_link,0.5,1.0,5,0.149055
airport,home_link,0.5,1.0,5,0.125567
airport,home_link,0.5,1.0,5,0.126111
airport,home_link,0.5,1.0,5,0.147147
airport,home_link,0.5,1.0,5,0.152133
airport,home_link,0.5,1.0,5,0.152133
airport,home_link,0.5,1.0,5,0.143170
airport,home_link,0.5,1.0,5,0.096925
airport,home_link,0.5,1.0,5,0.147185
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.157581
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160496
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160496
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.135674
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158724
airport,home_link,0.5,1.0,5,0.151950
airport,home_link,0.5,1.0,5,0.151950
airport,home_link,0.5,1.0,5,0.142835
airport,home_link,0.5,1.0,5,0.094367
airport,home_link,0.5,1.0,5,0.146959
airport,home_link,0.5,1.0,5,0.156036
airport,home_link,0.5,1.0,5,0.148671
airport,home_link,0.5,1.0,5,0.104648
airport,home_link,0.5,1.0,5,0.151980
airport,home_link,0.5,1.0,5,0.148671
airport,home_link,0.5,1.0,5,0.104648
airport,home_link,0.5,1.0,5,0.151980
airport,home_link,0.5,1.0,5,0.060705
airport,home_link,0.5,1.0,5,0.142958
airport,home_link,0.5,1.0,5,0.096651
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.159429
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.159429
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.132501
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.157513
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.162010
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.140037
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160440
airport,home_link,0.5,1.0,5,0.140037
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160440
airport,home_link,0.5,1.0,5,0.135513
airport,home_link,0.5,1.0,5,0.147147
airport,home_link,0.5,1.0,5,0.147147
airport,home_link,0.5,1.0,5,0.136064
airport,home_link,0.5,1.0,5,0.085673
airport,home_link,0.5,1.0,5,0.141063
airport,home_link,0.5,1.0,5,0.152133
airport,home_link,0.5,1.0,5,0.143170
airport,home_link,0.5,1.0,5,0.096925
airport,home_link,0.5,1.0,5,0.147185
airport,home_link,0.5,1.0,5,0.143170
airport,home_link,0.5,1.0,5,0.096925
airport,home_link,0.5,1.0,5,0.147185
airport,home_link,0.5,1.0,5,0.051779
airport,home_link,0.5,1.0,5,0.136217
airport,home_link,0.5,1.0,5,0.088014
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.157581
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.157581
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.127190
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.155420
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160496
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.135674
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158724
airport,home_link,0.5,1.0,5,0.135674
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158724
airport,home_link,0.5,1.0,5,0.130584
airport,home_link,0.5,1.0,5,0.151950
airport,home_link,0.5,1.0,5,0.142835
airport,home_link,0.5,1.0,5,0.094367
airport,home_link,0.5,1.0,5,0.146959
airport,home_link,0.5,1.0,5,0.142835
airport,home_link,0.5,1.0,5,0.094367
airport,home_link,0.5,1.0,5,0.146959
airport,home_link,0.5,1.0,5,0.046611
airport,home_link,0.5,1.0,5,0.135804
airport,home_link,0.5,1.0,5,0.085366
airport,home_link,0.5,1.0,5,0.148671
airport,home_link,0.5,1.0,5,0.104648
airport,home_link,0.5,1.0,5,0.151980
airport,home_link,0.5,1.0,5,0.060705
airport,home_link,0.5,1.0,5,0.142958
airport,home_link,0.5,1.0,5,0.096651
airport,home_link,0.5,1.0,5,0.060705
airport,home_link,0.5,1.0,5,0.142958
airport,home_link,0.5,1.0,5,0.096651
airport,home_link,0.5,1.0,5,0.051473
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.159429
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.132501
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.157513
airport,home_link,0.5,1.0,5,0.132501
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.157513
airport,home_link,0.5,1.0,5,0.126994
airport,home_link,0.5,1.0,5,0.140037
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160440
airport,home_link,0.5,1.0,5,0.135513
airport,home_link,0.5,1.0,5,0.135513
airport,home_link,0.5,1.0,5,0.148620
airport,home_link,0.5,1.0,5,0.148846
airport,home_link,0.5,1.0,5,0.138645
airport,home_link,0.5,1.0,5,0.089067
airport,home_link,0.5,1.0,5,0.141063
airport,home_link,0.5,1.0,5,0.154268
airport,home_link,0.5,1.0,5,0.146222
airport,home_link,0.5,1.0,5,0.104146
airport,home_link,0.5,1.0,5,0.148748
airport,home_link,0.5,1.0,5,0.146676
airport,home_link,0.5,1.0,5,0.104975
airport,home_link,0.5,1.0,5,0.148987
airport,home_link,0.5,1.0,5,0.062553
airport,home_link,0.5,1.0,5,0.138947
airport,home_link,0.5,1.0,5,0.092329
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158143
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158231
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.129174
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.155420
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.161501
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.138624
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.159570
airport,home_link,0.5,1.0,5,0.139070
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.159699
airport,home_link,0.5,1.0,5,0.133600
airport,home_link,0.5,1.0,5,0.154047
airport,home_link,0.5,1.0,5,0.145840
airport,home_link,0.5,1.0,5,0.100751
airport,home_link,0.5,1.0,5,0.148459
airport,home_link,0.5,1.0,5,0.146288
airport,home_link,0.5,1.0,5,0.101487
airport,home_link,0.5,1.0,5,0.148689
airport,home_link,0.5,1.0,5,0.055152
airport,home_link,0.5,1.0,5,0.138431
airport,home_link,0.5,1.0,5,0.088808
airport,home_link,0.5,1.0,5,0.152146
airport,home_link,0.5,1.0,5,0.115844
airport,home_link,0.5,1.0,5,0.154143
airport,home_link,0.5,1.0,5,0.075616
airport,home_link,0.5,1.0,5,0.146049
airport,home_link,0.5,1.0,5,0.103970
airport,home_link,0.5,1.0,5,0.076994
airport,home_link,0.5,1.0,5,0.146509
airport,home_link,0.5,1.0,5,0.104805
airport,home_link,0.5,1.0,5,0.062362
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.160223
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.134818
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158084
airport,home_link,0.5,1.0,5,0.135173
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158172
airport,home_link,0.5,1.0,5,0.129008
airport,home_link,0.5,1.0,5,0.143333
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.161454
airport,home_link,0.5,1.0,5,0.138489
airport,home_link,0.5,1.0,5,0.138939
airport,home_link,0.5,1.0,5,0.148798
airport,home_link,0.5,1.0,5,0.138426
airport,home_link,0.5,1.0,5,0.088774
airport,home_link,0.5,1.0,5,0.141063
airport,home_link,0.5,1.0,5,0.138747
airport,home_link,0.5,1.0,5,0.089202
airport,home_link,0.5,1.0,5,0.141063
airport,home_link,0.5,1.0,5,0.041243
airport,home_link,0.5,1.0,5,0.127514
airport,home_link,0.5,1.0,5,0.075695
airport,home_link,0.5,1.0,5,0.146580
airport,home_link,0.5,1.0,5,0.104800
airport,home_link,0.5,1.0,5,0.148936
airport,home_link,0.5,1.0,5,0.061815
airport,home_link,0.5,1.0,5,0.138715
airport,home_link,0.5,1.0,5,0.091958
airport,home_link,0.5,1.0,5,0.062896
airport,home_link,0.5,1.0,5,0.139054
airport,home_link,0.5,1.0,5,0.092502
airport,home_link,0.5,1.0,5,0.048151
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158212
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.129003
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.155420
airport,home_link,0.5,1.0,5,0.129253
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.155420
airport,home_link,0.5,1.0,5,0.120999
airport,home_link,0.5,1.0,5,0.138976
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.159672
airport,home_link,0.5,1.0,5,0.133344
airport,home_link,0.5,1.0,5,0.133719
airport,home_link,0.5,1.0,5,0.146193
airport,home_link,0.5,1.0,5,0.101331
airport,home_link,0.5,1.0,5,0.148641
airport,home_link,0.5,1.0,5,0.054563
airport,home_link,0.5,1.0,5,0.138208
airport,home_link,0.5,1.0,5,0.088512
airport,home_link,0.5,1.0,5,0.055426
airport,home_link,0.5,1.0,5,0.138534
airport,home_link,0.5,1.0,5,0.088946
airport,home_link,0.5,1.0,5,0.040976
airport,home_link,0.5,1.0,5,0.076702
airport,home_link,0.5,1.0,5,0.146412
airport,home_link,0.5,1.0,5,0.104629
airport,home_link,0.5,1.0,5,0.061620
airport,home_link,0.5,1.0,5,0.062707
airport,home_link,0.5,1.0,5,0.135098
airport,home_link,0.5,1.0,5,0.173141
airport,home_link,0.5,1.0,5,0.158154
airport,home_link,0.5,1.0,5,0.128835
airport,home_link,0.5,1.0,5,0.129088
airport,home_link,0.5,1.0,5,0.138844
airport,home_link,0.5,1.0,6,0.108022
airport,home_link,0.5,1.0,6,0.119007
airport,home_link,0.5,1.0,6,0.119007
airport,home_link,0.5,1.0,6,0.104110
airport,home_link,0.5,1.0,6,0.034813
airport,home_link,0.5,1.0,6,0.107798
airport,home_link,0.5,1.0,6,0.169616
airport,home_link,0.5,1.0,6,0.169616
airport,home_link,0.5,1.0,6,0.167119
airport,home_link,0.5,1.0,6,0.142216
airport,home_link,0.5,1.0,6,0.169435
airport,home_link,0.5,1.0,6,0.169847
airport,home_link,0.5,1.0,6,0.167473
airport,home_link,0.5,1.0,6,0.147179
airport,home_link,0.5,1.0,6,0.169678
airport,home_link,0.5,1.0,6,0.167473
airport,home_link,0.5,1.0,6,0.147179
airport,home_link,0.5,1.0,6,0.169678
airport,home_link,0.5,1.0,6,0.121705
airport,home_link,0.5,1.0,6,0.167225
airport,home_link,0.5,1.0,6,0.144189
airport,home_link,0.5,1.0,6,0.118823
airport,home_link,0.5,1.0,6,0.118823
airport,home_link,0.5,1.0,6,0.103828
