dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains,total_time
tax,marital_status,1.0,1.0,8,26,"{area_code,married_exemp,rate,single_exemp,state}",5,0.0,4,22,0,0,0,8.487701416015625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,married_exemp,salary,single_exemp,state}",5,0.0,4,22,0,0,0,8.296966552734375e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,rate,salary,single_exemp,state}",5,0.9116696245044189,6,20,44,0,44,0.0001671314239501953
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary}",5,0.9980115249249355,11,15,13,4,9,7.033348083496094e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,single_exemp}",5,0.0,3,23,0,0,0,5.316734313964844e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,state}",5,0.9485893796622411,7,19,39,1,38,0.00020122528076171875
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,salary,single_exemp}",5,0.0,3,23,0,0,0,6.604194641113281e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,salary,state}",5,0.9485893796622411,7,19,39,1,38,0.0001590251922607422
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,single_exemp,state}",5,0.0,3,23,0,0,0,5.793571472167969e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,salary,single_exemp}",5,0.9704802186671765,9,17,13,2,11,7.510185241699219e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,salary,state}",5,0.9999981354364993,16,10,13,9,4,6.771087646484375e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,single_exemp,state}",5,0.9486098404942003,7,19,35,1,34,0.00014972686767578125
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,salary,single_exemp,state}",5,0.9486098404942003,7,19,35,1,34,0.00013685226440429688
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,salary,single_exemp}",5,0.0,5,21,0,0,0,5.3882598876953125e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,salary,state}",5,0.9485893796622411,7,19,39,1,38,0.0001709461212158203
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,single_exemp,state}",5,0.0,3,23,0,0,0,9.799003601074219e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,salary,single_exemp,state}",5,0.0,3,23,0,0,0,8.487701416015625e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,rate,salary,single_exemp,state}",5,0.9486098404942003,7,19,35,1,34,0.00015091896057128906
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,salary,single_exemp}",5,0.0,5,21,0,0,0,6.914138793945312e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,salary,state}",5,0.9485893796622411,7,19,39,1,38,0.00015807151794433594
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,single_exemp,state}",5,0.0,3,23,0,0,0,9.107589721679688e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,salary,single_exemp,state}",5,0.0,3,23,0,0,0,8.58306884765625e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,rate,salary,single_exemp,state}",5,0.9486098404942003,7,19,35,1,34,0.0001468658447265625
tax,marital_status,1.0,1.0,8,26,"{married_exemp,rate,salary,single_exemp,state}",5,0.0,5,21,0,0,0,5.1975250244140625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary}",6,0.9966144209463859,8,18,22,3,19,0.00010013580322265625
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,single_exemp}",6,0.0,2,24,0,0,0,6.723403930664062e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,state}",6,0.5621111460217352,2,24,73,0,73,0.00018906593322753906
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,salary,single_exemp}",6,0.0,2,24,0,0,0,6.29425048828125e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,salary,state}",6,0.5621111460217352,2,24,73,0,73,0.0001800060272216797
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,single_exemp,state}",6,0.0,2,24,0,0,0,6.175041198730469e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,salary,single_exemp}",6,0.9497300713245109,6,20,24,1,23,0.00010013580322265625
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,salary,state}",6,0.9999876252933931,13,13,19,7,12,9.512901306152344e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,single_exemp,state}",6,0.5621111460217352,2,24,73,0,73,0.00018310546875
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,salary,single_exemp,state}",6,0.5621111460217352,2,24,73,0,73,0.0001761913299560547
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,salary,single_exemp}",6,0.0,4,22,0,0,0,6.4849853515625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,salary,state}",6,0.5621111460217352,2,24,73,0,73,0.0001952648162841797
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,single_exemp,state}",6,0.0,0,26,0,0,0,4.887580871582031e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,salary,single_exemp,state}",6,0.0,0,26,0,0,0,4.673004150390625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,rate,salary,single_exemp,state}",6,0.5621111460217352,2,24,73,0,73,0.0001919269561767578
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,salary,single_exemp}",6,0.0,4,22,0,0,0,6.29425048828125e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,salary,state}",6,0.5621111460217352,2,24,73,0,73,0.000186920166015625
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,single_exemp,state}",6,0.0,0,26,0,0,0,4.9114227294921875e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,salary,single_exemp,state}",6,0.0,0,26,0,0,0,4.6253204345703125e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,rate,salary,single_exemp,state}",6,0.5621111460217352,2,24,73,0,73,0.00019025802612304688
tax,marital_status,1.0,1.0,8,26,"{area_code,married_exemp,rate,salary,single_exemp,state}",6,0.0,4,22,0,0,0,6.198883056640625e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary,single_exemp}",6,0.0,1,25,0,0,0,4.458427429199219e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary,state}",6,0.9485893796622411,6,20,24,1,23,9.799003601074219e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,single_exemp,state}",6,0.0,2,24,0,0,0,6.103515625e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,salary,single_exemp,state}",6,0.0,2,24,0,0,0,5.793571472167969e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,rate,salary,single_exemp,state}",6,0.9486098404942003,6,20,22,1,21,9.703636169433594e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,married_exemp,rate,salary,single_exemp,state}",6,0.0,2,24,0,0,0,6.413459777832031e-05
tax,marital_status,1.0,1.0,8,26,"{has_child,married_exemp,rate,salary,single_exemp,state}",6,0.0,2,24,0,0,0,6.198883056640625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary,single_exemp}",7,0.0,1,25,0,0,0,5.221366882324219e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary,state}",7,0.5621111460217352,2,24,40,0,40,0.00012230873107910156
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,single_exemp,state}",7,0.0,0,26,0,0,0,4.76837158203125e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,salary,single_exemp,state}",7,0.0,0,26,0,0,0,4.8160552978515625e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,rate,salary,single_exemp,state}",7,0.5621111460217352,2,24,40,0,40,0.00011706352233886719
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,married_exemp,rate,salary,single_exemp,state}",7,0.0,0,26,0,0,0,4.57763671875e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,has_child,married_exemp,rate,salary,single_exemp,state}",7,0.0,0,26,0,0,0,4.506111145019531e-05
tax,marital_status,1.0,1.0,8,26,"{child_exemp,has_child,married_exemp,rate,salary,single_exemp,state}",7,0.0,1,25,0,0,0,4.935264587402344e-05
tax,marital_status,1.0,1.0,8,26,"{area_code,child_exemp,has_child,married_exemp,rate,salary,single_exemp,state}",8,0.0,0,26,0,0,0,4.6253204345703125e-05
