-----airport-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,paths_blocked,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
ProviderNumber,0.0038080215454101562,0.0,0.00043320655822753906,0.003062009811401367,1.0,-4.5,0,7,13,974688,13
ProviderNumber,0.0034401416778564453,0.0,0.0004820823669433594,0.002645730972290039,1.0,-4.0,1,6,13,974688,13
ProviderNumber,0.0030951499938964844,0.0,0.0004439353942871094,0.002328157424926758,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.0059740543365478516,0.0,0.001672983169555664,0.003922939300537109,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.005560159683227539,0.0,0.0013418197631835938,0.0030510425567626953,1.0,-3.0,1,4,13,974688,13
ProviderNumber,0.007799863815307617,0.0,0.0023741722106933594,0.004297971725463867,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.006839752197265625,0.0,0.0022640228271484375,0.0034160614013671875,1.0,-4.0,3,6,13,974688,13
ProviderNumber,0.006819963455200195,0.0,0.0018961429595947266,0.004507303237915039,1.0,-4.5,2,7,13,974688,13
ProviderNumber,0.003100872039794922,0.0,0.0003807544708251953,0.002424955368041992,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.008043050765991211,0.0,0.0017650127410888672,0.005141019821166992,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.0035741329193115234,0.0,0.00041604042053222656,0.002846956253051758,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.007500886917114258,0.0,0.0017399787902832031,0.004530906677246094,1.0,-3.5,2,5,13,974688,13
ProviderNumber,0.007709980010986328,0.0,0.002012968063354492,0.005283832550048828,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.006720066070556641,0.0,0.0017390251159667969,0.0036821365356445312,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.010041952133178711,0.0,0.0031638145446777344,0.005509853363037109,1.0,-4.5,3,7,13,974688,13
ProviderNumber,0.006662845611572266,0.0,0.0019192695617675781,0.0036439895629882812,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.00845193862915039,0.0,0.0021288394927978516,0.0048370361328125,1.0,-3.0,1,4,13,974688,13
ProviderNumber,0.006800174713134766,0.0,0.0016009807586669922,0.004153013229370117,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.008622884750366211,0.0,0.0017969608306884766,0.005387067794799805,1.0,-3.0,2,4,13,974688,13
ProviderNumber,0.006704807281494141,0.0,0.0014350414276123047,0.003469228744506836,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.008615970611572266,0.0,0.0020139217376708984,0.005265951156616211,1.0,-4.5,0,7,13,974688,13
ProviderNumber,0.005609273910522461,0.0,0.0015087127685546875,0.002966642379760742,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.0049936771392822266,0.0,0.0013570785522460938,0.002593994140625,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.007581949234008789,0.0,0.0017547607421875,0.005409955978393555,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.006640911102294922,0.0,0.0016808509826660156,0.004547119140625,1.0,-4.0,3,6,13,974688,13
ProviderNumber,0.006594657897949219,0.0,0.0017080307006835938,0.004303693771362305,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.0060002803802490234,0.0,0.0015277862548828125,0.0031049251556396484,1.0,-3.0,1,4,13,974688,13
ProviderNumber,0.006537199020385742,0.0,0.001542806625366211,0.0038139820098876953,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.00853729248046875,0.0,0.0019152164459228516,0.004151821136474609,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.0058710575103759766,0.0,0.0017490386962890625,0.003664731979370117,1.0,-4.0,1,6,13,974688,13
ProviderNumber,0.0065190792083740234,0.0,0.0021729469299316406,0.0032248497009277344,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.007330894470214844,0.0,0.0022940635681152344,0.003688812255859375,1.0,-5.0,2,8,13,974688,13
ProviderNumber,0.007160186767578125,0.0,0.001767873764038086,0.004107952117919922,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.009172916412353516,0.0,0.002429962158203125,0.005260944366455078,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.0062296390533447266,0.0,0.0019211769104003906,0.003901243209838867,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.0036728382110595703,0.0,0.0003898143768310547,0.00292205810546875,1.0,-4.0,2,6,13,974688,13
ProviderNumber,0.007431745529174805,0.0,0.0017960071563720703,0.004294157028198242,1.0,-2.5,1,3,13,974688,13
ProviderNumber,0.0060427188873291016,0.0,0.001990795135498047,0.0036499500274658203,1.0,-3.0,2,4,13,974688,13
ProviderNumber,0.008506059646606445,0.0,0.001992940902709961,0.0052449703216552734,1.0,-2.5,1,3,13,974688,13
ProviderNumber,0.004169940948486328,0.0,0.0011899471282958984,0.002585172653198242,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.0059146881103515625,0.0,0.0014739036560058594,0.0029609203338623047,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.012565135955810547,0.0,0.0018029212951660156,0.009139776229858398,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.005814790725708008,0.0,0.0012485980987548828,0.003292083740234375,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.009005069732666016,0.0,0.0020737648010253906,0.006478071212768555,1.0,-3.5,2,5,13,974688,13
ProviderNumber,0.003648996353149414,0.0,0.00043010711669921875,0.0028731822967529297,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.0036890506744384766,0.0,0.00041294097900390625,0.002949237823486328,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.003464221954345703,0.0,0.0004420280456542969,0.0027048587799072266,1.0,-4.0,3,6,13,974688,13
ProviderNumber,0.003278970718383789,0.0,0.00037598609924316406,0.002588987350463867,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.003222942352294922,0.0,0.0003871917724609375,0.002538919448852539,1.0,-3.0,1,4,13,974688,13
ProviderNumber,0.005175113677978516,0.0,0.001664876937866211,0.003087759017944336,1.0,-5.0,3,8,13,974688,13
ProviderNumber,0.0032041072845458984,0.0,0.0004069805145263672,0.0024878978729248047,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.00533294677734375,0.0,0.0018260478973388672,0.0031707286834716797,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.00321197509765625,0.0,0.00038814544677734375,0.0025169849395751953,1.0,-4.5,3,7,13,974688,13
ProviderNumber,0.005254030227661133,0.0,0.0017480850219726562,0.0030930042266845703,1.0,-4.5,2,7,13,974688,13
ProviderNumber,0.003548145294189453,0.0,0.00043702125549316406,0.002804994583129883,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.0042989253997802734,0.0,0.0003960132598876953,0.003567934036254883,1.0,-4.0,1,6,13,974688,13
ProviderNumber,0.003240346908569336,0.0,0.00041174888610839844,0.002526998519897461,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.005430936813354492,0.0,0.0018208026885986328,0.003184080123901367,1.0,-4.0,2,6,13,974688,13
ProviderNumber,0.0031681060791015625,0.0,0.0004248619079589844,0.002440929412841797,1.0,-2.0,0,2,13,974688,13
ProviderNumber,0.002843141555786133,0.0,0.00037097930908203125,0.0021729469299316406,1.0,-4.0,2,6,13,974688,13
ProviderNumber,0.006749868392944336,0.0,0.0015501976013183594,0.0047490596771240234,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.008185148239135742,0.0,0.0021250247955322266,0.005622148513793945,1.0,-5.0,2,8,13,974688,13
ProviderNumber,0.00523686408996582,0.0,0.0016109943389892578,0.0031812191009521484,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.0052602291107177734,0.0,0.00199127197265625,0.0028908252716064453,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.004528999328613281,0.0,0.0010957717895507812,0.0030782222747802734,1.0,-4.5,1,7,13,974688,13
ProviderNumber,0.0034880638122558594,0.0,0.0004069805145263672,0.0027730464935302734,1.0,-5.0,3,8,13,974688,13
ProviderNumber,0.003573894500732422,0.0,0.0004279613494873047,0.0028328895568847656,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.0033500194549560547,0.0,0.0004012584686279297,0.002638101577758789,1.0,-3.0,1,4,13,974688,13
ProviderNumber,0.003901958465576172,0.0,0.0004200935363769531,0.0031659603118896484,1.0,-4.0,1,6,13,974688,13
ProviderNumber,0.0033431053161621094,0.0,0.0003981590270996094,0.002643108367919922,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.004767894744873047,0.0,0.0014338493347167969,0.002916097640991211,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.005703926086425781,0.0,0.0017368793487548828,0.003560304641723633,1.0,-5.5,3,9,13,974688,13
ProviderNumber,0.005722761154174805,0.0,0.0017919540405273438,0.003507852554321289,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.00479888916015625,0.0,0.0013041496276855469,0.0031080245971679688,1.0,-4.0,2,6,13,974688,13
ProviderNumber,0.0062410831451416016,0.0,0.0015072822570800781,0.003324270248413086,1.0,-4.0,1,6,13,974688,13
ProviderNumber,0.005953788757324219,0.0,0.0016551017761230469,0.0031938552856445312,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.006256818771362305,0.0,0.0021169185638427734,0.002997875213623047,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.007272005081176758,0.0,0.0018548965454101562,0.0050051212310791016,1.0,-4.5,0,7,13,974688,13
ProviderNumber,0.004522800445556641,0.0,0.0010249614715576172,0.0024378299713134766,1.0,-2.5,1,3,13,974688,13
ProviderNumber,0.0058438777923583984,0.0,0.0012280941009521484,0.003477811813354492,1.0,-5.0,2,8,13,974688,13
ProviderNumber,0.0047533512115478516,0.0,0.001116037368774414,0.002573728561401367,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.005592823028564453,0.0,0.0011682510375976562,0.0032927989959716797,1.0,-4.5,3,7,13,974688,13
ProviderNumber,0.00601506233215332,0.0,0.001811981201171875,0.0030808448791503906,1.0,-3.0,1,4,13,974688,13
ProviderNumber,0.006499767303466797,0.0,0.0012791156768798828,0.0038709640502929688,1.0,-4.0,0,6,13,974688,13
ProviderNumber,0.00667119026184082,0.0,0.0018038749694824219,0.003602266311645508,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.006337881088256836,0.0,0.0014691352844238281,0.0035970211029052734,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.005713939666748047,0.0,0.0018351078033447266,0.0026819705963134766,1.0,-3.0,0,4,13,974688,13
ProviderNumber,0.005997180938720703,0.0,0.0021288394927978516,0.0027229785919189453,1.0,-3.5,0,5,13,974688,13
ProviderNumber,0.006479024887084961,0.0,0.001882791519165039,0.0032129287719726562,1.0,-3.5,1,5,13,974688,13
ProviderNumber,0.005740165710449219,0.0,0.0014300346374511719,0.0029942989349365234,1.0,-2.5,0,3,13,974688,13
ProviderNumber,0.006485939025878906,0.0,0.0015380382537841797,0.0036258697509765625,1.0,-5.0,1,8,13,974688,13
-----ncvoter-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,paths_blocked,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
voter_reg_num,0.008660078048706055,0.0,0.00397801399230957,0.002592802047729492,1.0,-4.0,0,6,16,4563360,19
voter_reg_num,0.006135225296020508,0.0,0.0025539398193359375,0.002282857894897461,1.0,-4.0,0,6,16,4563360,19
voter_reg_num,0.006766080856323242,0.0,0.0022897720336914062,0.0025560855865478516,1.0,-4.0,0,6,16,4563360,19
voter_reg_num,0.0056209564208984375,0.0,0.0021119117736816406,0.0018110275268554688,1.0,-2.5,0,3,16,4563360,19
voter_reg_num,0.005457878112792969,0.0,0.0018801689147949219,0.0018041133880615234,1.0,-4.0,0,6,16,4563360,19
voter_reg_num,0.005908966064453125,0.0,0.002063274383544922,0.0021550655364990234,1.0,-4.5,0,7,16,4563360,19
voter_reg_num,0.0059888362884521484,0.0,0.0017898082733154297,0.002621889114379883,1.0,-5.5,0,9,16,4563360,19
voter_reg_num,0.0057048797607421875,0.0,0.0018222332000732422,0.002301931381225586,1.0,-3.5,0,5,16,4563360,19
voter_reg_num,0.005555391311645508,0.0,0.001821756362915039,0.0022101402282714844,1.0,-4.0,0,6,16,4563360,19
voter_reg_num,0.005121707916259766,0.0,0.0018470287322998047,0.0017578601837158203,1.0,-3.5,0,5,16,4563360,19
voter_reg_num,0.005342960357666016,0.0,0.001756906509399414,0.002067089080810547,1.0,-5.0,0,8,16,4563360,19
voter_reg_num,0.004739999771118164,0.0,0.001706838607788086,0.0015559196472167969,1.0,-2.0,0,2,16,4563360,19
voter_reg_num,0.0064771175384521484,0.0,0.0017893314361572266,0.003119945526123047,1.0,-3.5,0,5,16,4563360,19
voter_reg_num,0.005967140197753906,0.0,0.0019588470458984375,0.0025610923767089844,1.0,-5.0,0,8,16,4563360,19
voter_reg_num,0.005209684371948242,0.0,0.001706838607788086,0.002054929733276367,1.0,-3.0,0,4,16,4563360,19
voter_reg_num,0.0048906803131103516,0.0,0.0017690658569335938,0.001730203628540039,1.0,-2.5,0,3,16,4563360,19
voter_reg_num,0.0047419071197509766,0.0,0.0016248226165771484,0.0017442703247070312,1.0,-3.5,0,5,16,4563360,19
voter_reg_num,0.00464177131652832,0.0,0.0015859603881835938,0.0017180442810058594,1.0,-4.5,0,7,16,4563360,19
voter_reg_num,0.0045778751373291016,0.0,0.0015702247619628906,0.0016989707946777344,1.0,-2.5,0,3,16,4563360,19
voter_reg_num,0.004423856735229492,0.0,0.0015170574188232422,0.001600027084350586,1.0,-4.0,0,6,16,4563360,19
voter_reg_num,0.004364013671875,0.0,0.001500844955444336,0.0015869140625,1.0,-3.5,0,5,16,4563360,19
voter_reg_num,0.0047800540924072266,0.0,0.0015020370483398438,0.0020029544830322266,1.0,-4.0,0,6,16,4563360,19
