method,dataset,target_attribute,tau,rho,lam,iter,total_time,init_time,ilp_time,leakage,utility,mask_size,num_vertices,num_edges,edge_members,memory_overhead_bytes,num_rdrs_base,num_rdrs_surviving,max_depth,ilp_num_cells,ilp_num_vars,ilp_num_constrs,activated_dependencies_count
baseline3_ilp,airport,home_link,0.300,1.000,0.500,1,0.025685,0.023708,0.001878,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,2,0.022113,0.020056,0.001962,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,3,0.021323,0.019409,0.001824,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,4,0.024838,0.022891,0.001855,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,5,0.024972,0.023034,0.001840,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,6,0.025562,0.023462,0.002002,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,7,0.023819,0.021830,0.001891,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,8,0.025245,0.023304,0.001835,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,9,0.021942,0.020002,0.001837,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,10,0.024551,0.022640,0.001815,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,11,0.022954,0.020947,0.001907,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,12,0.021356,0.019463,0.001796,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,13,0.022783,0.020882,0.001806,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,14,0.023057,0.021108,0.001854,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,15,0.024454,0.022532,0.001821,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,16,0.025972,0.024080,0.001790,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,17,0.024099,0.022016,0.001988,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,18,0.021258,0.019296,0.001843,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.300,1.000,0.500,19,0.023451,0.021534,0.001818,0.000000000001,-0.583333333334,7,8,13,33,44632,38,15,2,8,141,186,13
baseline3_ilp,airport,home_link,0.400,1.000,0.500,0,0.024056,0.021520,0.002413,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,1,0.024073,0.021398,0.002555,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,2,0.023882,0.021285,0.002474,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,3,0.024910,0.022400,0.002390,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,4,0.026151,0.023682,0.002344,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,5,0.028079,0.025199,0.002704,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,6,0.019321,0.016674,0.002527,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,7,0.018201,0.015722,0.002353,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,8,0.018862,0.016297,0.002439,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,9,0.023412,0.020924,0.002363,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,10,0.023639,0.021159,0.002349,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,11,0.023353,0.020756,0.002472,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,12,0.025713,0.023273,0.002325,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,13,0.024000,0.021511,0.002370,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,14,0.024712,0.022261,0.002330,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,15,0.025997,0.023401,0.002474,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,16,0.023953,0.021296,0.002526,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,17,0.024598,0.022130,0.002358,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,18,0.027037,0.024434,0.002481,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.400,1.000,0.500,19,0.024003,0.021587,0.002309,0.000000000001,-0.555555555556,10,11,19,46,61208,38,19,4,11,192,254,19
baseline3_ilp,airport,home_link,0.500,1.000,0.500,0,0.025867,0.023306,0.002440,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,1,0.025933,0.023330,0.002475,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,2,0.021913,0.019214,0.002574,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,3,0.025160,0.022587,0.002459,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,4,0.027893,0.024960,0.002789,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,5,0.023551,0.020898,0.002504,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,6,0.023329,0.020829,0.002386,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,7,0.024561,0.022167,0.002288,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,8,0.023374,0.021018,0.002251,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,9,0.030140,0.027640,0.002388,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,10,0.027130,0.024758,0.002270,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,11,0.028377,0.025945,0.002319,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,12,0.027845,0.025453,0.002284,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,13,0.031687,0.028927,0.002629,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,14,0.025212,0.022736,0.002368,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,15,0.027727,0.025307,0.002307,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,16,0.027931,0.025542,0.002286,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,17,0.024019,0.021646,0.002265,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,18,0.025154,0.022596,0.002434,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.500,1.000,0.500,19,0.024957,0.022562,0.002288,0.000000000001,-0.550000000001,11,12,20,48,63896,38,20,5,12,200,264,20
baseline3_ilp,airport,home_link,0.600,1.000,0.500,0,0.027728,0.025181,0.002436,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,1,0.025011,0.022080,0.002804,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,2,0.023913,0.021300,0.002503,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,3,0.024907,0.022190,0.002601,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,4,0.028585,0.026064,0.002413,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,5,0.024377,0.021834,0.002418,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,6,0.028587,0.026028,0.002450,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,7,0.028425,0.025929,0.002392,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,8,0.029492,0.026809,0.002570,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,9,0.027752,0.024774,0.002859,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,10,0.026913,0.024372,0.002433,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,11,0.030494,0.027931,0.002445,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,12,0.029715,0.027164,0.002437,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,13,0.029715,0.027187,0.002416,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,14,0.028656,0.026107,0.002441,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,15,0.026451,0.023811,0.002516,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,16,0.027056,0.024354,0.002570,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,17,0.026461,0.023730,0.002615,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,18,0.030787,0.028131,0.002535,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.600,1.000,0.500,19,0.028343,0.025758,0.002471,0.000000000001,-0.550000000001,11,12,22,52,68456,38,22,2,12,214,284,22
baseline3_ilp,airport,home_link,0.700,1.000,0.500,0,0.027112,0.024382,0.002601,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,1,0.027697,0.024900,0.002668,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,2,0.022039,0.019449,0.002471,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,3,0.026114,0.023378,0.002617,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,4,0.028828,0.025960,0.002729,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,5,0.025706,0.022742,0.002849,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,6,0.029436,0.026661,0.002644,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,7,0.024842,0.022051,0.002674,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,8,0.025428,0.022575,0.002735,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,9,0.025821,0.023077,0.002611,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,10,0.021258,0.018458,0.002663,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,11,0.024970,0.022146,0.002687,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,12,0.025730,0.023019,0.002579,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,13,0.025237,0.022213,0.002899,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,14,0.026108,0.023386,0.002592,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,15,0.027237,0.024366,0.002748,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,16,0.027159,0.024173,0.002824,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,17,0.025455,0.022620,0.002700,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,18,0.034450,0.031713,0.002611,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.700,1.000,0.500,19,0.027964,0.025003,0.002821,0.000000000001,-0.550000000001,11,12,23,54,70736,38,23,2,12,221,294,23
baseline3_ilp,airport,home_link,0.800,1.000,0.500,0,0.027761,0.024728,0.002891,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,1,0.027489,0.024681,0.002679,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,2,0.024223,0.021320,0.002774,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,3,0.021316,0.018260,0.002926,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,4,0.022041,0.019303,0.002606,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,5,0.025055,0.022021,0.002898,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,6,0.027060,0.024111,0.002815,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,7,0.028356,0.025256,0.002965,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,8,0.027317,0.024506,0.002685,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,9,0.022848,0.019863,0.002846,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,10,0.024002,0.020856,0.003001,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,11,0.024120,0.021153,0.002832,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,12,0.022734,0.019831,0.002749,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,13,0.025624,0.022822,0.002674,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,14,0.023885,0.020943,0.002811,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,15,0.026902,0.024062,0.002705,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,16,0.026264,0.023236,0.002888,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,17,0.023545,0.020605,0.002806,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,18,0.024443,0.021371,0.002937,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.800,1.000,0.500,19,0.024041,0.021019,0.002841,0.000000000001,-0.550000000001,11,12,24,56,73016,38,24,2,12,228,304,24
baseline3_ilp,airport,home_link,0.900,1.000,0.500,0,0.024391,0.021037,0.003206,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,1,0.025257,0.022113,0.003005,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,2,0.024009,0.021088,0.002782,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,3,0.024592,0.021738,0.002726,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,4,0.025387,0.022413,0.002843,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,5,0.024675,0.021861,0.002693,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,6,0.026989,0.023652,0.003183,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,7,0.024231,0.020953,0.003113,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,8,0.025652,0.022314,0.003187,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,9,0.022459,0.019402,0.002905,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,10,0.024446,0.021321,0.002974,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,11,0.024402,0.021443,0.002820,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,12,0.024822,0.021822,0.002857,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,13,0.024615,0.021601,0.002865,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,14,0.027853,0.024899,0.002822,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,15,0.023923,0.020513,0.003252,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,16,0.024369,0.021145,0.003050,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,17,0.025635,0.022553,0.002941,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,18,0.023799,0.020656,0.002999,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,0.900,1.000,0.500,19,0.026201,0.023175,0.002884,0.000000000001,-0.550000000001,11,12,26,60,77576,38,26,2,12,242,324,26
baseline3_ilp,airport,home_link,1.000,1.000,0.500,0,0.028742,0.024067,0.004491,0.000000000001,-0.550000000001,11,12,38,91,117088,38,38,2,12,370,502,38
