alpha,leakage,utility,mask_size
75,1.0,-80.0,10
75,0.0,-5.0,10
75,0.0,-5.0,10
75,1.0,-78.5,7
75,0.0,-5.0,10
75,1.0,-79.5,9
75,1.0,-80.0,10
75,0.0,-5.0,10
75,0.0,-5.0,10
75,1.0,-80.0,10
75,1.0,-79.0,8
75,1.0,-78.5,7
75,1.0,-79.5,9
75,1.0,-80.0,10
75,1.0,-80.0,10
75,1.0,-79.0,8
75,1.0,-77.5,5
75,1.0,-79.0,8
75,1.0,-79.0,8
75,1.0,-79.0,8
75,1.0,-80.0,10
75,1.0,-80.0,10
75,1.0,-80.0,10
75,1.0,-80.0,10
75,1.0,-80.0,10
75,1.0,-76.5,3
75,1.0,-80.0,10
75,1.0,-77.5,5
75,1.0,-80.0,10
75,1.0,-79.0,8
75,0.0,-3.0,6
75,9.999778782798785e-13,-3.0000000000749982,6
75,0.0,-3.5,7
75,0.0,-3.5,7
75,1.0,-75.5,1
75,0.0,-3.5,7
75,0.0,-3.5,7
75,0.0,-3.5,7
75,0.0,-2.5,5
75,0.0,-3.5,7
75,0.0,-4.0,8
75,1.0,-75.5,1
75,0.0,-3.5,7
75,1.0,-77.0,4
75,1.0,-75.5,1
75,1.0,-76.0,2
75,0.0,-4.5,9
75,1.0,-77.5,5
75,0.0,-4.5,9
75,1.0,-75.5,1
alpha,leakage,utility,mask_size
76,0.0,-5.0,10
76,0.0,-5.0,10
76,1.0,-78.5,5
76,1.0,-81.0,10
76,0.0,-5.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,0.0,-5.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-77.0,2
76,1.0,-81.0,10
76,1.0,-78.5,5
76,1.0,-77.0,2
76,1.0,-76.5,1
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-78.0,4
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,1.0,-81.0,10
76,0.0,-3.5,7
76,0.0,-2.5,5
76,1.0,-76.5,1
76,9.999778782798785e-13,-3.0000000000759983,6
76,0.0,-3.5,7
76,0.0,-3.5,7
76,0.0,-3.5,7
76,9.999778782798785e-13,-1.5000000000759983,3
76,9.999778782798785e-13,-2.0000000000759983,4
76,1.0,-76.0,0
76,0.0,-5.0,10
76,0.0,-5.0,10
76,0.0,-4.5,9
76,0.0,-4.0,8
76,1.0,-80.0,8
76,0.0,-3.0,6
76,0.0,-5.0,10
76,0.0,-1.5,3
76,0.0,-4.5,9
76,1.0,-80.0,8
alpha,leakage,utility,mask_size
77,0.0,-5.0,10
77,1.0,-78.0,2
77,1.0,-82.0,10
77,1.0,-82.0,10
77,0.0,-5.0,10
77,1.0,-82.0,10
77,0.0,-5.0,10
77,1.0,-82.0,10
77,1.0,-80.0,6
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-78.0,2
77,1.0,-81.0,8
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-80.5,7
77,1.0,-80.5,7
77,1.0,-80.5,7
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-82.0,10
77,1.0,-77.5,1
77,9.999778782798785e-13,-3.0000000000769984,6
77,1.0,-77.5,1
77,1.0,-78.5,3
77,1.0,-78.5,3
77,0.0,-3.0,6
77,9.999778782798785e-13,-2.5000000000769984,5
77,0.0,-3.5,7
77,1.0,-78.5,3
77,0.0,-3.0,6
77,0.0,-2.0,4
77,0.0,-4.5,9
77,0.0,-4.0,8
77,0.0,-2.5,5
77,0.0,-4.5,9
77,1.0,-77.0,0
77,1.0,-79.5,5
77,1.0,-78.0,2
77,0.0,-3.0,6
77,1.0,-79.0,4
alpha,leakage,utility,mask_size
78,1.0,-82.5,9
78,1.0,-83.0,10
78,1.0,-83.0,10
78,0.0,-5.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,0.0,-5.0,10
78,1.0,-83.0,10
78,0.0,-5.0,10
78,1.0,-78.0,0
78,1.0,-82.5,9
78,1.0,-83.0,10
78,1.0,-79.0,2
78,1.0,-83.0,10
78,1.0,-82.5,9
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-82.5,9
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,1.0,-83.0,10
78,9.999778782798785e-13,-2.000000000077998,4
78,0.0,-3.5,7
78,9.999778782798785e-13,-2.500000000077998,5
78,0.0,-3.5,7
78,0.0,-2.5,5
78,0.0,-3.5,7
78,0.0,-3.5,7
78,0.0,-3.0,6
78,0.0,-2.5,5
78,9.999778782798785e-13,-1.5000000000779983,3
78,1.0,-82.5,9
78,1.0,-81.0,6
78,1.0,-78.5,1
78,1.0,-81.5,7
78,0.0,-3.5,7
78,0.0,-5.0,10
78,0.0,-3.5,7
78,0.0,-5.0,10
78,0.0,-5.0,10
78,0.0,-5.0,10
alpha,leakage,utility,mask_size
79,0.0,-5.0,10
79,1.0,-84.0,10
79,0.0,-5.0,10
79,1.0,-84.0,10
79,0.0,-5.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-83.5,9
79,1.0,-83.0,8
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-83.0,8
79,1.0,-83.5,9
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,1.0,-84.0,10
79,0.0,-3.5,7
79,0.0,-2.0,4
79,9.999778782798785e-13,-3.000000000078998,6
79,1.0,-79.0,0
79,0.0,-3.0,6
79,1.0,-80.5,3
79,0.0,-3.0,6
79,0.0,-3.5,7
79,0.0,-3.5,7
79,1.0,-79.5,1
79,0.0,-5.0,10
79,1.0,-80.5,3
79,0.0,-5.0,10
79,1.0,-79.5,1
79,0.0,-5.0,10
79,0.0,-3.5,7
79,1.0,-79.5,1
79,1.0,-83.5,9
79,1.0,-79.0,0
79,1.0,-81.5,5
alpha,leakage,utility,mask_size
80,1.0,-85.0,10
80,0.0,-5.0,10
80,1.0,-84.5,9
80,0.0,-5.0,10
80,1.0,-84.5,9
80,1.0,-85.0,10
80,1.0,-84.0,8
80,0.0,-4.0,8
80,0.0,-5.0,10
80,1.0,-85.0,10
80,1.0,-83.0,6
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-83.5,7
80,1.0,-85.0,10
80,1.0,-84.0,8
80,1.0,-82.0,4
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-85.0,10
80,1.0,-82.0,4
80,0.0,-2.5,5
80,0.0,-3.5,7
80,9.999778782798785e-13,-3.0000000000799982,6
80,1.0,-81.0,2
80,1.999955756559757e-12,-2.0000000001599965,4
80,1.0,-80.0,0
80,1.0,-80.5,1
80,9.999778782798785e-13,-2.5000000000799982,5
80,0.0,-3.5,7
80,0.0,-5.0,10
80,0.0,-3.5,7
80,1.0,-83.0,6
80,0.0,-5.0,10
80,0.0,-3.5,7
80,0.0,-4.5,9
80,0.0,-5.0,10
80,0.0,-5.0,10
80,0.0,-5.0,10
80,1.0,-83.5,7
alpha,leakage,utility,mask_size
81,1.0,-86.0,10
81,1.0,-85.5,9
81,1.0,-85.0,8
81,1.0,-86.0,10
81,0.0,-5.0,10
81,0.0,-5.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-85.5,9
81,0.0,-5.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-85.0,8
81,1.0,-83.0,4
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-85.5,9
81,1.0,-86.0,10
81,1.0,-86.0,10
81,1.0,-83.5,5
81,1.0,-86.0,10
81,9.999778782798785e-13,-2.0000000000809983,4
81,0.0,-3.5,7
81,1.0,-82.5,3
81,1.999955756559757e-12,-2.0000000001619966,4
81,0.0,-3.5,7
81,1.0,-82.5,3
81,1.0,-82.0,2
81,1.0,-83.0,4
81,9.999778782798785e-13,-2.5000000000809983,5
81,9.999778782798785e-13,-2.0000000000809983,4
81,1.0,-82.5,3
81,1.0,-81.0,0
81,0.0,-2.5,5
81,0.0,-5.0,10
81,0.0,-5.0,10
81,0.0,-5.0,10
81,0.0,-4.5,9
81,1.0,-84.5,7
81,0.0,-4.5,9
81,0.0,-5.0,10
alpha,leakage,utility,mask_size
82,0.0,-5.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,0.0,-5.0,10
82,1.0,-86.5,9
82,0.0,-5.0,10
82,1.0,-87.0,10
82,0.0,-5.0,10
82,1.0,-87.0,10
82,0.0,-5.0,10
82,1.0,-86.5,9
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-86.5,9
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-86.0,8
82,1.0,-87.0,10
82,1.0,-85.5,7
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-87.0,10
82,1.0,-86.5,9
82,1.0,-87.0,10
82,1.0,-86.0,8
82,0.0,-3.5,7
82,1.0,-83.5,3
82,0.0,-3.0,6
82,9.999778782798785e-13,-2.0000000000819984,4
82,1.0,-82.5,1
82,1.0,-83.0,2
82,0.0,-2.0,4
82,0.0,-3.0,6
82,9.999778782798785e-13,-2.5000000000819984,5
82,0.0,-3.5,7
82,0.0,-4.0,8
82,0.0,-4.0,8
82,0.0,-5.0,10
82,0.0,-3.5,7
82,0.0,-4.5,9
82,0.0,-3.0,6
82,0.0,-5.0,10
82,0.0,-4.0,8
82,1.0,-82.5,1
82,0.0,-4.5,9
alpha,leakage,utility,mask_size
83,0.0,-5.0,10
83,1.0,-84.5,3
83,1.0,-88.0,10
83,0.0,-5.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-85.5,5
83,0.0,-5.0,10
83,1.0,-88.0,10
83,0.0,-5.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-86.0,6
83,1.0,-88.0,10
83,1.0,-84.5,3
83,1.0,-87.0,8
83,1.0,-88.0,10
83,1.0,-87.5,9
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,1.0,-88.0,10
83,0.0,-3.5,7
83,1.0,-84.0,2
83,1.0,-83.5,1
83,1.0,-84.5,3
83,0.0,-3.5,7
83,0.0,-2.0,4
83,0.0,-3.5,7
83,0.0,-3.5,7
83,0.0,-3.0,6
83,0.0,-2.5,5
83,0.0,-2.5,5
83,0.0,-2.0,4
83,0.0,-3.5,7
83,0.0,-3.5,7
83,0.0,-5.0,10
83,0.0,-3.5,7
83,0.0,-4.0,8
83,0.0,-3.5,7
83,0.0,-4.5,9
83,1.0,-85.0,4
alpha,leakage,utility,mask_size
84,1.0,-88.5,9
84,0.0,-5.0,10
84,0.0,-5.0,10
84,0.0,-5.0,10
84,1.0,-89.0,10
84,0.0,-5.0,10
84,0.0,-5.0,10
84,1.0,-85.5,3
84,1.0,-88.0,8
84,0.0,-5.0,10
84,1.0,-89.0,10
84,1.0,-87.0,6
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-88.0,8
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-88.5,9
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,1.0,-89.0,10
84,0.0,-2.0,4
84,0.0,-2.5,5
84,1.0,-85.5,3
84,1.0,-84.0,0
84,0.0,-2.5,5
84,1.0,-85.0,2
84,0.0,-2.5,5
84,1.0,-85.5,3
84,0.0,-3.5,7
84,0.0,-3.0,6
84,1.0,-87.5,7
84,1.0,-84.5,1
84,0.0,-4.5,9
84,1.0,-87.0,6
84,0.0,-5.0,10
84,0.0,-3.5,7
84,1.0,-87.0,6
84,0.0,-4.5,9
84,0.0,-5.0,10
84,1.0,-86.5,5
alpha,leakage,utility,mask_size
85,1.0,-89.0,8
85,0.0,-5.0,10
85,0.0,-5.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-89.0,8
85,1.0,-87.0,4
85,0.0,-3.5,7
85,1.0,-87.5,5
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-87.5,5
85,1.0,-90.0,10
85,1.0,-87.5,5
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-89.5,9
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-90.0,10
85,1.0,-86.0,2
85,1.0,-90.0,10
85,1.0,-90.0,10
85,0.0,-3.0,6
85,9.999778782798785e-13,-3.0000000000849982,6
85,9.999778782798785e-13,-2.5000000000849982,5
85,1.0,-86.5,3
85,0.0,-3.0,6
85,0.0,-3.5,7
85,0.0,-2.5,5
85,0.0,-3.0,6
85,9.999778782798785e-13,-2.0000000000849982,4
85,0.0,-3.0,6
85,0.0,-3.5,7
85,1.0,-87.0,4
85,0.0,-4.5,9
85,0.0,-4.5,9
85,0.0,-5.0,10
85,0.0,-4.5,9
85,0.0,-4.5,9
85,0.0,-3.0,6
85,0.0,-3.0,6
85,0.0,-4.5,9
alpha,leakage,utility,mask_size
86,1.0,-91.0,10
86,0.0,-4.5,9
86,1.0,-91.0,10
86,0.0,-4.5,9
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-89.0,6
86,0.0,-5.0,10
86,1.0,-89.5,7
86,0.0,-4.0,8
86,1.0,-90.5,9
86,1.0,-91.0,10
86,1.0,-90.0,8
86,1.0,-90.5,9
86,1.0,-90.0,8
86,1.0,-91.0,10
86,1.0,-90.0,8
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-91.0,10
86,1.0,-88.5,5
86,1.0,-91.0,10
86,1.0,-91.0,10
86,9.999778782798785e-13,-2.500000000085998,5
86,0.0,-2.5,5
86,0.0,-3.0,6
86,0.0,-3.0,6
86,1.0,-87.0,2
86,0.0,-3.5,7
86,0.0,-3.5,7
86,0.0,-3.0,6
86,1.0,-88.0,4
86,0.0,-3.0,6
86,1.0,-87.5,3
86,1.0,-87.5,3
86,0.0,-5.0,10
86,0.0,-4.0,8
86,0.0,-5.0,10
86,0.0,-5.0,10
86,0.0,-4.0,8
86,0.0,-4.5,9
86,0.0,-4.0,8
86,0.0,-4.5,9
alpha,leakage,utility,mask_size
87,0.0,-5.0,10
87,0.0,-5.0,10
87,0.0,-5.0,10
87,0.0,-5.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,0.0,-3.5,7
87,1.0,-92.0,10
87,0.0,-4.0,8
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-90.0,6
87,1.0,-92.0,10
87,1.0,-91.5,9
87,1.0,-92.0,10
87,1.0,-91.5,9
87,1.0,-87.0,0
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-91.0,8
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-92.0,10
87,1.0,-88.5,3
87,0.0,-2.0,4
87,9.999778782798785e-13,-3.000000000086998,6
87,0.0,-3.5,7
87,9.999778782798785e-13,-3.000000000086998,6
87,0.0,-3.0,6
87,1.0,-88.5,3
87,1.0,-88.5,3
87,0.0,-3.5,7
87,1.0,-87.5,1
87,0.0,-5.0,10
87,0.0,-4.0,8
87,0.0,-4.0,8
87,1.0,-88.5,3
87,1.0,-87.5,1
87,0.0,-4.0,8
87,0.0,-5.0,10
87,0.0,-4.5,9
87,0.0,-4.0,8
87,0.0,-4.5,9
alpha,leakage,utility,mask_size
88,0.0,-5.0,10
88,1.0,-93.0,10
88,0.0,-5.0,10
88,1.0,-93.0,10
88,0.0,-5.0,10
88,1.0,-88.0,0
88,1.0,-92.0,8
88,0.0,-5.0,10
88,1.0,-91.0,6
88,1.0,-93.0,10
88,1.0,-91.0,6
88,1.0,-91.5,7
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-92.5,9
88,1.0,-91.0,6
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-91.5,7
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-93.0,10
88,1.0,-91.5,7
88,0.0,-3.5,7
88,1.0,-88.5,1
88,1.0,-89.0,2
88,1.0,-89.5,3
88,9.999778782798785e-13,-2.000000000087998,4
88,0.0,-3.5,7
88,0.0,-3.5,7
88,0.0,-2.5,5
88,9.999778782798785e-13,-3.000000000087998,6
88,9.999778782798785e-13,-2.500000000087998,5
88,0.0,-4.5,9
88,1.0,-92.0,8
88,0.0,-3.5,7
88,0.0,-4.5,9
88,1.0,-90.5,5
88,1.0,-91.0,6
88,0.0,-4.5,9
88,0.0,-5.0,10
88,0.0,-4.5,9
88,0.0,-4.5,9
alpha,leakage,utility,mask_size
89,1.0,-91.5,5
89,0.0,-5.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,0.0,-5.0,10
89,1.0,-94.0,10
89,1.0,-93.0,8
89,0.0,-5.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-91.0,4
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-89.5,1
89,1.0,-93.5,9
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-91.0,4
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,1.0,-94.0,10
89,0.0,-3.0,6
89,1.0,-89.5,1
89,0.0,-3.0,6
89,1.0,-89.5,1
89,0.0,-3.5,7
89,0.0,-3.0,6
89,0.0,-3.5,7
89,0.0,-3.0,6
89,0.0,-3.5,7
89,0.0,-3.5,7
89,0.0,-1.0,2
89,0.0,-3.0,6
89,0.0,-3.5,7
89,0.0,-3.5,7
89,1.0,-90.0,2
89,1.0,-91.5,5
89,0.0,-2.5,5
89,0.0,-4.0,8
89,0.0,-3.5,7
89,0.0,-5.0,10
alpha,leakage,utility,mask_size
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-93.5,7
90,1.0,-95.0,10
90,1.0,-92.0,4
90,0.0,-5.0,10
90,1.0,-95.0,10
90,0.0,-5.0,10
90,0.0,-5.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-90.0,0
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-93.0,6
90,1.0,-93.0,6
90,1.0,-92.5,5
90,1.0,-95.0,10
90,1.0,-91.0,2
90,1.0,-90.0,0
90,1.0,-92.0,4
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,1.0,-95.0,10
90,0.0,-3.5,7
90,1.0,-90.5,1
90,1.0,-90.0,0
90,0.0,-3.0,6
90,0.0,-3.5,7
90,0.0,-2.5,5
90,9.999778782798785e-13,-3.0000000000899982,6
90,0.0,-3.0,6
90,9.999778782798785e-13,-2.5000000000899982,5
90,1.0,-91.0,2
90,0.0,-4.5,9
90,0.0,-4.5,9
90,0.0,-4.5,9
90,0.0,-5.0,10
90,0.0,-4.5,9
90,0.0,-3.5,7
90,0.0,-2.0,4
90,0.0,-5.0,10
90,0.0,-2.5,5
90,0.0,-4.5,9
alpha,leakage,utility,mask_size
91,1.0,-96.0,10
91,1.0,-96.0,10
91,0.0,-5.0,10
91,1.0,-96.0,10
91,0.0,-5.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-95.5,9
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-93.0,4
91,1.0,-96.0,10
91,1.0,-93.5,5
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-96.0,10
91,1.0,-91.5,1
91,0.0,-2.0,4
91,9.999778782798785e-13,-2.000000000090998,4
91,0.0,-3.0,6
91,0.0,-3.5,7
91,0.0,-3.5,7
91,0.0,-3.0,6
91,1.0,-91.5,1
91,0.0,-3.5,7
91,1.0,-92.0,2
91,1.0,-94.5,7
91,0.0,-5.0,10
91,0.0,-4.5,9
91,0.0,-4.5,9
91,0.0,-4.0,8
91,0.0,-4.5,9
91,0.0,-4.0,8
91,1.0,-94.5,7
91,0.0,-5.0,10
91,1.0,-93.5,5
alpha,leakage,utility,mask_size
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-95.5,7
92,1.0,-97.0,10
92,1.0,-96.5,9
92,1.0,-97.0,10
92,1.0,-96.5,9
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-92.5,1
92,1.0,-95.5,7
92,1.0,-95.5,7
92,1.0,-97.0,10
92,1.0,-94.0,4
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-92.5,1
92,1.0,-97.0,10
92,1.0,-92.0,0
92,1.0,-97.0,10
92,1.0,-97.0,10
92,1.0,-96.5,9
92,0.0,-3.5,7
92,0.0,-3.5,7
92,0.0,-3.5,7
92,9.999778782798785e-13,-2.500000000091998,5
92,0.0,-3.5,7
92,0.0,-3.5,7
92,9.999778782798785e-13,-3.000000000091998,6
92,0.0,-3.0,6
92,0.0,-3.0,6
92,0.0,-3.5,7
92,0.0,-4.5,9
92,0.0,-3.5,7
92,1.0,-95.5,7
92,0.0,-2.5,5
92,0.0,-5.0,10
92,0.0,-5.0,10
92,1.0,-94.5,5
92,0.0,-5.0,10
92,0.0,-5.0,10
92,0.0,-5.0,10
alpha,leakage,utility,mask_size
93,1.0,-98.0,10
93,1.0,-98.0,10
93,0.0,-5.0,10
93,0.0,-5.0,10
93,0.0,-5.0,10
93,0.0,-5.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-97.5,9
93,1.0,-97.5,9
93,1.0,-98.0,10
93,1.0,-96.0,6
93,1.0,-98.0,10
93,1.0,-97.0,8
93,1.0,-96.5,7
93,1.0,-98.0,10
93,1.0,-97.0,8
93,1.0,-98.0,10
93,1.0,-96.0,6
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,1.0,-98.0,10
93,0.0,-2.5,5
93,0.0,-3.5,7
93,0.0,-3.0,6
93,0.0,-3.5,7
93,1.0,-94.0,2
93,1.0,-94.5,3
93,0.0,-3.5,7
93,1.0,-94.0,2
93,9.999778782798785e-13,-3.000000000092998,6
93,0.0,-3.5,7
93,0.0,-5.0,10
93,0.0,-4.5,9
93,1.0,-95.0,4
93,1.0,-95.0,4
93,1.0,-97.5,9
93,1.0,-93.0,0
93,1.0,-96.5,7
93,1.0,-95.5,5
93,0.0,-5.0,10
93,1.0,-96.5,7
alpha,leakage,utility,mask_size
94,0.0,-5.0,10
94,0.0,-5.0,10
94,0.0,-5.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-95.5,3
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-97.0,6
94,1.0,-96.5,5
94,1.0,-98.0,8
94,1.0,-95.0,2
94,1.0,-94.0,0
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,1.0,-99.0,10
94,9.999778782798785e-13,-2.5000000000939977,5
94,1.0,-94.5,1
94,9.999778782798785e-13,-2.5000000000939977,5
94,1.0,-96.0,4
94,0.0,-3.5,7
94,0.0,-3.0,6
94,0.0,-3.0,6
94,0.0,-2.0,4
94,9.999778782798785e-13,-2.5000000000939977,5
94,1.0,-95.0,2
94,1.0,-95.0,2
94,1.0,-94.5,1
94,0.0,-5.0,10
94,0.0,-5.0,10
94,0.0,-4.5,9
94,0.0,-4.0,8
94,1.0,-97.5,7
94,1.0,-96.5,5
94,1.0,-96.5,5
94,0.0,-4.0,8
alpha,leakage,utility,mask_size
95,1.0,-99.5,9
95,0.0,-4.5,9
95,0.0,-5.0,10
95,0.0,-5.0,10
95,1.0,-100.0,10
95,1.0,-100.0,10
95,0.0,-5.0,10
95,0.0,-5.0,10
95,1.0,-100.0,10
95,1.0,-100.0,10
95,1.0,-100.0,10
95,1.0,-98.0,6
95,1.0,-100.0,10
95,1.0,-100.0,10
95,1.0,-97.0,4
95,1.0,-100.0,10
95,1.0,-98.0,6
