alpha,leakage,utility,mask_size
163,0.0,-3.5,7
163,0.0,-2.0,4
163,0.0,-3.0,6
alpha,leakage,utility,mask_size
164,1.0,-169.0,10
164,0.0,-5.0,10
164,1.0,-167.5,7
164,0.0,-5.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,0.0,-5.0,10
164,1.0,-169.0,10
164,0.0,-5.0,10
164,1.0,-168.5,9
164,1.0,-166.5,5
164,1.0,-169.0,10
164,1.0,-168.0,8
164,1.0,-167.5,7
164,1.0,-168.5,9
164,1.0,-167.5,7
164,1.0,-169.0,10
164,1.0,-167.0,6
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-165.5,3
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,1.0,-169.0,10
164,0.0,-3.0,6
164,0.0,-3.5,7
164,0.0,-3.5,7
164,9.999778782798785e-13,-2.0000000001639964,4
164,1.0,-165.5,3
164,0.0,-3.0,6
164,0.0,-3.5,7
164,0.0,-2.5,5
164,9.999778782798785e-13,-2.5000000001639964,5
164,1.0,-164.5,1
164,1.0,-166.0,4
164,0.0,-4.5,9
164,0.0,-4.5,9
164,1.0,-164.5,1
164,0.0,-4.5,9
164,0.0,-5.0,10
164,0.0,-2.5,5
164,1.0,-167.0,6
164,0.0,-4.5,9
164,0.0,-4.0,8
alpha,leakage,utility,mask_size
165,0.0,-5.0,10
165,1.0,-169.0,8
165,1.0,-167.0,4
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,0.0,-5.0,10
165,1.0,-169.0,8
165,0.0,-5.0,10
165,0.0,-5.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-169.0,8
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-169.0,8
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-169.0,8
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-166.0,2
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-170.0,10
165,1.0,-167.5,5
165,1.0,-166.0,2
165,0.0,-3.0,6
165,9.999778782798785e-13,-2.0000000001649965,4
165,1.0,-167.0,4
165,0.0,-3.0,6
165,0.0,-2.5,5
165,1.0,-166.5,3
165,0.0,-3.5,7
165,9.999778782798785e-13,-3.0000000001649965,6
165,0.0,-3.5,7
165,0.0,-2.0,4
165,0.0,-4.0,8
165,1.0,-169.5,9
165,1.0,-166.0,2
165,0.0,-5.0,10
165,0.0,-4.5,9
165,1.0,-169.0,8
165,0.0,-5.0,10
165,0.0,-3.0,6
165,1.0,-169.0,8
alpha,leakage,utility,mask_size
166,1.0,-171.0,10
166,1.0,-170.0,8
166,1.0,-171.0,10
166,1.0,-166.0,0
166,0.0,-5.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,0.0,-5.0,10
166,0.0,-5.0,10
166,1.0,-170.0,8
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-169.5,7
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-168.0,4
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,1.0,-171.0,10
166,0.0,-3.0,6
166,0.0,-3.5,7
166,0.0,-3.0,6
166,1.0,-166.5,1
166,0.0,-2.0,4
166,9.999778782798785e-13,-2.500000000165996,5
166,0.0,-3.5,7
166,9.999778782798785e-13,-2.000000000165996,4
166,1.0,-167.0,2
166,0.0,-3.5,7
166,0.0,-3.5,7
166,1.0,-167.5,3
166,0.0,-5.0,10
166,1.0,-167.0,2
166,0.0,-4.5,9
166,0.0,-5.0,10
166,0.0,-4.5,9
166,0.0,-4.0,8
166,0.0,-4.5,9
166,0.0,-4.5,9
alpha,leakage,utility,mask_size
167,1.0,-172.0,10
167,1.0,-171.0,8
167,0.0,-5.0,10
167,1.0,-172.0,10
167,0.0,-5.0,10
167,1.0,-169.5,5
167,1.0,-172.0,10
167,1.0,-172.0,10
167,0.0,-5.0,10
167,1.0,-172.0,10
167,1.0,-171.5,9
167,1.0,-169.5,5
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-169.0,4
167,1.0,-172.0,10
167,1.0,-171.5,9
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-168.0,2
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-170.5,7
167,1.0,-172.0,10
167,1.0,-172.0,10
167,1.0,-172.0,10
167,0.0,-3.5,7
167,0.0,-3.0,6
167,0.0,-3.5,7
167,9.999778782798785e-13,-2.500000000166996,5
167,0.0,-3.5,7
167,9.999778782798785e-13,-3.000000000166996,6
167,1.0,-168.5,3
167,0.0,-3.0,6
167,9.999778782798785e-13,-2.500000000166996,5
167,0.0,-2.5,5
167,1.0,-167.5,1
167,1.0,-168.5,3
167,1.0,-168.0,2
167,0.0,-5.0,10
167,0.0,-4.5,9
167,1.0,-169.5,5
167,0.0,-3.5,7
167,0.0,-4.0,8
167,0.0,-3.0,6
167,0.0,-2.5,5
alpha,leakage,utility,mask_size
168,0.0,-5.0,10
168,0.0,-5.0,10
168,1.0,-173.0,10
168,0.0,-5.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,0.0,-5.0,10
168,0.0,-5.0,10
168,0.0,-5.0,10
168,1.0,-173.0,10
168,1.0,-169.5,3
168,1.0,-170.5,5
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-172.0,8
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-173.0,10
168,1.0,-169.5,3
168,0.0,-2.5,5
168,1.0,-169.5,3
168,9.999778782798785e-13,-3.0000000001679963,6
168,1.0,-170.0,4
168,0.0,-3.0,6
168,0.0,-3.5,7
168,0.0,-3.0,6
168,9.999778782798785e-13,-3.0000000001679963,6
168,0.0,-3.0,6
168,1.0,-171.0,6
168,1.0,-170.5,5
168,0.0,-5.0,10
168,0.0,-4.5,9
168,0.0,-4.5,9
168,0.0,-2.0,4
168,1.0,-171.0,6
168,0.0,-4.5,9
168,1.0,-172.5,9
168,1.0,-171.5,7
alpha,leakage,utility,mask_size
169,0.0,-5.0,10
169,1.0,-174.0,10
169,1.0,-171.0,4
169,1.0,-173.0,8
169,0.0,-5.0,10
169,0.0,-5.0,10
169,1.0,-174.0,10
169,1.0,-173.0,8
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-173.0,8
169,1.0,-173.5,9
169,1.0,-173.5,9
169,1.0,-172.0,6
169,1.0,-173.0,8
169,1.0,-171.5,5
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-173.5,9
169,1.0,-171.0,4
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-173.5,9
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-174.0,10
169,1.0,-172.5,7
169,0.0,-2.5,5
169,0.0,-3.5,7
169,0.0,-3.0,6
169,0.0,-3.0,6
169,1.0,-169.5,1
169,1.0,-170.0,2
169,0.0,-3.0,6
169,1.0,-170.0,2
169,9.999778782798785e-13,-2.5000000001689964,5
169,1.0,-170.0,2
169,0.0,-5.0,10
169,1.0,-173.0,8
169,0.0,-5.0,10
169,0.0,-5.0,10
169,0.0,-4.5,9
169,1.0,-171.0,4
169,0.0,-5.0,10
169,1.0,-173.0,8
169,0.0,-5.0,10
169,0.0,-5.0,10
alpha,leakage,utility,mask_size
170,0.0,-5.0,10
170,1.0,-175.0,10
170,1.0,-174.0,8
170,0.0,-5.0,10
170,0.0,-5.0,10
170,0.0,-5.0,10
170,0.0,-5.0,10
170,1.0,-174.5,9
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-174.5,9
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-174.0,8
170,1.0,-172.0,4
170,1.0,-174.5,9
170,1.0,-175.0,10
170,1.0,-170.0,0
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-175.0,10
170,1.0,-172.5,5
170,1.0,-175.0,10
170,1.0,-172.5,5
170,1.0,-175.0,10
170,1.999955756559757e-12,-2.5000000003399925,5
170,0.0,-3.0,6
170,9.999778782798785e-13,-3.0000000001699965,6
170,0.0,-3.5,7
170,1.0,-171.5,3
170,0.0,-3.0,6
170,0.0,-3.5,7
170,0.0,-3.0,6
170,0.0,-3.0,6
170,0.0,-3.0,6
170,0.0,-4.0,8
170,0.0,-5.0,10
170,0.0,-5.0,10
170,1.0,-173.5,7
170,0.0,-4.0,8
170,0.0,-5.0,10
170,1.0,-170.5,1
170,0.0,-3.0,6
170,0.0,-5.0,10
170,0.0,-4.0,8
alpha,leakage,utility,mask_size
171,0.0,-5.0,10
171,0.0,-5.0,10
171,1.0,-174.0,6
171,1.0,-172.5,3
171,1.0,-173.5,5
171,0.0,-5.0,10
171,0.0,-5.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-171.0,0
171,1.0,-175.0,8
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-171.0,0
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-175.0,8
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-176.0,10
171,1.0,-172.0,2
171,1.0,-172.0,2
171,0.0,-2.5,5
171,0.0,-3.0,6
171,0.0,-2.5,5
171,0.0,-3.5,7
171,0.0,-3.5,7
171,0.0,-3.5,7
171,0.0,-3.5,7
171,0.0,-2.5,5
171,0.0,-3.0,6
171,0.0,-4.0,8
171,1.0,-175.5,9
171,1.0,-173.5,5
171,1.0,-175.0,8
171,1.0,-172.5,3
171,0.0,-5.0,10
171,0.0,-2.5,5
171,0.0,-3.0,6
171,0.0,-2.5,5
171,1.0,-173.5,5
alpha,leakage,utility,mask_size
172,0.0,-5.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,0.0,-5.0,10
172,0.0,-5.0,10
172,0.0,-5.0,10
172,0.0,-5.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-176.0,8
172,1.0,-176.0,8
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-174.5,5
172,1.0,-175.0,6
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-176.0,8
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,1.0,-177.0,10
172,0.0,-3.5,7
172,0.0,-3.5,7
172,0.0,-3.0,6
172,0.0,-3.5,7
172,0.0,-3.0,6
172,0.0,-3.5,7
172,0.0,-3.0,6
172,9.999778782798785e-13,-2.000000000171996,4
172,0.0,-3.5,7
172,0.0,-3.5,7
172,0.0,-4.0,8
172,0.0,-5.0,10
172,0.0,-4.5,9
172,0.0,-5.0,10
172,0.0,-4.5,9
172,0.0,-5.0,10
172,0.0,-4.5,9
172,0.0,-4.0,8
172,0.0,-4.5,9
172,1.0,-172.5,1
alpha,leakage,utility,mask_size
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-174.0,2
173,0.0,-5.0,10
173,0.0,-5.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,0.0,-5.0,10
173,1.0,-175.5,5
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-174.0,2
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-178.0,10
173,1.0,-174.5,3
173,1.0,-178.0,10
173,9.999778782798785e-13,-2.5000000001729963,5
173,0.0,-2.5,5
173,1.0,-175.0,4
173,1.0,-173.5,1
173,0.0,-3.5,7
173,0.0,-3.0,6
173,0.0,-3.5,7
173,9.999778782798785e-13,-2.0000000001729963,4
173,1.0,-173.5,1
173,1.0,-174.0,2
173,0.0,-4.5,9
173,0.0,-5.0,10
173,0.0,-4.0,8
173,1.0,-175.0,4
173,0.0,-5.0,10
173,0.0,-3.5,7
173,1.0,-176.5,7
173,0.0,-5.0,10
173,1.0,-177.5,9
173,1.0,-177.0,8
alpha,leakage,utility,mask_size
174,0.0,-5.0,10
174,1.0,-179.0,10
174,0.0,-5.0,10
174,1.0,-179.0,10
174,1.0,-178.0,8
174,1.0,-179.0,10
174,1.0,-178.0,8
174,0.0,-5.0,10
174,0.0,-5.0,10
174,1.0,-179.0,10
174,1.0,-177.0,6
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-174.5,1
174,1.0,-176.0,4
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,1.0,-179.0,10
174,0.0,-3.5,7
174,9.999778782798785e-13,-3.000000000173996,6
174,9.999778782798785e-13,-3.000000000173996,6
174,0.0,-3.5,7
174,9.999778782798785e-13,-3.000000000173996,6
174,1.0,-176.0,4
174,1.0,-175.5,3
174,1.0,-174.5,1
174,1.0,-174.5,1
174,1.0,-175.5,3
174,0.0,-4.5,9
174,0.0,-4.0,8
174,0.0,-3.0,6
174,1.0,-174.0,0
174,1.0,-178.0,8
174,0.0,-5.0,10
174,0.0,-4.5,9
174,0.0,-5.0,10
174,0.0,-3.5,7
174,0.0,-3.5,7
alpha,leakage,utility,mask_size
175,1.0,-179.5,9
175,1.0,-180.0,10
175,1.0,-178.5,7
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-179.5,9
175,1.0,-179.5,9
175,0.0,-5.0,10
175,0.0,-5.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-179.5,9
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-177.0,4
175,1.0,-180.0,10
175,1.0,-177.5,5
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-176.5,3
175,1.0,-177.5,5
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-180.0,10
175,1.0,-179.0,8
175,0.0,-3.5,7
175,0.0,-3.0,6
175,0.0,-3.5,7
175,0.0,-3.0,6
175,1.0,-175.0,0
175,9.999778782798785e-13,-2.000000000174996,4
175,0.0,-3.5,7
175,0.0,-3.5,7
175,9.999778782798785e-13,-3.000000000174996,6
175,9.999778782798785e-13,-3.000000000174996,6
175,0.0,-3.5,7
175,1.0,-176.5,3
175,1.0,-175.5,1
175,0.0,-5.0,10
175,0.0,-4.5,9
175,0.0,-5.0,10
175,0.0,-4.0,8
175,0.0,-5.0,10
175,1.0,-175.5,1
175,0.0,-5.0,10
alpha,leakage,utility,mask_size
176,1.0,-181.0,10
176,1.0,-181.0,10
176,0.0,-5.0,10
176,1.0,-179.0,6
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-180.5,9
176,1.0,-178.0,4
176,0.0,-4.0,8
176,1.0,-178.5,5
176,1.0,-180.5,9
176,1.0,-177.5,3
176,1.0,-181.0,10
176,1.0,-180.5,9
176,1.0,-180.5,9
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-177.5,3
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-180.5,9
176,1.0,-178.5,5
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-181.0,10
176,1.0,-181.0,10
176,0.0,-3.0,6
176,0.0,-3.0,6
176,9.999778782798785e-13,-3.000000000175996,6
176,0.0,-3.0,6
176,9.999778782798785e-13,-2.000000000175996,4
176,1.0,-177.0,2
176,0.0,-3.5,7
176,9.999778782798785e-13,-3.000000000175996,6
176,0.0,-3.5,7
176,0.0,-3.5,7
176,1.0,-179.5,7
176,0.0,-4.0,8
176,0.0,-5.0,10
176,0.0,-3.5,7
176,1.0,-178.5,5
176,0.0,-4.5,9
176,0.0,-5.0,10
176,1.0,-180.5,9
176,1.0,-176.0,0
176,0.0,-4.5,9
alpha,leakage,utility,mask_size
177,1.0,-182.0,10
177,0.0,-5.0,10
177,0.0,-5.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,0.0,-5.0,10
177,0.0,-5.0,10
177,1.0,-182.0,10
177,0.0,-5.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-181.0,8
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-178.0,2
177,1.0,-180.0,6
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-181.5,9
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-179.5,5
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-182.0,10
177,1.0,-177.0,0
177,1.0,-177.0,0
177,0.0,-3.5,7
177,0.0,-2.5,5
177,1.999955756559757e-12,-1.5000000003539922,3
177,0.0,-3.5,7
177,0.0,-3.0,6
177,1.0,-178.5,3
177,1.0,-177.5,1
177,1.0,-178.5,3
177,1.0,-177.5,1
177,0.0,-5.0,10
177,0.0,-4.0,8
177,1.0,-178.0,2
177,0.0,-4.5,9
177,0.0,-4.5,9
177,0.0,-4.5,9
177,1.0,-178.5,3
177,0.0,-5.0,10
177,0.0,-3.0,6
alpha,leakage,utility,mask_size
178,1.0,-182.0,8
178,1.0,-183.0,10
178,1.0,-181.0,6
178,0.0,-5.0,10
178,1.0,-183.0,10
178,0.0,-5.0,10
178,0.0,-5.0,10
178,0.0,-5.0,10
178,1.0,-181.0,6
178,0.0,-5.0,10
178,1.0,-181.5,7
178,1.0,-181.5,7
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-182.0,8
178,1.0,-179.5,3
178,1.0,-180.0,4
178,1.0,-181.5,7
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,1.0,-183.0,10
178,0.0,-3.5,7
178,0.0,-3.5,7
178,0.0,-3.0,6
178,1.0,-179.0,2
178,0.0,-3.5,7
178,1.0,-180.0,4
178,0.0,-3.5,7
178,1.0,-179.0,2
178,0.0,-3.5,7
178,0.0,-3.0,6
178,0.0,-5.0,10
178,0.0,-4.0,8
178,0.0,-4.5,9
178,0.0,-4.5,9
178,0.0,-4.0,8
178,0.0,-5.0,10
178,0.0,-2.0,4
178,0.0,-5.0,10
178,0.0,-4.5,9
178,1.0,-179.5,3
alpha,leakage,utility,mask_size
179,0.0,-5.0,10
179,0.0,-5.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,0.0,-5.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,0.0,-5.0,10
179,0.0,-4.0,8
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-182.0,6
179,1.0,-183.0,8
179,1.0,-184.0,10
179,1.0,-183.0,8
179,1.0,-182.0,6
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,1.0,-184.0,10
179,0.0,-3.0,6
179,1.999955756559757e-12,-2.000000000357992,4
179,0.0,-3.0,6
179,0.0,-3.5,7
179,9.999778782798785e-13,-2.500000000178996,5
179,1.0,-180.5,3
179,1.0,-181.0,4
179,0.0,-3.0,6
179,0.0,-3.0,6
179,0.0,-2.0,4
179,0.0,-4.5,9
179,0.0,-2.5,5
179,0.0,-5.0,10
179,0.0,-3.5,7
179,0.0,-4.0,8
179,1.0,-180.5,3
179,1.0,-183.0,8
179,0.0,-5.0,10
179,0.0,-3.0,6
179,0.0,-5.0,10
alpha,leakage,utility,mask_size
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-181.5,3
180,0.0,-5.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,0.0,-5.0,10
180,0.0,-5.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-182.5,5
180,1.0,-182.5,5
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-182.5,5
180,1.0,-185.0,10
180,1.0,-184.0,8
180,1.0,-185.0,10
180,1.0,-181.5,3
180,1.0,-182.0,4
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-184.5,9
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,1.0,-185.0,10
180,0.0,-3.0,6
180,9.999778782798785e-13,-2.000000000179996,4
180,1.0,-180.0,0
180,1.0,-180.5,1
180,0.0,-3.5,7
180,0.0,-3.0,6
180,9.999778782798785e-13,-3.000000000179996,6
180,0.0,-3.0,6
180,0.0,-3.0,6
180,1.0,-180.5,1
180,0.0,-4.0,8
180,1.0,-182.0,4
180,1.0,-180.5,1
180,0.0,-5.0,10
180,0.0,-5.0,10
180,0.0,-5.0,10
180,0.0,-2.5,5
180,0.0,-3.5,7
180,0.0,-4.5,9
180,0.0,-3.5,7
alpha,leakage,utility,mask_size
181,0.0,-5.0,10
181,0.0,-5.0,10
181,0.0,-5.0,10
181,1.0,-186.0,10
181,1.0,-184.0,6
181,1.0,-186.0,10
181,1.0,-186.0,10
181,0.0,-4.5,9
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-184.0,6
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-186.0,10
181,1.0,-185.0,8
181,1.0,-184.5,7
181,1.0,-186.0,10
181,0.0,-3.5,7
181,1.999955756559757e-12,-1.500000000361992,3
181,9.999778782798785e-13,-2.500000000180996,5
181,0.0,-3.5,7
181,0.0,-3.5,7
181,0.0,-2.5,5
181,0.0,-2.5,5
181,9.999778782798785e-13,-2.500000000180996,5
181,0.0,-2.5,5
181,1.0,-181.0,0
181,1.0,-183.5,5
181,0.0,-4.5,9
181,0.0,-5.0,10
181,1.0,-182.5,3
181,0.0,-3.5,7
181,0.0,-4.0,8
181,0.0,-4.5,9
181,0.0,-5.0,10
181,1.0,-181.0,0
181,0.0,-4.5,9
alpha,leakage,utility,mask_size
182,1.0,-187.0,10
182,0.0,-5.0,10
182,1.0,-187.0,10
182,0.0,-5.0,10
182,1.0,-187.0,10
182,0.0,-4.5,9
182,0.0,-5.0,10
182,1.0,-183.0,2
182,1.0,-187.0,10
182,0.0,-5.0,10
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-185.5,7
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-185.0,6
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-185.0,6
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-184.0,4
182,1.0,-185.5,7
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-187.0,10
182,1.0,-182.5,1
182,1.0,-182.5,1
182,0.0,-3.0,6
182,0.0,-3.5,7
182,0.0,-3.0,6
182,0.0,-2.0,4
182,0.0,-2.5,5
182,0.0,-3.0,6
182,0.0,-2.5,5
182,9.999778782798785e-13,-2.0000000001819958,4
182,0.0,-2.5,5
182,0.0,-4.0,8
182,0.0,-3.5,7
182,0.0,-5.0,10
182,0.0,-4.0,8
182,0.0,-5.0,10
182,0.0,-4.5,9
182,0.0,-4.5,9
182,0.0,-5.0,10
182,0.0,-5.0,10
alpha,leakage,utility,mask_size
183,0.0,-5.0,10
183,0.0,-5.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-186.5,7
183,0.0,-5.0,10
183,0.0,-5.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-186.0,6
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-187.5,9
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-184.5,3
183,1.0,-187.5,9
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-188.0,10
183,1.0,-185.5,5
183,1.0,-188.0,10
183,0.0,-3.5,7
183,9.999778782798785e-13,-2.000000000182996,4
183,1.0,-184.5,3
183,9.999778782798785e-13,-2.500000000182996,5
183,0.0,-3.0,6
183,9.999778782798785e-13,-2.500000000182996,5
183,9.999778782798785e-13,-2.500000000182996,5
183,0.0,-3.5,7
183,0.0,-3.5,7
183,1.0,-184.0,2
183,1.0,-186.5,7
183,0.0,-4.0,8
183,0.0,-4.5,9
183,1.0,-186.5,7
183,1.0,-185.0,4
183,1.0,-184.0,2
183,0.0,-5.0,10
183,0.0,-4.0,8
183,0.0,-5.0,10
183,0.0,-4.0,8
alpha,leakage,utility,mask_size
184,1.0,-188.5,9
184,1.0,-189.0,10
184,1.0,-189.0,10
184,0.0,-5.0,10
184,0.0,-5.0,10
184,1.0,-185.5,3
184,1.0,-188.0,8
184,1.0,-189.0,10
184,0.0,-5.0,10
184,1.0,-189.0,10
184,1.0,-189.0,10
184,1.0,-186.5,5
