dataset,premise,target,N_valid,support,groups,avg_size,K,avgK,p,p0,p_lcb95,w_norm
flights,"OriginWac,UniqueCarrier",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"AirlineID,OriginStateFips",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"AirlineID,OriginState",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"Carrier,OriginStateFips",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"Carrier,OriginState",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"OriginStateFips,UniqueCarrier",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"AirlineID,OriginStateName",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"OriginStateName,UniqueCarrier",OriginCityMarketID,499308.0,1.0,464,1076.094827586207,277.0,2.4439655172413794,0.7273446449886644,0.0623502928052424,0.7261076661831658,0.7092140562523496
flights,"OriginState,UniqueCarrier",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"OriginStateFips,UniqueCarrier",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"Carrier,OriginWac",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"Carrier,OriginStateName",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"OriginStateName,UniqueCarrier",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"Carrier,OriginStateFips",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"AirlineID,OriginStateFips",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"AirlineID,OriginState",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"Carrier,OriginState",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"AirlineID,OriginStateName",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"OriginWac,UniqueCarrier",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"AirlineID,OriginWac",OriginCityName,499308.0,1.0,464,1076.094827586207,294.0,2.5732758620689653,0.7090292965464202,0.0623502928052424,0.7077678140263657,0.6896808038002802
flights,"Carrier,OriginStateFips",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginStateName,UniqueCarrier",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginState",OriginAirportID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginState",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginStateName",OriginAirportID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginStateName",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginStateName,UniqueCarrier",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginStateName,UniqueCarrier",OriginAirportID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginState,UniqueCarrier",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"Carrier,OriginStateFips",OriginAirportID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginState,UniqueCarrier",OriginAirportID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginState,UniqueCarrier",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginWac",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginWac",OriginAirportID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginWac",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginStateFips,UniqueCarrier",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginState",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginStateName",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"OriginStateFips,UniqueCarrier",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"AirlineID,OriginStateFips",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"Carrier,OriginStateFips",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"Carrier,OriginState",OriginAirportSeqID,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
flights,"Carrier,OriginStateName",Origin,499308.0,1.0,464,1076.094827586207,299.0,2.618534482758621,0.6952101708764931,0.0622441458979227,0.6939318517462503,0.6749795506045119
