dataset,lambda,leakage,utility,mask_size
airport,1,0.22337399647872114,-0.3333333333333333,2
airport,1,0.013132038880604324,-0.5,3
airport,1,0.015768127809462573,-0.8333333333333334,5
airport,1,0.03592524660768637,-0.6666666666666666,4
airport,1,0.0,-0.6666666666666666,4
airport,1,0.051126318247808444,-0.6666666666666666,4
airport,1,0.22337399647872114,-0.0,0
airport,1,0.0008907266304110095,-0.8333333333333334,5
airport,1,0.05010955345870127,-0.3333333333333333,2
airport,1,0.22337399647872114,-0.3333333333333333,2
airport,1,0.06016840572859605,-0.6666666666666666,4
airport,1,0.22337399647872114,-0.3333333333333333,2
airport,1,0.03592524660768637,-0.3333333333333333,2
airport,1,0.013132038880604324,-0.5,3
airport,1,0.003609042830710618,-0.8333333333333334,5
airport,1,0.03592524660768637,-0.3333333333333333,2
airport,1,0.0008907266304110095,-0.8333333333333334,5
airport,1,0.015768127809462573,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.3333333333333333,2
airport,1,0.03592524660768637,-0.3333333333333333,2
airport,1,0.013132038880604324,-0.5,3
airport,1,0.22337399647872114,-0.16666666666666666,1
airport,1,0.009414806213275395,-0.5,3
airport,1,0.015768127809462573,-0.8333333333333334,5
airport,1,0.06016840572859605,-0.6666666666666666,4
airport,1,0.22337399647872114,-0.3333333333333333,2
airport,1,0.05010955345870127,-0.6666666666666666,4
airport,1,0.05853885744745513,-0.5,3
airport,1,0.013132038880604324,-0.3333333333333333,2
airport,1,0.05853885744745513,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.16666666666666666,1
airport,1,0.05853885744745513,-0.6666666666666666,4
airport,1,0.22337399647872114,-0.3333333333333333,2
airport,1,0.05010955345870127,-0.5,3
airport,1,0.051126318247808444,-0.6666666666666666,4
airport,1,0.22337399647872114,-0.16666666666666666,1
airport,1,0.03592524660768637,-0.5,3
airport,1,0.05853885744745513,-0.5,3
airport,1,0.0008907266304110095,-0.8333333333333334,5
airport,1,0.22337399647872114,-0.6666666666666666,4
airport,1,0.0008907266304110095,-0.8333333333333334,5
airport,1,0.22337399647872114,-0.5,3
airport,1,0.05010955345870127,-0.3333333333333333,2
airport,1,0.03592524660768637,-0.5,3
airport,1,0.003609042830710618,-0.8333333333333334,5
airport,1,0.22337399647872114,-0.5,3
airport,1,0.22337399647872114,-0.5,3
airport,1,0.22337399647872114,-0.5,3
airport,1,0.05853885744745513,-0.5,3
airport,1,0.05010955345870127,-0.5,3
airport,1,0.05010955345870127,-0.5,3
airport,1,0.03592524660768637,-0.5,3
airport,1,0.008222647309668152,-0.6666666666666666,4
airport,1,0.0,-0.6666666666666666,4
airport,1,0.05853885744745513,-0.6666666666666666,4
airport,1,0.013132038880604324,-0.5,3
airport,1,0.0,-0.6666666666666666,4
airport,1,0.0,-1.0,6
airport,1,0.03592524660768637,-0.5,3
airport,1,0.011469181810646378,-0.5,3
airport,1,0.003609042830710618,-0.8333333333333334,5
airport,1,0.011469181810646378,-0.6666666666666666,4
airport,1,0.05010955345870127,-0.5,3
airport,1,0.003609042830710618,-0.8333333333333334,5
airport,1,0.03592524660768637,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.5,3
airport,1,0.05010955345870127,-0.5,3
airport,1,0.051126318247808444,-0.5,3
airport,1,0.22337399647872114,-0.5,3
airport,1,0.22337399647872114,-0.5,3
airport,1,0.03592524660768637,-0.6666666666666666,4
airport,1,0.004612425044516089,-0.6666666666666666,4
airport,1,0.015768127809462573,-0.8333333333333334,5
airport,1,0.05010955345870127,-0.5,3
airport,1,0.004612425044516089,-0.6666666666666666,4
airport,1,0.013132038880604324,-0.5,3
airport,1,0.22337399647872114,-0.16666666666666666,1
airport,1,0.22337399647872114,-0.0,0
airport,1,0.22337399647872114,-0.5,3
airport,1,0.03592524660768637,-0.5,3
airport,1,0.03592524660768637,-0.3333333333333333,2
airport,1,0.011469181810646378,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.16666666666666666,1
airport,1,0.03592524660768637,-0.5,3
airport,1,0.22337399647872114,-0.0,0
airport,1,0.0,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.6666666666666666,4
airport,1,0.05010955345870127,-0.3333333333333333,2
airport,1,0.03592524660768637,-0.16666666666666666,1
airport,1,0.05010955345870127,-0.5,3
airport,1,0.013132038880604324,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.3333333333333333,2
airport,1,0.03592524660768637,-0.6666666666666666,4
airport,1,0.03592524660768637,-0.5,3
airport,1,0.22337399647872114,-0.3333333333333333,2
airport,1,0.22337399647872114,-0.0,0
airport,1,0.03592524660768637,-0.5,3
airport,1,0.05010955345870127,-0.6666666666666666,4
airport,1,0.003609042830710618,-0.8333333333333334,5
airport,1,0.003609042830710618,-0.8333333333333334,5
hospital,1,0.4967909547833075,-1.6,6
hospital,1,0.24315756576632586,-0.7,7
hospital,1,0.4694541344903692,-1.4,4
hospital,1,0.6086948858179753,-1.6,6
hospital,1,0.385599188513301,-1.8,8
hospital,1,0.49676169740756204,-1.6,6
hospital,1,0.5468475106079831,-1.6,6
hospital,1,0.42850099142022324,-1.7,7
hospital,1,0.2629936790618288,-0.7,7
hospital,1,0.26187931623708605,-0.7,7
hospital,1,0.3764851312661076,-1.5,5
hospital,1,0.4694541344903692,-1.7,7
hospital,1,0.5065292841479625,-1.3,3
hospital,1,0.6086948858179753,-1.5,5
hospital,1,0.5742552604116484,-1.2,2
hospital,1,0.261836400724347,-0.6,6
hospital,1,0.6090400455538584,-1.3,3
hospital,1,0.5422684587046469,-1.2,2
hospital,1,0.4694541344903692,-1.5,5
hospital,1,0.0002521225070323263,-0.9,9
hospital,1,0.26303652729247295,-0.6,6
hospital,1,0.4694541344903692,-1.5,5
hospital,1,0.5468475106079831,-1.4,4
hospital,1,0.5065292841479625,-1.3,3
hospital,1,0.6086948858179753,-1.3,3
hospital,1,0.49676169740756204,-1.4,4
hospital,1,0.5065292841479625,-1.5,5
hospital,1,0.5065005929742044,-1.4,4
hospital,1,0.6090400455538584,-1.2,2
hospital,1,0.5742305069340705,-1.5,5
hospital,1,0.6623992294064142,-1.3,3
hospital,1,0.6090400455538584,-1.4,4
hospital,1,0.5065292841479625,-1.4,4
hospital,1,0.24315756576632586,-0.8,8
hospital,1,0.2629936790618288,-0.6,6
hospital,1,0.2629936790618288,-0.7,7
hospital,1,0.26303652729247295,-0.5,5
hospital,1,0.6090400455538584,-1.4,4
hospital,1,0.5065005929742044,-1.5,5
hospital,1,0.21945273335876703,-0.7,7
hospital,1,0.26303652729247295,-0.6,6
hospital,1,0.4694541344903692,-1.4,4
hospital,1,0.42850099142022324,-1.4,4
hospital,1,0.385599188513301,-1.6,6
hospital,1,0.6086948858179753,-1.5,5
hospital,1,0.5065292841479625,-1.3,3
hospital,1,0.5107698719387217,-1.7,7
hospital,1,0.385599188513301,-1.5,5
hospital,1,0.6086948858179753,-1.5,5
hospital,1,0.4694541344903692,-1.5,5
hospital,1,0.26303652729247295,-0.7,7
hospital,1,0.385599188513301,-1.6,6
hospital,1,0.6623992294064142,-1.2,2
hospital,1,0.4967909547833075,-1.4,4
hospital,1,0.261836400724347,-0.6,6
hospital,1,0.24315756576632586,-0.8,8
hospital,1,0.261836400724347,-0.7,7
hospital,1,0.2902622119955647,-0.6,6
hospital,1,0.26303652729247295,-0.5,5
hospital,1,0.5065005929742044,-1.4,4
hospital,1,0.5422684587046469,-1.6,6
hospital,1,0.5468475106079831,-1.4,4
hospital,1,0.5742552604116484,-1.2,2
hospital,1,0.261836400724347,-0.6,6
hospital,1,0.26187931623708605,-0.6,6
hospital,1,0.6090400455538584,-1.4,4
hospital,1,0.385599188513301,-1.3,3
hospital,1,0.5065005929742044,-1.3,3
hospital,1,0.6623992294064142,-1.3,3
hospital,1,0.5468475106079831,-1.5,5
