dc_id,dc_str,m,nV,nE_best,best_head_idx,best_base,weight
283,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
284,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
285,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
286,t0.OriginState String EQUAL t1.OriginState String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
287,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.DayOfWeek int LESS t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
288,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int,3,100000,27490,1,0.4358303348372301,0.1858303348372301
289,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
290,t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginWac int EQUAL t1.OriginWac int,2,100000,0,-1,0.0,0.0
291,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
292,t0.FlightDate String EQUAL t1.FlightDate String AND t0.AirlineID int EQUAL t1.AirlineID int,2,100000,0,-1,0.0,0.0
293,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
294,t0.OriginState String EQUAL t1.OriginState String AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,25003,0,0.34321637445905584,0.09321637445905584
295,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginStateFips int LESS t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
296,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,27804,2,0.4060968395491828,0.1560968395491828
297,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,27804,0,0.4060968395491828,0.1560968395491828
298,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
299,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int,3,100000,47138,1,0.9998868925414138,0.7498868925414138
300,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,27490,2,0.4358303348372301,0.1858303348372301
301,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
302,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,2,100000,0,-1,0.0,0.0
303,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int GREATER t1.OriginCityMarketID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
304,t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
305,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
306,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
307,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
308,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
309,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
310,t0.OriginState String EQUAL t1.OriginState String AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginAirportID int GREATER t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
311,t0.Carrier String EQUAL t1.Carrier String AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
312,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
313,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
314,t0.OriginState String EQUAL t1.OriginState String AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
315,t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
316,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Origin String EQUAL t1.Origin String,3,100000,0,-1,0.0,0.0
317,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginAirportID int GREATER t1.OriginAirportID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
318,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
319,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,94152,1,0.9985876550337053,0.7485876550337053
320,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
321,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
322,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginAirportID int GREATER_EQUAL t1.OriginAirportID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
323,t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
324,t0.OriginState String EQUAL t1.OriginState String AND t0.Carrier String EQUAL t1.Carrier String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
325,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
326,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int,2,100000,94152,1,0.9985876550337053,0.7485876550337053
327,t0.FlightDate String EQUAL t1.FlightDate String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginStateFips int GREATER_EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
328,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int,3,100000,25466,0,0.29749798846356607,0.047497988463566065
329,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,0,-1,0.0,0.0
330,t0.AirlineID int LESS t1.AirlineID int AND t0.Origin String EQUAL t1.Origin String,2,100000,45042,1,0.13701337616846093,0.0
331,t0.Month int UNEQUAL t1.Month int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,0,-1,0.0,0.0
332,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,100000,97004,0,0.9986291780173168,0.7486291780173168
333,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,100000,97892,1,0.6705139018417938,0.4205139018417938
334,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
335,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
336,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int GREATER t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
337,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
338,t0.OriginState String EQUAL t1.OriginState String AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportSeqID int GREATER t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
339,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
340,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,25168,2,0.41732834326107093,0.16732834326107093
341,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
342,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.OriginState String UNEQUAL t1.OriginState String,2,100000,94152,0,0.9987543927254147,0.7487543927254147
343,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,25043,0,0.29850667440171985,0.04850667440171985
344,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.AirlineID int LESS t1.AirlineID int,3,100000,0,-1,0.0,0.0
345,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,100000,0,-1,0.0,0.0
346,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
347,t0.Carrier String EQUAL t1.Carrier String AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
348,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.Month int LESS t1.Month int,2,100000,0,-1,0.0,0.0
349,t0.AirlineID int LESS t1.AirlineID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
350,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.OriginWac int LESS t1.OriginWac int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
351,t0.Carrier String EQUAL t1.Carrier String AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
352,t0.Month int LESS t1.Month int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,2,100000,0,-1,0.0,0.0
353,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.AirlineID int LESS t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
354,t0.AirlineID int LESS_EQUAL t1.AirlineID int AND t0.DayofMonth int LESS t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
355,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,25003,2,0.34321637445905584,0.09321637445905584
356,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
357,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
358,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportID int GREATER t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
359,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
360,t0.AirlineID int LESS t1.AirlineID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
361,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
362,t0.UniqueCarrier String UNEQUAL t1.UniqueCarrier String AND t0.AirlineID int EQUAL t1.AirlineID int,2,100000,89623,1,0.9997046107995099,0.7497046107995099
363,t0.AirlineID int UNEQUAL t1.AirlineID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,100000,89623,1,0.9997046107995099,0.7497046107995099
364,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
365,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,25466,1,0.29749798846356607,0.047497988463566065
366,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,100000,94152,1,0.899104797459267,0.649104797459267
367,t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginAirportID int LESS t1.OriginAirportID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,25043,0,0.29850667440171985,0.04850667440171985
368,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,94152,1,0.9987543927254147,0.7487543927254147
369,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
370,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Origin String EQUAL t1.Origin String AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
371,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
372,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportID int GREATER_EQUAL t1.OriginAirportID int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
373,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
374,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
375,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
376,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
377,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.AirlineID int LESS t1.AirlineID int,2,100000,45042,0,0.13701337616846093,0.0
378,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
379,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
380,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.Origin String UNEQUAL t1.Origin String,2,100000,97892,0,0.998641612703261,0.748641612703261
381,t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.Origin String EQUAL t1.Origin String,2,100000,97892,1,0.998641612703261,0.748641612703261
382,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
383,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,97892,1,0.998641612703261,0.748641612703261
384,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.Origin String EQUAL t1.Origin String,2,100000,97892,1,0.998641612703261,0.748641612703261
385,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Origin String EQUAL t1.Origin String,3,100000,0,-1,0.0,0.0
386,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
387,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,0,-1,0.0,0.0
388,t0.OriginState String EQUAL t1.OriginState String AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
389,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,25168,2,0.41732834326107093,0.16732834326107093
390,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
391,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityName String EQUAL t1.OriginCityName String,3,100000,0,-1,0.0,0.0
392,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
393,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Origin String EQUAL t1.Origin String AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
394,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
395,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,25466,2,0.29749798846356607,0.047497988463566065
396,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginStateFips int LESS t1.OriginStateFips int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
397,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
398,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginStateFips int GREATER_EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
399,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
400,t0.OriginAirportSeqID int GREATER t1.OriginAirportSeqID int AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
401,t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
402,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.DayOfWeek int UNEQUAL t1.DayOfWeek int,2,100000,85704,0,0.9719433613102131,0.7219433613102131
403,t0.Month int LESS t1.Month int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int,2,100000,54958,0,0.1839729580137396,0.0
404,t0.OriginState String EQUAL t1.OriginState String AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
405,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,25043,2,0.29850667440171985,0.04850667440171985
406,t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginStateFips int LESS t1.OriginStateFips int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
407,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginStateFips int GREATER_EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
408,t0.FlightDate String EQUAL t1.FlightDate String AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,100000,0,-1,0.0,0.0
409,t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
410,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
411,t0.OriginState String EQUAL t1.OriginState String AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int GREATER t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
412,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.AirlineID int EQUAL t1.AirlineID int,2,100000,0,-1,0.0,0.0
413,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
414,t0.OriginState String EQUAL t1.OriginState String AND t0.DayOfWeek int EQUAL t1.DayOfWeek int,2,100000,0,-1,0.0,0.0
415,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
416,t0.OriginState String EQUAL t1.OriginState String AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.AirlineID int GREATER t1.AirlineID int,3,100000,0,-1,0.0,0.0
417,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int,3,100000,48998,1,0.9998911859463893,0.7498911859463893
418,t0.FlightDate String EQUAL t1.FlightDate String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
419,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
420,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,94152,1,0.9987543927254147,0.7487543927254147
421,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int GREATER t1.AirlineID int,3,100000,0,-1,0.0,0.0
422,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
423,t0.OriginState String EQUAL t1.OriginState String AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
424,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Month int UNEQUAL t1.Month int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
