dc_id,dc_str,m,nV,nE_best,best_head_idx,best_base,weight
142,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
143,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.DayOfWeek int LESS t1.DayOfWeek int,2,100000,0,-1,0.0,0.0
144,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
145,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
146,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginAirportID int GREATER_EQUAL t1.OriginAirportID int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
147,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.Carrier String EQUAL t1.Carrier String,2,100000,0,-1,0.0,0.0
148,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
149,t0.Month int LESS t1.Month int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
150,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
151,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.Month int LESS t1.Month int,2,100000,0,-1,0.0,0.0
152,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
153,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
154,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
155,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.AirlineID int EQUAL t1.AirlineID int,2,100000,0,-1,0.0,0.0
156,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
157,t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
158,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
159,t0.OriginState String EQUAL t1.OriginState String AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
160,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
161,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
162,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
163,t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
164,t0.Quarter int UNEQUAL t1.Quarter int,1,100000,0,-1,0.0,0.0
165,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
166,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
167,t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,100000,0,-1,0.0,0.0
168,t0.FlightDate String EQUAL t1.FlightDate String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
169,t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
170,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.FlightDate String EQUAL t1.FlightDate String,2,100000,0,-1,0.0,0.0
171,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
172,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
173,t0.AirlineID int LESS_EQUAL t1.AirlineID int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
174,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS t1.OriginAirportID int,2,100000,48998,0,0.9998911859463893,0.7498911859463893
175,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,2,100000,0,-1,0.0,0.0
176,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
177,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.AirlineID int LESS_EQUAL t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
178,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,48456,1,0.9998901939605649,0.7498901939605649
179,t0.Origin String UNEQUAL t1.Origin String AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
180,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,25003,2,0.34321637445905584,0.09321637445905584
181,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginWac int EQUAL t1.OriginWac int,2,100000,94152,1,0.9994982645017494,0.7494982645017494
182,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,94152,1,0.9994982645017494,0.7494982645017494
183,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,31726,2,0.00024858785749846165,0.0
184,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,27490,2,0.4358303348372301,0.1858303348372301
185,t0.FlightDate String EQUAL t1.FlightDate String AND t0.Origin String EQUAL t1.Origin String,2,100000,0,-1,0.0,0.0
186,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int,2,100000,97892,0,0.998641612703261,0.748641612703261
187,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int UNEQUAL t1.OriginAirportID int,2,100000,97892,0,0.998641612703261,0.748641612703261
188,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
189,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,25043,1,0.29850667440171985,0.04850667440171985
190,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
191,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
192,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,25466,2,0.29749798846356607,0.047497988463566065
193,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,0,-1,0.0,0.0
194,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
195,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
196,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
197,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
198,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,100000,94152,1,0.899104797459267,0.649104797459267
199,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.OriginAirportID int GREATER_EQUAL t1.OriginAirportID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
200,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
201,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,27804,1,0.4060968395491828,0.1560968395491828
202,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
203,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
204,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
205,t0.AirlineID int LESS t1.AirlineID int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
206,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
207,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.FlightDate String EQUAL t1.FlightDate String,3,100000,0,-1,0.0,0.0
208,t0.OriginState String EQUAL t1.OriginState String AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
209,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
210,t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.DayOfWeek int GREATER_EQUAL t1.DayOfWeek int,3,100000,27804,1,0.4060968395491828,0.1560968395491828
211,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.AirlineID int EQUAL t1.AirlineID int,2,100000,0,-1,0.0,0.0
212,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,27490,2,0.4358303348372301,0.1858303348372301
213,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
214,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
215,t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginStateFips int LESS t1.OriginStateFips int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
216,t0.OriginStateName String UNEQUAL t1.OriginStateName String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,2,100000,94152,1,0.9994982645017494,0.7494982645017494
217,t0.OriginStateFips int UNEQUAL t1.OriginStateFips int AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,94152,1,0.9994982645017494,0.7494982645017494
218,t0.DayofMonth int LESS t1.DayofMonth int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
219,t0.Origin String UNEQUAL t1.Origin String AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
220,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
221,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightDate String EQUAL t1.FlightDate String,2,100000,0,-1,0.0,0.0
222,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginStateFips int LESS t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
223,t0.AirlineID int LESS t1.AirlineID int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginStateFips int LESS t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
224,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
225,t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.Origin String EQUAL t1.Origin String,2,100000,0,-1,0.0,0.0
226,t0.OriginState String EQUAL t1.OriginState String AND t0.Origin String UNEQUAL t1.Origin String AND t0.Carrier String EQUAL t1.Carrier String,3,100000,0,-1,0.0,0.0
227,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
228,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
229,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
230,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportSeqID int GREATER t1.OriginAirportSeqID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
231,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.Month int UNEQUAL t1.Month int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
232,t0.FlightNum int GREATER_EQUAL t1.FlightNum int AND t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
233,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
234,t0.Carrier String EQUAL t1.Carrier String AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
235,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityMarketID int GREATER t1.OriginCityMarketID int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
236,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
237,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginWac int EQUAL t1.OriginWac int AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
238,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.Origin String EQUAL t1.Origin String,2,100000,97615,1,0.9986377581434951,0.7486377581434951
239,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,97892,1,0.8646251582141591,0.6146251582141591
240,t0.OriginAirportSeqID int GREATER_EQUAL t1.OriginAirportSeqID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.OriginStateName String UNEQUAL t1.OriginStateName String,3,100000,47138,0,0.9998868925414138,0.7498868925414138
241,t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
242,t0.Month int LESS t1.Month int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int,2,100000,0,-1,0.0,0.0
243,t0.OriginState String UNEQUAL t1.OriginState String AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,94152,1,0.9985876550337053,0.7485876550337053
244,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.OriginWac int GREATER_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
245,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.Month int LESS t1.Month int,2,100000,0,-1,0.0,0.0
246,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
247,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,2,100000,0,-1,0.0,0.0
248,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int,3,100000,0,-1,0.0,0.0
249,t0.OriginWac int UNEQUAL t1.OriginWac int AND t0.Origin String EQUAL t1.Origin String,2,100000,94152,1,0.9985876550337053,0.7485876550337053
250,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,2,100000,97892,1,0.6705139018417938,0.4205139018417938
251,t0.Origin String EQUAL t1.Origin String AND t0.OriginCityMarketID int UNEQUAL t1.OriginCityMarketID int,2,100000,97004,0,0.9986291780173168,0.7486291780173168
252,t0.OriginStateFips int LESS_EQUAL t1.OriginStateFips int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginAirportSeqID int LESS_EQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
253,t0.OriginWac int LESS t1.OriginWac int AND t0.OriginStateFips int GREATER_EQUAL t1.OriginStateFips int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
254,t0.Origin String UNEQUAL t1.Origin String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
255,t0.AirlineID int LESS_EQUAL t1.AirlineID int AND t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.Month int UNEQUAL t1.Month int,3,100000,0,-1,0.0,0.0
256,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
257,t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.OriginAirportSeqID int UNEQUAL t1.OriginAirportSeqID int,3,100000,0,-1,0.0,0.0
258,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportSeqID int GREATER t1.OriginAirportSeqID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
259,t0.OriginAirportSeqID int EQUAL t1.OriginAirportSeqID int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
260,t0.OriginCityMarketID int LESS_EQUAL t1.OriginCityMarketID int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
261,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginStateFips int EQUAL t1.OriginStateFips int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
262,t0.OriginAirportID int EQUAL t1.OriginAirportID int AND t0.Month int UNEQUAL t1.Month int,2,100000,0,-1,0.0,0.0
263,t0.OriginCityName String UNEQUAL t1.OriginCityName String AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginWac int EQUAL t1.OriginWac int,3,100000,0,-1,0.0,0.0
264,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int AND t0.DayofMonth int GREATER_EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
265,t0.FlightDate String EQUAL t1.FlightDate String AND t0.OriginStateName String EQUAL t1.OriginStateName String,2,100000,0,-1,0.0,0.0
266,t0.OriginState String EQUAL t1.OriginState String AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportID int GREATER t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
267,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.DayOfWeek int EQUAL t1.DayOfWeek int AND t0.AirlineID int EQUAL t1.AirlineID int,3,100000,0,-1,0.0,0.0
268,t0.OriginState String EQUAL t1.OriginState String AND t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int LESS t1.OriginCityMarketID int,3,100000,25168,0,0.41732834326107093,0.16732834326107093
269,t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.Carrier String EQUAL t1.Carrier String AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
270,t0.OriginState String EQUAL t1.OriginState String AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginAirportID int LESS t1.OriginAirportID int,3,100000,0,-1,0.0,0.0
271,t0.AirlineID int LESS t1.AirlineID int AND t0.OriginCityName String EQUAL t1.OriginCityName String,2,100000,45042,1,0.11225043656680668,0.0
272,t0.OriginAirportSeqID int LESS t1.OriginAirportSeqID int AND t0.AirlineID int LESS t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
273,t0.DayofMonth int LESS_EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.DayOfWeek int LESS t1.DayOfWeek int,3,100000,0,-1,0.0,0.0
274,t0.DayOfWeek int LESS_EQUAL t1.DayOfWeek int AND t0.DayofMonth int LESS t1.DayofMonth int AND t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
275,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.AirlineID int EQUAL t1.AirlineID int AND t0.OriginStateName String EQUAL t1.OriginStateName String,3,100000,0,-1,0.0,0.0
276,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginCityName String EQUAL t1.OriginCityName String AND t0.FlightNum int LESS_EQUAL t1.FlightNum int,3,100000,0,-1,0.0,0.0
277,t0.OriginAirportID int LESS_EQUAL t1.OriginAirportID int AND t0.DayofMonth int EQUAL t1.DayofMonth int AND t0.OriginCityMarketID int GREATER_EQUAL t1.OriginCityMarketID int,3,100000,0,-1,0.0,0.0
278,t0.OriginWac int LESS_EQUAL t1.OriginWac int AND t0.AirlineID int LESS t1.AirlineID int AND t0.DayofMonth int EQUAL t1.DayofMonth int,3,100000,0,-1,0.0,0.0
279,t0.FlightNum int LESS_EQUAL t1.FlightNum int AND t0.AirlineID int GREATER_EQUAL t1.AirlineID int AND t0.Month int UNEQUAL t1.Month int,3,100000,25306,2,0.053451559663404626,0.0
280,t0.OriginState String EQUAL t1.OriginState String AND t0.OriginAirportID int UNEQUAL t1.OriginAirportID int AND t0.UniqueCarrier String EQUAL t1.UniqueCarrier String,3,100000,0,-1,0.0,0.0
281,t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.OriginAirportID int EQUAL t1.OriginAirportID int,2,100000,0,-1,0.0,0.0
282,t0.OriginCityMarketID int EQUAL t1.OriginCityMarketID int AND t0.DayOfWeek int LESS t1.DayOfWeek int AND t0.AirlineID int GREATER t1.AirlineID int,3,100000,0,-1,0.0,0.0
