-----airport-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
latitude_deg,6.13864803314209,0.0005180835723876953,6.131479740142822,0.006650209426879883,1.0,-4.0,6,200000,67417472,15
latitude_deg,5.978384017944336,0.00012087821960449219,5.969266176223755,0.008996963500976562,1.0,-4.5,7,200000,67417472,15
latitude_deg,6.3655219078063965,0.0001289844512939453,6.359547853469849,0.005845069885253906,1.0,-2.0,2,200000,67417472,15
latitude_deg,6.23314094543457,0.0001251697540283203,6.227306842803955,0.005708932876586914,1.0,-4.0,6,200000,67417472,15
latitude_deg,6.1328284740448,0.00013518333435058594,6.126235008239746,0.006458282470703125,1.0,-4.0,6,200000,67417472,15
latitude_deg,6.427396059036255,0.00013780593872070312,6.419093132019043,0.008165121078491211,1.0,-4.0,6,200000,67417472,15
latitude_deg,6.190906286239624,0.0001251697540283203,6.183696985244751,0.0070841312408447266,1.0,-5.5,9,200000,67417472,15
latitude_deg,6.393357038497925,0.00012493133544921875,6.385051965713501,0.00818014144897461,1.0,-4.0,6,200000,67417472,15
latitude_deg,6.234102487564087,0.00011801719665527344,6.226182222366333,0.007802248001098633,1.0,-3.0,4,200000,67417472,15
latitude_deg,6.363281965255737,0.0001308917999267578,6.355679988861084,0.0074710845947265625,1.0,-3.5,5,200000,67417472,15
-----hospital-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
ProviderNumber,0.40233898162841797,0.0024487972259521484,0.394287109375,0.00560307502746582,1.0,-2.5,3,0,2176792,12
ProviderNumber,0.4022510051727295,8.392333984375e-05,0.3962419033050537,0.005925178527832031,1.0,-2.0,2,0,2176792,12
ProviderNumber,0.40120887756347656,8.106231689453125e-05,0.3950979709625244,0.006029844284057617,1.0,-4.5,7,0,2176792,12
ProviderNumber,0.4057307243347168,8.106231689453125e-05,0.3986947536468506,0.00695490837097168,1.0,-4.0,6,0,2176792,12
ProviderNumber,0.4121694564819336,9.012222290039062e-05,0.4051961898803711,0.006883144378662109,1.0,-5.0,8,0,2176792,12
ProviderNumber,0.40574193000793457,9.202957153320312e-05,0.39908409118652344,0.00656580924987793,1.0,-4.0,6,0,2176792,12
ProviderNumber,0.4156630039215088,8.797645568847656e-05,0.408890962600708,0.006684064865112305,1.0,-3.0,4,0,2176792,12
ProviderNumber,0.41430115699768066,9.322166442871094e-05,0.408160924911499,0.00604701042175293,1.0,-3.5,5,0,2176792,12
ProviderNumber,0.41243815422058105,8.702278137207031e-05,0.4057610034942627,0.006590127944946289,1.0,-4.0,6,0,2176792,12
ProviderNumber,0.4154489040374756,9.107589721679688e-05,0.40843987464904785,0.0069179534912109375,1.0,-4.5,7,0,2176792,12
-----ncvoter-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
voter_reg_num,14.215381622314453,0.0004649162292480469,14.207767009735107,0.007149696350097656,1.0,-4.5,7,200001,160319136,17
voter_reg_num,14.592111349105835,7.295608520507812e-05,14.584229230880737,0.007809162139892578,1.0,-5.5,9,200001,160319136,17
voter_reg_num,14.505854845046997,7.200241088867188e-05,14.499383926391602,0.006398916244506836,1.0,-4.5,7,200001,160319136,17
voter_reg_num,14.306677103042603,7.605552673339844e-05,14.29883098602295,0.007770061492919922,1.0,-5.0,8,200001,160319136,17
voter_reg_num,14.417471647262573,7.486343383789062e-05,14.413435935974121,0.003960847854614258,1.0,-5.0,8,200001,160319136,17
voter_reg_num,14.47022008895874,7.915496826171875e-05,14.463389873504639,0.006751060485839844,1.0,-4.0,6,200001,160319136,17
voter_reg_num,14.402248859405518,7.82012939453125e-05,14.393402814865112,0.008767843246459961,1.0,-5.0,8,200001,160319136,17
voter_reg_num,14.112802982330322,7.510185241699219e-05,14.106131076812744,0.006596803665161133,1.0,-5.0,8,200001,160319136,17
voter_reg_num,14.217138051986694,7.987022399902344e-05,14.21127700805664,0.0057811737060546875,1.0,-3.5,5,200001,160319136,17
voter_reg_num,14.31994891166687,7.987022399902344e-05,14.31173300743103,0.00813603401184082,1.0,-4.5,7,200001,160319136,17
-----Onlineretail-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
InvoiceNo,0.01616072654724121,0.0012519359588623047,0.011938810348510742,0.002969980239868164,1.0,-2.5,3,0,57864,7
InvoiceNo,0.0300447940826416,9.298324584960938e-05,0.013103961944580078,0.016847848892211914,1.0,-3.0,4,0,57864,7
InvoiceNo,0.01980733871459961,9.608268737792969e-05,0.016036033630371094,0.003675222396850586,1.0,-2.5,3,0,57864,7
