method,dataset,target_attribute,total_time,init_time,model_time,del_time,update_time,leakage,utility,paths_blocked,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells,num_cells_updated
delgum,tax,marital_status,0.00442814826965332,0.00020003318786621094,0.0010721683502197266,0.0,0.003155946731567383,1.0,-2.0,0,2,15,22208,15,1
delgum,tax,marital_status,0.006542205810546875,0.00041103363037109375,0.0032622814178466797,0.0,0.0028688907623291016,1.0,-3.0,0,4,15,22352,15,1
delgum,tax,marital_status,0.00691986083984375,0.00027632713317871094,0.004202604293823242,0.0,0.002440929412841797,1.0,-5.0,0,8,15,22640,15,1
delgum,tax,marital_status,0.0042150020599365234,0.00022602081298828125,0.0009810924530029297,0.0,0.0030078887939453125,1.0,-1.5,0,1,15,22136,15,1
delgum,tax,marital_status,0.01000070571899414,0.0003628730773925781,0.007016897201538086,0.0,0.0026209354400634766,0.0,-5.0,15,10,15,22784,15,1
delgum,tax,marital_status,0.008803129196166992,0.00021314620971679688,0.0061948299407958984,0.0,0.002395153045654297,0.0,-5.0,15,10,15,22784,15,1
delgum,tax,marital_status,0.008096933364868164,0.00022912025451660156,0.0050046443939208984,0.0,0.002863168716430664,0.0,-5.0,15,10,15,22784,15,1
delgum,tax,marital_status,0.009390830993652344,0.00019788742065429688,0.00606226921081543,0.0,0.003130674362182617,0.0,-5.0,15,10,15,22784,15,1
delgum,tax,marital_status,0.005842924118041992,0.00011277198791503906,0.0029859542846679688,0.0,0.0027441978454589844,0.0,-5.0,15,10,15,22784,15,1
delgum,tax,marital_status,0.006832122802734375,0.00020885467529296875,0.0041429996490478516,0.0,0.0024802684783935547,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.007618904113769531,0.00019812583923339844,0.0047359466552734375,0.0,0.0026848316192626953,0.0,-5.0,15,10,15,22784,15,1
delgum,tax,marital_status,0.007248640060424805,0.00023984909057617188,0.004403829574584961,0.0,0.002604961395263672,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.007227659225463867,0.0002377033233642578,0.004540920257568359,0.0,0.00244903564453125,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.007278919219970703,0.00023603439331054688,0.004704952239990234,0.0,0.002337932586669922,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.006597042083740234,0.000186920166015625,0.00407099723815918,0.0,0.0023391246795654297,0.0,-4.0,15,8,15,22640,15,1
delgum,tax,marital_status,0.006570100784301758,0.00018930435180664062,0.0038259029388427734,0.0,0.0025548934936523438,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.009243011474609375,0.000263214111328125,0.005931854248046875,0.0,0.003047943115234375,0.0,-4.0,15,8,15,22640,15,1
delgum,tax,marital_status,0.007451057434082031,0.0001811981201171875,0.004818916320800781,0.0,0.0024509429931640625,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.007576704025268555,0.0002129077911376953,0.004273891448974609,0.0,0.00308990478515625,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.0077800750732421875,0.0003800392150878906,0.0049021244049072266,0.0,0.0024979114532470703,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.008025646209716797,0.00021505355834960938,0.0051288604736328125,0.0,0.002681732177734375,1.0,-6.0,0,10,15,22784,15,1
delgum,tax,marital_status,0.01067495346069336,0.00021195411682128906,0.008094072341918945,0.0,0.002368927001953125,0.0,-5.0,15,10,15,22784,15,1
