-----airport-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes
-----hospital-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes
ProviderNumber,0.013486146926879883,8.106231689453125e-05,0.010785102844238281,0.0026199817657470703,1.0,-3.5,5,0,14104
ProviderNumber,0.01850605010986328,7.82012939453125e-05,0.014311790466308594,0.004116058349609375,1.0,-6.0,10,0,14104
ProviderNumber,0.018897056579589844,8.0108642578125e-05,0.014755010604858398,0.00406193733215332,1.0,-6.0,10,0,14104
ProviderNumber,0.015081167221069336,7.700920104980469e-05,0.011838912963867188,0.0031652450561523438,1.0,-4.0,6,0,14104
ProviderNumber,0.01774907112121582,7.82012939453125e-05,0.014386892318725586,0.003283977508544922,1.0,-6.0,10,0,14104
ProviderNumber,0.017490863800048828,7.510185241699219e-05,0.014207839965820312,0.0032079219818115234,1.0,-6.0,10,0,14104
ProviderNumber,0.017499208450317383,7.82012939453125e-05,0.014444828033447266,0.0029761791229248047,1.0,-6.0,10,0,14104
ProviderNumber,0.017612934112548828,7.390975952148438e-05,0.014342784881591797,0.003196239471435547,1.0,-6.0,10,0,14104
ProviderNumber,0.01743793487548828,7.390975952148438e-05,0.01376795768737793,0.003596067428588867,1.0,-5.0,8,0,14104
ProviderNumber,0.01766657829284668,7.724761962890625e-05,0.014262199401855469,0.0033271312713623047,1.0,-6.0,10,0,14104
-----ncvoter-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes
-----Onlineretail-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes
-----adult-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes
education,0.007870912551879883,3.5762786865234375e-05,0.0034241676330566406,0.004410982131958008,0.0,-4.5,9,0,2864
education,0.0035326480865478516,2.4080276489257812e-05,0.0011668205261230469,0.002341747283935547,1.0,-1.5,1,0,2864
education,0.006919145584106445,2.09808349609375e-05,0.0032880306243896484,0.0036101341247558594,0.0,-4.0,8,0,2864
education,0.006775856018066406,2.4080276489257812e-05,0.003268003463745117,0.0034837722778320312,0.0,-4.0,8,0,2864
education,0.006706953048706055,2.193450927734375e-05,0.0033240318298339844,0.0033609867095947266,0.0,-4.5,9,0,2864
education,0.006642580032348633,1.9788742065429688e-05,0.0033347606658935547,0.0032880306243896484,0.0,-5.0,10,0,2864
education,0.0052831172943115234,2.193450927734375e-05,0.002485036849975586,0.0027761459350585938,0.0,-2.0,4,0,2864
education,0.0064716339111328125,1.9788742065429688e-05,0.003136873245239258,0.003314971923828125,0.0,-3.5,7,0,2864
education,0.006643772125244141,2.1219253540039062e-05,0.0031707286834716797,0.003451824188232422,0.0,-3.5,7,0,2864
education,0.0063550472259521484,1.8835067749023438e-05,0.003275156021118164,0.003061056137084961,1.0,-5.0,8,0,2864
