method,dataset,target_attribute,epsilon_m,lambda,L0,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,memory_overhead_bytes,num_instantiated_cells
marginal_em,adult,education,0.1,1000,0.1,0.0944859981536865,0.0036649703979492,0.0889949798583984,0.0018260478973388,0.0724971067657117,,-4.0,7,4,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0581638813018798,0.0014240741729736,0.0551879405975341,0.001551866531372,0.0651896964094164,,-5.0,7,5,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0572447776794433,0.0014340877532958,0.0534048080444335,0.0024058818817138,0.007426165546169,,-6.0,7,6,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0573408603668212,0.0014479160308837,0.053851842880249,0.0020411014556884,0.0651896964094164,,-5.0,7,5,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0581398010253906,0.0014019012451171,0.05413818359375,0.0025997161865234,0.0724971067657117,,-4.0,7,4,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0581231117248535,0.0013949871063232,0.0543060302734375,0.0024220943450927,0.0651896964094164,,-5.0,7,5,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0580019950866699,0.0014631748199462,0.0544548034667968,0.0020840167999267,0.0651896964094164,,-5.0,7,5,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0585620403289794,0.0014033317565917,0.0543248653411865,0.0028338432312011,0.0724971067657117,,-4.0,7,4,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0569560527801513,0.001467227935791,0.0527398586273193,0.002748966217041,0.0651896964094164,,-5.0,7,5,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0561752319335937,0.0014340877532958,0.0521419048309326,0.0025992393493652,0.0107358082911233,,-8.0,7,8,2858,12
marginal_em,adult,education,0.1,1000,0.1,0.0552880764007568,0.0013911724090576,0.0516159534454345,0.0022809505462646,0.0724971067657117,,-4.0,7,4,2858,12
