-----airport-----
attribute,time,dependencies,cells,depth,space_overhead(B)
latitude_deg,0.9443247318267822,21,22,1,57166
latitude_deg,0.911386251449585,21,22,1,57166
latitude_deg,0.9141936302185059,21,22,1,57166
latitude_deg,0.9064621925354004,21,22,1,57166
latitude_deg,0.9062063694000244,21,22,1,57166
latitude_deg,0.9052050113677979,21,22,1,57166
latitude_deg,0.9094951152801514,21,22,1,57166
latitude_deg,1.0141117572784424,21,22,1,57166
latitude_deg,0.9179372787475586,21,22,1,57166
latitude_deg,1.0240371227264404,21,22,1,57166
latitude_deg,0.9092569351196289,21,22,1,57166
latitude_deg,0.9053421020507812,21,22,1,57166
latitude_deg,0.9125242233276367,21,22,1,57166
latitude_deg,0.9185540676116943,21,22,1,57166
latitude_deg,0.9293529987335205,21,22,1,57166
latitude_deg,0.927678108215332,21,22,1,57166
latitude_deg,0.9237360954284668,21,22,1,57166
latitude_deg,0.9227900505065918,21,22,1,57166
latitude_deg,0.9210591316223145,21,22,1,57166
latitude_deg,0.8980972766876221,21,22,1,57166
latitude_deg,0.9062058925628662,21,22,1,57166
latitude_deg,0.9252700805664062,21,22,1,57166
latitude_deg,0.9171199798583984,21,22,1,57166
latitude_deg,0.9138691425323486,21,22,1,57166
latitude_deg,0.9115164279937744,21,22,1,57166
latitude_deg,0.9182455539703369,21,22,1,57166
latitude_deg,0.9355597496032715,21,22,1,57166
latitude_deg,0.9239788055419922,21,22,1,57166
latitude_deg,0.9283614158630371,21,22,1,57166
latitude_deg,0.9401271343231201,21,22,1,57166
latitude_deg,0.9292590618133545,21,22,1,57166
latitude_deg,0.9248831272125244,21,22,1,57166
latitude_deg,0.9197580814361572,21,22,1,57166
latitude_deg,0.9245920181274414,21,22,1,57166
latitude_deg,0.9325129985809326,21,22,1,57166
latitude_deg,0.9231967926025391,21,22,1,57166
latitude_deg,0.9164669513702393,21,22,1,57166
latitude_deg,0.9195199012756348,21,22,1,57166
latitude_deg,0.9214468002319336,21,22,1,57166
latitude_deg,0.9323403835296631,21,22,1,57166
latitude_deg,0.9379041194915771,21,22,1,57166
latitude_deg,0.9310348033905029,21,22,1,57166
latitude_deg,0.9294257164001465,21,22,1,57166
latitude_deg,0.9269750118255615,21,22,1,57166
latitude_deg,0.9230411052703857,21,22,1,57166
latitude_deg,0.9210281372070312,21,22,1,57166
latitude_deg,0.9191350936889648,21,22,1,57166
latitude_deg,0.9231588840484619,21,22,1,57166
latitude_deg,0.929527997970581,21,22,1,57166
latitude_deg,0.9102180004119873,21,22,1,57166
latitude_deg,0.9160923957824707,21,22,1,57166
latitude_deg,0.9298017024993896,21,22,1,57166
latitude_deg,0.9359068870544434,21,22,1,57166
latitude_deg,0.9340550899505615,21,22,1,57166
latitude_deg,0.9345319271087646,21,22,1,57166
latitude_deg,0.9315099716186523,21,22,1,57166
latitude_deg,0.9380900859832764,21,22,1,57166
latitude_deg,0.9219000339508057,21,22,1,57166
latitude_deg,0.9290018081665039,21,22,1,57166
latitude_deg,0.9313180446624756,21,22,1,57166
latitude_deg,0.9207351207733154,21,22,1,57166
latitude_deg,0.9294977188110352,21,22,1,57166
latitude_deg,0.9304578304290771,21,22,1,57166
latitude_deg,0.9239096641540527,21,22,1,57166
latitude_deg,0.9292161464691162,21,22,1,57166
latitude_deg,0.9322900772094727,21,22,1,57166
latitude_deg,0.9317507743835449,21,22,1,57166
latitude_deg,0.9383468627929688,21,22,1,57166
latitude_deg,0.9418289661407471,21,22,1,57166
latitude_deg,0.9270589351654053,21,22,1,57166
latitude_deg,0.9257466793060303,21,22,1,57166
latitude_deg,0.9403936862945557,21,22,1,57166
latitude_deg,0.9340112209320068,21,22,1,57166
latitude_deg,0.9361071586608887,21,22,1,57166
latitude_deg,0.9328100681304932,21,22,1,57166
latitude_deg,0.9311611652374268,21,22,1,57166
latitude_deg,0.9366452693939209,21,22,1,57166
latitude_deg,0.9416959285736084,21,22,1,57166
latitude_deg,0.9405272006988525,21,22,1,57166
latitude_deg,0.9423120021820068,21,22,1,57166
latitude_deg,0.9393842220306396,21,22,1,57166
latitude_deg,0.938194990158081,21,22,1,57166
latitude_deg,0.9304718971252441,21,22,1,57166
latitude_deg,0.9292600154876709,21,22,1,57166
latitude_deg,0.9311280250549316,21,22,1,57166
latitude_deg,0.9378340244293213,21,22,1,57166
latitude_deg,0.9385688304901123,21,22,1,57166
latitude_deg,0.9277300834655762,21,22,1,57166
latitude_deg,0.9352331161499023,21,22,1,57166
latitude_deg,0.9334278106689453,21,22,1,57166
latitude_deg,0.9330270290374756,21,22,1,57166
latitude_deg,0.9405660629272461,21,22,1,57166
latitude_deg,0.943274974822998,21,22,1,57166
latitude_deg,0.9319958686828613,21,22,1,57166
latitude_deg,0.9444048404693604,21,22,1,57166
latitude_deg,0.9416027069091797,21,22,1,57166
latitude_deg,0.9283709526062012,21,22,1,57166
latitude_deg,0.9386637210845947,21,22,1,57166
latitude_deg,0.9386641979217529,21,22,1,57166
latitude_deg,0.9343662261962891,21,22,1,57166
-----hospital-----
attribute,time,dependencies,cells,depth,space_overhead(B)
ProviderNumber,0.956913948059082,10,11,1,18628
ProviderNumber,0.9516222476959229,10,11,1,18628
ProviderNumber,0.9433081150054932,10,11,1,18628
ProviderNumber,0.9449872970581055,10,11,1,18628
ProviderNumber,0.9505417346954346,10,11,1,18628
ProviderNumber,0.9377579689025879,10,11,1,18628
ProviderNumber,0.9401109218597412,10,11,1,18628
ProviderNumber,0.9450480937957764,10,11,1,18628
ProviderNumber,0.9427762031555176,10,11,1,18628
ProviderNumber,0.9460504055023193,10,11,1,18628
ProviderNumber,0.9398868083953857,10,11,1,18628
ProviderNumber,0.950563907623291,10,11,1,18628
ProviderNumber,0.946925163269043,10,11,1,18628
ProviderNumber,0.952711820602417,10,11,1,18628
ProviderNumber,0.9627423286437988,10,11,1,18628
ProviderNumber,0.9551081657409668,10,11,1,18628
ProviderNumber,0.9554290771484375,10,11,1,18628
ProviderNumber,0.9487168788909912,10,11,1,18628
ProviderNumber,0.9423828125,10,11,1,18628
ProviderNumber,0.956618070602417,10,11,1,18628
ProviderNumber,0.9509189128875732,10,11,1,18628
ProviderNumber,0.9375741481781006,10,11,1,18628
ProviderNumber,0.9360635280609131,10,11,1,18628
ProviderNumber,0.9430887699127197,10,11,1,18628
ProviderNumber,0.9458796977996826,10,11,1,18628
ProviderNumber,0.9524786472320557,10,11,1,18628
ProviderNumber,0.9434530735015869,10,11,1,18628
ProviderNumber,0.9566030502319336,10,11,1,18628
ProviderNumber,0.9476337432861328,10,11,1,18628
ProviderNumber,0.9515199661254883,10,11,1,18628
ProviderNumber,0.9440557956695557,10,11,1,18628
ProviderNumber,0.9507460594177246,10,11,1,18628
ProviderNumber,0.9511260986328125,10,11,1,18628
ProviderNumber,0.9511160850524902,10,11,1,18628
ProviderNumber,0.9443819522857666,10,11,1,18628
ProviderNumber,0.9480111598968506,10,11,1,18628
ProviderNumber,0.9375307559967041,10,11,1,18628
ProviderNumber,0.9418609142303467,10,11,1,18628
ProviderNumber,0.9490523338317871,10,11,1,18628
ProviderNumber,0.9538733959197998,10,11,1,18628
ProviderNumber,0.9565229415893555,10,11,1,18628
ProviderNumber,0.9572091102600098,10,11,1,18628
ProviderNumber,0.9499218463897705,10,11,1,18628
ProviderNumber,0.94905686378479,10,11,1,18628
ProviderNumber,0.9415431022644043,10,11,1,18628
ProviderNumber,0.9497458934783936,10,11,1,18628
ProviderNumber,0.9472630023956299,10,11,1,18628
ProviderNumber,0.9451618194580078,10,11,1,18628
ProviderNumber,0.951265811920166,10,11,1,18628
ProviderNumber,0.9493222236633301,10,11,1,18628
ProviderNumber,0.955817699432373,10,11,1,18628
ProviderNumber,0.952852725982666,10,11,1,18628
ProviderNumber,0.9530718326568604,10,11,1,18628
ProviderNumber,0.955608606338501,10,11,1,18628
ProviderNumber,0.9611058235168457,10,11,1,18628
ProviderNumber,0.972743034362793,10,11,1,18628
ProviderNumber,0.9547817707061768,10,11,1,18628
ProviderNumber,0.95705246925354,10,11,1,18628
ProviderNumber,0.9659039974212646,10,11,1,18628
ProviderNumber,1.184305191040039,10,11,1,18628
ProviderNumber,1.0103719234466553,10,11,1,18628
ProviderNumber,0.9621951580047607,10,11,1,18628
ProviderNumber,0.9497478008270264,10,11,1,18628
ProviderNumber,0.9675159454345703,10,11,1,18628
ProviderNumber,0.9484307765960693,10,11,1,18628
ProviderNumber,0.9422512054443359,10,11,1,18628
ProviderNumber,0.9516928195953369,10,11,1,18628
ProviderNumber,0.9617269039154053,10,11,1,18628
ProviderNumber,0.957144021987915,10,11,1,18628
ProviderNumber,0.9543299674987793,10,11,1,18628
ProviderNumber,0.9474108219146729,10,11,1,18628
ProviderNumber,0.952070951461792,10,11,1,18628
ProviderNumber,0.9572408199310303,10,11,1,18628
ProviderNumber,0.9579911231994629,10,11,1,18628
ProviderNumber,0.9619791507720947,10,11,1,18628
ProviderNumber,0.9566848278045654,10,11,1,18628
ProviderNumber,0.9685759544372559,10,11,1,18628
ProviderNumber,0.9478931427001953,10,11,1,18628
ProviderNumber,0.9560844898223877,10,11,1,18628
ProviderNumber,0.9529917240142822,10,11,1,18628
ProviderNumber,0.954700231552124,10,11,1,18628
ProviderNumber,0.9594707489013672,10,11,1,18628
ProviderNumber,0.940575361251831,10,11,1,18628
ProviderNumber,0.950350284576416,10,11,1,18628
ProviderNumber,0.953341007232666,10,11,1,18628
ProviderNumber,0.9581565856933594,10,11,1,18628
ProviderNumber,0.9611549377441406,10,11,1,18628
ProviderNumber,0.9730603694915771,10,11,1,18628
ProviderNumber,0.9515371322631836,10,11,1,18628
ProviderNumber,0.9657809734344482,10,11,1,18628
ProviderNumber,0.9451420307159424,10,11,1,18628
ProviderNumber,0.9482324123382568,10,11,1,18628
ProviderNumber,0.9494946002960205,10,11,1,18628
ProviderNumber,0.9526698589324951,10,11,1,18628
