-----airport-----
attribute,time,dependencies,cells,depth,space_overhead(B)
latitude_deg,0.9577310085296631,40,15,1,7887
latitude_deg,0.9587199687957764,40,15,1,7887
latitude_deg,0.960115909576416,40,15,1,7887
latitude_deg,0.9665060043334961,40,15,1,7887
latitude_deg,0.9611799716949463,40,15,1,7887
latitude_deg,0.9705338478088379,40,15,1,7887
latitude_deg,0.9714159965515137,40,15,1,7887
latitude_deg,0.9649679660797119,40,15,1,7887
latitude_deg,0.9830219745635986,40,15,1,7887
latitude_deg,0.9898321628570557,40,15,1,7887
latitude_deg,0.9575250148773193,40,15,1,7887
latitude_deg,0.9753808975219727,40,15,1,7887
latitude_deg,0.9867660999298096,40,15,1,7887
latitude_deg,0.9704749584197998,40,15,1,7887
latitude_deg,0.9655318260192871,40,15,1,7887
latitude_deg,0.9613780975341797,40,15,1,7887
latitude_deg,0.957625150680542,40,15,1,7887
latitude_deg,0.9645979404449463,40,15,1,7887
latitude_deg,0.9746079444885254,40,15,1,7887
latitude_deg,0.9836111068725586,40,15,1,7887
-----hospital-----
attribute,time,dependencies,cells,depth,space_overhead(B)
ProviderNumber,1.4305660724639893,40,10,1,6410
ProviderNumber,1.3556087017059326,40,10,1,6410
ProviderNumber,1.3025450706481934,40,10,1,6410
ProviderNumber,1.28895902633667,40,10,1,6410
ProviderNumber,1.2920520305633545,40,10,1,6410
ProviderNumber,1.291337013244629,40,10,1,6410
ProviderNumber,1.2880938053131104,40,10,1,6410
ProviderNumber,1.2972021102905273,40,10,1,6410
ProviderNumber,1.2972619533538818,40,10,1,6410
ProviderNumber,1.2897300720214844,40,10,1,6410
ProviderNumber,1.2864277362823486,40,10,1,6410
ProviderNumber,1.2790729999542236,40,10,1,6410
ProviderNumber,1.2894160747528076,40,10,1,6410
ProviderNumber,1.295335054397583,40,10,1,6410
ProviderNumber,1.2933480739593506,40,10,1,6410
ProviderNumber,1.283440113067627,40,10,1,6410
ProviderNumber,1.2860100269317627,40,10,1,6410
ProviderNumber,1.2998619079589844,40,10,1,6410
ProviderNumber,1.2859668731689453,40,10,1,6410
ProviderNumber,1.296292781829834,40,10,1,6410
ProviderNumber,1.2814979553222656,40,10,1,6410
ProviderNumber,1.2948622703552246,40,10,1,6410
ProviderNumber,1.2754240036010742,40,10,1,6410
ProviderNumber,1.2835500240325928,40,10,1,6410
ProviderNumber,1.2838249206542969,40,10,1,6410
ProviderNumber,1.2838568687438965,40,10,1,6410
ProviderNumber,1.2988622188568115,40,10,1,6410
ProviderNumber,1.287734031677246,40,10,1,6410
ProviderNumber,1.2930381298065186,40,10,1,6410
ProviderNumber,1.2912991046905518,40,10,1,6410
ProviderNumber,1.2948970794677734,40,10,1,6410
ProviderNumber,1.2940700054168701,40,10,1,6410
ProviderNumber,1.299422025680542,40,10,1,6410
ProviderNumber,1.2911419868469238,40,10,1,6410
ProviderNumber,1.281177043914795,40,10,1,6410
ProviderNumber,1.2886838912963867,40,10,1,6410
ProviderNumber,1.2985520362854004,40,10,1,6410
ProviderNumber,1.2946219444274902,40,10,1,6410
ProviderNumber,1.280937910079956,40,10,1,6410
ProviderNumber,1.2735908031463623,40,10,1,6410
ProviderNumber,1.284895896911621,40,10,1,6410
ProviderNumber,1.2926390171051025,40,10,1,6410
ProviderNumber,1.2900269031524658,40,10,1,6410
ProviderNumber,1.2792623043060303,40,10,1,6410
ProviderNumber,1.2896521091461182,40,10,1,6410
ProviderNumber,1.28969407081604,40,10,1,6410
ProviderNumber,1.2991979122161865,40,10,1,6410
ProviderNumber,1.2871217727661133,40,10,1,6410
ProviderNumber,1.281864881515503,40,10,1,6410
ProviderNumber,1.304375171661377,40,10,1,6410
ProviderNumber,1.444770097732544,40,10,1,6410
ProviderNumber,1.2785048484802246,40,10,1,6410
ProviderNumber,1.293877124786377,40,10,1,6410
ProviderNumber,1.292708158493042,40,10,1,6410
ProviderNumber,1.3213109970092773,40,10,1,6410
ProviderNumber,1.2912418842315674,40,10,1,6410
ProviderNumber,1.2835679054260254,40,10,1,6410
ProviderNumber,1.2940549850463867,40,10,1,6410
ProviderNumber,1.3034141063690186,40,10,1,6410
ProviderNumber,1.2948768138885498,40,10,1,6410
ProviderNumber,1.273712158203125,40,10,1,6410
ProviderNumber,1.2790911197662354,40,10,1,6410
ProviderNumber,1.292090892791748,40,10,1,6410
ProviderNumber,1.3057270050048828,40,10,1,6410
ProviderNumber,1.3092498779296875,40,10,1,6410
ProviderNumber,1.2818710803985596,40,10,1,6410
ProviderNumber,1.282879114151001,40,10,1,6410
ProviderNumber,1.2981832027435303,40,10,1,6410
ProviderNumber,1.297529935836792,40,10,1,6410
ProviderNumber,1.2919600009918213,40,10,1,6410
ProviderNumber,1.3138351440429688,40,10,1,6410
ProviderNumber,1.3072810173034668,40,10,1,6410
ProviderNumber,1.307663917541504,40,10,1,6410
ProviderNumber,1.2992808818817139,40,10,1,6410
ProviderNumber,1.2809593677520752,40,10,1,6410
ProviderNumber,1.3034069538116455,40,10,1,6410
ProviderNumber,1.308326005935669,40,10,1,6410
ProviderNumber,1.2941348552703857,40,10,1,6410
ProviderNumber,1.3016037940979004,40,10,1,6410
ProviderNumber,1.2903878688812256,40,10,1,6410
ProviderNumber,1.3016397953033447,40,10,1,6410
ProviderNumber,1.2971200942993164,40,10,1,6410
ProviderNumber,1.2913892269134521,40,10,1,6410
ProviderNumber,1.291072130203247,40,10,1,6410
ProviderNumber,1.2860808372497559,40,10,1,6410
ProviderNumber,1.2888157367706299,40,10,1,6410
ProviderNumber,1.295072078704834,40,10,1,6410
ProviderNumber,1.30625581741333,40,10,1,6410
ProviderNumber,1.27445387840271,40,10,1,6410
ProviderNumber,1.2851850986480713,40,10,1,6410
ProviderNumber,1.2941739559173584,40,10,1,6410
ProviderNumber,1.2944841384887695,40,10,1,6410
ProviderNumber,1.301487922668457,40,10,1,6410
ProviderNumber,1.2912750244140625,40,10,1,6410
ProviderNumber,1.2938072681427002,40,10,1,6410
ProviderNumber,1.3008439540863037,40,10,1,6410
ProviderNumber,1.2887098789215088,40,10,1,6410
ProviderNumber,1.2880699634552002,40,10,1,6410
ProviderNumber,1.2901690006256104,40,10,1,6410
ProviderNumber,1.3048062324523926,40,10,1,6410
-----ncvoter-----
attribute,time,dependencies,cells,depth,space_overhead(B)
voter_reg_num,0.04737687110900879,40,14,1,6302
voter_reg_num,0.03325700759887695,40,14,1,6302
voter_reg_num,0.036334991455078125,40,14,1,6302
voter_reg_num,0.03431391716003418,40,14,1,6302
voter_reg_num,0.03322124481201172,40,14,1,6302
voter_reg_num,0.03255414962768555,40,14,1,6302
voter_reg_num,0.031805992126464844,40,14,1,6302
voter_reg_num,0.029596805572509766,40,14,1,6302
voter_reg_num,0.029842138290405273,40,14,1,6302
voter_reg_num,0.029504060745239258,40,14,1,6302
voter_reg_num,0.029319047927856445,40,14,1,6302
voter_reg_num,0.02974414825439453,40,14,1,6302
voter_reg_num,0.02965402603149414,40,14,1,6302
voter_reg_num,0.028480052947998047,40,14,1,6302
voter_reg_num,0.028768539428710938,40,14,1,6302
voter_reg_num,0.02960991859436035,40,14,1,6302
voter_reg_num,0.02788710594177246,40,14,1,6302
voter_reg_num,0.028949975967407227,40,14,1,6302
voter_reg_num,0.03331780433654785,40,14,1,6302
voter_reg_num,0.032083988189697266,40,14,1,6302
voter_reg_num,0.03194403648376465,40,14,1,6302
voter_reg_num,0.031075716018676758,40,14,1,6302
voter_reg_num,0.028694868087768555,40,14,1,6302
voter_reg_num,0.03143596649169922,40,14,1,6302
voter_reg_num,0.02977895736694336,40,14,1,6302
voter_reg_num,0.02987813949584961,40,14,1,6302
voter_reg_num,0.027894020080566406,40,14,1,6302
voter_reg_num,0.02798628807067871,40,14,1,6302
voter_reg_num,0.02915215492248535,40,14,1,6302
voter_reg_num,0.030910968780517578,40,14,1,6302
voter_reg_num,0.030732154846191406,40,14,1,6302
voter_reg_num,0.0275881290435791,40,14,1,6302
voter_reg_num,0.030166149139404297,40,14,1,6302
voter_reg_num,0.029967784881591797,40,14,1,6302
voter_reg_num,0.033460140228271484,40,14,1,6302
voter_reg_num,0.030152320861816406,40,14,1,6302
voter_reg_num,0.028840065002441406,40,14,1,6302
voter_reg_num,0.03116321563720703,40,14,1,6302
voter_reg_num,0.029204368591308594,40,14,1,6302
voter_reg_num,0.027493953704833984,40,14,1,6302
voter_reg_num,0.028992891311645508,40,14,1,6302
voter_reg_num,0.029394865036010742,40,14,1,6302
voter_reg_num,0.029539108276367188,40,14,1,6302
voter_reg_num,0.028456926345825195,40,14,1,6302
voter_reg_num,0.03027033805847168,40,14,1,6302
voter_reg_num,0.030261993408203125,40,14,1,6302
voter_reg_num,0.029404878616333008,40,14,1,6302
voter_reg_num,0.028260231018066406,40,14,1,6302
voter_reg_num,0.029267311096191406,40,14,1,6302
voter_reg_num,0.030239105224609375,40,14,1,6302
voter_reg_num,0.028703927993774414,40,14,1,6302
voter_reg_num,0.02992987632751465,40,14,1,6302
voter_reg_num,0.029391765594482422,40,14,1,6302
voter_reg_num,0.029348134994506836,40,14,1,6302
voter_reg_num,0.028059005737304688,40,14,1,6302
voter_reg_num,0.027473926544189453,40,14,1,6302
voter_reg_num,0.03052496910095215,40,14,1,6302
voter_reg_num,0.030642032623291016,40,14,1,6302
voter_reg_num,0.02882671356201172,40,14,1,6302
voter_reg_num,0.030128002166748047,40,14,1,6302
voter_reg_num,0.030316829681396484,40,14,1,6302
voter_reg_num,0.030045032501220703,40,14,1,6302
voter_reg_num,0.02988910675048828,40,14,1,6302
voter_reg_num,0.03011012077331543,40,14,1,6302
voter_reg_num,0.028573989868164062,40,14,1,6302
voter_reg_num,0.030931949615478516,40,14,1,6302
voter_reg_num,0.03029608726501465,40,14,1,6302
voter_reg_num,0.030132055282592773,40,14,1,6302
voter_reg_num,0.031456947326660156,40,14,1,6302
voter_reg_num,0.02950906753540039,40,14,1,6302
voter_reg_num,0.028165817260742188,40,14,1,6302
voter_reg_num,0.029985904693603516,40,14,1,6302
voter_reg_num,0.028068065643310547,40,14,1,6302
voter_reg_num,0.030084848403930664,40,14,1,6302
voter_reg_num,0.03039407730102539,40,14,1,6302
voter_reg_num,0.03040313720703125,40,14,1,6302
voter_reg_num,0.027699947357177734,40,14,1,6302
voter_reg_num,0.02957320213317871,40,14,1,6302
voter_reg_num,0.028888225555419922,40,14,1,6302
voter_reg_num,0.03020501136779785,40,14,1,6302
voter_reg_num,0.027989864349365234,40,14,1,6302
voter_reg_num,0.028053998947143555,40,14,1,6302
voter_reg_num,0.029040098190307617,40,14,1,6302
voter_reg_num,0.031455039978027344,40,14,1,6302
voter_reg_num,0.02876591682434082,40,14,1,6302
voter_reg_num,0.02986311912536621,40,14,1,6302
voter_reg_num,0.033181190490722656,40,14,1,6302
voter_reg_num,0.030356884002685547,40,14,1,6302
voter_reg_num,0.028774023056030273,40,14,1,6302
voter_reg_num,0.028477907180786133,40,14,1,6302
voter_reg_num,0.030605792999267578,40,14,1,6302
voter_reg_num,0.02987217903137207,40,14,1,6302
voter_reg_num,0.03014087677001953,40,14,1,6302
voter_reg_num,0.028171062469482422,40,14,1,6302
voter_reg_num,0.031145095825195312,40,14,1,6302
voter_reg_num,0.0316622257232666,40,14,1,6302
voter_reg_num,0.031371116638183594,40,14,1,6302
voter_reg_num,0.0307161808013916,40,14,1,6302
voter_reg_num,0.03030991554260254,40,14,1,6302
voter_reg_num,0.030438899993896484,40,14,1,6302
-----tax-----
attribute,time,dependencies,cells,depth,space_overhead(B)
marital_status,0.7394258975982666,40,6,1,6262
marital_status,0.63785719871521,40,6,1,6262
marital_status,0.638293981552124,40,6,1,6262
marital_status,0.6373350620269775,40,6,1,6262
marital_status,0.6377708911895752,40,6,1,6262
marital_status,0.642085075378418,40,6,1,6262
marital_status,0.647979736328125,40,6,1,6262
marital_status,0.6398410797119141,40,6,1,6262
marital_status,0.6413998603820801,40,6,1,6262
marital_status,0.6426558494567871,40,6,1,6262
marital_status,0.8816237449645996,40,6,1,6262
marital_status,0.7031960487365723,40,6,1,6262
marital_status,0.6482040882110596,40,6,1,6262
marital_status,0.6375870704650879,40,6,1,6262
marital_status,0.6436591148376465,40,6,1,6262
marital_status,0.6386480331420898,40,6,1,6262
marital_status,0.6390998363494873,40,6,1,6262
marital_status,0.6276907920837402,40,6,1,6262
marital_status,0.6375439167022705,40,6,1,6262
marital_status,0.6435749530792236,40,6,1,6262
marital_status,0.6389808654785156,40,6,1,6262
marital_status,0.6377770900726318,40,6,1,6262
marital_status,0.6435251235961914,40,6,1,6262
marital_status,0.6447679996490479,40,6,1,6262
marital_status,0.7745039463043213,40,6,1,6262
marital_status,0.6434769630432129,40,6,1,6262
marital_status,0.7084999084472656,40,6,1,6262
marital_status,0.6316230297088623,40,6,1,6262
marital_status,0.6396379470825195,40,6,1,6262
marital_status,0.638800859451294,40,6,1,6262
marital_status,0.7738842964172363,40,6,1,6262
marital_status,0.6629621982574463,40,6,1,6262
marital_status,0.6392679214477539,40,6,1,6262
marital_status,0.6417942047119141,40,6,1,6262
marital_status,0.6404452323913574,40,6,1,6262
marital_status,0.6433370113372803,40,6,1,6262
marital_status,0.640571117401123,40,6,1,6262
marital_status,0.6362502574920654,40,6,1,6262
marital_status,0.6399049758911133,40,6,1,6262
marital_status,0.6366980075836182,40,6,1,6262
marital_status,0.6280629634857178,40,6,1,6262
marital_status,0.6357359886169434,40,6,1,6262
marital_status,0.6345791816711426,40,6,1,6262
marital_status,0.6311321258544922,40,6,1,6262
marital_status,0.641305685043335,40,6,1,6262
marital_status,0.6397268772125244,40,6,1,6262
marital_status,0.6403889656066895,40,6,1,6262
marital_status,0.639707088470459,40,6,1,6262
marital_status,0.6334638595581055,40,6,1,6262
marital_status,0.6367008686065674,40,6,1,6262
marital_status,0.6399080753326416,40,6,1,6262
marital_status,0.6364338397979736,40,6,1,6262
marital_status,0.6370158195495605,40,6,1,6262
marital_status,0.6578578948974609,40,6,1,6262
marital_status,0.6429672241210938,40,6,1,6262
marital_status,0.6398458480834961,40,6,1,6262
marital_status,0.6377789974212646,40,6,1,6262
marital_status,0.6428940296173096,40,6,1,6262
marital_status,0.6429100036621094,40,6,1,6262
marital_status,0.6415679454803467,40,6,1,6262
marital_status,0.638355016708374,40,6,1,6262
marital_status,0.6361682415008545,40,6,1,6262
marital_status,0.6944849491119385,40,6,1,6262
marital_status,0.6344151496887207,40,6,1,6262
marital_status,0.647130012512207,40,6,1,6262
marital_status,0.6410918235778809,40,6,1,6262
marital_status,0.6434440612792969,40,6,1,6262
marital_status,0.634835958480835,40,6,1,6262
marital_status,0.6349139213562012,40,6,1,6262
marital_status,0.6450798511505127,40,6,1,6262
marital_status,0.6457600593566895,40,6,1,6262
marital_status,0.6480860710144043,40,6,1,6262
marital_status,0.6357080936431885,40,6,1,6262
marital_status,0.6360750198364258,40,6,1,6262
marital_status,0.6358892917633057,40,6,1,6262
marital_status,0.6399970054626465,40,6,1,6262
marital_status,0.6352729797363281,40,6,1,6262
marital_status,0.636707067489624,40,6,1,6262
marital_status,0.63869309425354,40,6,1,6262
marital_status,0.6399450302124023,40,6,1,6262
marital_status,0.6372969150543213,40,6,1,6262
marital_status,0.6293587684631348,40,6,1,6262
marital_status,0.6369919776916504,40,6,1,6262
marital_status,0.6388561725616455,40,6,1,6262
marital_status,0.6404030323028564,40,6,1,6262
marital_status,0.6321899890899658,40,6,1,6262
marital_status,0.6372950077056885,40,6,1,6262
marital_status,0.6334991455078125,40,6,1,6262
marital_status,0.635676383972168,40,6,1,6262
marital_status,0.6336309909820557,40,6,1,6262
marital_status,0.6339859962463379,40,6,1,6262
marital_status,0.6349868774414062,40,6,1,6262
marital_status,0.6412780284881592,40,6,1,6262
marital_status,0.6420869827270508,40,6,1,6262
marital_status,0.6430888175964355,40,6,1,6262
marital_status,0.6394131183624268,40,6,1,6262
marital_status,0.6355588436126709,40,6,1,6262
marital_status,0.6406247615814209,40,6,1,6262
marital_status,0.6322548389434814,40,6,1,6262
marital_status,0.6389880180358887,40,6,1,6262
