-----airport-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells
latitude_deg,0.15532708168029785,0.0009899139404296875,0.14755892753601074,0.006778240203857422,0.0,-4.5,9,24,17157680,14
latitude_deg,0.15268421173095703,9.393692016601562e-05,0.1465620994567871,0.006028175354003906,0.8,-2.3,3,24,17157680,14
latitude_deg,0.1498730182647705,0.00010204315185546875,0.14555096626281738,0.004220008850097656,0.992,-3.492,5,24,17157680,14
latitude_deg,0.1532280445098877,9.703636169433594e-05,0.14701533317565918,0.00611567497253418,0.0,-4.0,8,24,17157680,14
latitude_deg,0.15209293365478516,9.703636169433594e-05,0.144974946975708,0.0070209503173828125,0.0,-4.0,8,24,17157680,14
latitude_deg,0.15558791160583496,9.489059448242188e-05,0.1481938362121582,0.007299184799194336,0.8,-4.8,8,24,17157680,14
latitude_deg,0.15000510215759277,9.322166442871094e-05,0.14400696754455566,0.0059049129486083984,0.0,-3.0,6,24,17157680,14
latitude_deg,0.16463398933410645,9.298324584960938e-05,0.15786194801330566,0.006679058074951172,0.0,-4.0,8,24,17157680,14
latitude_deg,0.1536092758178711,9.799003601074219e-05,0.14769625663757324,0.005815029144287109,0.8,-3.8,6,24,17157680,14
latitude_deg,0.15784811973571777,9.608268737792969e-05,0.14667892456054688,0.011073112487792969,0.0,-2.0,4,24,17157680,14
latitude_deg,0.15532708168029785,0.00010085105895996094,0.1475372314453125,0.007688999176025391,0.0,-4.0,8,24,17157680,14
latitude_deg,0.1564311981201172,0.0001049041748046875,0.1499190330505371,0.006407260894775391,0.96,-3.96,6,24,17157680,14
