-----airport-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,depth,init_time,model_time,del_time
latitude_deg,0.039816856384277344,40,15,502,1,0.03402090072631836,0.00010323524475097656,0.0042459964752197266
latitude_deg,0.026813983917236328,40,15,502,1,0.02353692054748535,9.703636169433594e-05,0.0022430419921875
latitude_deg,0.0212249755859375,40,15,502,1,0.018280982971191406,9.012222290039062e-05,0.0020847320556640625
latitude_deg,0.0211639404296875,40,15,502,1,0.01786494255065918,9.131431579589844e-05,0.0023338794708251953
latitude_deg,0.0252988338470459,40,15,502,1,0.022076845169067383,0.00010013580322265625,0.002239227294921875
latitude_deg,0.02169203758239746,40,15,502,1,0.018404245376586914,0.00010704994201660156,0.0022668838500976562
latitude_deg,0.02106308937072754,40,15,502,1,0.017812013626098633,0.0001010894775390625,0.0022780895233154297
latitude_deg,0.02080988883972168,40,15,502,1,0.0175168514251709,8.606910705566406e-05,0.0022971630096435547
latitude_deg,0.021589994430541992,40,15,502,1,0.018173933029174805,8.487701416015625e-05,0.0025000572204589844
latitude_deg,0.020514726638793945,40,15,502,1,0.017549753189086914,9.131431579589844e-05,0.0020339488983154297
latitude_deg,0.020765066146850586,40,15,502,1,0.017713069915771484,8.296966552734375e-05,0.0020198822021484375
latitude_deg,0.02078390121459961,40,15,502,1,0.01777482032775879,8.130073547363281e-05,0.0020599365234375
latitude_deg,0.02044677734375,40,15,502,1,0.01723003387451172,7.700920104980469e-05,0.002282381057739258
latitude_deg,0.02082204818725586,40,15,502,1,0.017624855041503906,7.700920104980469e-05,0.002259969711303711
latitude_deg,0.021068096160888672,40,15,502,1,0.01794719696044922,7.605552673339844e-05,0.0021567344665527344
latitude_deg,0.020956993103027344,40,15,502,1,0.017937898635864258,7.700920104980469e-05,0.0020868778228759766
latitude_deg,0.020942211151123047,40,15,502,1,0.017499923706054688,8.606910705566406e-05,0.002454042434692383
latitude_deg,0.021214962005615234,40,15,502,1,0.018107891082763672,8.296966552734375e-05,0.0021839141845703125
latitude_deg,0.02021503448486328,40,15,502,1,0.01716303825378418,7.891654968261719e-05,0.0020749568939208984
latitude_deg,0.020397663116455078,40,15,502,1,0.017432689666748047,8.130073547363281e-05,0.0020520687103271484
latitude_deg,0.021968841552734375,40,15,502,1,0.017403841018676758,7.700920104980469e-05,0.0036127567291259766
latitude_deg,0.02148580551147461,40,15,502,1,0.018290042877197266,8.988380432128906e-05,0.0021860599517822266
latitude_deg,0.020331859588623047,40,15,502,1,0.017094135284423828,8.273124694824219e-05,0.002093076705932617
latitude_deg,0.019699811935424805,40,15,502,1,0.0167539119720459,8.606910705566406e-05,0.0019588470458984375
latitude_deg,0.02116680145263672,40,15,502,1,0.017999887466430664,7.796287536621094e-05,0.002187013626098633
latitude_deg,0.021248817443847656,40,15,502,1,0.018349885940551758,8.392333984375e-05,0.0019571781158447266
latitude_deg,0.020354032516479492,40,15,502,1,0.016604900360107422,8.797645568847656e-05,0.0027780532836914062
latitude_deg,0.0201718807220459,40,15,502,1,0.016932964324951172,8.58306884765625e-05,0.0022041797637939453
latitude_deg,0.02088618278503418,40,15,502,1,0.017703771591186523,9.226799011230469e-05,0.0021800994873046875
latitude_deg,0.02176213264465332,40,15,502,1,0.018510103225708008,8.702278137207031e-05,0.0022878646850585938
latitude_deg,0.020076990127563477,40,15,502,1,0.017155170440673828,8.797645568847656e-05,0.0019898414611816406
latitude_deg,0.020538806915283203,40,15,502,1,0.01783585548400879,8.797645568847656e-05,0.0017552375793457031
latitude_deg,0.021598339080810547,40,15,502,1,0.018752098083496094,9.489059448242188e-05,0.0018618106842041016
latitude_deg,0.02049708366394043,40,15,502,1,0.017400026321411133,8.606910705566406e-05,0.0021529197692871094
latitude_deg,0.02077007293701172,40,15,502,1,0.017947912216186523,7.700920104980469e-05,0.0018799304962158203
latitude_deg,0.020433902740478516,40,15,502,1,0.017181873321533203,9.202957153320312e-05,0.002237081527709961
latitude_deg,0.019595861434936523,40,15,502,1,0.016982078552246094,8.392333984375e-05,0.0016939640045166016
latitude_deg,0.0213620662689209,40,15,502,1,0.018143892288208008,0.00010228157043457031,0.0023038387298583984
latitude_deg,0.02048206329345703,40,15,502,1,0.017604827880859375,8.821487426757812e-05,0.0018270015716552734
latitude_deg,0.020420074462890625,40,15,502,1,0.017361164093017578,0.00016999244689941406,0.001987934112548828
latitude_deg,0.02165389060974121,40,15,502,1,0.018684864044189453,9.393692016601562e-05,0.0020189285278320312
latitude_deg,0.020563840866088867,40,15,502,1,0.017536163330078125,9.489059448242188e-05,0.002080202102661133
latitude_deg,0.021645784378051758,40,15,502,1,0.018901348114013672,8.678436279296875e-05,0.0017552375793457031
latitude_deg,0.01938486099243164,40,15,502,1,0.016768932342529297,9.107589721679688e-05,0.001669168472290039
latitude_deg,0.01945805549621582,40,15,502,1,0.01675701141357422,8.20159912109375e-05,0.001825094223022461
latitude_deg,0.020486831665039062,40,15,502,1,0.01766490936279297,8.916854858398438e-05,0.0018310546875
latitude_deg,0.02008223533630371,40,15,502,1,0.01738905906677246,8.702278137207031e-05,0.0017549991607666016
latitude_deg,0.020708799362182617,40,15,502,1,0.0178680419921875,9.322166442871094e-05,0.0018680095672607422
latitude_deg,0.020097732543945312,40,15,502,1,0.017415285110473633,8.7738037109375e-05,0.001734018325805664
latitude_deg,0.021338939666748047,40,15,502,1,0.01839900016784668,8.511543273925781e-05,0.0018801689147949219
latitude_deg,0.020241975784301758,40,15,502,1,0.017551660537719727,8.58306884765625e-05,0.0017459392547607422
latitude_deg,0.019617080688476562,40,15,502,1,0.017039060592651367,7.796287536621094e-05,0.0016829967498779297
latitude_deg,0.02020883560180664,40,15,502,1,0.0172579288482666,7.987022399902344e-05,0.001928091049194336
latitude_deg,0.02000904083251953,40,15,502,1,0.01723480224609375,7.82012939453125e-05,0.0018367767333984375
latitude_deg,0.01926398277282715,40,15,502,1,0.01669788360595703,8.0108642578125e-05,0.0016932487487792969
latitude_deg,0.01973724365234375,40,15,502,1,0.016949892044067383,7.915496826171875e-05,0.0018491744995117188
latitude_deg,0.020515918731689453,40,15,502,1,0.017665863037109375,8.320808410644531e-05,0.001867055892944336
latitude_deg,0.02063894271850586,40,15,502,1,0.01792001724243164,8.988380432128906e-05,0.001789093017578125
latitude_deg,0.020709753036499023,40,15,502,1,0.01776885986328125,8.916854858398438e-05,0.0018968582153320312
latitude_deg,0.04170823097229004,40,15,502,1,0.016686677932739258,8.416175842285156e-05,0.02416515350341797
latitude_deg,0.040676116943359375,40,15,502,1,0.017459869384765625,0.00010919570922851562,0.022248029708862305
latitude_deg,0.019804000854492188,40,15,502,1,0.016571044921875,9.298324584960938e-05,0.0022149085998535156
latitude_deg,0.021188735961914062,40,15,502,1,0.018309831619262695,9.083747863769531e-05,0.0018951892852783203
latitude_deg,0.02054619789123535,40,15,502,1,0.01771712303161621,8.296966552734375e-05,0.0019199848175048828
latitude_deg,0.019932270050048828,40,15,502,1,0.017119169235229492,7.891654968261719e-05,0.0018701553344726562
latitude_deg,0.02191901206970215,40,15,502,1,0.01886582374572754,8.392333984375e-05,0.0020291805267333984
latitude_deg,0.021034955978393555,40,15,502,1,0.017876863479614258,8.797645568847656e-05,0.0021619796752929688
latitude_deg,0.02051711082458496,40,15,502,1,0.017349958419799805,8.988380432128906e-05,0.0022089481353759766
latitude_deg,0.020316123962402344,40,15,502,1,0.01735401153564453,8.487701416015625e-05,0.0019249916076660156
latitude_deg,0.02031707763671875,40,15,502,1,0.017522096633911133,8.392333984375e-05,0.0018544197082519531
latitude_deg,0.020038843154907227,40,15,502,1,0.017039775848388672,8.392333984375e-05,0.0020308494567871094
latitude_deg,0.019974946975708008,40,15,502,1,0.017177820205688477,8.296966552734375e-05,0.00185394287109375
latitude_deg,0.02036571502685547,40,15,502,1,0.017524003982543945,7.987022399902344e-05,0.0018720626831054688
latitude_deg,0.020174026489257812,40,15,502,1,0.017284154891967773,8.797645568847656e-05,0.0018739700317382812
latitude_deg,0.01923513412475586,40,15,502,1,0.016244888305664062,9.226799011230469e-05,0.0020651817321777344
latitude_deg,0.022163867950439453,40,15,502,1,0.019263029098510742,8.702278137207031e-05,0.0019822120666503906
latitude_deg,0.019624948501586914,40,15,502,1,0.016643762588500977,8.0108642578125e-05,0.0020470619201660156
latitude_deg,0.020700931549072266,40,15,502,1,0.01770615577697754,8.273124694824219e-05,0.0019621849060058594
latitude_deg,0.020928144454956055,40,15,502,1,0.016981124877929688,9.393692016601562e-05,0.0031070709228515625
latitude_deg,0.019277095794677734,40,15,502,1,0.016503095626831055,8.392333984375e-05,0.0018448829650878906
latitude_deg,0.02002406120300293,40,15,502,1,0.017007112503051758,8.392333984375e-05,0.0020749568939208984
latitude_deg,0.01982903480529785,40,15,502,1,0.016983985900878906,8.106231689453125e-05,0.0018701553344726562
latitude_deg,0.02031421661376953,40,15,502,1,0.017345190048217773,8.296966552734375e-05,0.002081155776977539
