-----airport-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,depth,init_time,model_time,del_time
latitude_deg,0.0191192626953125,40,15,502,1,0.01628708839416504,7.915496826171875e-05,0.0018548965454101562
latitude_deg,0.02041482925415039,40,15,502,1,0.017572641372680664,8.916854858398438e-05,0.001878976821899414
latitude_deg,0.020003080368041992,40,15,502,1,0.017145156860351562,7.605552673339844e-05,0.0018928050994873047
latitude_deg,0.020292043685913086,40,15,502,1,0.016800880432128906,7.605552673339844e-05,0.0023331642150878906
latitude_deg,0.02192997932434082,40,15,502,1,0.0185089111328125,9.775161743164062e-05,0.0024099349975585938
latitude_deg,0.021593093872070312,40,15,502,1,0.018397808074951172,9.489059448242188e-05,0.0022041797637939453
latitude_deg,0.020535707473754883,40,15,502,1,0.017615795135498047,9.131431579589844e-05,0.00203704833984375
latitude_deg,0.02078413963317871,40,15,502,1,0.017982959747314453,0.00010442733764648438,0.0018320083618164062
latitude_deg,0.040650129318237305,40,15,502,1,0.01834583282470703,9.202957153320312e-05,0.00979924201965332
latitude_deg,0.02564406394958496,40,15,502,1,0.022149324417114258,9.489059448242188e-05,0.0025017261505126953
latitude_deg,0.02066516876220703,40,15,502,1,0.016909122467041016,9.608268737792969e-05,0.0028600692749023438
latitude_deg,0.053819894790649414,40,15,502,1,0.04701590538024902,9.822845458984375e-05,0.005824089050292969
latitude_deg,0.04061698913574219,40,15,502,1,0.017880678176879883,9.608268737792969e-05,0.021793842315673828
latitude_deg,0.026605844497680664,40,15,502,1,0.022760868072509766,9.703636169433594e-05,0.0026848316192626953
latitude_deg,0.027538061141967773,40,15,502,1,0.024743080139160156,0.00012087821960449219,0.0018239021301269531
latitude_deg,0.028896093368530273,40,15,502,1,0.025747060775756836,9.393692016601562e-05,0.0019931793212890625
latitude_deg,0.026695966720581055,40,15,502,1,0.0229189395904541,0.000102996826171875,0.002653837203979492
-----hospital-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,depth,init_time,model_time,del_time
ProviderNumber,0.02050304412841797,40,10,1456,1,0.01833486557006836,7.987022399902344e-05,0.0013699531555175781
ProviderNumber,0.021581649780273438,40,10,1456,1,0.019113779067993164,7.891654968261719e-05,0.0015628337860107422
ProviderNumber,0.0174558162689209,40,10,1456,1,0.012434005737304688,7.796287536621094e-05,0.004060029983520508
ProviderNumber,0.018606901168823242,40,10,1456,1,0.015051841735839844,7.915496826171875e-05,0.002584695816040039
ProviderNumber,0.01692485809326172,40,10,1456,1,0.013590097427368164,7.796287536621094e-05,0.0019729137420654297
ProviderNumber,0.01563882827758789,40,10,1456,1,0.013137102127075195,8.20159912109375e-05,0.0015439987182617188
ProviderNumber,0.01695418357849121,40,10,1456,1,0.012910127639770508,7.987022399902344e-05,0.0031528472900390625
ProviderNumber,0.01575779914855957,40,10,1456,1,0.013332843780517578,7.200241088867188e-05,0.0014798641204833984
ProviderNumber,0.016047954559326172,40,10,1456,1,0.013062000274658203,7.605552673339844e-05,0.0019822120666503906
ProviderNumber,0.015848875045776367,40,10,1456,1,0.013341903686523438,7.700920104980469e-05,0.0015208721160888672
ProviderNumber,0.014973878860473633,40,10,1456,1,0.012725353240966797,6.890296936035156e-05,0.0012917518615722656
ProviderNumber,0.016317129135131836,40,10,1456,1,0.014057159423828125,7.700920104980469e-05,0.0013210773468017578
ProviderNumber,0.016788959503173828,40,10,1456,1,0.013960123062133789,6.914138793945312e-05,0.0017518997192382812
ProviderNumber,0.0184481143951416,40,10,1456,1,0.01590704917907715,7.82012939453125e-05,0.0014598369598388672
ProviderNumber,0.01658797264099121,40,10,1456,1,0.014265775680541992,7.605552673339844e-05,0.0014560222625732422
ProviderNumber,0.026422977447509766,40,10,1456,1,0.021764278411865234,7.796287536621094e-05,0.002006053924560547
ProviderNumber,0.031174898147583008,40,10,1456,1,0.015946149826049805,7.987022399902344e-05,0.013931989669799805
ProviderNumber,0.022521018981933594,40,10,1456,1,0.016089677810668945,7.724761962890625e-05,0.005202293395996094
ProviderNumber,0.018527984619140625,40,10,1456,1,0.01582789421081543,7.82012939453125e-05,0.0016009807586669922
ProviderNumber,0.018268823623657227,40,10,1456,1,0.015440940856933594,7.796287536621094e-05,0.0016961097717285156
ProviderNumber,0.01793527603149414,40,10,1456,1,0.014909029006958008,7.557868957519531e-05,0.0018947124481201172
ProviderNumber,0.017642974853515625,40,10,1456,1,0.014639854431152344,6.914138793945312e-05,0.0017628669738769531
ProviderNumber,0.022243738174438477,40,10,1456,1,0.01893472671508789,7.605552673339844e-05,0.0020148754119873047
ProviderNumber,0.0226287841796875,40,10,1456,1,0.01939082145690918,7.510185241699219e-05,0.001931905746459961
ProviderNumber,0.022179126739501953,40,10,1456,1,0.01886582374572754,8.0108642578125e-05,0.0020198822021484375
ProviderNumber,0.020923852920532227,40,10,1456,1,0.017693042755126953,7.390975952148438e-05,0.001966238021850586
ProviderNumber,0.021589040756225586,40,10,1456,1,0.01833796501159668,6.985664367675781e-05,0.0020580291748046875
ProviderNumber,0.02103710174560547,40,10,1456,1,0.01792597770690918,7.414817810058594e-05,0.001909017562866211
ProviderNumber,0.020035266876220703,40,10,1456,1,0.01700305938720703,6.699562072753906e-05,0.0018641948699951172
ProviderNumber,0.018141984939575195,40,10,1456,1,0.015250921249389648,7.605552673339844e-05,0.0017881393432617188
ProviderNumber,0.018912076950073242,40,10,1456,1,0.01570916175842285,6.67572021484375e-05,0.0019061565399169922
ProviderNumber,0.016705989837646484,40,10,1456,1,0.01394510269165039,7.390975952148438e-05,0.0017840862274169922
ProviderNumber,0.015458822250366211,40,10,1456,1,0.01297903060913086,6.890296936035156e-05,0.0015330314636230469
ProviderNumber,0.01551198959350586,40,10,1456,1,0.013028144836425781,6.508827209472656e-05,0.0015039443969726562
ProviderNumber,0.016025066375732422,40,10,1456,1,0.013508081436157227,6.794929504394531e-05,0.0015149116516113281
ProviderNumber,0.015860319137573242,40,10,1456,1,0.013128042221069336,7.295608520507812e-05,0.0017781257629394531
ProviderNumber,0.015442132949829102,40,10,1456,1,0.01297903060913086,7.414817810058594e-05,0.0014677047729492188
ProviderNumber,0.01526188850402832,40,10,1456,1,0.012918710708618164,6.723403930664062e-05,0.0014629364013671875
ProviderNumber,0.01542973518371582,40,10,1456,1,0.013007879257202148,7.295608520507812e-05,0.001519918441772461
ProviderNumber,0.016882896423339844,40,10,1456,1,0.014499902725219727,9.799003601074219e-05,0.0013680458068847656
ProviderNumber,0.017343997955322266,40,10,1456,1,0.01495504379272461,6.914138793945312e-05,0.0014600753784179688
ProviderNumber,0.016727209091186523,40,10,1456,1,0.014304161071777344,7.104873657226562e-05,0.0014450550079345703
ProviderNumber,0.017644882202148438,40,10,1456,1,0.015057802200317383,7.510185241699219e-05,0.00151824951171875
ProviderNumber,0.017719030380249023,40,10,1456,1,0.015388965606689453,6.818771362304688e-05,0.001363992691040039
ProviderNumber,0.017285823822021484,40,10,1456,1,0.014880180358886719,7.557868957519531e-05,0.0015540122985839844
ProviderNumber,0.017894983291625977,40,10,1456,1,0.015343904495239258,7.700920104980469e-05,0.0015239715576171875
ProviderNumber,0.018323898315429688,40,10,1456,1,0.015626907348632812,7.987022399902344e-05,0.0016040802001953125
ProviderNumber,0.018177032470703125,40,10,1456,1,0.015595197677612305,7.295608520507812e-05,0.0014421939849853516
ProviderNumber,0.01763296127319336,40,10,1456,1,0.015083074569702148,6.771087646484375e-05,0.0014750957489013672
ProviderNumber,0.019899845123291016,40,10,1456,1,0.016947269439697266,8.392333984375e-05,0.0017740726470947266
ProviderNumber,0.01862025260925293,40,10,1456,1,0.01593613624572754,6.604194641113281e-05,0.00156402587890625
ProviderNumber,0.018344879150390625,40,10,1456,1,0.015658140182495117,6.699562072753906e-05,0.0015437602996826172
ProviderNumber,0.017164945602416992,40,10,1456,1,0.014908075332641602,7.581710815429688e-05,0.001363992691040039
ProviderNumber,0.017663002014160156,40,10,1456,1,0.014760017395019531,7.605552673339844e-05,0.0018038749694824219
ProviderNumber,0.01803278923034668,40,10,1456,1,0.015626907348632812,7.987022399902344e-05,0.001416921615600586
ProviderNumber,0.017999887466430664,40,10,1456,1,0.015376806259155273,7.700920104980469e-05,0.0016379356384277344
ProviderNumber,0.01938009262084961,40,10,1456,1,0.016356229782104492,7.486343383789062e-05,0.0015969276428222656
ProviderNumber,0.018437862396240234,40,10,1456,1,0.015428781509399414,7.104873657226562e-05,0.0019528865814208984
ProviderNumber,0.0178067684173584,40,10,1456,1,0.015127897262573242,6.508827209472656e-05,0.0015208721160888672
ProviderNumber,0.017021894454956055,40,10,1456,1,0.014586925506591797,6.914138793945312e-05,0.0013659000396728516
ProviderNumber,0.017518997192382812,40,10,1456,1,0.015226125717163086,7.700920104980469e-05,0.0012810230255126953
ProviderNumber,0.017720937728881836,40,10,1456,1,0.015272855758666992,7.104873657226562e-05,0.0015189647674560547
ProviderNumber,0.017367124557495117,40,10,1456,1,0.015162229537963867,7.295608520507812e-05,0.0013241767883300781
ProviderNumber,0.017474889755249023,40,10,1456,1,0.015102863311767578,7.772445678710938e-05,0.0013570785522460938
ProviderNumber,0.01690077781677246,40,10,1456,1,0.014461994171142578,7.772445678710938e-05,0.00139617919921875
ProviderNumber,0.016597986221313477,40,10,1456,1,0.014320850372314453,7.510185241699219e-05,0.0013010501861572266
ProviderNumber,0.01920795440673828,40,10,1456,1,0.016598939895629883,7.033348083496094e-05,0.0016510486602783203
ProviderNumber,0.015759706497192383,40,10,1456,1,0.013522863388061523,7.486343383789062e-05,0.0012638568878173828
ProviderNumber,0.015753984451293945,40,10,1456,1,0.013503789901733398,7.295608520507812e-05,0.0012378692626953125
ProviderNumber,0.01559305191040039,40,10,1456,1,0.013381242752075195,7.295608520507812e-05,0.0012652873992919922
ProviderNumber,0.016093969345092773,40,10,1456,1,0.013686895370483398,6.890296936035156e-05,0.0014679431915283203
ProviderNumber,0.016440868377685547,40,10,1456,1,0.014231204986572266,6.771087646484375e-05,0.0012669563293457031
ProviderNumber,0.017198801040649414,40,10,1456,1,0.01482391357421875,6.985664367675781e-05,0.0013530254364013672
ProviderNumber,0.017461061477661133,40,10,1456,1,0.014849185943603516,7.581710815429688e-05,0.0016078948974609375
ProviderNumber,0.016933202743530273,40,10,1456,1,0.014641761779785156,7.104873657226562e-05,0.0014009475708007812
ProviderNumber,0.01680898666381836,40,10,1456,1,0.014557838439941406,6.699562072753906e-05,0.0013041496276855469
ProviderNumber,0.017255067825317383,40,10,1456,1,0.01498723030090332,7.867813110351562e-05,0.0013599395751953125
ProviderNumber,0.017014026641845703,40,10,1456,1,0.014674186706542969,7.581710815429688e-05,0.001316070556640625
ProviderNumber,0.016911983489990234,40,10,1456,1,0.014410257339477539,6.890296936035156e-05,0.001493215560913086
ProviderNumber,0.016366004943847656,40,10,1456,1,0.014114141464233398,6.604194641113281e-05,0.00133514404296875
ProviderNumber,0.015784025192260742,40,10,1456,1,0.01350712776184082,6.508827209472656e-05,0.001283884048461914
ProviderNumber,0.016015052795410156,40,10,1456,1,0.013837099075317383,6.699562072753906e-05,0.0012471675872802734
ProviderNumber,0.015609979629516602,40,10,1456,1,0.01320195198059082,6.389617919921875e-05,0.001506805419921875
ProviderNumber,0.015905141830444336,40,10,1456,1,0.013679981231689453,6.699562072753906e-05,0.0012574195861816406
ProviderNumber,0.015871047973632812,40,10,1456,1,0.013690948486328125,6.604194641113281e-05,0.0012617111206054688
ProviderNumber,0.018476009368896484,40,10,1456,1,0.015738964080810547,7.390975952148438e-05,0.0016260147094726562
ProviderNumber,0.01728081703186035,40,10,1456,1,0.015054941177368164,7.414817810058594e-05,0.0012998580932617188
ProviderNumber,0.0390620231628418,40,10,1456,1,0.014645099639892578,7.390975952148438e-05,0.02344989776611328
ProviderNumber,0.01937699317932129,40,10,1456,1,0.01669597625732422,7.605552673339844e-05,0.0015151500701904297
ProviderNumber,0.019370079040527344,40,10,1456,1,0.016489028930664062,7.700920104980469e-05,0.001600027084350586
ProviderNumber,0.019550800323486328,40,10,1456,1,0.016665935516357422,7.915496826171875e-05,0.0016269683837890625
ProviderNumber,0.01802992820739746,40,10,1456,1,0.015317916870117188,7.295608520507812e-05,0.0016200542449951172
ProviderNumber,0.017831087112426758,40,10,1456,1,0.01553201675415039,7.104873657226562e-05,0.00131988525390625
ProviderNumber,0.01671123504638672,40,10,1456,1,0.014474153518676758,6.4849853515625e-05,0.001280069351196289
ProviderNumber,0.017385005950927734,40,10,1456,1,0.015041112899780273,7.891654968261719e-05,0.0014109611511230469
ProviderNumber,0.01740407943725586,40,10,1456,1,0.015003204345703125,7.081031799316406e-05,0.0014913082122802734
ProviderNumber,0.018072128295898438,40,10,1456,1,0.014765024185180664,7.319450378417969e-05,0.0014910697937011719
ProviderNumber,0.018903732299804688,40,10,1456,1,0.016187191009521484,7.987022399902344e-05,0.0016012191772460938
ProviderNumber,0.016962051391601562,40,10,1456,1,0.014806032180786133,7.081031799316406e-05,0.0012409687042236328
ProviderNumber,0.01674175262451172,40,10,1456,1,0.014258861541748047,6.508827209472656e-05,0.0014209747314453125
-----ncvoter-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,depth,init_time,model_time,del_time
voter_reg_num,0.01787710189819336,40,14,916,1,0.015302896499633789,7.319450378417969e-05,0.001589059829711914
voter_reg_num,0.017469167709350586,40,14,916,1,0.014924049377441406,6.413459777832031e-05,0.001577138900756836
voter_reg_num,0.01822829246520996,40,14,916,1,0.015639066696166992,7.200241088867188e-05,0.001653909683227539
voter_reg_num,0.016681909561157227,40,14,916,1,0.01421499252319336,6.508827209472656e-05,0.0015821456909179688
voter_reg_num,0.0173037052154541,40,14,916,1,0.014963865280151367,7.390975952148438e-05,0.001519918441772461
voter_reg_num,0.015829086303710938,40,14,916,1,0.013663053512573242,6.508827209472656e-05,0.0012769699096679688
voter_reg_num,0.01830601692199707,40,14,916,1,0.015662670135498047,7.605552673339844e-05,0.001734018325805664
voter_reg_num,0.017850875854492188,40,14,916,1,0.015302896499633789,7.915496826171875e-05,0.0015716552734375
voter_reg_num,0.017238855361938477,40,14,916,1,0.014788150787353516,6.985664367675781e-05,0.0015480518341064453
voter_reg_num,0.01679396629333496,40,14,916,1,0.014329910278320312,7.104873657226562e-05,0.0015511512756347656
voter_reg_num,0.01850128173828125,40,14,916,1,0.01583409309387207,6.67572021484375e-05,0.0017600059509277344
voter_reg_num,0.020200014114379883,40,14,916,1,0.016946792602539062,7.510185241699219e-05,0.0022656917572021484
voter_reg_num,0.01976609230041504,40,14,916,1,0.0167691707611084,8.082389831542969e-05,0.0018839836120605469
voter_reg_num,0.01809215545654297,40,14,916,1,0.015558004379272461,7.295608520507812e-05,0.0015869140625
voter_reg_num,0.0173189640045166,40,14,916,1,0.01475214958190918,7.414817810058594e-05,0.001592874526977539
voter_reg_num,0.01712203025817871,40,14,916,1,0.014919281005859375,6.67572021484375e-05,0.0012669563293457031
voter_reg_num,0.01755499839782715,40,14,916,1,0.014842033386230469,6.794929504394531e-05,0.0017478466033935547
voter_reg_num,0.017644166946411133,40,14,916,1,0.015053033828735352,7.82012939453125e-05,0.0016169548034667969
voter_reg_num,0.017229080200195312,40,14,916,1,0.014789104461669922,7.176399230957031e-05,0.0015239715576171875
voter_reg_num,0.019499778747558594,40,14,916,1,0.017106294631958008,6.67572021484375e-05,0.0012280941009521484
voter_reg_num,0.01746201515197754,40,14,916,1,0.014935016632080078,6.699562072753906e-05,0.001573801040649414
voter_reg_num,0.017095088958740234,40,14,916,1,0.014522790908813477,6.508827209472656e-05,0.0016129016876220703
voter_reg_num,0.01802992820739746,40,14,916,1,0.015360116958618164,6.4849853515625e-05,0.0017659664154052734
voter_reg_num,0.018336772918701172,40,14,916,1,0.01574230194091797,7.295608520507812e-05,0.0016400814056396484
voter_reg_num,0.01898026466369629,40,14,916,1,0.016309022903442383,6.508827209472656e-05,0.0016930103302001953
voter_reg_num,0.02137923240661621,40,14,916,1,0.019155263900756836,7.891654968261719e-05,0.001367807388305664
voter_reg_num,0.016017913818359375,40,14,916,1,0.013797998428344727,7.510185241699219e-05,0.00130462646484375
voter_reg_num,0.018191099166870117,40,14,916,1,0.014014005661010742,7.510185241699219e-05,0.0031409263610839844
voter_reg_num,0.017676115036010742,40,14,916,1,0.015263080596923828,7.605552673339844e-05,0.0013890266418457031
voter_reg_num,0.020159006118774414,40,14,916,1,0.017796039581298828,7.891654968261719e-05,0.0015521049499511719
voter_reg_num,0.026845932006835938,40,14,916,1,0.02361607551574707,7.700920104980469e-05,0.002257108688354492
voter_reg_num,0.022424936294555664,40,14,916,1,0.019519805908203125,7.200241088867188e-05,0.0018129348754882812
voter_reg_num,0.02428603172302246,40,14,916,1,0.02003788948059082,7.176399230957031e-05,0.003056049346923828
voter_reg_num,0.025423765182495117,40,14,916,1,0.02108001708984375,6.67572021484375e-05,0.0032651424407958984
voter_reg_num,0.02528214454650879,40,14,916,1,0.02134990692138672,9.512901306152344e-05,0.0027680397033691406
voter_reg_num,0.028041839599609375,40,14,916,1,0.023141860961914062,7.200241088867188e-05,0.0034232139587402344
voter_reg_num,0.03376007080078125,40,14,916,1,0.02817678451538086,6.699562072753906e-05,0.004050016403198242
voter_reg_num,0.032171010971069336,40,14,916,1,0.026948928833007812,6.818771362304688e-05,0.0037539005279541016
voter_reg_num,0.02812981605529785,40,14,916,1,0.02511429786682129,7.605552673339844e-05,0.0019512176513671875
voter_reg_num,0.020274877548217773,40,14,916,1,0.016095876693725586,6.818771362304688e-05,0.0029020309448242188
voter_reg_num,0.017328977584838867,40,14,916,1,0.014698982238769531,6.604194641113281e-05,0.0016951560974121094
voter_reg_num,0.019762754440307617,40,14,916,1,0.016014814376831055,7.319450378417969e-05,0.002608060836791992
voter_reg_num,0.023591995239257812,40,14,916,1,0.019690990447998047,6.413459777832031e-05,0.002794981002807617
voter_reg_num,0.02452397346496582,40,14,916,1,0.0206911563873291,6.222724914550781e-05,0.0026869773864746094
voter_reg_num,0.03561067581176758,40,14,916,1,0.0330348014831543,7.915496826171875e-05,0.00164794921875
voter_reg_num,0.022687673568725586,40,14,916,1,0.019124984741210938,7.82012939453125e-05,0.0024750232696533203
voter_reg_num,0.027599811553955078,40,14,916,1,0.022626876831054688,8.487701416015625e-05,0.0037908554077148438
voter_reg_num,0.026121139526367188,40,14,916,1,0.022916078567504883,7.200241088867188e-05,0.0021600723266601562
voter_reg_num,0.026343107223510742,40,14,916,1,0.022473812103271484,7.987022399902344e-05,0.002561807632446289
voter_reg_num,0.028795242309570312,40,14,916,1,0.02427816390991211,7.796287536621094e-05,0.003194093704223633
voter_reg_num,0.02908802032470703,40,14,916,1,0.023967981338500977,7.510185241699219e-05,0.003818035125732422
voter_reg_num,0.03728294372558594,40,14,916,1,0.030558109283447266,7.390975952148438e-05,0.005223989486694336
