-----airport-----
attribute,total_time,num_explanations,cells_deleted,max_depth,memory_bytes,init_time,model_time,del_time
latitude_deg,0.027339935302734375,21,22,1,1299,0.023366928100585938,0.0004909038543701172,0.0033998489379882812
latitude_deg,0.021791934967041016,21,22,1,1299,0.01827096939086914,0.0004000663757324219,0.003050088882446289
latitude_deg,0.021358251571655273,21,22,1,1299,0.017808914184570312,0.0003650188446044922,0.003118753433227539
latitude_deg,0.020840883255004883,21,22,1,1299,0.017378807067871094,0.0003859996795654297,0.003014802932739258
latitude_deg,0.021244049072265625,21,22,1,1299,0.01784515380859375,0.0003581047058105469,0.002974271774291992
latitude_deg,0.024758100509643555,21,22,1,1299,0.01782393455505371,0.0004029273986816406,0.006453037261962891
latitude_deg,0.021538972854614258,21,22,1,1299,0.018085956573486328,0.00038886070251464844,0.0029840469360351562
latitude_deg,0.020524978637695312,21,22,1,1299,0.016638994216918945,0.0004191398620605469,0.003383159637451172
latitude_deg,0.019694805145263672,21,22,1,1299,0.01651597023010254,0.0004000663757324219,0.0026962757110595703
latitude_deg,0.020874977111816406,21,22,1,1299,0.017125844955444336,0.0004029273986816406,0.0032727718353271484
latitude_deg,0.02147984504699707,21,22,1,1299,0.01793384552001953,0.0003840923309326172,0.003087282180786133
latitude_deg,0.02097916603088379,21,22,1,1299,0.017055034637451172,0.0004031658172607422,0.0034449100494384766
latitude_deg,0.021455764770507812,21,22,1,1299,0.018025875091552734,0.0003638267517089844,0.0030002593994140625
latitude_deg,0.023012161254882812,21,22,1,1299,0.01927495002746582,0.0004649162292480469,0.0031909942626953125
latitude_deg,0.023992061614990234,21,22,1,1299,0.02059626579284668,0.00039887428283691406,0.002936124801635742
latitude_deg,0.021207809448242188,21,22,1,1299,0.01770186424255371,0.00038814544677734375,0.003041982650756836
latitude_deg,0.020882129669189453,21,22,1,1299,0.01707005500793457,0.0004119873046875,0.003323793411254883
latitude_deg,0.020730257034301758,21,22,1,1299,0.017149925231933594,0.0003762245178222656,0.0031387805938720703
latitude_deg,0.021270036697387695,21,22,1,1299,0.017530202865600586,0.0003898143768310547,0.0032808780670166016
latitude_deg,0.0206301212310791,21,22,1,1299,0.01701211929321289,0.0003650188446044922,0.0031828880310058594
latitude_deg,0.020839214324951172,21,22,1,1299,0.017312049865722656,0.0003902912139892578,0.0030710697174072266
latitude_deg,0.020718097686767578,21,22,1,1299,0.01725006103515625,0.00036978721618652344,0.0030291080474853516
latitude_deg,0.020612239837646484,21,22,1,1299,0.01721811294555664,0.00037407875061035156,0.0029609203338623047
latitude_deg,0.020759105682373047,21,22,1,1299,0.017248153686523438,0.0003838539123535156,0.0030651092529296875
latitude_deg,0.020742177963256836,21,22,1,1299,0.017145156860351562,0.00035691261291503906,0.003170013427734375
latitude_deg,0.020264148712158203,21,22,1,1299,0.016566991806030273,0.0003571510314941406,0.0032808780670166016
latitude_deg,0.02080821990966797,21,22,1,1299,0.017230987548828125,0.00040793418884277344,0.0030846595764160156
latitude_deg,0.02103877067565918,21,22,1,1299,0.017407894134521484,0.0004107952117919922,0.0031480789184570312
latitude_deg,0.020563840866088867,21,22,1,1299,0.017098188400268555,0.0003638267517089844,0.0030372142791748047
latitude_deg,0.020730972290039062,21,22,1,1299,0.017280101776123047,0.0003600120544433594,0.0030269622802734375
latitude_deg,0.02053976058959961,21,22,1,1299,0.01715993881225586,0.0003418922424316406,0.0029709339141845703
latitude_deg,0.021065950393676758,21,22,1,1299,0.017433643341064453,0.0003840923309326172,0.0031909942626953125
latitude_deg,0.0201416015625,21,22,1,1299,0.01672077178955078,0.0003578662872314453,0.003002166748046875
latitude_deg,0.020585060119628906,21,22,1,1299,0.017236948013305664,0.0003578662872314453,0.002928018569946289
latitude_deg,0.022497177124023438,21,22,1,1299,0.01862931251525879,0.0004286766052246094,0.0033788681030273438
latitude_deg,0.02471184730529785,21,22,1,1299,0.021044254302978516,0.00034689903259277344,0.003262042999267578
latitude_deg,0.02216196060180664,21,22,1,1299,0.018410921096801758,0.0004138946533203125,0.0032570362091064453
latitude_deg,0.02193903923034668,21,22,1,1299,0.0185701847076416,0.00035190582275390625,0.0029549598693847656
latitude_deg,0.019912004470825195,21,22,1,1299,0.016232967376708984,0.00038313865661621094,0.0032358169555664062
latitude_deg,0.021921634674072266,21,22,1,1299,0.018473148345947266,0.00036787986755371094,0.003016948699951172
latitude_deg,0.02068805694580078,21,22,1,1299,0.01719522476196289,0.00035572052001953125,0.0030798912048339844
latitude_deg,0.02233123779296875,21,22,1,1299,0.018734216690063477,0.00037789344787597656,0.003155946731567383
latitude_deg,0.023298025131225586,21,22,1,1299,0.0189969539642334,0.0003960132598876953,0.0038259029388427734
latitude_deg,0.021738052368164062,21,22,1,1299,0.018096923828125,0.0004029273986816406,0.0031659603118896484
latitude_deg,0.021033048629760742,21,22,1,1299,0.01738905906677246,0.0003910064697265625,0.003178834915161133
latitude_deg,0.02297210693359375,21,22,1,1299,0.019152164459228516,0.0004448890686035156,0.0033028125762939453
latitude_deg,0.0238339900970459,21,22,1,1299,0.02000594139099121,0.0004112720489501953,0.003328084945678711
latitude_deg,0.023648977279663086,21,22,1,1299,0.020069122314453125,0.0003840923309326172,0.0031249523162841797
latitude_deg,0.02275562286376953,21,22,1,1299,0.01896500587463379,0.0004558563232421875,0.0032548904418945312
latitude_deg,0.026167869567871094,21,22,1,1299,0.022490739822387695,0.00038623809814453125,0.0032079219818115234
latitude_deg,0.02107381820678711,21,22,1,1299,0.017528057098388672,0.00036406517028808594,0.0031180381774902344
latitude_deg,0.021044015884399414,21,22,1,1299,0.017234086990356445,0.0003819465637207031,0.0033621788024902344
latitude_deg,0.021188974380493164,21,22,1,1299,0.017714738845825195,0.00036525726318359375,0.003039121627807617
latitude_deg,0.021754026412963867,21,22,1,1299,0.018283605575561523,0.00037598609924316406,0.0030257701873779297
latitude_deg,0.021476030349731445,21,22,1,1299,0.017989158630371094,0.00035119056701660156,0.0030760765075683594
latitude_deg,0.024773836135864258,21,22,1,1299,0.021079063415527344,0.00043892860412597656,0.003183126449584961
