-----airport-----
attribute,total_time,init_time,model_time,del_time,leakage,paths_blocked,mask_size,num_paths,memory_overhead_bytes
latitude_deg,0.0764319896697998,0.018769025802612305,0.05500197410583496,0.0025682449340820312,0.0,24,15,24,17350
latitude_deg,0.07645916938781738,0.018011093139648438,0.055361032485961914,0.0029668807983398438,0.0,24,15,24,17350
latitude_deg,0.08114194869995117,0.018269062042236328,0.059661865234375,0.0030660629272460938,0.0,24,15,24,17350
latitude_deg,0.07851886749267578,0.019901037216186523,0.05553579330444336,0.002960205078125,0.0,24,15,24,17350
latitude_deg,0.07663106918334961,0.018496036529541016,0.0548701286315918,0.0031630992889404297,0.0,24,15,24,17350
latitude_deg,0.07835221290588379,0.018932342529296875,0.05625796318054199,0.0030498504638671875,0.0,24,15,24,17350
latitude_deg,0.0770869255065918,0.01915121078491211,0.0548100471496582,0.003025054931640625,0.0,24,15,24,17350
latitude_deg,0.07650208473205566,0.01806163787841797,0.05492234230041504,0.003432750701904297,0.0,24,15,24,17350
latitude_deg,0.07662820816040039,0.018156051635742188,0.055425167083740234,0.002950906753540039,0.0,24,15,24,17350
latitude_deg,0.07628107070922852,0.01804494857788086,0.055174827575683594,0.002969026565551758,0.0,24,15,24,17350
latitude_deg,0.07656502723693848,0.017776012420654297,0.05610203742980957,0.0025920867919921875,0.0,24,15,24,17350
latitude_deg,0.08041095733642578,0.019989013671875,0.05556607246398926,0.004744052886962891,0.0,24,15,24,17350
latitude_deg,0.07661700248718262,0.01848769187927246,0.05487179756164551,0.0031664371490478516,0.0,24,15,24,17350
latitude_deg,0.07633566856384277,0.01816082000732422,0.05516219139099121,0.0029239654541015625,0.0,24,15,24,17350
latitude_deg,0.07600998878479004,0.018676042556762695,0.054711103439331055,0.0025327205657958984,0.0,24,15,24,17350
latitude_deg,0.0773160457611084,0.01804494857788086,0.05624985694885254,0.0029091835021972656,0.0,24,15,24,17350
latitude_deg,0.07665395736694336,0.018423080444335938,0.05512809753417969,0.0030069351196289062,0.0,24,15,24,17350
latitude_deg,0.07900309562683105,0.01843881607055664,0.05727410316467285,0.0031790733337402344,0.0,24,15,24,17350
latitude_deg,0.07786893844604492,0.018502235412597656,0.056543827056884766,0.002700328826904297,0.0,24,15,24,17350
latitude_deg,0.07620024681091309,0.01925516128540039,0.05371212959289551,0.003114938735961914,0.0,24,15,24,17350
latitude_deg,0.0764617919921875,0.018568038940429688,0.05472207069396973,0.0030689239501953125,0.0,24,15,24,17350
latitude_deg,0.07903790473937988,0.020318984985351562,0.05555295944213867,0.0030639171600341797,0.0,24,15,24,17350
latitude_deg,0.07663416862487793,0.01860499382019043,0.0549168586730957,0.0030052661895751953,0.0,24,15,24,17350
-----hospital-----
attribute,total_time,init_time,model_time,del_time,leakage,paths_blocked,mask_size,num_paths,memory_overhead_bytes
ProviderNumber,0.02657914161682129,0.013875961303710938,0.009371042251586914,0.003233194351196289,0.0,13,12,13,3362
ProviderNumber,0.025951862335205078,0.014023065567016602,0.009278059005737305,0.0024929046630859375,0.0,13,12,13,3362
ProviderNumber,0.02655482292175293,0.014096975326538086,0.00987386703491211,0.002482175827026367,0.0,13,12,13,3362
ProviderNumber,0.02651810646057129,0.014217853546142578,0.009469985961914062,0.0027320384979248047,0.0,13,12,13,3362
ProviderNumber,0.0292208194732666,0.015063047409057617,0.011372089385986328,0.002680063247680664,0.0,13,12,13,3362
ProviderNumber,0.026493072509765625,0.014499187469482422,0.009448766708374023,0.0024509429931640625,0.0,13,12,13,3362
ProviderNumber,0.025826215744018555,0.013947010040283203,0.009337186813354492,0.002447843551635742,0.0,13,12,13,3362
ProviderNumber,0.02546095848083496,0.01385498046875,0.00902414321899414,0.002483844757080078,0.0,13,12,13,3362
ProviderNumber,0.026946067810058594,0.015227794647216797,0.009189844131469727,0.002434253692626953,0.0,13,12,13,3362
ProviderNumber,0.02729511260986328,0.01577591896057129,0.008932828903198242,0.0025031566619873047,0.0,13,12,13,3362
ProviderNumber,0.02544879913330078,0.013512849807739258,0.009293079376220703,0.002544879913330078,0.0,13,12,13,3362
ProviderNumber,0.025410890579223633,0.013695955276489258,0.009137868881225586,0.0024840831756591797,0.0,13,12,13,3362
ProviderNumber,0.026317119598388672,0.014338016510009766,0.009250164031982422,0.0026416778564453125,0.0,13,12,13,3362
ProviderNumber,0.025580167770385742,0.013483047485351562,0.009500980377197266,0.002489805221557617,0.0,13,12,13,3362
ProviderNumber,0.024736881256103516,0.013217926025390625,0.00903177261352539,0.0024001598358154297,0.0,13,12,13,3362
ProviderNumber,0.025033950805664062,0.013292074203491211,0.00915980339050293,0.0024971961975097656,0.0,13,12,13,3362
ProviderNumber,0.025297880172729492,0.013514995574951172,0.009295225143432617,0.0024025440216064453,0.0,13,12,13,3362
ProviderNumber,0.02335190773010254,0.012195825576782227,0.008997917175292969,0.0020792484283447266,0.0,13,12,13,3362
ProviderNumber,0.02959275245666504,0.01189112663269043,0.008275985717773438,0.009337902069091797,0.0,13,12,13,3362
ProviderNumber,0.024761676788330078,0.013329029083251953,0.00904393196105957,0.002295970916748047,0.0,13,12,13,3362
ProviderNumber,0.024251937866210938,0.012819051742553711,0.00900721549987793,0.0023338794708251953,0.0,13,12,13,3362
ProviderNumber,0.024718046188354492,0.013271093368530273,0.008983135223388672,0.0023789405822753906,0.0,13,12,13,3362
ProviderNumber,0.02447199821472168,0.012991905212402344,0.008920907974243164,0.002475261688232422,0.0,13,12,13,3362
ProviderNumber,0.024754762649536133,0.013340950012207031,0.00899505615234375,0.002335071563720703,0.0,13,12,13,3362
ProviderNumber,0.024660825729370117,0.013184070587158203,0.00906515121459961,0.002319812774658203,0.0,13,12,13,3362
ProviderNumber,0.02470088005065918,0.013003110885620117,0.009119033813476562,0.0024938583374023438,0.0,13,12,13,3362
ProviderNumber,0.0245358943939209,0.012809991836547852,0.008858203887939453,0.0027837753295898438,0.0,13,12,13,3362
ProviderNumber,0.025068044662475586,0.013538122177124023,0.009025812149047852,0.002421855926513672,0.0,13,12,13,3362
ProviderNumber,0.02485179901123047,0.013489961624145508,0.00886082649230957,0.002414226531982422,0.0,13,12,13,3362
ProviderNumber,0.027315855026245117,0.015895843505859375,0.008833885192871094,0.002504110336303711,0.0,13,12,13,3362
ProviderNumber,0.028894901275634766,0.017059803009033203,0.00900411605834961,0.002753019332885742,0.0,13,12,13,3362
ProviderNumber,0.025950908660888672,0.01448202133178711,0.00898885726928711,0.002396106719970703,0.0,13,12,13,3362
ProviderNumber,0.025250911712646484,0.013709068298339844,0.00918722152709961,0.0022735595703125,0.0,13,12,13,3362
ProviderNumber,0.02544999122619629,0.012979984283447266,0.009237051010131836,0.0031189918518066406,0.0,13,12,13,3362
ProviderNumber,0.024557113647460938,0.01352691650390625,0.008647918701171875,0.0022950172424316406,0.0,13,12,13,3362
ProviderNumber,0.025629043579101562,0.01435995101928711,0.008939981460571289,0.002249002456665039,0.0,13,12,13,3362
ProviderNumber,0.026107072830200195,0.014344215393066406,0.009138107299804688,0.002536773681640625,0.0,13,12,13,3362
ProviderNumber,0.024603843688964844,0.014624834060668945,0.007846832275390625,0.0020301342010498047,0.0,13,12,13,3362
ProviderNumber,0.025193214416503906,0.013296127319335938,0.009512901306152344,0.002279043197631836,0.0,13,12,13,3362
ProviderNumber,0.02439284324645996,0.013092756271362305,0.008970260620117188,0.002251863479614258,0.0,13,12,13,3362
ProviderNumber,0.025040149688720703,0.013262033462524414,0.009052038192749023,0.002644777297973633,0.0,13,12,13,3362
ProviderNumber,0.02435588836669922,0.012936830520629883,0.009029150009155273,0.002310037612915039,0.0,13,12,13,3362
ProviderNumber,0.025522947311401367,0.01323390007019043,0.009484052658081055,0.0027191638946533203,0.0,13,12,13,3362
ProviderNumber,0.024396896362304688,0.013020992279052734,0.00893402099609375,0.0023620128631591797,0.0,13,12,13,3362
ProviderNumber,0.025017738342285156,0.013125896453857422,0.009258031845092773,0.0025358200073242188,0.0,13,12,13,3362
ProviderNumber,0.025011062622070312,0.013267993927001953,0.009182929992675781,0.0024728775024414062,0.0,13,12,13,3362
ProviderNumber,0.026633024215698242,0.015051126480102539,0.00902700424194336,0.002468109130859375,0.0,13,12,13,3362
ProviderNumber,0.028150081634521484,0.015789031982421875,0.009736061096191406,0.002537965774536133,0.0,13,12,13,3362
ProviderNumber,0.02772808074951172,0.016204118728637695,0.00899505615234375,0.0024461746215820312,0.0,13,12,13,3362
ProviderNumber,0.027411937713623047,0.015856027603149414,0.009095907211303711,0.0023717880249023438,0.0,13,12,13,3362
ProviderNumber,0.027479171752929688,0.01524496078491211,0.009741783142089844,0.002413034439086914,0.0,13,12,13,3362
ProviderNumber,0.02691507339477539,0.014850139617919922,0.008826017379760742,0.0031578540802001953,0.0,13,12,13,3362
ProviderNumber,0.026630878448486328,0.01513528823852539,0.009018898010253906,0.0023910999298095703,0.0,13,12,13,3362
ProviderNumber,0.028195858001708984,0.015373706817626953,0.009207963943481445,0.0035009384155273438,0.0,13,12,13,3362
ProviderNumber,0.026671886444091797,0.014513015747070312,0.009279966354370117,0.0027899742126464844,0.0,13,12,13,3362
ProviderNumber,0.026504039764404297,0.015136003494262695,0.008883953094482422,0.0024008750915527344,0.0,13,12,13,3362
ProviderNumber,0.02712726593017578,0.015198945999145508,0.009290933609008789,0.0025479793548583984,0.0,13,12,13,3362
ProviderNumber,0.02597522735595703,0.014477014541625977,0.009024858474731445,0.002382040023803711,0.0,13,12,13,3362
ProviderNumber,0.024805068969726562,0.013216018676757812,0.008890151977539062,0.002615690231323242,0.0,13,12,13,3362
ProviderNumber,0.027165889739990234,0.014981746673583984,0.009485960006713867,0.002607107162475586,0.0,13,12,13,3362
ProviderNumber,0.024713993072509766,0.013182878494262695,0.009020805358886719,0.0024292469024658203,0.0,13,12,13,3362
ProviderNumber,0.024657011032104492,0.013070821762084961,0.009081125259399414,0.0024199485778808594,0.0,13,12,13,3362
ProviderNumber,0.025537729263305664,0.01320791244506836,0.00957798957824707,0.0026743412017822266,0.0,13,12,13,3362
ProviderNumber,0.024173736572265625,0.01269388198852539,0.008996725082397461,0.0024003982543945312,0.0,13,12,13,3362
ProviderNumber,0.025223970413208008,0.013398170471191406,0.009291887283325195,0.00244903564453125,0.0,13,12,13,3362
ProviderNumber,0.02508711814880371,0.013484954833984375,0.009105205535888672,0.0024118423461914062,0.0,13,12,13,3362
ProviderNumber,0.02526116371154785,0.013309001922607422,0.009134769439697266,0.002739429473876953,0.0,13,12,13,3362
ProviderNumber,0.026333093643188477,0.014369726181030273,0.009120941162109375,0.0027582645416259766,0.0,13,12,13,3362
ProviderNumber,0.025236845016479492,0.013829946517944336,0.008915901184082031,0.0024030208587646484,0.0,13,12,13,3362
ProviderNumber,0.02511119842529297,0.01332402229309082,0.009222030639648438,0.00247955322265625,0.0,13,12,13,3362
ProviderNumber,0.024497032165527344,0.013596296310424805,0.008915901184082031,0.0019068717956542969,0.0,13,12,13,3362
ProviderNumber,0.024879932403564453,0.013076066970825195,0.009042978286743164,0.0026869773864746094,0.0,13,12,13,3362
ProviderNumber,0.024966955184936523,0.013298988342285156,0.009099006652832031,0.002481222152709961,0.0,13,12,13,3362
ProviderNumber,0.025068044662475586,0.013161897659301758,0.00905299186706543,0.0027680397033691406,0.0,13,12,13,3362
ProviderNumber,0.025817155838012695,0.013916015625,0.00934910774230957,0.0024619102478027344,0.0,13,12,13,3362
ProviderNumber,0.022942781448364258,0.011845827102661133,0.008346080780029297,0.002672910690307617,0.0,13,12,13,3362
ProviderNumber,0.026373863220214844,0.014425992965698242,0.009306907653808594,0.002557992935180664,0.0,13,12,13,3362
ProviderNumber,0.024775028228759766,0.012865066528320312,0.009549856185913086,0.0022764205932617188,0.0,13,12,13,3362
ProviderNumber,0.025707006454467773,0.013546943664550781,0.009474039077758789,0.0025968551635742188,0.0,13,12,13,3362
ProviderNumber,0.024705171585083008,0.013028860092163086,0.009041070938110352,0.002560138702392578,0.0,13,12,13,3362
ProviderNumber,0.025289058685302734,0.013471126556396484,0.009228229522705078,0.002505779266357422,0.0,13,12,13,3362
ProviderNumber,0.02431201934814453,0.013006925582885742,0.008880853652954102,0.002349376678466797,0.0,13,12,13,3362
ProviderNumber,0.025469064712524414,0.013518810272216797,0.00935506820678711,0.002501964569091797,0.0,13,12,13,3362
ProviderNumber,0.025046110153198242,0.013091087341308594,0.009089946746826172,0.002785921096801758,0.0,13,12,13,3362
ProviderNumber,0.025669097900390625,0.013274192810058594,0.009779214859008789,0.002530813217163086,0.0,13,12,13,3362
ProviderNumber,0.026020050048828125,0.014254093170166016,0.009315967559814453,0.0023729801177978516,0.0,13,12,13,3362
ProviderNumber,0.02693796157836914,0.013907909393310547,0.009671926498413086,0.0032782554626464844,0.0,13,12,13,3362
ProviderNumber,0.026901960372924805,0.015551090240478516,0.008971929550170898,0.0023040771484375,0.0,13,12,13,3362
ProviderNumber,0.027523040771484375,0.015108823776245117,0.009654998779296875,0.002669095993041992,0.0,13,12,13,3362
ProviderNumber,0.026228904724121094,0.014706134796142578,0.00899195671081543,0.002451181411743164,0.0,13,12,13,3362
ProviderNumber,0.029680728912353516,0.014576911926269531,0.009694099426269531,0.005327939987182617,0.0,13,12,13,3362
ProviderNumber,0.02803516387939453,0.01611328125,0.009225845336914062,0.002608060836791992,0.0,13,12,13,3362
ProviderNumber,0.02548694610595703,0.01333308219909668,0.00959634780883789,0.0024785995483398438,0.0,13,12,13,3362
ProviderNumber,0.0270841121673584,0.014523744583129883,0.009959220886230469,0.002500772476196289,0.0,13,12,13,3362
ProviderNumber,0.027260303497314453,0.015163183212280273,0.009214162826538086,0.0027959346771240234,0.0,13,12,13,3362
ProviderNumber,0.024981975555419922,0.013405799865722656,0.009028196334838867,0.0024628639221191406,0.0,13,12,13,3362
ProviderNumber,0.02618694305419922,0.013038158416748047,0.010564804077148438,0.0025010108947753906,0.0,13,12,13,3362
ProviderNumber,0.02465510368347168,0.013216972351074219,0.008860349655151367,0.002498626708984375,0.0,13,12,13,3362
ProviderNumber,0.02503180503845215,0.01322484016418457,0.00916600227355957,0.0025551319122314453,0.0,13,12,13,3362
ProviderNumber,0.0245816707611084,0.013153076171875,0.009031057357788086,0.002318859100341797,0.0,13,12,13,3362
-----ncvoter-----
attribute,total_time,init_time,model_time,del_time,leakage,paths_blocked,mask_size,num_paths,memory_overhead_bytes
voter_reg_num,0.02523016929626465,0.015798091888427734,0.006729841232299805,0.0026123523712158203,0.0,16,14,16,2686
voter_reg_num,0.0235440731048584,0.014767169952392578,0.0065708160400390625,0.002131223678588867,0.0,16,14,16,2686
voter_reg_num,0.02478790283203125,0.015570878982543945,0.0065190792083740234,0.0026209354400634766,0.0,16,14,16,2686
voter_reg_num,0.025097131729125977,0.01538991928100586,0.0066831111907958984,0.0029358863830566406,0.0,16,14,16,2686
voter_reg_num,0.025668859481811523,0.01574087142944336,0.007263898849487305,0.002573251724243164,0.0,16,14,16,2686
voter_reg_num,0.025974035263061523,0.01629185676574707,0.007036924362182617,0.0025572776794433594,0.0,16,14,16,2686
voter_reg_num,0.026063919067382812,0.016671180725097656,0.0067059993743896484,0.002608060836791992,0.0,16,14,16,2686
voter_reg_num,0.02682018280029297,0.016466140747070312,0.007438182830810547,0.0028138160705566406,0.0,16,14,16,2686
voter_reg_num,0.02563929557800293,0.016057252883911133,0.007415056228637695,0.0020678043365478516,0.0,16,14,16,2686
voter_reg_num,0.025974035263061523,0.015855073928833008,0.0075342655181884766,0.002486705780029297,0.0,16,14,16,2686
voter_reg_num,0.022258758544921875,0.01425790786743164,0.0059778690338134766,0.001934051513671875,0.0,16,14,16,2686
voter_reg_num,0.024155855178833008,0.015271902084350586,0.006680965423583984,0.002126932144165039,0.0,16,14,16,2686
voter_reg_num,0.02436232566833496,0.01546025276184082,0.006654024124145508,0.0021638870239257812,0.0,16,14,16,2686
voter_reg_num,0.02437877655029297,0.015118837356567383,0.0065801143646240234,0.0026009082794189453,0.0,16,14,16,2686
voter_reg_num,0.02444005012512207,0.01543879508972168,0.006494045257568359,0.0024230480194091797,0.0,16,14,16,2686
voter_reg_num,0.026411771774291992,0.016242265701293945,0.006710052490234375,0.003362894058227539,0.0,16,14,16,2686
voter_reg_num,0.025700092315673828,0.016369342803955078,0.006719827651977539,0.002526998519897461,0.0,16,14,16,2686
voter_reg_num,0.027085065841674805,0.016340970993041992,0.006887912750244141,0.003401041030883789,0.0,16,14,16,2686
voter_reg_num,0.027445077896118164,0.017469167709350586,0.00705409049987793,0.002814054489135742,0.0,16,14,16,2686
voter_reg_num,0.025979042053222656,0.016213178634643555,0.006756782531738281,0.0029222965240478516,0.0,16,14,16,2686
voter_reg_num,0.026636123657226562,0.01696014404296875,0.0068171024322509766,0.0027747154235839844,0.0,16,14,16,2686
voter_reg_num,0.026304960250854492,0.016571998596191406,0.007174968719482422,0.0024628639221191406,0.0,16,14,16,2686
voter_reg_num,0.025881052017211914,0.016440153121948242,0.006793975830078125,0.002566814422607422,0.0,16,14,16,2686
voter_reg_num,0.02527904510498047,0.016267061233520508,0.006724119186401367,0.002197742462158203,0.0,16,14,16,2686
voter_reg_num,0.02564215660095215,0.01588892936706543,0.006642818450927734,0.0030221939086914062,0.0,16,14,16,2686
voter_reg_num,0.027940750122070312,0.016648054122924805,0.006659030914306641,0.0045566558837890625,0.0,16,14,16,2686
voter_reg_num,0.03712916374206543,0.023064136505126953,0.010952949523925781,0.0030379295349121094,0.0,16,14,16,2686
voter_reg_num,0.034039974212646484,0.019121885299682617,0.011625289916992188,0.003179788589477539,0.0,16,14,16,2686
voter_reg_num,0.02606511116027832,0.01616835594177246,0.007197380065917969,0.002610445022583008,0.0,16,14,16,2686
voter_reg_num,0.03263592720031738,0.018614768981933594,0.009931802749633789,0.0040013790130615234,0.0,16,14,16,2686
voter_reg_num,0.03651785850524902,0.021723031997680664,0.01032114028930664,0.004393815994262695,0.0,16,14,16,2686
voter_reg_num,0.02956700325012207,0.01792311668395996,0.008568048477172852,0.002996683120727539,0.0,16,14,16,2686
voter_reg_num,0.025033950805664062,0.016433000564575195,0.006145000457763672,0.0023529529571533203,0.0,16,14,16,2686
voter_reg_num,0.03908395767211914,0.018413066864013672,0.009351015090942383,0.011235952377319336,0.0,16,14,16,2686
voter_reg_num,0.03249096870422363,0.019269227981567383,0.00963592529296875,0.0035049915313720703,0.0,16,14,16,2686
voter_reg_num,0.03366518020629883,0.019565105438232422,0.010160684585571289,0.0038411617279052734,0.0,16,14,16,2686
voter_reg_num,0.03529810905456543,0.021352052688598633,0.010080099105834961,0.003785848617553711,0.0,16,14,16,2686
voter_reg_num,0.03575706481933594,0.021156787872314453,0.010424137115478516,0.00410008430480957,0.0,16,14,16,2686
voter_reg_num,0.033622026443481445,0.020318031311035156,0.009516000747680664,0.003710031509399414,0.0,16,14,16,2686
