-----airport-----
attribute,total_time,num_explanations,cells_deleted,max_depth,memory_bytes,init_time,model_time,del_time
latitude_deg,0.12518000602722168,22,15,1,17350,0.06881904602050781,0.01889514923095703,0.0016047954559326172
latitude_deg,0.07853007316589355,22,15,1,17350,0.05495595932006836,0.0010612010955810547,0.0025568008422851562
latitude_deg,0.08098697662353516,22,15,1,17350,0.057375192642211914,0.0008969306945800781,0.0019788742065429688
latitude_deg,0.07846498489379883,22,15,1,17350,0.05516695976257324,0.0008959770202636719,0.002249002456665039
latitude_deg,0.08112287521362305,22,15,1,17350,0.057868003845214844,0.0010669231414794922,0.002223968505859375
latitude_deg,0.07921981811523438,22,15,1,17350,0.0561223030090332,0.0009098052978515625,0.0015597343444824219
latitude_deg,0.08065295219421387,22,15,1,17350,0.057108163833618164,0.001119852066040039,0.0022897720336914062
latitude_deg,0.08080601692199707,22,15,1,17350,0.05762910842895508,0.0009696483612060547,0.0018470287322998047
latitude_deg,0.07623982429504395,22,15,1,17350,0.05385398864746094,0.001013040542602539,0.0017938613891601562
latitude_deg,0.08026695251464844,22,15,1,17350,0.05840015411376953,0.0009021759033203125,0.002128124237060547
latitude_deg,0.07827258110046387,22,15,1,17350,0.05451393127441406,0.0008718967437744141,0.002063751220703125
latitude_deg,0.08651018142700195,22,15,1,17350,0.06313705444335938,0.0010218620300292969,0.002627849578857422
latitude_deg,0.0884408950805664,22,15,1,17350,0.06058502197265625,0.0009317398071289062,0.0018148422241210938
latitude_deg,0.08072781562805176,22,15,1,17350,0.05565190315246582,0.0009398460388183594,0.0018849372863769531
latitude_deg,0.0921320915222168,22,15,1,17350,0.06586885452270508,0.0010123252868652344,0.0034210681915283203
latitude_deg,0.08285808563232422,22,15,1,17350,0.056405067443847656,0.0009601116180419922,0.0022737979888916016
latitude_deg,0.08140802383422852,22,15,1,17350,0.05800199508666992,0.0008931159973144531,0.0025718212127685547
latitude_deg,0.09605193138122559,22,15,1,17350,0.0683450698852539,0.000990152359008789,0.005116939544677734
latitude_deg,0.13508200645446777,22,15,1,17350,0.0975809097290039,0.0009379386901855469,0.0029120445251464844
latitude_deg,0.0977630615234375,22,15,1,17350,0.07112479209899902,0.0009253025054931641,0.002321958541870117
latitude_deg,0.07824397087097168,22,15,1,17350,0.05458378791809082,0.0009243488311767578,0.0019431114196777344
latitude_deg,0.08579707145690918,22,15,1,17350,0.06129097938537598,0.0009312629699707031,0.002341032028198242
latitude_deg,0.07781600952148438,22,15,1,17350,0.05513191223144531,0.0008680820465087891,0.0022246837615966797
latitude_deg,0.08212900161743164,22,15,1,17350,0.05887007713317871,0.0009410381317138672,0.0024139881134033203
latitude_deg,0.08528017997741699,22,15,1,17350,0.06033587455749512,0.0009200572967529297,0.002191781997680664
latitude_deg,0.08436393737792969,22,15,1,17350,0.06038975715637207,0.0009272098541259766,0.0023040771484375
latitude_deg,0.08656001091003418,22,15,1,17350,0.05817079544067383,0.0009143352508544922,0.0057220458984375
latitude_deg,0.08122014999389648,22,15,1,17350,0.0575098991394043,0.0009021759033203125,0.00208282470703125
latitude_deg,0.08554792404174805,22,15,1,17350,0.061578989028930664,0.001004934310913086,0.0019159317016601562
latitude_deg,0.07809185981750488,22,15,1,17350,0.053925275802612305,0.0009238719940185547,0.0023641586303710938
latitude_deg,0.08134198188781738,22,15,1,17350,0.058011770248413086,0.0008993148803710938,0.0026438236236572266
latitude_deg,0.08644890785217285,22,15,1,17350,0.06051993370056152,0.0009958744049072266,0.002239227294921875
latitude_deg,0.0840609073638916,22,15,1,17350,0.05806899070739746,0.0009500980377197266,0.0017881393432617188
latitude_deg,0.0889589786529541,22,15,1,17350,0.06404805183410645,0.0009219646453857422,0.0016281604766845703
latitude_deg,0.07912802696228027,22,15,1,17350,0.05531477928161621,0.0009033679962158203,0.0026521682739257812
latitude_deg,0.08200907707214355,22,15,1,17350,0.05850672721862793,0.0009012222290039062,0.0020830631256103516
latitude_deg,0.08064794540405273,22,15,1,17350,0.056665897369384766,0.0009591579437255859,0.0022439956665039062
