-----airport-----
attribute,total_time,num_explanations,cells_deleted,max_depth,memory_bytes,init_time,model_time,del_time
latitude_deg,0.031723976135253906,21,22,1,57166,0.026443004608154297,0.0002658367156982422,0.003779888153076172
latitude_deg,0.028135061264038086,21,22,1,57166,0.02456521987915039,0.00023889541625976562,0.0024030208587646484
latitude_deg,0.021054983139038086,21,22,1,57166,0.01770806312561035,0.000286102294921875,0.002131223678588867
latitude_deg,0.021296977996826172,21,22,1,57166,0.01789116859436035,0.0002028942108154297,0.002231121063232422
latitude_deg,0.025763273239135742,21,22,1,57166,0.018815994262695312,0.000209808349609375,0.003374814987182617
latitude_deg,0.021071910858154297,21,22,1,57166,0.017676830291748047,0.00021409988403320312,0.0022711753845214844
latitude_deg,0.023859024047851562,21,22,1,57166,0.01939702033996582,0.00023603439331054688,0.003056764602661133
latitude_deg,0.02184891700744629,21,22,1,57166,0.018373727798461914,0.00023031234741210938,0.0022771358489990234
latitude_deg,0.021214008331298828,21,22,1,57166,0.0175931453704834,0.00022411346435546875,0.0023529529571533203
latitude_deg,0.02068781852722168,21,22,1,57166,0.017444133758544922,0.0002040863037109375,0.002130746841430664
latitude_deg,0.02098703384399414,21,22,1,57166,0.017573118209838867,0.00019478797912597656,0.002228975296020508
latitude_deg,0.0216062068939209,21,22,1,57166,0.018043041229248047,0.0002162456512451172,0.002400636672973633
latitude_deg,0.02168107032775879,21,22,1,57166,0.018210172653198242,0.0002028942108154297,0.002274036407470703
latitude_deg,0.02087092399597168,21,22,1,57166,0.01759195327758789,0.0002009868621826172,0.0021522045135498047
latitude_deg,0.02096414566040039,21,22,1,57166,0.017745018005371094,0.00020313262939453125,0.002128124237060547
latitude_deg,0.02062821388244629,21,22,1,57166,0.01735210418701172,0.0002009868621826172,0.0021660327911376953
latitude_deg,0.02115774154663086,21,22,1,57166,0.017505645751953125,0.0001971721649169922,0.002485036849975586
latitude_deg,0.020899295806884766,21,22,1,57166,0.017496824264526367,0.00020003318786621094,0.0023288726806640625
latitude_deg,0.02018260955810547,21,22,1,57166,0.016931772232055664,0.00020194053649902344,0.0021677017211914062
latitude_deg,0.020601272583007812,21,22,1,57166,0.01729607582092285,0.00019884109497070312,0.0021991729736328125
latitude_deg,0.021581172943115234,21,22,1,57166,0.01794719696044922,0.00020194053649902344,0.0024411678314208984
latitude_deg,0.020912885665893555,21,22,1,57166,0.01763010025024414,0.00019097328186035156,0.002177000045776367
latitude_deg,0.021223783493041992,21,22,1,57166,0.01742696762084961,0.000209808349609375,0.002727031707763672
latitude_deg,0.02016615867614746,21,22,1,57166,0.01681685447692871,0.0002028942108154297,0.0021851062774658203
latitude_deg,0.02158188819885254,21,22,1,57166,0.017997026443481445,0.00019788742065429688,0.0024797916412353516
latitude_deg,0.0210111141204834,21,22,1,57166,0.017586946487426758,0.00019788742065429688,0.0022449493408203125
latitude_deg,0.02116703987121582,21,22,1,57166,0.017657995223999023,0.0002338886260986328,0.002299070358276367
latitude_deg,0.022345304489135742,21,22,1,57166,0.018650054931640625,0.00023293495178222656,0.0025069713592529297
latitude_deg,0.020685911178588867,21,22,1,57166,0.017264127731323242,0.0002048015594482422,0.0022857189178466797
latitude_deg,0.021517038345336914,21,22,1,57166,0.0181121826171875,0.00020599365234375,0.002282857894897461
latitude_deg,0.0202329158782959,21,22,1,57166,0.016836166381835938,0.00021409988403320312,0.0022296905517578125
latitude_deg,0.022186994552612305,21,22,1,57166,0.018598318099975586,0.00019979476928710938,0.0024039745330810547
