method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cells
marginal_em,airport,home_link,0.002930164337158203,0.0003082752227783203,0.0004999637603759766,0.0021219253540039062,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.0024161338806152344,0.0002758502960205078,0.0004820823669433594,0.0016582012176513672,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.0022110939025878906,0.00012993812561035156,0.00019311904907226562,0.0018880367279052734,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0022339820861816406,0.00013208389282226562,0.00017380714416503906,0.001928091049194336,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0020203590393066406,0.0001163482666015625,0.00015878677368164062,0.0017452239990234375,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.0018310546875,0.00010704994201660156,0.00014591217041015625,0.0015780925750732422,0.013132038880604324,,-0.3333333333333333,1,2,458,6
marginal_em,airport,home_link,0.0030968189239501953,0.0002989768981933594,0.0005109310150146484,0.0022869110107421875,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.002401590347290039,0.0002810955047607422,0.00047016143798828125,0.0016503334045410156,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.002299070358276367,0.00012803077697753906,0.00017905235290527344,0.0019919872283935547,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.002254962921142578,0.00011086463928222656,0.0001518726348876953,0.0019922256469726562,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.002323627471923828,0.00010395050048828125,0.00014901161193847656,0.0020706653594970703,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.0022618770599365234,0.00012493133544921875,0.00017690658569335938,0.0019600391387939453,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.002115964889526367,0.00010704994201660156,0.00015997886657714844,0.0018489360809326172,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.002123117446899414,0.00010967254638671875,0.00015211105346679688,0.0018613338470458984,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.0017850399017333984,0.00010991096496582031,0.00015997886657714844,0.0015151500701904297,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.0020530223846435547,0.00012111663818359375,0.0001728534698486328,0.0017590522766113281,0.013132038880604324,,-0.3333333333333333,1,2,458,6
marginal_em,airport,home_link,0.0018923282623291016,0.00015091896057128906,0.0001780986785888672,0.0015633106231689453,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.002413034439086914,0.00011372566223144531,0.00017118453979492188,0.002128124237060547,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.0025827884674072266,0.000125885009765625,0.0001838207244873047,0.002273082733154297,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.002151966094970703,0.00014066696166992188,0.00038623809814453125,0.00162506103515625,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.0020220279693603516,0.0001201629638671875,0.00018095970153808594,0.0017209053039550781,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0023860931396484375,0.00011992454528808594,0.0001761913299560547,0.002089977264404297,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.002010822296142578,0.00013017654418945312,0.00019669532775878906,0.001683950424194336,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0032410621643066406,0.00011181831359863281,0.00016498565673828125,0.0029642581939697266,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.0024290084838867188,0.00013780593872070312,0.0002582073211669922,0.0020329952239990234,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.0023131370544433594,0.00015306472778320312,0.00021791458129882812,0.0019421577453613281,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.014456987380981445,0.00014090538024902344,0.0002110004425048828,0.014105081558227539,0.03592524660768637,,-0.16666666666666666,1,1,458,6
marginal_em,airport,home_link,0.002731800079345703,0.0002009868621826172,0.00020599365234375,0.002324819564819336,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0021469593048095703,0.00011897087097167969,0.00017690658569335938,0.0018510818481445312,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.001979827880859375,0.00010204315185546875,0.00015592575073242188,0.0017218589782714844,0.03592524660768637,,-0.16666666666666666,1,1,458,6
marginal_em,airport,home_link,0.0020902156829833984,0.00010204315185546875,0.0001480579376220703,0.0018401145935058594,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.0020232200622558594,9.703636169433594e-05,0.000141143798828125,0.0017850399017333984,0.013132038880604324,,-0.3333333333333333,1,2,458,6
marginal_em,airport,home_link,0.002271890640258789,0.00011491775512695312,0.0001678466796875,0.001989126205444336,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.0021712779998779297,0.00010800361633300781,0.00015306472778320312,0.0019102096557617188,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0021250247955322266,0.00010585784912109375,0.00015211105346679688,0.001867055892944336,0.013132038880604324,,-0.3333333333333333,1,2,458,6
marginal_em,airport,home_link,0.002354860305786133,0.00013589859008789062,0.00017905235290527344,0.0020399093627929688,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.0020189285278320312,0.00010180473327636719,0.00015115737915039062,0.0017659664154052734,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.0024437904357910156,0.00010275840759277344,0.00015425682067871094,0.0021867752075195312,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.0019960403442382812,0.00010704994201660156,0.00015997886657714844,0.0017290115356445312,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.0023040771484375,0.0001251697540283203,0.00017786026000976562,0.002001047134399414,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0025382041931152344,0.00011372566223144531,0.00016832351684570312,0.002256155014038086,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.0019230842590332031,0.00011682510375976562,0.00017833709716796875,0.0016279220581054688,0.0,,-1.0,1,6,458,6
marginal_em,airport,home_link,0.0018877983093261719,0.00013208389282226562,0.0001888275146484375,0.0015668869018554688,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.0019388198852539062,0.00014400482177734375,0.00020694732666015625,0.0015878677368164062,0.03592524660768637,,-0.16666666666666666,1,1,458,6
marginal_em,airport,home_link,0.0018079280853271484,0.00011587142944335938,0.00017309188842773438,0.0015189647674560547,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.0017123222351074219,0.00013375282287597656,0.00017690658569335938,0.001401662826538086,0.22337399647872114,,-0.0,1,0,458,6
marginal_em,airport,home_link,0.002003908157348633,0.00012612342834472656,0.0001819133758544922,0.001695871353149414,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.003431081771850586,0.00011801719665527344,0.0003209114074707031,0.0029921531677246094,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.0019850730895996094,0.00011801719665527344,0.0001780986785888672,0.0016889572143554688,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.0018308162689208984,0.00013494491577148438,0.0001609325408935547,0.0015349388122558594,0.013132038880604324,,-0.3333333333333333,1,2,458,6
marginal_em,airport,home_link,0.0019516944885253906,0.00013375282287597656,0.00019097328186035156,0.0016269683837890625,0.011469181810646378,,-0.5,1,3,458,6
marginal_em,airport,home_link,0.0019321441650390625,0.0001361370086669922,0.00019478797912597656,0.0016012191772460938,0.013132038880604324,,-0.3333333333333333,1,2,458,6
marginal_em,airport,home_link,0.002560853958129883,0.00015807151794433594,0.00017786026000976562,0.0022249221801757812,0.03592524660768637,,-0.16666666666666666,1,1,458,6
marginal_em,airport,home_link,0.0027399063110351562,0.00012803077697753906,0.00017881393432617188,0.0024330615997314453,0.003306804705818678,,-0.8333333333333334,1,5,458,6
marginal_em,airport,home_link,0.003049135208129883,0.00014400482177734375,0.0002040863037109375,0.0027010440826416016,0.004612425044516089,,-0.6666666666666666,1,4,458,6
marginal_em,airport,home_link,0.0023081302642822266,0.00014519691467285156,0.0002129077911376953,0.0019500255584716797,0.03592524660768637,,-0.16666666666666666,1,1,458,6
marginal_em,airport,home_link,0.001913309097290039,0.00013709068298339844,0.00020503997802734375,0.0015711784362792969,0.03592524660768637,,-0.16666666666666666,1,1,458,6
marginal_em,airport,home_link,0.0019459724426269531,0.00013899803161621094,0.0002009868621826172,0.001605987548828125,0.013132038880604324,,-0.3333333333333333,1,2,458,6
