-----airport-----
target_attribute,total_time,init_time,model_time,del_time,leakage,utility,mask_size,num_paths,memory_overhead_bytes
latitude_deg,0.009164094924926758,0.001989126205444336,0.00273895263671875,0.004404306411743164,0.0,-7.0,14,24,6584
latitude_deg,0.004890918731689453,0.00017881393432617188,0.00168609619140625,0.0029990673065185547,0.0,-2.5,5,24,6584
latitude_deg,0.0036139488220214844,0.00016999244689941406,0.0008311271667480469,0.002582073211669922,0.0,-0.5,1,24,6584
latitude_deg,0.005312919616699219,0.00023102760314941406,0.002074003219604492,0.0029768943786621094,0.0,-3.0,6,24,6584
latitude_deg,0.007261991500854492,0.0001671314239501953,0.0023691654205322266,0.004702091217041016,0.0,-6.5,13,24,6584
latitude_deg,0.005024909973144531,9.512901306152344e-05,0.0011830329895019531,0.0037262439727783203,0.0,-3.5,7,24,6584
latitude_deg,0.004481792449951172,8.106231689453125e-05,0.0008141994476318359,0.0035648345947265625,0.0,-2.5,5,24,6584
latitude_deg,0.006318092346191406,9.107589721679688e-05,0.0014688968658447266,0.0047380924224853516,0.0,-7.0,14,24,6584
latitude_deg,0.0057830810546875,8.511543273925781e-05,0.0011980533599853516,0.004481792449951172,0.0,-6.5,13,24,6584
latitude_deg,0.005753040313720703,7.724761962890625e-05,0.0012919902801513672,0.004368782043457031,0.0,-6.5,13,24,6584
latitude_deg,0.005255937576293945,7.605552673339844e-05,0.0010750293731689453,0.004086017608642578,0.0,-7.0,14,24,6584
latitude_deg,0.005937099456787109,7.295608520507812e-05,0.0010929107666015625,0.004755258560180664,0.0,-7.0,14,24,6584
latitude_deg,0.004912853240966797,8.678436279296875e-05,0.0011031627655029297,0.0037078857421875,0.0,-5.0,10,24,6584
latitude_deg,0.004363059997558594,7.176399230957031e-05,0.0007989406585693359,0.0034792423248291016,0.0,-3.0,6,24,6584
latitude_deg,0.0029621124267578125,7.700920104980469e-05,0.0003669261932373047,0.0025069713592529297,0.0,-0.5,1,24,6584
latitude_deg,0.010889768600463867,9.107589721679688e-05,0.0007419586181640625,0.010042190551757812,0.0,-2.5,5,24,6584
latitude_deg,0.004665851593017578,8.20159912109375e-05,0.0002570152282714844,0.004308938980102539,0.0,-0.0,0,24,6584
latitude_deg,0.014789819717407227,8.106231689453125e-05,0.0014529228210449219,0.013236045837402344,0.0,-6.5,13,24,6584
latitude_deg,0.01412200927734375,0.00014901161193847656,0.001965045928955078,0.011986255645751953,0.0,-6.0,12,24,6584
latitude_deg,0.006047964096069336,0.00015401840209960938,0.0019540786743164062,0.003894805908203125,0.0,-6.5,13,24,6584
latitude_deg,0.003099203109741211,8.225440979003906e-05,0.0003807544708251953,0.0026178359985351562,0.0,-0.5,1,24,6584
latitude_deg,0.003058910369873047,8.082389831542969e-05,0.00046706199645996094,0.0024988651275634766,0.0,-1.0,2,24,6584
latitude_deg,0.0031490325927734375,8.106231689453125e-05,0.0005512237548828125,0.002505779266357422,0.0,-1.5,3,24,6584
latitude_deg,0.005738019943237305,0.00015783309936523438,0.0018918514251708984,0.003667116165161133,0.0,-4.5,9,24,6584
latitude_deg,0.0038483142852783203,8.130073547363281e-05,0.0007207393646240234,0.0030350685119628906,0.0,-2.5,5,24,6584
latitude_deg,0.0030171871185302734,8.797645568847656e-05,0.00035500526428222656,0.0025632381439208984,0.0,-0.5,1,24,6584
latitude_deg,0.003958940505981445,7.200241088867188e-05,0.0006308555603027344,0.0032460689544677734,0.0,-2.0,4,24,6584
latitude_deg,0.005166053771972656,8.296966552734375e-05,0.0012009143829345703,0.0038661956787109375,0.0,-4.0,8,24,6584
latitude_deg,0.0034770965576171875,8.106231689453125e-05,0.0008480548858642578,0.002531766891479492,0.0,-2.5,5,24,6584
latitude_deg,0.002725839614868164,7.700920104980469e-05,0.0005369186401367188,0.002100229263305664,0.0,-1.5,3,24,6584
latitude_deg,0.005425930023193359,8.893013000488281e-05,0.0011110305786132812,0.004208087921142578,0.0,-5.5,11,24,6584
latitude_deg,0.00499725341796875,8.0108642578125e-05,0.0009868144989013672,0.003917217254638672,0.0,-5.0,10,24,6584
latitude_deg,0.005578279495239258,7.796287536621094e-05,0.0010492801666259766,0.0044400691986083984,0.0,-6.5,13,24,6584
latitude_deg,0.005383968353271484,8.392333984375e-05,0.001074075698852539,0.004209995269775391,0.0,-5.5,11,24,6584
latitude_deg,0.004699230194091797,7.510185241699219e-05,0.000946044921875,0.003667116165161133,0.0,-4.5,9,24,6584
latitude_deg,0.004374027252197266,7.82012939453125e-05,0.0009999275207519531,0.0032770633697509766,0.0,-3.5,7,24,6584
latitude_deg,0.004041910171508789,0.0001049041748046875,0.0008080005645751953,0.0031142234802246094,0.0,-2.5,5,24,6584
latitude_deg,0.005661964416503906,7.677078247070312e-05,0.0011560916900634766,0.004411935806274414,0.0,-7.0,14,24,6584
latitude_deg,0.0033321380615234375,7.390975952148438e-05,0.0007069110870361328,0.002537965774536133,0.0,-2.5,5,24,6584
latitude_deg,0.00500798225402832,7.390975952148438e-05,0.0011091232299804688,0.0038111209869384766,0.0,-5.0,10,24,6584
latitude_deg,0.005248069763183594,7.605552673339844e-05,0.0010387897491455078,0.004119157791137695,0.0,-5.5,11,24,6584
latitude_deg,0.0047647953033447266,7.295608520507812e-05,0.000982046127319336,0.003699064254760742,0.0,-4.5,9,24,6584
latitude_deg,0.005193233489990234,7.104873657226562e-05,0.001068115234375,0.004040956497192383,0.0,-5.5,11,24,6584
latitude_deg,0.0037827491760253906,7.486343383789062e-05,0.0006191730499267578,0.003077983856201172,0.0,-2.0,4,24,6584
