-----airport-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,init_time,model_time,del_time
latitude_deg,0.04149913787841797,40,15,7887,0.036550283432006836,4.124641418457031e-05,0.003620147705078125
latitude_deg,0.03207206726074219,40,15,7887,0.027110815048217773,4.100799560546875e-05,0.003504037857055664
latitude_deg,0.02629995346069336,40,15,7887,0.022476911544799805,4.1961669921875e-05,0.002763986587524414
latitude_deg,0.021311044692993164,40,15,7887,0.01796889305114746,3.719329833984375e-05,0.00218963623046875
latitude_deg,0.021902799606323242,40,15,7887,0.01745009422302246,4.482269287109375e-05,0.003542184829711914
latitude_deg,0.021297931671142578,40,15,7887,0.018366098403930664,4.076957702636719e-05,0.0019750595092773438
latitude_deg,0.01985907554626465,40,15,7887,0.016754865646362305,3.1948089599609375e-05,0.002054929733276367
latitude_deg,0.020706653594970703,40,15,7887,0.017867088317871094,3.910064697265625e-05,0.0019731521606445312
latitude_deg,0.019392967224121094,40,15,7887,0.016453027725219727,3.218650817871094e-05,0.0020759105682373047
latitude_deg,0.020839929580688477,40,15,7887,0.018009185791015625,3.4809112548828125e-05,0.0020329952239990234
latitude_deg,0.019676923751831055,40,15,7887,0.01682877540588379,3.0040740966796875e-05,0.0020227432250976562
latitude_deg,0.0204620361328125,40,15,7887,0.017783164978027344,2.8848648071289062e-05,0.0017268657684326172
latitude_deg,0.023606061935424805,40,15,7887,0.019788026809692383,3.886222839355469e-05,0.0029211044311523438
latitude_deg,0.02297496795654297,40,15,7887,0.01990795135498047,4.315376281738281e-05,0.002157926559448242
latitude_deg,0.022895097732543945,40,15,7887,0.019183874130249023,4.00543212890625e-05,0.002630949020385742
latitude_deg,0.02179408073425293,40,15,7887,0.018473386764526367,3.7670135498046875e-05,0.0024089813232421875
latitude_deg,0.02232193946838379,40,15,7887,0.018826007843017578,3.719329833984375e-05,0.002595186233520508
latitude_deg,0.021014928817749023,40,15,7887,0.018125057220458984,3.719329833984375e-05,0.0020051002502441406
latitude_deg,0.022855043411254883,40,15,7887,0.019125938415527344,4.887580871582031e-05,0.002547025680541992
latitude_deg,0.022079944610595703,40,15,7887,0.019272804260253906,3.910064697265625e-05,0.0019068717956542969
latitude_deg,0.020704030990600586,40,15,7887,0.017694950103759766,4.029273986816406e-05,0.002135038375854492
latitude_deg,0.020764827728271484,40,15,7887,0.017966747283935547,3.719329833984375e-05,0.0019562244415283203
latitude_deg,0.020158052444458008,40,15,7887,0.01729583740234375,3.409385681152344e-05,0.002068042755126953
latitude_deg,0.019344806671142578,40,15,7887,0.016774892807006836,3.0994415283203125e-05,0.0017690658569335938
latitude_deg,0.020572185516357422,40,15,7887,0.01763916015625,2.9802322387695312e-05,0.0020380020141601562
latitude_deg,0.01990818977355957,40,15,7887,0.01728200912475586,2.6941299438476562e-05,0.001772165298461914
latitude_deg,0.01997995376586914,40,15,7887,0.017225027084350586,3.2901763916015625e-05,0.001934051513671875
latitude_deg,0.01972198486328125,40,15,7887,0.017094135284423828,3.314018249511719e-05,0.0018088817596435547
latitude_deg,0.021570920944213867,40,15,7887,0.018774032592773438,3.600120544433594e-05,0.0019388198852539062
latitude_deg,0.0193939208984375,40,15,7887,0.016586780548095703,3.314018249511719e-05,0.002026081085205078
latitude_deg,0.019287109375,40,15,7887,0.01665186882019043,3.528594970703125e-05,0.0018029212951660156
latitude_deg,0.018453121185302734,40,15,7887,0.015865087509155273,3.218650817871094e-05,0.0017762184143066406
latitude_deg,0.019690990447998047,40,15,7887,0.017027854919433594,3.0279159545898438e-05,0.0018229484558105469
latitude_deg,0.02038717269897461,40,15,7887,0.01766204833984375,2.7179718017578125e-05,0.0019021034240722656
latitude_deg,0.019440174102783203,40,15,7887,0.01678609848022461,2.9087066650390625e-05,0.0017421245574951172
latitude_deg,0.01961803436279297,40,15,7887,0.01692795753479004,3.0040740966796875e-05,0.0018329620361328125
latitude_deg,0.019481897354125977,40,15,7887,0.016869783401489258,2.8133392333984375e-05,0.0016977787017822266
latitude_deg,0.02066206932067871,40,15,7887,0.01772594451904297,3.504753112792969e-05,0.002071857452392578
latitude_deg,0.018640995025634766,40,15,7887,0.015872716903686523,3.218650817871094e-05,0.0018858909606933594
latitude_deg,0.01994800567626953,40,15,7887,0.017273902893066406,3.695487976074219e-05,0.001847982406616211
latitude_deg,0.018796920776367188,40,15,7887,0.016063928604125977,3.0994415283203125e-05,0.0018308162689208984
latitude_deg,0.019284963607788086,40,15,7887,0.016686201095581055,2.8133392333984375e-05,0.0017228126525878906
latitude_deg,0.020241975784301758,40,15,7887,0.01737809181213379,2.8848648071289062e-05,0.0019450187683105469
latitude_deg,0.01906418800354004,40,15,7887,0.016440868377685547,2.9325485229492188e-05,0.0018138885498046875
latitude_deg,0.01996016502380371,40,15,7887,0.017086029052734375,2.8848648071289062e-05,0.002045154571533203
latitude_deg,0.019377946853637695,40,15,7887,0.01664590835571289,3.1948089599609375e-05,0.0018780231475830078
latitude_deg,0.01947164535522461,40,15,7887,0.0166928768157959,2.7894973754882812e-05,0.001880645751953125
latitude_deg,0.019475936889648438,40,15,7887,0.016580820083618164,3.504753112792969e-05,0.0020809173583984375
latitude_deg,0.018947124481201172,40,15,7887,0.01612687110900879,3.0994415283203125e-05,0.0019659996032714844
latitude_deg,0.019325971603393555,40,15,7887,0.016448020935058594,3.0279159545898438e-05,0.001973867416381836
latitude_deg,0.019860029220581055,40,15,7887,0.01689004898071289,2.6941299438476562e-05,0.0021209716796875
latitude_deg,0.020437002182006836,40,15,7887,0.0175778865814209,2.7894973754882812e-05,0.0020148754119873047
latitude_deg,0.01977396011352539,40,15,7887,0.017198801040649414,3.0279159545898438e-05,0.0017290115356445312
latitude_deg,0.0199429988861084,40,15,7887,0.017045021057128906,2.7894973754882812e-05,0.002052783966064453
latitude_deg,0.02007913589477539,40,15,7887,0.017040252685546875,2.4080276489257812e-05,0.002129077911376953
latitude_deg,0.019068002700805664,40,15,7887,0.01633310317993164,3.0994415283203125e-05,0.0019259452819824219
latitude_deg,0.019381999969482422,40,15,7887,0.016816139221191406,2.8848648071289062e-05,0.0017211437225341797
latitude_deg,0.019971132278442383,40,15,7887,0.01708197593688965,3.409385681152344e-05,0.0019779205322265625
latitude_deg,0.018697023391723633,40,15,7887,0.01601696014404297,3.0040740966796875e-05,0.0018951892852783203
latitude_deg,0.020126819610595703,40,15,7887,0.017050743103027344,3.0040740966796875e-05,0.0021622180938720703
latitude_deg,0.01931595802307129,40,15,7887,0.01654195785522461,2.9087066650390625e-05,0.0019490718841552734
latitude_deg,0.019244909286499023,40,15,7887,0.016489028930664062,3.0040740966796875e-05,0.0019021034240722656
latitude_deg,0.019365310668945312,40,15,7887,0.016828060150146484,2.9087066650390625e-05,0.0016791820526123047
latitude_deg,0.01929497718811035,40,15,7887,0.016416072845458984,2.8848648071289062e-05,0.0020599365234375
