method,dataset,target_attribute,total_time,init_time,model_time,del_time,update_time,leakage,utility,paths_blocked,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells,num_cells_updated
delmin,airport,latitude_deg,0.44446706771850586,0.17798805236816406,0.2482588291168213,0.014922380447387695,0.0032978057861328125,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.10974717140197754,0.03567218780517578,0.06453895568847656,0.007697105407714844,0.0018389225006103516,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08667707443237305,0.025376081466674805,0.05705404281616211,0.0025479793548583984,0.0016989707946777344,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08760905265808105,0.025302886962890625,0.05530905723571777,0.005346059799194336,0.0016510486602783203,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08636593818664551,0.026241779327392578,0.05468010902404785,0.003756999969482422,0.0016870498657226562,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08458900451660156,0.02436089515686035,0.05524396896362305,0.003529071807861328,0.001455068588256836,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08687138557434082,0.026116132736206055,0.054049015045166016,0.005012989044189453,0.0016932487487792969,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08943986892700195,0.024538040161132812,0.05823373794555664,0.0049991607666015625,0.0016689300537109375,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08722496032714844,0.02537393569946289,0.05622506141662598,0.003929853439331055,0.0016961097717285156,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08458709716796875,0.024617910385131836,0.05472517013549805,0.0038118362426757812,0.001432180404663086,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08375787734985352,0.023585081100463867,0.0549771785736084,0.0038118362426757812,0.0013837814331054688,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.0835258960723877,0.023174047470092773,0.05486011505126953,0.003950834274291992,0.0015408992767333984,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08238387107849121,0.02297687530517578,0.05420875549316406,0.003809213638305664,0.0013890266418457031,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08135795593261719,0.02231311798095703,0.05443930625915527,0.0031385421752929688,0.001466989517211914,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08329510688781738,0.02314591407775879,0.05500483512878418,0.0037384033203125,0.001405954360961914,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08207988739013672,0.023602962493896484,0.05423998832702637,0.0029621124267578125,0.0012748241424560547,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.0834341049194336,0.02344989776611328,0.05468320846557617,0.0038518905639648438,0.0014491081237792969,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08364605903625488,0.023925065994262695,0.05511808395385742,0.003155946731567383,0.0014469623565673828,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08532500267028809,0.023501873016357422,0.05600690841674805,0.004205226898193359,0.0016109943389892578,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08369207382202148,0.023693084716796875,0.054911136627197266,0.0036809444427490234,0.0014069080352783203,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08435368537902832,0.023473739624023438,0.05517411231994629,0.00432276725769043,0.001383066177368164,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08260965347290039,0.02300405502319336,0.05529499053955078,0.00290679931640625,0.00140380859375,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08371305465698242,0.023301124572753906,0.05586576461791992,0.0030722618103027344,0.0014739036560058594,0.0,,22,15,22,183456,15,0
delmin,airport,latitude_deg,0.08264565467834473,0.022705793380737305,0.05484175682067871,0.003717184066772461,0.00138092041015625,0.0,,22,15,22,183456,15,0
