-----airport-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,max_depth,init_time,model_time,del_time
latitude_deg,0.020588159561157227,40,15,7887,1,0.017906904220581055,2.8848648071289062e-05,0.0017049312591552734
latitude_deg,0.020299911499023438,40,15,7887,1,0.01766204833984375,3.24249267578125e-05,0.0016601085662841797
latitude_deg,0.021512985229492188,40,15,7887,1,0.018627166748046875,3.6716461181640625e-05,0.0019919872283935547
latitude_deg,0.028015851974487305,40,15,7887,1,0.01761603355407715,3.2901763916015625e-05,0.009437084197998047
latitude_deg,0.020602703094482422,40,15,7887,1,0.017700910568237305,2.9087066650390625e-05,0.002007007598876953
latitude_deg,0.020920753479003906,40,15,7887,1,0.017913818359375,2.8848648071289062e-05,0.002118825912475586
latitude_deg,0.021739959716796875,40,15,7887,1,0.018733978271484375,3.0040740966796875e-05,0.0021011829376220703
latitude_deg,0.020099163055419922,40,15,7887,1,0.01734614372253418,2.7894973754882812e-05,0.0018811225891113281
latitude_deg,0.021309852600097656,40,15,7887,1,0.018458843231201172,2.7894973754882812e-05,0.0019049644470214844
latitude_deg,0.02884674072265625,40,15,7887,1,0.019386768341064453,2.8848648071289062e-05,0.008322954177856445
latitude_deg,0.020812034606933594,40,15,7887,1,0.01752185821533203,2.8133392333984375e-05,0.0022406578063964844
latitude_deg,0.020572900772094727,40,15,7887,1,0.017830848693847656,3.409385681152344e-05,0.0018417835235595703
latitude_deg,0.021020889282226562,40,15,7887,1,0.018134117126464844,3.1948089599609375e-05,0.001953125
latitude_deg,0.02099895477294922,40,15,7887,1,0.018110990524291992,3.2901763916015625e-05,0.001947164535522461
latitude_deg,0.0208590030670166,40,15,7887,1,0.017766237258911133,2.9802322387695312e-05,0.0021359920501708984
latitude_deg,0.01952815055847168,40,15,7887,1,0.016935110092163086,2.7894973754882812e-05,0.0016949176788330078
latitude_deg,0.019939184188842773,40,15,7887,1,0.01735520362854004,2.7894973754882812e-05,0.0017402172088623047
latitude_deg,0.020750761032104492,40,15,7887,1,0.01849532127380371,2.8848648071289062e-05,0.0014710426330566406
latitude_deg,0.020011186599731445,40,15,7887,1,0.01736903190612793,3.504753112792969e-05,0.0017809867858886719
latitude_deg,0.02526068687438965,40,15,7887,1,0.01919388771057129,3.695487976074219e-05,0.005037069320678711
latitude_deg,0.022126197814941406,40,15,7887,1,0.0193939208984375,3.790855407714844e-05,0.0018248558044433594
latitude_deg,0.020615816116333008,40,15,7887,1,0.017863988876342773,3.600120544433594e-05,0.0018351078033447266
latitude_deg,0.021126985549926758,40,15,7887,1,0.0182650089263916,3.719329833984375e-05,0.001863718032836914
latitude_deg,0.02040386199951172,40,15,7887,1,0.017573833465576172,3.62396240234375e-05,0.001920938491821289
latitude_deg,0.019538164138793945,40,15,7887,1,0.016901016235351562,3.0040740966796875e-05,0.001741170883178711
latitude_deg,0.019891023635864258,40,15,7887,1,0.0172579288482666,2.9325485229492188e-05,0.0017499923706054688
latitude_deg,0.02068495750427246,40,15,7887,1,0.017948150634765625,2.8371810913085938e-05,0.0017673969268798828
latitude_deg,0.02069377899169922,40,15,7887,1,0.017893075942993164,3.0994415283203125e-05,0.0019011497497558594
latitude_deg,0.02068305015563965,40,15,7887,1,0.018009185791015625,2.7894973754882812e-05,0.0017828941345214844
latitude_deg,0.02037978172302246,40,15,7887,1,0.017735958099365234,2.6702880859375e-05,0.0017521381378173828
latitude_deg,0.020884037017822266,40,15,7887,1,0.018240928649902344,2.9087066650390625e-05,0.0017399787902832031
latitude_deg,0.020370960235595703,40,15,7887,1,0.017586946487426758,2.6941299438476562e-05,0.0018579959869384766
latitude_deg,0.02110600471496582,40,15,7887,1,0.018145084381103516,3.600120544433594e-05,0.0020542144775390625
latitude_deg,0.019886255264282227,40,15,7887,1,0.017208099365234375,3.2901763916015625e-05,0.0017879009246826172
latitude_deg,0.02026081085205078,40,15,7887,1,0.01764392852783203,2.7894973754882812e-05,0.001711130142211914
-----hospital-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,max_depth,init_time,model_time,del_time
ProviderNumber,0.016340017318725586,40,10,6410,1,0.014018058776855469,2.9087066650390625e-05,0.0013499259948730469
ProviderNumber,0.015929222106933594,40,10,6410,1,0.013486146926879883,3.0040740966796875e-05,0.0015401840209960938
ProviderNumber,0.015620708465576172,40,10,6410,1,0.01300501823425293,2.6941299438476562e-05,0.0016009807586669922
ProviderNumber,0.01754903793334961,40,10,6410,1,0.015303850173950195,2.6226043701171875e-05,0.0013589859008789062
ProviderNumber,0.015547990798950195,40,10,6410,1,0.013303041458129883,2.8133392333984375e-05,0.0013048648834228516
ProviderNumber,0.0164947509765625,40,10,6410,1,0.01395106315612793,3.409385681152344e-05,0.0016050338745117188
ProviderNumber,0.015555143356323242,40,10,6410,1,0.013300180435180664,2.8133392333984375e-05,0.0013451576232910156
ProviderNumber,0.015240192413330078,40,10,6410,1,0.012859106063842773,2.6941299438476562e-05,0.0013973712921142578
ProviderNumber,0.015290975570678711,40,10,6410,1,0.013037919998168945,2.9087066650390625e-05,0.0013377666473388672
ProviderNumber,0.015552997589111328,40,10,6410,1,0.012850046157836914,2.7894973754882812e-05,0.0016298294067382812
ProviderNumber,0.014816045761108398,40,10,6410,1,0.012610912322998047,2.4080276489257812e-05,0.0012891292572021484
ProviderNumber,0.01656198501586914,40,10,6410,1,0.013770103454589844,2.8133392333984375e-05,0.0016393661499023438
ProviderNumber,0.015465021133422852,40,10,6410,1,0.01309823989868164,3.0040740966796875e-05,0.0014269351959228516
ProviderNumber,0.017857074737548828,40,10,6410,1,0.015058279037475586,2.9087066650390625e-05,0.0014510154724121094
ProviderNumber,0.015273094177246094,40,10,6410,1,0.012825965881347656,3.0040740966796875e-05,0.0015597343444824219
ProviderNumber,0.01526188850402832,40,10,6410,1,0.012990236282348633,3.0994415283203125e-05,0.001374959945678711
ProviderNumber,0.01489114761352539,40,10,6410,1,0.012607812881469727,2.7894973754882812e-05,0.001390218734741211
ProviderNumber,0.01559138298034668,40,10,6410,1,0.013183832168579102,2.7179718017578125e-05,0.0014259815216064453
ProviderNumber,0.016087055206298828,40,10,6410,1,0.013253211975097656,3.0040740966796875e-05,0.0017969608306884766
ProviderNumber,0.015642166137695312,40,10,6410,1,0.013231039047241211,2.9087066650390625e-05,0.0014801025390625
ProviderNumber,0.015130043029785156,40,10,6410,1,0.012844085693359375,2.6941299438476562e-05,0.0014040470123291016
ProviderNumber,0.015415191650390625,40,10,6410,1,0.01313924789428711,2.9087066650390625e-05,0.0013430118560791016
ProviderNumber,0.016052961349487305,40,10,6410,1,0.013444900512695312,3.0994415283203125e-05,0.0016770362854003906
ProviderNumber,0.015748977661132812,40,10,6410,1,0.01349020004272461,2.5987625122070312e-05,0.0013551712036132812
ProviderNumber,0.014858007431030273,40,10,6410,1,0.012672901153564453,2.6941299438476562e-05,0.001316070556640625
ProviderNumber,0.015107154846191406,40,10,6410,1,0.012891292572021484,2.6702880859375e-05,0.0013060569763183594
ProviderNumber,0.015910863876342773,40,10,6410,1,0.013532876968383789,2.574920654296875e-05,0.0014929771423339844
ProviderNumber,0.015928030014038086,40,10,6410,1,0.013888120651245117,2.8848648071289062e-05,0.001146078109741211
ProviderNumber,0.016147851943969727,40,10,6410,1,0.013969898223876953,2.8848648071289062e-05,0.0012822151184082031
ProviderNumber,0.016469955444335938,40,10,6410,1,0.014027118682861328,2.6702880859375e-05,0.0015628337860107422
ProviderNumber,0.017239093780517578,40,10,6410,1,0.014973878860473633,2.6941299438476562e-05,0.0013108253479003906
ProviderNumber,0.018724679946899414,40,10,6410,1,0.016128063201904297,2.574920654296875e-05,0.0016880035400390625
ProviderNumber,0.018368959426879883,40,10,6410,1,0.01575303077697754,2.7894973754882812e-05,0.0016779899597167969
ProviderNumber,0.018126249313354492,40,10,6410,1,0.01569390296936035,2.6941299438476562e-05,0.0014810562133789062
ProviderNumber,0.01830601692199707,40,10,6410,1,0.01608586311340332,2.9325485229492188e-05,0.001322031021118164
ProviderNumber,0.017033100128173828,40,10,6410,1,0.014564037322998047,2.7894973754882812e-05,0.0015211105346679688
ProviderNumber,0.017837047576904297,40,10,6410,1,0.015496253967285156,2.7894973754882812e-05,0.001336812973022461
ProviderNumber,0.018052101135253906,40,10,6410,1,0.015227079391479492,2.5033950805664062e-05,0.0014390945434570312
ProviderNumber,0.020038843154907227,40,10,6410,1,0.01767110824584961,2.8133392333984375e-05,0.0014019012451171875
ProviderNumber,0.01721978187561035,40,10,6410,1,0.014913797378540039,3.1948089599609375e-05,0.0013430118560791016
ProviderNumber,0.017345905303955078,40,10,6410,1,0.015297174453735352,2.9802322387695312e-05,0.001168966293334961
ProviderNumber,0.017197847366333008,40,10,6410,1,0.014999151229858398,2.7179718017578125e-05,0.0012822151184082031
ProviderNumber,0.018030881881713867,40,10,6410,1,0.01578688621520996,2.6941299438476562e-05,0.0013120174407958984
ProviderNumber,0.01803898811340332,40,10,6410,1,0.015638113021850586,2.7179718017578125e-05,0.0014011859893798828
ProviderNumber,0.0160672664642334,40,10,6410,1,0.013688087463378906,2.6941299438476562e-05,0.0014362335205078125
ProviderNumber,0.01622915267944336,40,10,6410,1,0.01351618766784668,2.7894973754882812e-05,0.0017452239990234375
ProviderNumber,0.01651620864868164,40,10,6410,1,0.014065742492675781,2.9325485229492188e-05,0.001497030258178711
ProviderNumber,0.015459775924682617,40,10,6410,1,0.013240814208984375,2.5987625122070312e-05,0.0013420581817626953
ProviderNumber,0.014832735061645508,40,10,6410,1,0.012621879577636719,2.8133392333984375e-05,0.0013141632080078125
ProviderNumber,0.01542210578918457,40,10,6410,1,0.012887716293334961,2.7179718017578125e-05,0.001605987548828125
ProviderNumber,0.015124797821044922,40,10,6410,1,0.012931108474731445,2.5033950805664062e-05,0.0012590885162353516
ProviderNumber,0.014909982681274414,40,10,6410,1,0.012717723846435547,2.4080276489257812e-05,0.0012891292572021484
ProviderNumber,0.016082048416137695,40,10,6410,1,0.01373910903930664,3.0994415283203125e-05,0.0013980865478515625
ProviderNumber,0.01896190643310547,40,10,6410,1,0.01630997657775879,2.6941299438476562e-05,0.001825094223022461
ProviderNumber,0.017704010009765625,40,10,6410,1,0.015297889709472656,3.0040740966796875e-05,0.001455068588256836
ProviderNumber,0.017614126205444336,40,10,6410,1,0.015084981918334961,2.7179718017578125e-05,0.0016672611236572266
ProviderNumber,0.01514291763305664,40,10,6410,1,0.012785911560058594,3.1948089599609375e-05,0.0014598369598388672
ProviderNumber,0.015451192855834961,40,10,6410,1,0.01314091682434082,2.8848648071289062e-05,0.0013799667358398438
ProviderNumber,0.015594005584716797,40,10,6410,1,0.013124942779541016,3.0994415283203125e-05,0.0016090869903564453
ProviderNumber,0.015403032302856445,40,10,6410,1,0.012813091278076172,3.1948089599609375e-05,0.0016460418701171875
ProviderNumber,0.017308950424194336,40,10,6410,1,0.01505279541015625,2.8133392333984375e-05,0.0013592243194580078
ProviderNumber,0.018153905868530273,40,10,6410,1,0.015783071517944336,2.9087066650390625e-05,0.001432657241821289
ProviderNumber,0.01805281639099121,40,10,6410,1,0.015506982803344727,2.8848648071289062e-05,0.0016131401062011719
ProviderNumber,0.017987966537475586,40,10,6410,1,0.015592813491821289,2.9087066650390625e-05,0.0014190673828125
ProviderNumber,0.01954483985900879,40,10,6410,1,0.01702404022216797,3.2901763916015625e-05,0.0015769004821777344
ProviderNumber,0.01720595359802246,40,10,6410,1,0.01468205451965332,3.2901763916015625e-05,0.0015900135040283203
ProviderNumber,0.017406225204467773,40,10,6410,1,0.014750242233276367,3.0040740966796875e-05,0.0017390251159667969
ProviderNumber,0.017025232315063477,40,10,6410,1,0.014794349670410156,2.6941299438476562e-05,0.001402139663696289
ProviderNumber,0.016179800033569336,40,10,6410,1,0.013911962509155273,2.7894973754882812e-05,0.0013630390167236328
ProviderNumber,0.03451204299926758,40,10,6410,1,0.03100275993347168,3.790855407714844e-05,0.0018849372863769531
ProviderNumber,0.01869821548461914,40,10,6410,1,0.016277074813842773,3.409385681152344e-05,0.0015439987182617188
ProviderNumber,0.016476869583129883,40,10,6410,1,0.013950824737548828,3.218650817871094e-05,0.0015969276428222656
ProviderNumber,0.017588138580322266,40,10,6410,1,0.015279054641723633,2.9087066650390625e-05,0.0014028549194335938
ProviderNumber,0.016768932342529297,40,10,6410,1,0.014542102813720703,2.8848648071289062e-05,0.0013360977172851562
ProviderNumber,0.016870975494384766,40,10,6410,1,0.014786958694458008,3.075599670410156e-05,0.001107931137084961
ProviderNumber,0.01758432388305664,40,10,6410,1,0.015188932418823242,2.8848648071289062e-05,0.001600027084350586
ProviderNumber,0.017105817794799805,40,10,6410,1,0.014747858047485352,2.7179718017578125e-05,0.0014100074768066406
ProviderNumber,0.018254995346069336,40,10,6410,1,0.015768766403198242,3.0994415283203125e-05,0.001573801040649414
ProviderNumber,0.017261028289794922,40,10,6410,1,0.015134334564208984,2.47955322265625e-05,0.0012900829315185547
ProviderNumber,0.016981840133666992,40,10,6410,1,0.014666080474853516,3.3855438232421875e-05,0.0014150142669677734
ProviderNumber,0.026423931121826172,40,10,6410,1,0.0145111083984375,2.8848648071289062e-05,0.011108875274658203
ProviderNumber,0.0195920467376709,40,10,6410,1,0.016577959060668945,2.9087066650390625e-05,0.0018529891967773438
ProviderNumber,0.018859148025512695,40,10,6410,1,0.015967845916748047,3.0994415283203125e-05,0.0016758441925048828
ProviderNumber,0.018882036209106445,40,10,6410,1,0.016056060791015625,2.9802322387695312e-05,0.0017261505126953125
ProviderNumber,0.020595788955688477,40,10,6410,1,0.01741790771484375,3.409385681152344e-05,0.001980304718017578
ProviderNumber,0.01833486557006836,40,10,6410,1,0.015828847885131836,2.8371810913085938e-05,0.0015850067138671875
ProviderNumber,0.01787710189819336,40,10,6410,1,0.015277862548828125,3.314018249511719e-05,0.0015518665313720703
ProviderNumber,0.01833486557006836,40,10,6410,1,0.015358924865722656,3.0994415283203125e-05,0.0019519329071044922
ProviderNumber,0.018503189086914062,40,10,6410,1,0.015598058700561523,2.8848648071289062e-05,0.0018551349639892578
ProviderNumber,0.016736984252929688,40,10,6410,1,0.014409065246582031,3.314018249511719e-05,0.0014719963073730469
ProviderNumber,0.01612114906311035,40,10,6410,1,0.013840913772583008,3.1948089599609375e-05,0.0013270378112792969
ProviderNumber,0.015542030334472656,40,10,6410,1,0.013137102127075195,2.9087066650390625e-05,0.0015079975128173828
ProviderNumber,0.018119096755981445,40,10,6410,1,0.015601158142089844,2.8848648071289062e-05,0.0016980171203613281
ProviderNumber,0.028866052627563477,40,10,6410,1,0.026140928268432617,2.8133392333984375e-05,0.001711130142211914
ProviderNumber,0.01767563819885254,40,10,6410,1,0.015444278717041016,2.9802322387695312e-05,0.0013470649719238281
ProviderNumber,0.016736984252929688,40,10,6410,1,0.01426386833190918,2.8371810913085938e-05,0.0016210079193115234
ProviderNumber,0.017934083938598633,40,10,6410,1,0.015367269515991211,2.574920654296875e-05,0.0015892982482910156
ProviderNumber,0.017419099807739258,40,10,6410,1,0.015236139297485352,2.8848648071289062e-05,0.0013060569763183594
ProviderNumber,0.020318984985351562,40,10,6410,1,0.018053054809570312,3.695487976074219e-05,0.0013189315795898438
ProviderNumber,0.018414020538330078,40,10,6410,1,0.015901803970336914,4.291534423828125e-05,0.0015392303466796875
-----ncvoter-----
attribute,total_time,num_constraints,cells_deleted,memory_bytes,max_depth,init_time,model_time,del_time
voter_reg_num,0.017272233963012695,40,14,6302,1,0.015333890914916992,3.409385681152344e-05,0.0012347698211669922
voter_reg_num,0.016758203506469727,40,14,6302,1,0.013857126235961914,3.0040740966796875e-05,0.0020170211791992188
voter_reg_num,0.017256975173950195,40,14,6302,1,0.014605998992919922,3.695487976074219e-05,0.0017008781433105469
voter_reg_num,0.019429922103881836,40,14,6302,1,0.016654014587402344,2.9802322387695312e-05,0.0018019676208496094
voter_reg_num,0.01746988296508789,40,14,6302,1,0.014883041381835938,2.8133392333984375e-05,0.0016510486602783203
voter_reg_num,0.018414974212646484,40,14,6302,1,0.015635967254638672,3.0040740966796875e-05,0.0018181800842285156
voter_reg_num,0.018060922622680664,40,14,6302,1,0.015422821044921875,2.7179718017578125e-05,0.001708984375
voter_reg_num,0.01736283302307129,40,14,6302,1,0.015243053436279297,3.1948089599609375e-05,0.0013041496276855469
voter_reg_num,0.017766237258911133,40,14,6302,1,0.015208244323730469,3.504753112792969e-05,0.0016088485717773438
voter_reg_num,0.018629074096679688,40,14,6302,1,0.015506982803344727,3.695487976074219e-05,0.0018200874328613281
voter_reg_num,0.019418001174926758,40,14,6302,1,0.01658177375793457,3.62396240234375e-05,0.0018858909606933594
voter_reg_num,0.017735958099365234,40,14,6302,1,0.015066862106323242,4.100799560546875e-05,0.001687765121459961
voter_reg_num,0.018067121505737305,40,14,6302,1,0.01543283462524414,3.62396240234375e-05,0.0017180442810058594
voter_reg_num,0.017625093460083008,40,14,6302,1,0.014837980270385742,3.790855407714844e-05,0.0017490386962890625
voter_reg_num,0.019529342651367188,40,14,6302,1,0.016984224319458008,3.886222839355469e-05,0.0016169548034667969
voter_reg_num,0.018755197525024414,40,14,6302,1,0.015939712524414062,3.814697265625e-05,0.0018200874328613281
voter_reg_num,0.01913905143737793,40,14,6302,1,0.01654505729675293,3.790855407714844e-05,0.0016508102416992188
voter_reg_num,0.017925739288330078,40,14,6302,1,0.015480995178222656,3.62396240234375e-05,0.0015959739685058594
voter_reg_num,0.016539335250854492,40,14,6302,1,0.014221906661987305,3.600120544433594e-05,0.0014488697052001953
voter_reg_num,0.017477989196777344,40,14,6302,1,0.015546798706054688,3.814697265625e-05,0.0010731220245361328
voter_reg_num,0.016749143600463867,40,14,6302,1,0.014351844787597656,3.504753112792969e-05,0.0016672611236572266
voter_reg_num,0.017338991165161133,40,14,6302,1,0.015094995498657227,3.314018249511719e-05,0.0014379024505615234
voter_reg_num,0.016899824142456055,40,14,6302,1,0.014825820922851562,3.1948089599609375e-05,0.0013251304626464844
voter_reg_num,0.01831984519958496,40,14,6302,1,0.01575303077697754,3.0040740966796875e-05,0.0016829967498779297
voter_reg_num,0.017789840698242188,40,14,6302,1,0.015230894088745117,3.0994415283203125e-05,0.0015840530395507812
voter_reg_num,0.01776719093322754,40,14,6302,1,0.014938116073608398,2.9802322387695312e-05,0.0018723011016845703
voter_reg_num,0.017453670501708984,40,14,6302,1,0.014995813369750977,3.0994415283203125e-05,0.0015523433685302734
voter_reg_num,0.017163753509521484,40,14,6302,1,0.014464139938354492,3.0994415283203125e-05,0.0018551349639892578
voter_reg_num,0.018042325973510742,40,14,6302,1,0.015193939208984375,3.695487976074219e-05,0.0019040107727050781
voter_reg_num,0.01890110969543457,40,14,6302,1,0.016019821166992188,3.314018249511719e-05,0.0018880367279052734
voter_reg_num,0.019506216049194336,40,14,6302,1,0.015824079513549805,3.075599670410156e-05,0.0027070045471191406
voter_reg_num,0.02509903907775879,40,14,6302,1,0.020289897918701172,4.506111145019531e-05,0.0035550594329833984
voter_reg_num,0.028232097625732422,40,14,6302,1,0.02325916290283203,3.0040740966796875e-05,0.0036537647247314453
voter_reg_num,0.02921891212463379,40,14,6302,1,0.024677753448486328,2.8133392333984375e-05,0.0033159255981445312
voter_reg_num,0.030150890350341797,40,14,6302,1,0.024709701538085938,2.6226043701171875e-05,0.003710031509399414
voter_reg_num,0.03101491928100586,40,14,6302,1,0.02561497688293457,2.9087066650390625e-05,0.0040569305419921875
voter_reg_num,0.032408952713012695,40,14,6302,1,0.02747178077697754,2.7179718017578125e-05,0.0033712387084960938
voter_reg_num,0.030715227127075195,40,14,6302,1,0.025986909866333008,2.7894973754882812e-05,0.0032739639282226562
voter_reg_num,0.030835866928100586,40,14,6302,1,0.025285720825195312,2.6226043701171875e-05,0.004190206527709961
voter_reg_num,0.02978205680847168,40,14,6302,1,0.0238800048828125,2.5987625122070312e-05,0.0044939517974853516
voter_reg_num,0.027518033981323242,40,14,6302,1,0.02263808250427246,4.291534423828125e-05,0.0035011768341064453
voter_reg_num,0.03215384483337402,40,14,6302,1,0.02374887466430664,5.1021575927734375e-05,0.007013082504272461
voter_reg_num,0.032002925872802734,40,14,6302,1,0.026974201202392578,3.814697265625e-05,0.003690958023071289
voter_reg_num,0.032922983169555664,40,14,6302,1,0.02785468101501465,3.504753112792969e-05,0.003840923309326172
voter_reg_num,0.0368649959564209,40,14,6302,1,0.02564406394958496,3.314018249511719e-05,0.009888887405395508
voter_reg_num,0.03306698799133301,40,14,6302,1,0.027315139770507812,4.57763671875e-05,0.0045146942138671875
