alpha,leakage,utility,mask_size
63,1.0,-66.0,3
63,9.999778782798785e-13,-5.0000000000629985,5
63,0.0,-5.0,5
63,9.999778782798785e-13,-3.0000000000629985,3
63,1.999955756559757e-12,-3.000000000125997,3
63,9.999778782798785e-13,-4.0000000000629985,4
63,9.999778782798785e-13,-4.0000000000629985,4
63,1.0,-67.0,4
63,9.999778782798785e-13,-4.0000000000629985,4
63,0.0,-4.0,4
63,0.0,-4.0,4
63,0.0,-2.0,2
63,1.0,-65.0,2
63,0.0,-4.0,4
63,1.0,-65.0,2
63,0.0,-2.0,2
63,1.0,-64.0,1
63,0.0,-4.0,4
63,0.0,-4.0,4
alpha,leakage,utility,mask_size
64,1.0,-68.0,4
64,1.0,-71.0,7
64,1.0,-72.0,8
64,0.0,-8.0,8
64,0.0,-10.0,10
64,1.0,-71.0,7
64,1.0,-69.0,5
64,1.0,-74.0,10
64,1.0,-67.0,3
64,1.0,-66.0,2
64,1.0,-73.0,9
64,1.0,-69.0,5
64,1.0,-69.0,5
64,1.0,-69.0,5
64,1.0,-67.0,3
64,1.0,-69.0,5
64,1.0,-68.0,4
64,1.0,-69.0,5
64,1.0,-70.0,6
64,1.0,-69.0,5
64,1.0,-71.0,7
64,1.0,-71.0,7
64,1.0,-70.0,6
64,1.0,-71.0,7
64,1.0,-68.0,4
64,1.0,-71.0,7
64,1.0,-70.0,6
64,1.0,-70.0,6
64,1.0,-72.0,8
64,1.0,-72.0,8
64,1.0,-66.0,2
64,1.0,-67.0,3
64,0.0,-4.0,4
64,1.0,-67.0,3
64,9.999778782798785e-13,-5.000000000063999,5
64,0.0,-4.0,4
64,0.0,-4.0,4
64,9.999778782798785e-13,-5.000000000063999,5
64,9.999778782798785e-13,-5.000000000063999,5
64,0.0,-4.0,4
64,1.0,-66.0,2
64,0.0,-2.0,2
64,1.0,-67.0,3
64,0.0,-2.0,2
64,0.0,-4.0,4
64,0.0,-4.0,4
64,1.0,-66.0,2
64,1.0,-65.0,1
64,1.0,-65.0,1
64,0.0,-3.0,3
alpha,leakage,utility,mask_size
65,1.0,-74.0,9
65,1.0,-73.0,8
65,1.0,-74.0,9
65,1.0,-67.0,2
65,1.0,-73.0,8
65,1.0,-72.0,7
65,1.0,-69.0,4
65,1.0,-72.0,7
65,1.0,-72.0,7
65,1.0,-72.0,7
65,1.0,-72.0,7
65,1.0,-72.0,7
65,1.0,-71.0,6
65,1.0,-72.0,7
65,1.0,-71.0,6
65,1.0,-70.0,5
65,1.0,-72.0,7
65,1.0,-68.0,3
65,1.0,-67.0,2
65,1.0,-71.0,6
65,1.0,-74.0,9
65,1.0,-70.0,5
65,1.0,-68.0,3
65,1.0,-71.0,6
65,1.0,-73.0,8
65,1.0,-68.0,3
65,1.0,-71.0,6
65,1.0,-73.0,8
65,1.0,-72.0,7
65,1.0,-71.0,6
65,1.0,-68.0,3
65,9.999778782798785e-13,-4.000000000064999,4
65,1.999955756559757e-12,-4.000000000129997,4
65,1.999955756559757e-12,-3.0000000001299973,3
65,9.999778782798785e-13,-4.000000000064999,4
65,1.0,-68.0,3
65,9.999778782798785e-13,-4.000000000064999,4
65,1.0,-67.0,2
65,0.0,-6.0,6
65,1.0,-68.0,3
65,1.0,-68.0,3
65,1.0,-66.0,1
65,1.0,-66.0,1
65,1.0,-66.0,1
65,1.0,-67.0,2
65,0.0,-5.0,5
65,1.0,-67.0,2
65,1.0,-66.0,1
65,0.0,-4.0,4
65,1.0,-67.0,2
alpha,leakage,utility,mask_size
66,0.0,-10.0,10
66,1.0,-75.0,9
66,1.0,-72.0,6
66,0.0,-11.0,11
66,1.0,-76.0,10
66,0.0,-8.0,8
66,1.0,-75.0,9
66,0.0,-9.0,9
66,0.0,-7.0,7
66,1.0,-71.0,5
66,1.0,-73.0,7
66,1.0,-74.0,8
66,1.0,-71.0,5
66,1.0,-74.0,8
66,1.0,-72.0,6
66,1.0,-72.0,6
66,1.0,-71.0,5
66,1.0,-69.0,3
66,1.0,-72.0,6
66,1.0,-70.0,4
66,1.0,-72.0,6
66,1.0,-70.0,4
66,1.0,-72.0,6
66,1.0,-72.0,6
66,1.0,-72.0,6
66,1.0,-73.0,7
66,1.0,-76.0,10
66,1.0,-74.0,8
66,1.0,-70.0,4
66,1.0,-73.0,7
66,1.0,-69.0,3
66,9.999778782798785e-13,-5.000000000065999,5
66,1.0,-67.0,1
66,1.0,-69.0,3
66,1.0,-69.0,3
66,1.999955756559757e-12,-4.0000000001319975,4
66,1.0,-70.0,4
66,9.999778782798785e-13,-4.000000000065999,4
66,1.0,-69.0,3
66,9.999778782798785e-13,-5.000000000065999,5
66,1.0,-66.0,0
66,0.0,-3.0,3
66,0.0,-4.0,4
66,1.0,-68.0,2
66,1.0,-67.0,1
66,0.0,-5.0,5
66,1.0,-68.0,2
66,0.0,-4.0,4
66,1.0,-70.0,4
66,1.0,-69.0,3
alpha,leakage,utility,mask_size
67,1.0,-72.0,5
67,1.0,-71.0,4
67,1.0,-73.0,6
67,1.0,-72.0,5
67,1.0,-75.0,8
67,1.0,-73.0,6
67,0.0,-10.0,10
67,1.0,-71.0,4
67,1.0,-72.0,5
67,1.0,-72.0,5
67,1.0,-73.0,6
67,1.0,-72.0,5
67,1.0,-71.0,4
67,1.0,-73.0,6
67,1.0,-73.0,6
67,1.0,-74.0,7
67,1.0,-74.0,7
67,1.0,-73.0,6
67,1.0,-74.0,7
67,1.0,-71.0,4
67,1.0,-71.0,4
67,1.0,-72.0,5
67,1.0,-74.0,7
67,1.0,-78.0,11
67,1.0,-73.0,6
67,1.0,-78.0,11
67,1.0,-73.0,6
67,1.0,-74.0,7
67,1.0,-72.0,5
67,1.0,-75.0,8
67,1.0,-68.0,1
67,0.0,-5.0,5
67,1.0,-69.0,2
67,9.999778782798785e-13,-6.000000000066999,6
67,1.0,-69.0,2
67,0.0,-5.0,5
67,9.999778782798785e-13,-5.000000000066999,5
67,1.0,-69.0,2
67,1.0,-70.0,3
67,1.0,-69.0,2
67,0.0,-2.0,2
67,1.0,-69.0,2
67,0.0,-4.0,4
67,1.0,-70.0,3
67,0.0,-2.0,2
67,1.0,-70.0,3
67,0.0,-2.0,2
67,0.0,-3.0,3
67,1.0,-69.0,2
67,1.0,-67.0,0
alpha,leakage,utility,mask_size
68,0.0,-8.0,8
68,1.0,-75.0,7
68,1.0,-76.0,8
68,0.0,-9.0,9
68,0.0,-9.0,9
68,1.0,-75.0,7
68,1.0,-71.0,3
68,1.0,-76.0,8
68,1.0,-74.0,6
68,1.0,-77.0,9
68,1.0,-73.0,5
68,1.0,-76.0,8
68,1.0,-74.0,6
68,1.0,-74.0,6
68,1.0,-75.0,7
68,1.0,-73.0,5
68,1.0,-75.0,7
68,1.0,-76.0,8
68,1.0,-75.0,7
68,1.0,-75.0,7
68,1.0,-78.0,10
68,1.0,-75.0,7
68,1.0,-74.0,6
68,1.0,-73.0,5
68,1.0,-74.0,6
68,1.0,-75.0,7
68,1.0,-75.0,7
68,1.0,-76.0,8
68,1.0,-75.0,7
68,1.0,-75.0,7
68,1.0,-70.0,2
68,0.0,-6.0,6
68,9.999778782798785e-13,-5.000000000067999,5
68,1.999955756559757e-12,-4.000000000135997,4
68,9.999778782798785e-13,-5.000000000067999,5
68,1.0,-70.0,2
68,9.999778782798785e-13,-4.000000000067999,4
68,9.999778782798785e-13,-6.000000000067999,6
68,1.0,-70.0,2
68,1.0,-70.0,2
68,0.0,-3.0,3
68,0.0,-3.0,3
68,0.0,-3.0,3
68,0.0,-3.0,3
68,0.0,-2.0,2
68,0.0,-4.0,4
68,0.0,-5.0,5
68,1.0,-70.0,2
68,0.0,-3.0,3
68,0.0,-4.0,4
alpha,leakage,utility,mask_size
69,0.0,-8.0,8
69,1.0,-76.0,7
69,1.0,-76.0,7
69,1.0,-74.0,5
69,1.0,-75.0,6
69,1.0,-77.0,8
69,1.0,-76.0,7
69,1.0,-77.0,8
69,1.0,-78.0,9
69,1.0,-73.0,4
69,1.0,-77.0,8
69,1.0,-74.0,5
69,1.0,-72.0,3
69,1.0,-74.0,5
69,1.0,-75.0,6
69,1.0,-75.0,6
69,1.0,-73.0,4
69,1.0,-71.0,2
69,1.0,-73.0,4
69,1.0,-76.0,7
69,1.0,-72.0,3
69,1.0,-76.0,7
69,1.0,-74.0,5
69,1.0,-77.0,8
69,1.0,-75.0,6
69,1.0,-77.0,8
69,1.0,-77.0,8
69,1.0,-77.0,8
69,1.0,-78.0,9
69,1.0,-73.0,4
69,1.0,-71.0,2
69,1.0,-70.0,1
69,1.0,-72.0,3
69,1.0,-71.0,2
69,9.999778782798785e-13,-5.000000000068998,5
69,9.999778782798785e-13,-5.000000000068998,5
69,0.0,-4.0,4
69,1.0,-71.0,2
69,1.0,-71.0,2
69,1.999955756559757e-12,-4.000000000137997,4
69,0.0,-5.0,5
69,1.0,-73.0,4
69,0.0,-5.0,5
69,1.0,-71.0,2
69,1.0,-72.0,3
69,0.0,-4.0,4
69,0.0,-2.0,2
69,1.0,-72.0,3
69,0.0,-3.0,3
69,0.0,-3.0,3
alpha,leakage,utility,mask_size
70,1.0,-79.0,9
70,0.0,-12.0,12
70,1.0,-75.0,5
70,1.0,-75.0,5
70,0.0,-10.0,10
70,1.0,-75.0,5
70,0.0,-10.0,10
70,1.0,-76.0,6
70,1.0,-77.0,7
70,1.0,-77.0,7
70,1.0,-74.0,4
70,1.0,-75.0,5
70,1.0,-78.0,8
70,1.0,-76.0,6
70,1.0,-77.0,7
70,1.0,-73.0,3
70,1.0,-74.0,4
70,1.0,-75.0,5
70,1.0,-74.0,4
70,1.0,-76.0,6
70,1.0,-75.0,5
70,1.0,-77.0,7
70,1.0,-73.0,3
70,1.0,-76.0,6
70,1.0,-79.0,9
70,1.0,-76.0,6
70,1.0,-75.0,5
70,1.0,-76.0,6
70,1.0,-77.0,7
70,1.0,-75.0,5
70,9.999778782798785e-13,-4.000000000069998,4
70,1.0,-74.0,4
70,0.0,-4.0,4
70,9.999778782798785e-13,-4.000000000069998,4
70,9.999778782798785e-13,-5.000000000069998,5
70,1.0,-72.0,2
70,1.0,-73.0,3
70,1.0,-74.0,4
70,1.0,-73.0,3
70,1.0,-73.0,3
70,0.0,-4.0,4
70,0.0,-3.0,3
70,0.0,-3.0,3
70,1.0,-73.0,3
70,1.0,-72.0,2
70,1.0,-72.0,2
70,0.0,-4.0,4
70,0.0,-4.0,4
70,1.0,-73.0,3
70,1.0,-71.0,1
alpha,leakage,utility,mask_size
71,1.0,-79.0,8
71,1.0,-81.0,10
71,1.0,-81.0,10
71,0.0,-9.0,9
71,1.0,-76.0,5
71,0.0,-8.0,8
71,0.0,-7.0,7
71,1.0,-78.0,7
71,1.0,-79.0,8
71,1.0,-80.0,9
71,1.0,-74.0,3
71,1.0,-78.0,7
71,1.0,-76.0,5
71,1.0,-77.0,6
71,1.0,-76.0,5
71,1.0,-78.0,7
71,1.0,-76.0,5
71,1.0,-75.0,4
71,1.0,-78.0,7
71,1.0,-75.0,4
71,1.0,-77.0,6
71,1.0,-80.0,9
71,1.0,-77.0,6
71,1.0,-77.0,6
71,1.0,-78.0,7
71,1.0,-77.0,6
71,1.0,-77.0,6
71,1.0,-76.0,5
71,1.0,-76.0,5
71,1.0,-78.0,7
71,0.0,-6.0,6
71,1.0,-73.0,2
71,0.0,-4.0,4
71,1.0,-73.0,2
71,1.0,-73.0,2
71,9.999778782798785e-13,-4.000000000070998,4
71,0.0,-6.0,6
71,1.0,-74.0,3
71,1.0,-73.0,2
71,0.0,-4.0,4
71,1.0,-72.0,1
71,1.0,-74.0,3
71,0.0,-2.0,2
71,0.0,-2.0,2
71,0.0,-3.0,3
71,1.0,-71.0,0
71,1.0,-74.0,3
71,0.0,-3.0,3
71,0.0,-3.0,3
71,0.0,-3.0,3
alpha,leakage,utility,mask_size
72,0.0,-8.0,8
72,0.0,-9.0,9
72,1.0,-78.0,6
72,1.0,-78.0,6
72,1.0,-75.0,3
72,1.0,-78.0,6
72,0.0,-10.0,10
72,1.0,-79.0,7
72,1.0,-79.0,7
72,1.0,-79.0,7
72,1.0,-77.0,5
72,1.0,-78.0,6
72,1.0,-78.0,6
72,1.0,-76.0,4
72,1.0,-77.0,5
72,1.0,-76.0,4
72,1.0,-79.0,7
72,1.0,-80.0,8
72,1.0,-80.0,8
72,1.0,-76.0,4
72,1.0,-80.0,8
72,1.0,-77.0,5
72,1.0,-78.0,6
72,1.0,-80.0,8
72,1.0,-78.0,6
72,1.0,-78.0,6
72,1.0,-79.0,7
72,1.0,-78.0,6
72,1.0,-77.0,5
72,1.0,-78.0,6
72,1.0,-75.0,3
72,1.999955756559757e-12,-4.000000000143997,4
72,0.0,-5.0,5
72,0.0,-5.0,5
72,9.999778782798785e-13,-5.000000000071998,5
72,0.0,-6.0,6
72,9.999778782798785e-13,-4.000000000071998,4
72,1.0,-75.0,3
72,9.999778782798785e-13,-4.000000000071998,4
72,1.0,-75.0,3
72,0.0,-4.0,4
72,0.0,-3.0,3
72,0.0,-4.0,4
72,1.0,-72.0,0
72,0.0,-2.0,2
72,1.0,-74.0,2
72,1.0,-72.0,0
72,0.0,-3.0,3
72,1.0,-74.0,2
72,1.0,-74.0,2
alpha,leakage,utility,mask_size
73,1.0,-79.0,6
73,0.0,-11.0,11
73,1.0,-75.0,2
73,1.0,-80.0,7
73,0.0,-11.0,11
73,1.0,-79.0,6
73,1.0,-79.0,6
73,0.0,-8.0,8
73,1.0,-80.0,7
73,1.0,-79.0,6
73,1.0,-77.0,4
73,1.0,-80.0,7
73,1.0,-79.0,6
73,1.0,-80.0,7
73,1.0,-79.0,6
73,1.0,-78.0,5
73,1.0,-79.0,6
73,1.0,-82.0,9
73,1.0,-81.0,8
73,1.0,-78.0,5
73,1.0,-78.0,5
73,1.0,-82.0,9
73,1.0,-77.0,4
73,1.0,-80.0,7
73,1.0,-77.0,4
73,1.0,-83.0,10
73,1.0,-80.0,7
73,1.0,-79.0,6
73,1.0,-76.0,3
73,1.0,-80.0,7
73,0.0,-5.0,5
73,1.0,-74.0,1
73,0.0,-6.0,6
73,0.0,-5.0,5
73,0.0,-5.0,5
73,1.0,-76.0,3
73,1.0,-76.0,3
73,9.999778782798785e-13,-5.0000000000729985,5
73,1.0,-76.0,3
73,0.0,-5.0,5
73,0.0,-3.0,3
73,0.0,-2.0,2
73,0.0,-2.0,2
73,1.0,-74.0,1
73,0.0,-4.0,4
73,1.0,-76.0,3
73,0.0,-3.0,3
73,1.0,-73.0,0
73,1.0,-76.0,3
73,0.0,-2.0,2
alpha,leakage,utility,mask_size
74,1.0,-83.0,9
74,1.0,-81.0,7
74,1.0,-83.0,9
74,1.0,-80.0,6
74,1.0,-81.0,7
74,1.0,-80.0,6
74,1.0,-80.0,6
74,0.0,-8.0,8
74,1.0,-80.0,6
74,0.0,-9.0,9
74,1.0,-80.0,6
74,1.0,-80.0,6
74,1.0,-78.0,4
74,1.0,-79.0,5
74,1.0,-79.0,5
74,1.0,-79.0,5
74,1.0,-82.0,8
74,1.0,-77.0,3
74,1.0,-81.0,7
74,1.0,-82.0,8
74,1.0,-81.0,7
74,1.0,-80.0,6
74,1.0,-80.0,6
74,1.0,-78.0,4
74,1.0,-83.0,9
74,1.0,-83.0,9
74,1.0,-83.0,9
74,1.0,-79.0,5
74,1.0,-79.0,5
74,1.0,-77.0,3
74,1.0,-75.0,1
74,9.999778782798785e-13,-4.000000000073999,4
74,0.0,-6.0,6
74,1.0,-78.0,4
74,9.999778782798785e-13,-5.000000000073999,5
74,9.999778782798785e-13,-4.000000000073999,4
74,1.0,-77.0,3
74,1.0,-77.0,3
74,1.0,-78.0,4
74,0.0,-6.0,6
74,0.0,-4.0,4
74,0.0,-3.0,3
74,1.0,-76.0,2
74,1.0,-75.0,1
74,1.0,-75.0,1
74,0.0,-4.0,4
74,1.0,-76.0,2
74,1.0,-74.0,0
74,1.0,-77.0,3
74,0.0,-3.0,3
alpha,leakage,utility,mask_size
75,1.0,-81.0,6
75,1.0,-85.0,10
75,1.0,-81.0,6
75,1.0,-83.0,8
75,1.0,-82.0,7
75,1.0,-84.0,9
75,1.0,-81.0,6
75,1.0,-80.0,5
75,1.0,-82.0,7
75,1.0,-83.0,8
75,1.0,-80.0,5
75,1.0,-79.0,4
75,1.0,-79.0,4
75,1.0,-79.0,4
75,1.0,-82.0,7
75,1.0,-84.0,9
75,1.0,-81.0,6
75,1.0,-80.0,5
75,1.0,-77.0,2
75,1.0,-83.0,8
75,1.0,-81.0,6
75,1.0,-80.0,5
75,1.0,-82.0,7
75,1.0,-84.0,9
75,1.0,-79.0,4
75,1.0,-81.0,6
75,1.0,-81.0,6
75,1.0,-80.0,5
75,1.0,-80.0,5
75,1.0,-80.0,5
75,1.0,-77.0,2
75,1.0,-76.0,1
75,1.0,-77.0,2
75,1.0,-75.0,0
75,0.0,-4.0,4
75,9.999778782798785e-13,-5.000000000074999,5
75,1.0,-78.0,3
75,1.0,-79.0,4
75,1.0,-79.0,4
75,0.0,-4.0,4
75,1.0,-76.0,1
75,1.0,-76.0,1
75,1.0,-76.0,1
75,0.0,-2.0,2
75,0.0,-3.0,3
75,0.0,-4.0,4
75,0.0,-3.0,3
75,0.0,-4.0,4
75,0.0,-3.0,3
75,0.0,-5.0,5
alpha,leakage,utility,mask_size
76,1.0,-85.0,9
76,1.0,-82.0,6
76,1.0,-84.0,8
76,1.0,-84.0,8
76,1.0,-84.0,8
76,1.0,-85.0,9
76,1.0,-83.0,7
76,1.0,-83.0,7
76,1.0,-82.0,6
76,1.0,-83.0,7
76,1.0,-80.0,4
76,1.0,-79.0,3
76,1.0,-80.0,4
76,1.0,-81.0,5
76,1.0,-82.0,6
76,1.0,-84.0,8
76,1.0,-81.0,5
76,1.0,-84.0,8
76,1.0,-80.0,4
76,1.0,-80.0,4
76,1.0,-83.0,7
76,1.0,-83.0,7
76,1.0,-83.0,7
76,1.0,-81.0,5
76,1.0,-82.0,6
76,1.0,-78.0,2
76,1.0,-84.0,8
76,1.0,-86.0,10
76,1.0,-80.0,4
76,1.0,-85.0,9
76,1.0,-76.0,0
76,1.0,-78.0,2
76,0.0,-5.0,5
76,9.999778782798785e-13,-4.000000000075998,4
76,0.0,-4.0,4
76,9.999778782798785e-13,-4.000000000075998,4
76,1.0,-78.0,2
76,9.999778782798785e-13,-5.000000000075998,5
76,9.999778782798785e-13,-5.000000000075998,5
76,1.0,-78.0,2
76,1.0,-79.0,3
76,1.0,-79.0,3
76,1.0,-78.0,2
76,0.0,-4.0,4
76,0.0,-2.0,2
76,0.0,-3.0,3
76,0.0,-5.0,5
76,0.0,-2.0,2
76,1.0,-78.0,2
76,1.0,-80.0,4
alpha,leakage,utility,mask_size
77,0.0,-9.0,9
77,1.0,-83.0,6
77,1.0,-86.0,9
77,0.0,-10.0,10
77,0.0,-7.0,7
77,1.0,-84.0,7
77,1.0,-86.0,9
77,1.0,-85.0,8
77,1.0,-84.0,7
77,1.0,-86.0,9
77,1.0,-80.0,3
77,1.0,-82.0,5
77,1.0,-81.0,4
77,1.0,-84.0,7
77,1.0,-83.0,6
77,1.0,-80.0,3
77,1.0,-81.0,4
77,1.0,-81.0,4
77,1.0,-81.0,4
77,1.0,-81.0,4
77,1.0,-81.0,4
77,1.0,-85.0,8
77,1.0,-85.0,8
77,1.0,-83.0,6
77,1.0,-81.0,4
77,1.0,-85.0,8
77,1.0,-85.0,8
77,1.0,-82.0,5
77,1.0,-86.0,9
77,1.0,-83.0,6
77,9.999778782798785e-13,-4.000000000076998,4
77,0.0,-6.0,6
77,0.0,-5.0,5
77,9.999778782798785e-13,-3.0000000000769984,3
77,1.0,-80.0,3
77,1.0,-78.0,1
77,9.999778782798785e-13,-5.000000000076998,5
77,1.999955756559757e-12,-5.000000000153997,5
77,1.0,-79.0,2
77,1.0,-80.0,3
77,0.0,-3.0,3
77,1.0,-79.0,2
77,1.0,-79.0,2
77,1.0,-79.0,2
77,1.0,-79.0,2
77,1.0,-80.0,3
77,1.0,-78.0,1
77,1.0,-77.0,0
77,1.0,-78.0,1
77,1.0,-79.0,2
alpha,leakage,utility,mask_size
78,1.0,-87.0,9
78,1.0,-84.0,6
78,0.0,-7.0,7
78,1.0,-82.0,4
78,1.0,-85.0,7
78,1.0,-89.0,11
78,1.0,-86.0,8
78,0.0,-9.0,9
78,0.0,-10.0,10
78,1.0,-83.0,5
78,1.0,-83.0,5
78,1.0,-85.0,7
78,1.0,-82.0,4
78,1.0,-85.0,7
78,1.0,-84.0,6
78,1.0,-82.0,4
78,1.0,-82.0,4
78,1.0,-82.0,4
78,1.0,-85.0,7
78,1.0,-84.0,6
78,1.0,-84.0,6
78,1.0,-86.0,8
78,1.0,-87.0,9
78,1.0,-82.0,4
78,1.0,-86.0,8
78,1.0,-86.0,8
78,1.0,-88.0,10
78,1.0,-83.0,5
78,1.0,-84.0,6
78,1.0,-82.0,4
78,0.0,-4.0,4
78,9.999778782798785e-13,-4.000000000077998,4
78,1.0,-81.0,3
78,0.0,-4.0,4
78,1.0,-80.0,2
78,1.0,-81.0,3
78,1.0,-80.0,2
78,9.999778782798785e-13,-5.000000000077998,5
78,1.0,-79.0,1
78,1.0,-79.0,1
78,0.0,-4.0,4
78,0.0,-3.0,3
78,0.0,-3.0,3
78,0.0,-4.0,4
78,1.0,-78.0,0
78,1.0,-80.0,2
78,0.0,-3.0,3
78,0.0,-4.0,4
78,1.0,-78.0,0
78,0.0,-3.0,3
alpha,leakage,utility,mask_size
79,1.0,-83.0,4
79,1.0,-84.0,5
79,1.0,-86.0,7
79,1.0,-88.0,9
79,1.0,-89.0,10
79,1.0,-87.0,8
79,0.0,-9.0,9
79,1.0,-87.0,8
79,1.0,-87.0,8
79,1.0,-87.0,8
79,1.0,-84.0,5
79,1.0,-86.0,7
79,1.0,-82.0,3
79,1.0,-84.0,5
79,1.0,-82.0,3
79,1.0,-85.0,6
79,1.0,-82.0,3
79,1.0,-84.0,5
79,1.0,-83.0,4
79,1.0,-86.0,7
79,1.0,-84.0,5
79,1.0,-84.0,5
79,1.0,-82.0,3
79,1.0,-85.0,6
79,1.0,-87.0,8
79,1.0,-87.0,8
79,1.0,-89.0,10
79,1.0,-83.0,4
79,1.0,-86.0,7
79,1.0,-85.0,6
79,9.999778782798785e-13,-4.000000000078998,4
79,1.0,-82.0,3
79,9.999778782798785e-13,-3.000000000078998,3
79,0.0,-5.0,5
79,1.0,-83.0,4
79,1.0,-82.0,3
79,1.0,-82.0,3
79,1.0,-80.0,1
79,1.0,-80.0,1
79,1.0,-82.0,3
79,0.0,-3.0,3
79,0.0,-2.0,2
79,1.0,-81.0,2
79,1.0,-81.0,2
79,1.0,-82.0,3
79,1.0,-80.0,1
79,1.0,-81.0,2
79,0.0,-2.0,2
79,1.0,-80.0,1
79,0.0,-3.0,3
alpha,leakage,utility,mask_size
80,1.0,-85.0,5
80,1.0,-85.0,5
80,1.0,-88.0,8
80,1.0,-87.0,7
80,1.0,-87.0,7
80,1.0,-82.0,2
80,1.0,-83.0,3
80,1.0,-86.0,6
80,1.0,-83.0,3
80,1.0,-85.0,5
80,1.0,-87.0,7
80,1.0,-87.0,7
80,1.0,-85.0,5
80,1.0,-86.0,6
80,1.0,-84.0,4
80,1.0,-86.0,6
80,1.0,-88.0,8
80,1.0,-86.0,6
80,1.0,-85.0,5
80,1.0,-87.0,7
80,1.0,-84.0,4
80,1.0,-87.0,7
80,1.0,-88.0,8
80,1.0,-88.0,8
80,1.0,-86.0,6
80,1.0,-88.0,8
80,1.0,-87.0,7
80,1.0,-85.0,5
80,1.0,-84.0,4
80,1.0,-85.0,5
80,1.0,-83.0,3
80,0.0,-4.0,4
80,1.999955756559757e-12,-4.0000000001599965,4
80,0.0,-6.0,6
80,1.0,-81.0,1
80,9.999778782798785e-13,-5.000000000079998,5
80,1.0,-81.0,1
80,1.0,-82.0,2
80,0.0,-4.0,4
80,9.999778782798785e-13,-4.000000000079998,4
80,0.0,-3.0,3
80,1.0,-82.0,2
80,0.0,-5.0,5
80,1.0,-81.0,1
80,1.0,-82.0,2
80,0.0,-4.0,4
80,0.0,-3.0,3
80,0.0,-4.0,4
80,0.0,-5.0,5
80,1.0,-81.0,1
alpha,leakage,utility,mask_size
81,1.0,-88.0,7
81,1.0,-88.0,7
81,1.0,-86.0,5
81,1.0,-85.0,4
81,1.0,-86.0,5
81,1.0,-88.0,7
81,1.0,-82.0,1
81,1.0,-86.0,5
81,1.0,-87.0,6
81,1.0,-91.0,10
81,1.0,-84.0,3
81,1.0,-86.0,5
81,1.0,-84.0,3
81,1.0,-88.0,7
81,1.0,-86.0,5
81,1.0,-88.0,7
81,1.0,-87.0,6
81,1.0,-87.0,6
81,1.0,-84.0,3
81,1.0,-84.0,3
81,1.0,-89.0,8
81,1.0,-88.0,7
81,1.0,-87.0,6
81,1.0,-87.0,6
81,1.0,-86.0,5
81,1.0,-88.0,7
81,1.0,-89.0,8
81,1.0,-88.0,7
81,1.0,-90.0,9
81,1.0,-87.0,6
81,0.0,-5.0,5
81,9.999778782798785e-13,-4.000000000080998,4
81,9.999778782798785e-13,-3.0000000000809983,3
81,1.999955756559757e-12,-4.000000000161997,4
81,9.999778782798785e-13,-5.000000000080998,5
81,9.999778782798785e-13,-3.0000000000809983,3
81,1.0,-85.0,4
81,1.0,-83.0,2
81,9.999778782798785e-13,-4.000000000080998,4
81,0.0,-5.0,5
81,1.0,-83.0,2
81,0.0,-3.0,3
81,1.0,-83.0,2
81,0.0,-4.0,4
81,0.0,-3.0,3
81,0.0,-3.0,3
81,0.0,-4.0,4
81,1.0,-82.0,1
81,0.0,-3.0,3
81,1.0,-83.0,2
alpha,leakage,utility,mask_size
82,1.0,-90.0,8
82,1.0,-90.0,8
82,1.0,-89.0,7
82,1.0,-88.0,6
82,1.0,-87.0,5
82,1.0,-88.0,6
82,1.0,-86.0,4
82,0.0,-8.0,8
82,1.0,-85.0,3
82,1.0,-91.0,9
82,1.0,-88.0,6
82,1.0,-86.0,4
82,1.0,-88.0,6
82,1.0,-90.0,8
82,1.0,-91.0,9
82,1.0,-86.0,4
82,1.0,-88.0,6
82,1.0,-87.0,5
82,1.0,-88.0,6
82,1.0,-86.0,4
82,1.0,-89.0,7
82,1.0,-90.0,8
82,1.0,-88.0,6
82,1.0,-90.0,8
82,1.0,-87.0,5
82,1.0,-88.0,6
82,1.0,-85.0,3
82,1.0,-90.0,8
82,1.0,-90.0,8
82,1.0,-88.0,6
82,9.999778782798785e-13,-5.000000000081998,5
82,1.999955756559757e-12,-4.000000000163997,4
82,1.0,-85.0,3
82,1.999955756559757e-12,-3.0000000001639964,3
82,0.0,-6.0,6
82,0.0,-5.0,5
82,0.0,-5.0,5
82,9.999778782798785e-13,-4.000000000081998,4
82,1.0,-85.0,3
82,1.0,-85.0,3
82,1.0,-83.0,1
82,0.0,-4.0,4
82,0.0,-3.0,3
82,1.0,-85.0,3
82,0.0,-2.0,2
82,1.0,-85.0,3
82,1.0,-84.0,2
82,0.0,-3.0,3
82,0.0,-3.0,3
82,0.0,-2.0,2
alpha,leakage,utility,mask_size
83,1.0,-90.0,7
83,1.0,-90.0,7
83,1.0,-89.0,6
83,1.0,-90.0,7
83,1.0,-88.0,5
83,1.0,-93.0,10
83,1.0,-89.0,6
83,1.0,-90.0,7
83,0.0,-10.0,10
83,0.0,-6.0,6
83,1.0,-89.0,6
83,1.0,-88.0,5
83,1.0,-87.0,4
83,1.0,-86.0,3
83,1.0,-91.0,8
83,1.0,-89.0,6
83,1.0,-90.0,7
83,1.0,-88.0,5
83,1.0,-90.0,7
83,1.0,-87.0,4
83,1.0,-88.0,5
83,1.0,-93.0,10
83,1.0,-92.0,9
83,1.0,-88.0,5
83,1.0,-91.0,8
