method,dataset,target_attribute,total_time,init_time,model_time,del_time,update_time,leakage,utility,paths_blocked,mask_size,num_paths,memory_overhead_bytes,num_instantiated_cells,num_cells_updated
delgum,airport,latitude_deg,0.02491164207458496,0.00014901161193847656,0.022028684616088867,0.0,0.002733945846557617,0.0,-5.0,24,10,24,26752,16,1
delgum,airport,latitude_deg,0.021511077880859375,0.00015282630920410156,0.018639087677001953,0.0,0.0027191638946533203,0.0,-5.0,24,10,24,26752,16,1
delgum,airport,latitude_deg,0.023511171340942383,0.0001380443572998047,0.02058696746826172,0.0,0.0027861595153808594,1.0,-6.0,0,10,24,26752,16,1
delgum,airport,latitude_deg,0.025075912475585938,0.00013518333435058594,0.02205181121826172,0.0,0.002888917922973633,1.0,-6.0,0,10,24,26752,16,1
delgum,airport,latitude_deg,0.011494874954223633,0.00012421607971191406,0.008977890014648438,0.0,0.0023927688598632812,1.0,-3.0,0,4,24,26320,16,1
delgum,airport,latitude_deg,0.019318103790283203,0.000125885009765625,0.016585111618041992,0.0,0.002607107162475586,1.0,-5.0,0,8,24,26608,16,1
delgum,airport,latitude_deg,0.023942947387695312,0.00011801719665527344,0.0212709903717041,0.0,0.0025539398193359375,0.0,-5.0,24,10,24,26752,16,1
delgum,airport,latitude_deg,0.02255725860595703,0.00011706352233886719,0.01986980438232422,0.0,0.0025703907012939453,0.0,-5.0,24,10,24,26752,16,1
delgum,airport,latitude_deg,0.022754907608032227,0.00011897087097167969,0.019966840744018555,0.0,0.002669095993041992,1.0,-6.0,0,10,24,26752,16,1
delgum,airport,latitude_deg,0.022180795669555664,0.000125885009765625,0.019176006317138672,0.0,0.002878904342651367,1.0,-6.0,0,10,24,26752,16,1
delgum,hospital,ProviderNumber,0.011934995651245117,0.0001010894775390625,0.00911402702331543,0.0,0.002719879150390625,0.9999999990478353,-5.999999999047835,0,10,13,22400,13,1
delgum,hospital,ProviderNumber,0.01127481460571289,9.894371032714844e-05,0.008345842361450195,0.0,0.002830028533935547,0.999999999049443,-5.999999999049443,0,10,13,22400,13,1
delgum,hospital,ProviderNumber,0.011343955993652344,9.608268737792969e-05,0.009023904800415039,0.0,0.002223968505859375,0.9999999990478451,-5.999999999047845,0,10,13,22400,13,1
delgum,hospital,ProviderNumber,0.009484291076660156,9.703636169433594e-05,0.007184028625488281,0.0,0.002203226089477539,0.9999999990496974,-4.499999999049697,0,7,13,22184,13,1
delgum,hospital,ProviderNumber,0.010089397430419922,9.131431579589844e-05,0.007714033126831055,0.0,0.0022840499877929688,0.9999999990480805,-5.499999999048081,0,9,13,22328,13,1
delgum,hospital,ProviderNumber,0.010926961898803711,8.606910705566406e-05,0.008507013320922852,0.0,0.0023338794708251953,0.9999999991795134,-4.999999999179513,0,8,13,22256,13,1
delgum,hospital,ProviderNumber,0.011199712753295898,9.226799011230469e-05,0.00853586196899414,0.0,0.002571582794189453,0.9999999990494438,-5.999999999049444,0,10,13,22400,13,1
delgum,hospital,ProviderNumber,0.011720895767211914,8.988380432128906e-05,0.009388923645019531,0.0,0.0022420883178710938,0.9999999990480908,-5.499999999048091,0,9,13,22328,13,1
delgum,hospital,ProviderNumber,0.01184701919555664,9.703636169433594e-05,0.008981943130493164,0.0,0.0027680397033691406,0.9999999990478363,-5.999999999047836,0,10,13,22400,13,1
delgum,hospital,ProviderNumber,0.010657787322998047,9.012222290039062e-05,0.008507728576660156,0.0,0.0020599365234375,0.999999999047836,-5.999999999047836,0,10,13,22400,13,1
delgum,ncvoter,voter_reg_num,0.018751859664916992,7.915496826171875e-05,0.015753984451293945,0.0,0.002918720245361328,0.999999999991982,-5.9999999999919815,0,10,16,21252,18,1
delgum,ncvoter,voter_reg_num,0.01273488998413086,7.510185241699219e-05,0.010284662246704102,0.0,0.0023751258850097656,0.9999999999892931,-5.999999999989293,0,10,16,21252,18,1
delgum,ncvoter,voter_reg_num,0.012771129608154297,7.200241088867188e-05,0.010325193405151367,0.0,0.002373933792114258,0.9999999999872614,-5.999999999987262,0,10,16,21252,18,1
delgum,ncvoter,voter_reg_num,0.013191938400268555,7.200241088867188e-05,0.010787010192871094,0.0,0.002332925796508789,0.999999999989007,-5.999999999989007,0,10,16,21252,18,1
delgum,ncvoter,voter_reg_num,0.013351917266845703,7.581710815429688e-05,0.010515213012695312,0.0,0.0027608871459960938,0.9999999999917872,-5.999999999991787,0,10,16,21252,18,1
delgum,ncvoter,voter_reg_num,0.012124300003051758,7.104873657226562e-05,0.009282112121582031,0.0,0.002771139144897461,0.9999999999905377,-5.999999999990537,0,10,16,21252,18,1
