dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains
airport,iso_country,0.1,0.9,6,0,"{keywords,municipality,scheduled_service}",3,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{keywords,municipality,type}",3,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{keywords,scheduled_service,type}",3,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{municipality,scheduled_service,type}",3,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,municipality}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,scheduled_service}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,municipality,scheduled_service}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,municipality,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,scheduled_service,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,keywords,municipality,scheduled_service}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,keywords,municipality,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,keywords,scheduled_service,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,municipality,scheduled_service,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{home_link,keywords,municipality,scheduled_service}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{home_link,keywords,municipality,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{home_link,keywords,scheduled_service,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{home_link,municipality,scheduled_service,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{keywords,municipality,scheduled_service,type}",4,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,municipality,scheduled_service}",5,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,municipality,type}",5,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,scheduled_service,type}",5,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,municipality,scheduled_service,type}",5,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,keywords,municipality,scheduled_service,type}",5,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{home_link,keywords,municipality,scheduled_service,type}",5,0.0,0,0,0,0,0
airport,iso_country,0.1,0.9,6,0,"{continent,home_link,keywords,municipality,scheduled_service,type}",6,0.0,0,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{},0,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{continent},1,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{home_link},1,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{keywords},1,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{municipality},1,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{scheduled_service},1,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,{type},1,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,municipality}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,scheduled_service}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,type}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,municipality}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,scheduled_service}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,type}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,municipality}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,scheduled_service}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,type}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{municipality,scheduled_service}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{municipality,type}",2,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{scheduled_service,type}",2,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,municipality}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,scheduled_service}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,type}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,municipality}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,scheduled_service}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,type}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,municipality,scheduled_service}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,municipality,type}",3,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,scheduled_service,type}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,municipality}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,scheduled_service}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,type}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,municipality,scheduled_service}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,municipality,type}",3,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,scheduled_service,type}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,municipality,scheduled_service}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,municipality,type}",3,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,scheduled_service,type}",3,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{municipality,scheduled_service,type}",3,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,municipality}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,scheduled_service}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,type}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,municipality,scheduled_service}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,municipality,type}",4,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,scheduled_service,type}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,municipality,scheduled_service}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,municipality,type}",4,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,scheduled_service,type}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,municipality,scheduled_service,type}",4,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,municipality,scheduled_service}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,municipality,type}",4,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,scheduled_service,type}",4,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,municipality,scheduled_service,type}",4,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{keywords,municipality,scheduled_service,type}",4,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,municipality,scheduled_service}",5,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,municipality,type}",5,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,scheduled_service,type}",5,0.0,1,0,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,municipality,scheduled_service,type}",5,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,keywords,municipality,scheduled_service,type}",5,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{home_link,keywords,municipality,scheduled_service,type}",5,0.0,0,1,0,0,0
airport,iso_country,0.2,0.9,6,1,"{continent,home_link,keywords,municipality,scheduled_service,type}",6,0.0,0,1,0,0,0
airport,iso_country,0.3,0.9,6,3,{},0,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,{continent},1,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,{home_link},1,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,{keywords},1,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,{municipality},1,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,{scheduled_service},1,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,{type},1,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,municipality}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,scheduled_service}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,type}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,municipality}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,scheduled_service}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,type}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,municipality}",2,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,scheduled_service}",2,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,type}",2,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{municipality,scheduled_service}",2,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{municipality,type}",2,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{scheduled_service,type}",2,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords}",3,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,municipality}",3,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,scheduled_service}",3,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,type}",3,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,municipality}",3,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,scheduled_service}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,municipality,scheduled_service}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,municipality,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,scheduled_service,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,municipality}",3,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,scheduled_service}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,municipality,scheduled_service}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,municipality,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,scheduled_service,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,municipality,scheduled_service}",3,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,municipality,type}",3,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,scheduled_service,type}",3,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{municipality,scheduled_service,type}",3,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,municipality}",4,0.0,3,0,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,scheduled_service}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,type}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,municipality,scheduled_service}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,municipality,type}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,scheduled_service,type}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,municipality,scheduled_service}",4,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,municipality,type}",4,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,scheduled_service,type}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,municipality,scheduled_service,type}",4,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,municipality,scheduled_service}",4,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,municipality,type}",4,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,scheduled_service,type}",4,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,municipality,scheduled_service,type}",4,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{keywords,municipality,scheduled_service,type}",4,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,municipality,scheduled_service}",5,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,municipality,type}",5,0.0,1,2,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,scheduled_service,type}",5,0.0,2,1,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,municipality,scheduled_service,type}",5,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,keywords,municipality,scheduled_service,type}",5,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{home_link,keywords,municipality,scheduled_service,type}",5,0.0,0,3,0,0,0
airport,iso_country,0.3,0.9,6,3,"{continent,home_link,keywords,municipality,scheduled_service,type}",6,0.0,0,3,0,0,0
airport,iso_country,0.4,0.9,6,4,{},0,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,{continent},1,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,{home_link},1,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,{keywords},1,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,{municipality},1,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,{scheduled_service},1,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,{type},1,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,municipality}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,scheduled_service}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,type}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,municipality}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,scheduled_service}",2,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,type}",2,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,municipality}",2,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,scheduled_service}",2,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,type}",2,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{municipality,scheduled_service}",2,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{municipality,type}",2,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{scheduled_service,type}",2,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords}",3,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,municipality}",3,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,scheduled_service}",3,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,type}",3,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,municipality}",3,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,scheduled_service}",3,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,type}",3,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,municipality,scheduled_service}",3,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,municipality,type}",3,0.0,3,1,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,scheduled_service,type}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,municipality}",3,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,scheduled_service}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,type}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,municipality,scheduled_service}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,municipality,type}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,scheduled_service,type}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,municipality,scheduled_service}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,municipality,type}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,scheduled_service,type}",3,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{municipality,scheduled_service,type}",3,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,municipality}",4,0.0,4,0,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,scheduled_service}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,type}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,municipality,scheduled_service}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,municipality,type}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,scheduled_service,type}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,municipality,scheduled_service}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,municipality,type}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,scheduled_service,type}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,municipality,scheduled_service,type}",4,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,municipality,scheduled_service}",4,0.0,1,3,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,municipality,type}",4,0.0,1,3,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,scheduled_service,type}",4,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,municipality,scheduled_service,type}",4,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{keywords,municipality,scheduled_service,type}",4,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,municipality,scheduled_service}",5,0.0,1,3,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,municipality,type}",5,0.0,1,3,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,scheduled_service,type}",5,0.0,2,2,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,municipality,scheduled_service,type}",5,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,keywords,municipality,scheduled_service,type}",5,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{home_link,keywords,municipality,scheduled_service,type}",5,0.0,0,4,0,0,0
airport,iso_country,0.4,0.9,6,4,"{continent,home_link,keywords,municipality,scheduled_service,type}",6,0.0,0,4,0,0,0
airport,iso_country,0.5,0.9,6,6,{},0,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,{continent},1,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,{home_link},1,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,{keywords},1,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,{municipality},1,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,{scheduled_service},1,0.16786258052376046,5,1,1,0,1
airport,iso_country,0.5,0.9,6,6,{type},1,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,"{continent,home_link}",2,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,"{continent,keywords}",2,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,"{continent,municipality}",2,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,"{continent,scheduled_service}",2,0.12693105898825308,4,2,2,0,2
airport,iso_country,0.5,0.9,6,6,"{continent,type}",2,0.40215815920143005,5,1,1,1,0
airport,iso_country,0.5,0.9,6,6,"{home_link,keywords}",2,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,"{home_link,municipality}",2,0.40215815920143005,6,0,1,1,0
airport,iso_country,0.5,0.9,6,6,"{home_link,scheduled_service}",2,0.21277378828183324,4,2,2,0,2
airport,iso_country,0.5,0.9,6,6,"{home_link,type}",2,0.40215815920143005,5,1,1,1,0
airport,iso_country,0.5,0.9,6,6,"{keywords,municipality}",2,0.40215815920143005,6,0,1,1,0
