-----airport-----
attribute,total_time,num_constraints,cells_deleted,max_depth,memory_bytes,init_time,model_time,del_time
latitude_deg,0.029894113540649414,40,15,1,502,0.02676081657409668,0.000102996826171875,0.0027561187744140625
latitude_deg,0.021075963973999023,40,15,1,502,0.018160104751586914,8.797645568847656e-05,0.002768993377685547
latitude_deg,0.019076108932495117,40,15,1,502,0.016759157180786133,8.082389831542969e-05,0.002187967300415039
latitude_deg,0.017802953720092773,40,15,1,502,0.015497922897338867,8.392333984375e-05,0.0021708011627197266
latitude_deg,0.01855611801147461,40,15,1,502,0.016116857528686523,8.392333984375e-05,0.002311229705810547
latitude_deg,0.017986059188842773,40,15,1,502,0.015032052993774414,8.606910705566406e-05,0.0028090476989746094
latitude_deg,0.02036118507385254,40,15,1,502,0.0176849365234375,9.417533874511719e-05,0.002528667449951172
latitude_deg,0.021374225616455078,40,15,1,502,0.01848125457763672,8.7738037109375e-05,0.002749204635620117
latitude_deg,0.018947124481201172,40,15,1,502,0.01672506332397461,7.915496826171875e-05,0.0020928382873535156
latitude_deg,0.020805835723876953,40,15,1,502,0.018049001693725586,8.7738037109375e-05,0.002621173858642578
latitude_deg,0.021345138549804688,40,15,1,502,0.018122196197509766,8.20159912109375e-05,0.0030879974365234375
latitude_deg,0.021600961685180664,40,15,1,502,0.01842188835144043,9.298324584960938e-05,0.003002166748046875
latitude_deg,0.022474050521850586,40,15,1,502,0.01929497718811035,0.00012111663818359375,0.0030059814453125
latitude_deg,0.023083925247192383,40,15,1,502,0.020470857620239258,8.320808410644531e-05,0.0024819374084472656
latitude_deg,0.01971602439880371,40,15,1,502,0.01689291000366211,8.296966552734375e-05,0.0026967525482177734
latitude_deg,0.018373966217041016,40,15,1,502,0.015950918197631836,8.702278137207031e-05,0.0022771358489990234
latitude_deg,0.021609783172607422,40,15,1,502,0.018643856048583984,8.821487426757812e-05,0.002808809280395508
latitude_deg,0.019855260848999023,40,15,1,502,0.01714801788330078,9.703636169433594e-05,0.0025539398193359375
latitude_deg,0.019882917404174805,40,15,1,502,0.01708078384399414,8.392333984375e-05,0.0026712417602539062
latitude_deg,0.020528078079223633,40,15,1,502,0.01780080795288086,8.296966552734375e-05,0.002586841583251953
latitude_deg,0.02018904685974121,40,15,1,502,0.01751565933227539,8.0108642578125e-05,0.002543926239013672
latitude_deg,0.020470857620239258,40,15,1,502,0.01781296730041504,8.606910705566406e-05,0.002525806427001953
latitude_deg,0.02022695541381836,40,15,1,502,0.017501115798950195,8.082389831542969e-05,0.0026009082794189453
latitude_deg,0.020340919494628906,40,15,1,502,0.017505168914794922,7.891654968261719e-05,0.0027129650115966797
latitude_deg,0.020793914794921875,40,15,1,502,0.018152236938476562,8.296966552734375e-05,0.002513885498046875
latitude_deg,0.020106077194213867,40,15,1,502,0.017507076263427734,7.772445678710938e-05,0.002474069595336914
latitude_deg,0.019848108291625977,40,15,1,502,0.017649173736572266,8.20159912109375e-05,0.0020699501037597656
latitude_deg,0.020135164260864258,40,15,1,502,0.01717090606689453,7.700920104980469e-05,0.002836942672729492
latitude_deg,0.01988697052001953,40,15,1,502,0.017055988311767578,8.416175842285156e-05,0.0027027130126953125
latitude_deg,0.02039194107055664,40,15,1,502,0.017735958099365234,7.891654968261719e-05,0.002530813217163086
latitude_deg,0.020627975463867188,40,15,1,502,0.017922163009643555,7.891654968261719e-05,0.002578258514404297
latitude_deg,0.020615100860595703,40,15,1,502,0.017885923385620117,7.987022399902344e-05,0.002601146697998047
latitude_deg,0.020745277404785156,40,15,1,502,0.017795085906982422,8.082389831542969e-05,0.0028243064880371094
latitude_deg,0.02206730842590332,40,15,1,502,0.019260168075561523,8.511543273925781e-05,0.0026807785034179688
latitude_deg,0.017461061477661133,40,15,1,502,0.015150070190429688,8.296966552734375e-05,0.0021829605102539062
latitude_deg,0.024250030517578125,40,15,1,502,0.02131819725036621,8.487701416015625e-05,0.002802133560180664
latitude_deg,0.025036096572875977,40,15,1,502,0.02214193344116211,8.0108642578125e-05,0.002743959426879883
latitude_deg,0.020637035369873047,40,15,1,502,0.017774105072021484,9.226799011230469e-05,0.002719879150390625
latitude_deg,0.019804954528808594,40,15,1,502,0.01709580421447754,8.225440979003906e-05,0.002579927444458008
latitude_deg,0.021144866943359375,40,15,1,502,0.018371105194091797,0.0001800060272216797,0.0025479793548583984
latitude_deg,0.02079296112060547,40,15,1,502,0.01813197135925293,7.891654968261719e-05,0.0025370121002197266
latitude_deg,0.02050185203552246,40,15,1,502,0.017589092254638672,8.0108642578125e-05,0.0027878284454345703
latitude_deg,0.02082371711730957,40,15,1,502,0.018181800842285156,7.82012939453125e-05,0.002516031265258789
latitude_deg,0.021181821823120117,40,15,1,502,0.018410682678222656,7.700920104980469e-05,0.002644062042236328
latitude_deg,0.021842241287231445,40,15,1,502,0.018534183502197266,0.0001537799835205078,0.0031118392944335938
latitude_deg,0.022040843963623047,40,15,1,502,0.018939733505249023,8.511543273925781e-05,0.0029649734497070312
latitude_deg,0.02521491050720215,40,15,1,502,0.021996021270751953,8.988380432128906e-05,0.0030591487884521484
latitude_deg,0.021465063095092773,40,15,1,502,0.018485069274902344,9.703636169433594e-05,0.002833127975463867
latitude_deg,0.02102971076965332,40,15,1,502,0.01829385757446289,7.772445678710938e-05,0.0026140213012695312
latitude_deg,0.020771026611328125,40,15,1,502,0.017843008041381836,7.891654968261719e-05,0.0028040409088134766
latitude_deg,0.020329952239990234,40,15,1,502,0.01766800880432129,8.106231689453125e-05,0.002537965774536133
latitude_deg,0.0210721492767334,40,15,1,502,0.0184628963470459,7.82012939453125e-05,0.0024890899658203125
latitude_deg,0.02079319953918457,40,15,1,502,0.018036842346191406,7.295608520507812e-05,0.0026330947875976562
latitude_deg,0.020388126373291016,40,15,1,502,0.01745891571044922,7.915496826171875e-05,0.0027990341186523438
latitude_deg,0.020570039749145508,40,15,1,502,0.017804861068725586,8.296966552734375e-05,0.002639293670654297
latitude_deg,0.0207211971282959,40,15,1,502,0.018023014068603516,8.106231689453125e-05,0.002568960189819336
latitude_deg,0.021060943603515625,40,15,1,502,0.01807689666748047,9.107589721679688e-05,0.002809762954711914
latitude_deg,0.02030324935913086,40,15,1,502,0.017472028732299805,8.20159912109375e-05,0.002696990966796875
latitude_deg,0.019665002822875977,40,15,1,502,0.01706409454345703,8.296966552734375e-05,0.0024750232696533203
latitude_deg,0.02061176300048828,40,15,1,502,0.01796102523803711,7.82012939453125e-05,0.002529621124267578
latitude_deg,0.02055811882019043,40,15,1,502,0.017819881439208984,8.0108642578125e-05,0.002613067626953125
latitude_deg,0.02020096778869629,40,15,1,502,0.01737499237060547,7.605552673339844e-05,0.002707958221435547
latitude_deg,0.021744728088378906,40,15,1,502,0.0190737247467041,7.295608520507812e-05,0.0025551319122314453
latitude_deg,0.022503137588500977,40,15,1,502,0.019052982330322266,9.107589721679688e-05,0.0033140182495117188
latitude_deg,0.026083946228027344,40,15,1,502,0.023344993591308594,8.0108642578125e-05,0.002609729766845703
latitude_deg,0.02050495147705078,40,15,1,502,0.017566919326782227,7.200241088867188e-05,0.002819061279296875
latitude_deg,0.020581722259521484,40,15,1,502,0.017771005630493164,7.486343383789062e-05,0.0026810169219970703
latitude_deg,0.019990921020507812,40,15,1,502,0.017286062240600586,8.511543273925781e-05,0.002573728561401367
latitude_deg,0.020668983459472656,40,15,1,502,0.017744779586791992,7.82012939453125e-05,0.0028028488159179688
latitude_deg,0.02020096778869629,40,15,1,502,0.017393112182617188,8.606910705566406e-05,0.0026717185974121094
latitude_deg,0.020713090896606445,40,15,1,502,0.017596006393432617,0.00010585784912109375,0.002959012985229492
latitude_deg,0.020520925521850586,40,15,1,502,0.017743825912475586,8.916854858398438e-05,0.002637147903442383
latitude_deg,0.020956039428710938,40,15,1,502,0.018529176712036133,7.891654968261719e-05,0.0023009777069091797
latitude_deg,0.021136999130249023,40,15,1,502,0.018377065658569336,8.606910705566406e-05,0.0026259422302246094
latitude_deg,0.020385026931762695,40,15,1,502,0.01753401756286621,8.893013000488281e-05,0.002713918685913086
latitude_deg,0.02067089080810547,40,15,1,502,0.017856121063232422,8.797645568847656e-05,0.0026841163635253906
latitude_deg,0.021604061126708984,40,15,1,502,0.01861119270324707,9.083747863769531e-05,0.002830982208251953
latitude_deg,0.0205080509185791,40,15,1,502,0.01774883270263672,8.392333984375e-05,0.0026192665100097656
latitude_deg,0.020051002502441406,40,15,1,502,0.017164945602416992,8.487701416015625e-05,0.002749204635620117
latitude_deg,0.019830942153930664,40,15,1,502,0.01714801788330078,8.0108642578125e-05,0.0025479793548583984
latitude_deg,0.020612001419067383,40,15,1,502,0.01787590980529785,8.702278137207031e-05,0.0025968551635742188
latitude_deg,0.020060062408447266,40,15,1,502,0.017429113388061523,7.796287536621094e-05,0.0025060176849365234
latitude_deg,0.0203857421875,40,15,1,502,0.017632722854614258,7.510185241699219e-05,0.0026311874389648438
latitude_deg,0.02104020118713379,40,15,1,502,0.01838397979736328,7.796287536621094e-05,0.0025310516357421875
latitude_deg,0.020099878311157227,40,15,1,502,0.01744389533996582,7.200241088867188e-05,0.0025360584259033203
latitude_deg,0.02037811279296875,40,15,1,502,0.01767706871032715,7.295608520507812e-05,0.002588987350463867
latitude_deg,0.02464008331298828,40,15,1,502,0.021776914596557617,9.298324584960938e-05,0.0027251243591308594
latitude_deg,0.021373987197875977,40,15,1,502,0.01859879493713379,8.440017700195312e-05,0.0026438236236572266
latitude_deg,0.023777008056640625,40,15,1,502,0.021112918853759766,7.915496826171875e-05,0.002537965774536133
latitude_deg,0.020111799240112305,40,15,1,502,0.01747417449951172,8.869171142578125e-05,0.0025043487548828125
latitude_deg,0.02018880844116211,40,15,1,502,0.017367839813232422,8.296966552734375e-05,0.0026941299438476562
latitude_deg,0.022099971771240234,40,15,1,502,0.01931905746459961,7.987022399902344e-05,0.0026471614837646484
latitude_deg,0.020808935165405273,40,15,1,502,0.018110036849975586,8.082389831542969e-05,0.002573251724243164
latitude_deg,0.02056097984313965,40,15,1,502,0.017804861068725586,8.225440979003906e-05,0.0026237964630126953
latitude_deg,0.020201921463012695,40,15,1,502,0.0172579288482666,7.772445678710938e-05,0.00281524658203125
latitude_deg,0.02038288116455078,40,15,1,502,0.01778888702392578,7.605552673339844e-05,0.0024759769439697266
latitude_deg,0.021029949188232422,40,15,1,502,0.01832294464111328,7.414817810058594e-05,0.002591848373413086
latitude_deg,0.020679950714111328,40,15,1,502,0.0178680419921875,9.584426879882812e-05,0.0026628971099853516
latitude_deg,0.0244290828704834,40,15,1,502,0.0217587947845459,8.416175842285156e-05,0.0025348663330078125
latitude_deg,0.021028995513916016,40,15,1,502,0.01804208755493164,8.392333984375e-05,0.0028519630432128906
-----hospital-----
attribute,total_time,num_constraints,cells_deleted,max_depth,memory_bytes,init_time,model_time,del_time
ProviderNumber,0.015916824340820312,40,10,1,1456,0.013638019561767578,7.176399230957031e-05,0.0021550655364990234
ProviderNumber,0.015587091445922852,40,10,1,1456,0.013254880905151367,6.914138793945312e-05,0.00222015380859375
ProviderNumber,0.015224933624267578,40,10,1,1456,0.012902021408081055,6.699562072753906e-05,0.0022029876708984375
ProviderNumber,0.015589714050292969,40,10,1,1456,0.013028860092163086,7.486343383789062e-05,0.002437114715576172
ProviderNumber,0.015125036239624023,40,10,1,1456,0.012786149978637695,6.508827209472656e-05,0.0022258758544921875
ProviderNumber,0.01499795913696289,40,10,1,1456,0.012749195098876953,6.771087646484375e-05,0.0021321773529052734
ProviderNumber,0.015202045440673828,40,10,1,1456,0.012941122055053711,8.20159912109375e-05,0.002128124237060547
ProviderNumber,0.01523900032043457,40,10,1,1456,0.012897729873657227,7.009506225585938e-05,0.0022230148315429688
ProviderNumber,0.01561284065246582,40,10,1,1456,0.013187170028686523,6.890296936035156e-05,0.002311229705810547
ProviderNumber,0.015079975128173828,40,10,1,1456,0.012826919555664062,7.104873657226562e-05,0.002134084701538086
