Time,Cells,Constraints,Whole Constraints,Whole Cells
0.06364798545837402,8,20,"[[('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.continent', '!=', 't2.continent'), ('t1.iso_country', '==', 't2.iso_country'), ('t1.iata_code', '==', 't2.iata_code')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.continent', '!=', 't2.continent'), ('t1.iso_country', '==', 't2.iso_country'), ('t1.home_link', '==', 't2.home_link')], [('t1.type', '!=', 't2.type'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_country', '==', 't2.iso_country'), ('t1.scheduled_service', '!=', 't2.scheduled_service'), ('t1.wikipedia_link', '==', 't2.wikipedia_link')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.elevation_ft', '!=', 't2.elevation_ft'), ('t1.iso_region', '!=', 't2.iso_region')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.continent', '!=', 't2.continent'), ('t1.iso_country', '==', 't2.iso_country'), ('t1.wikipedia_link', '==', 't2.wikipedia_link')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region'), ('t1.local_code', '!=', 't2.local_code')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region'), ('t1.iata_code', '==', 't2.iata_code')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region'), ('t1.home_link', '==', 't2.home_link')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region'), ('t1.scheduled_service', '==', 't2.scheduled_service')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region'), ('t1.wikipedia_link', '==', 't2.wikipedia_link')], [('t1.type', '!=', 't2.type'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.scheduled_service', '!=', 't2.scheduled_service'), ('t1.iata_code', '==', 't2.iata_code')], [('t1.type', '!=', 't2.type'), ('t1.name', '==', 't2.name'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.municipality', '!=', 't2.municipality')], [('t1.type', '!=', 't2.type'), ('t1.name', '==', 't2.name'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.elevation_ft', '!=', 't2.elevation_ft')], [('t1.type', '!=', 't2.type'), ('t1.name', '==', 't2.name'), ('t1.continent', '!=', 't2.continent'), ('t1.iso_country', '==', 't2.iso_country')], [('t1.type', '!=', 't2.type'), ('t1.name', '==', 't2.name'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region')], [('t1.type', '!=', 't2.type'), ('t1.name', '==', 't2.name'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.iso_region', '!=', 't2.iso_region')], [('t1.type', '!=', 't2.type'), ('t1.name', '==', 't2.name'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.wikipedia_link', '==', 't2.wikipedia_link')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.continent', '!=', 't2.continent'), ('t1.iso_country', '==', 't2.iso_country'), ('t1.keywords', '==', 't2.keywords')], [('t1.type', '!=', 't2.type'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.scheduled_service', '!=', 't2.scheduled_service'), ('t1.wikipedia_link', '==', 't2.wikipedia_link'), ('t1.keywords', '==', 't2.keywords')], [('t1.type', '!=', 't2.type'), ('t1.latitude_deg', '==', 't2.latitude_deg'), ('t1.longitude_deg', '==', 't2.longitude_deg'), ('t1.iso_region', '!=', 't2.iso_region'), ('t1.keywords', '==', 't2.keywords')]]","{airports.scheduled_service[2]=>yes, airports.municipality[2]=>Honiara, airports.longitude_deg[2]=>160.055, airports.latitude_deg[2]=>-9.428, airports.elevation_ft[2]=>28, airports.iso_country[2]=>SB, airports.name[2]=>Honiara International Airport, airports.iso_region[2]=>SB-CT}"
