dataset,target,hypergraph_mode,tau,mask,mask_size,inference_zone_size,leakage_noisy_or,leakage_greedy_disjoint,leakage_max,utility_noisy_or,utility_greedy_disjoint,utility_max,bounds_ok
airport,continent,MAX,,keywords|scheduled_service,2,6,0.4289205433976627,0.4241653878016389,0.4021581592014304,-1002.0,-1002.0,-1002.0,True
airport,continent,MAX,,keywords|type,2,6,0.4282807637945417,0.4236357747645122,0.4021581592014304,-1002.0,-1002.0,-1002.0,True
airport,continent,MAX,,municipality|scheduled_service,2,6,0.42987508009494513,0.4241653878016389,0.4021581592014304,-1002.0,-1002.0,-1002.0,True
airport,continent,MAX,,municipality|type,2,6,0.429062132253369,0.4236357747645122,0.4021581592014304,-1002.0,-1002.0,-1002.0,True
airport,continent,MAX,,scheduled_service|type,2,6,0.40707400180527975,0.40707400180527975,0.4021581592014304,-1002.0,-1002.0,-1002.0,True
airport,continent,MAX,,home_link|iso_country|keywords,3,6,0.23807295734272593,0.23807295734272593,0.1608300302363469,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|iso_country|municipality,3,6,0.23807295734272593,0.23807295734272593,0.1608300302363469,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|iso_country|scheduled_service,3,6,0.07731219322259231,0.03607904735975154,0.0,-3.0,-3.0,-3.0,True
airport,continent,MAX,,home_link|iso_country|type,3,6,0.1318582088859125,0.12480490572438319,0.0,-1003.0,-1003.0,-3.0,True
airport,continent,MAX,,home_link|keywords|municipality,3,6,0.49830908053361767,0.49830908053361767,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|keywords|scheduled_service,3,6,0.43466107336482585,0.4241653878016389,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|keywords|type,3,6,0.43929759411383085,0.4273561015135856,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|municipality|scheduled_service,3,6,0.4358153836612092,0.4241653878016389,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|municipality|type,3,6,0.4349726567558251,0.423727723289243,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|scheduled_service|type,3,6,0.4081887130498183,0.4070950471803544,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,iso_country|keywords|municipality,3,6,0.23807295734272593,0.23807295734272593,0.1608300302363469,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,iso_country|keywords|scheduled_service,3,6,0.07704926807025636,0.03592524660768637,0.0,-3.0,-3.0,-3.0,True
airport,continent,MAX,,iso_country|keywords|type,3,6,0.1317196904109207,0.12466526184245019,0.0,-1003.0,-1003.0,-3.0,True
airport,continent,MAX,,iso_country|municipality|scheduled_service,3,6,0.07975312636082033,0.03592524660768637,0.0,-3.0,-3.0,-3.0,True
airport,continent,MAX,,iso_country|municipality|type,3,6,0.13290636877395168,0.12466526184245019,0.0,-1003.0,-1003.0,-3.0,True
airport,continent,MAX,,iso_country|scheduled_service|type,3,6,0.0412509648885504,0.024793890495394266,0.0,-3.0,-3.0,-3.0,True
airport,continent,MAX,,keywords|municipality|scheduled_service,3,6,0.43584077024776646,0.4241653878016389,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,keywords|municipality|type,3,6,0.4348595073767719,0.4236357747645122,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,keywords|scheduled_service|type,3,6,0.40816770649480794,0.40707400180527975,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,municipality|scheduled_service|type,3,6,0.40835168676734346,0.40707400180527975,0.4021581592014304,-1003.0,-1003.0,-1003.0,True
airport,continent,MAX,,home_link|iso_country|keywords|municipality,4,6,0.23807295734272593,0.23807295734272593,0.1608300302363469,-1004.0,-1004.0,-1004.0,True
airport,continent,MAX,,home_link|iso_country|keywords|scheduled_service,4,6,0.11160416484753544,0.04332145489246653,0.0,-1004.0,-4.0,-4.0,True
airport,continent,MAX,,home_link|iso_country|keywords|type,4,6,0.14845114920144686,0.13031538913726992,0.0,-1004.0,-1004.0,-4.0,True
airport,continent,MAX,,home_link|iso_country|municipality|scheduled_service,4,6,0.09692340283783296,0.03607904735975154,0.0,-4.0,-4.0,-4.0,True
airport,continent,MAX,,home_link|iso_country|municipality|type,4,6,0.14188278887639183,0.12480490572438319,0.0,-1004.0,-1004.0,-4.0,True
airport,continent,MAX,,home_link|iso_country|scheduled_service|type,4,6,0.04496408939402319,0.024793890495394266,0.0,-4.0,-4.0,-4.0,True
airport,continent,MAX,,home_link|keywords|municipality|scheduled_service,4,6,0.4430255913450135,0.4241653878016389,0.4021581592014304,-1004.0,-1004.0,-1004.0,True
airport,continent,MAX,,home_link|keywords|municipality|type,4,6,0.41228047810662816,0.4089455204899587,0.4021581592014304,-1004.0,-1004.0,-1004.0,True
airport,continent,MAX,,home_link|keywords|scheduled_service|type,4,6,0.4021581592014304,0.4021581592014304,0.4021581592014304,-1004.0,-1004.0,-1004.0,True
airport,continent,MAX,,home_link|municipality|scheduled_service|type,4,6,0.4097549210610747,0.4070950471803544,0.4021581592014304,-1004.0,-1004.0,-1004.0,True
airport,continent,MAX,,iso_country|keywords|municipality|scheduled_service,4,6,0.09659815124093662,0.03592524660768637,0.0,-4.0,-4.0,-4.0,True
airport,continent,MAX,,iso_country|keywords|municipality|type,4,6,0.1417109468748421,0.12466526184245019,0.0,-1004.0,-1004.0,-4.0,True
airport,continent,MAX,,iso_country|keywords|scheduled_service|type,4,6,0.04489424642393225,0.024793890495394266,0.0,-4.0,-4.0,-4.0,True
airport,continent,MAX,,iso_country|municipality|scheduled_service|type,4,6,0.0,0.0,0.0,-4.0,-4.0,-4.0,True
airport,continent,MAX,,keywords|municipality|scheduled_service|type,4,6,0.40972851288927414,0.40707400180527975,0.4021581592014304,-1004.0,-1004.0,-1004.0,True
airport,continent,MAX,,home_link|iso_country|keywords|municipality|scheduled_service,5,6,0.030260580352357458,0.01135310516149557,0.0,-5.0,-5.0,-5.0,True
airport,continent,MAX,,home_link|iso_country|keywords|municipality|type,5,6,0.10741976812245202,0.10235490787551138,0.0,-1005.0,-1005.0,-5.0,True
airport,continent,MAX,,home_link|iso_country|keywords|scheduled_service|type,5,6,0.024793890495394266,0.024793890495394266,0.0,-5.0,-5.0,-5.0,True
airport,continent,MAX,,home_link|iso_country|municipality|scheduled_service|type,5,6,0.0,0.0,0.0,-5.0,-5.0,-5.0,True
airport,continent,MAX,,home_link|keywords|municipality|scheduled_service|type,5,6,0.4044827200063308,0.4037116649754706,0.4021581592014304,-1005.0,-1005.0,-1005.0,True
airport,continent,MAX,,iso_country|keywords|municipality|scheduled_service|type,5,6,0.0,0.0,0.0,-5.0,-5.0,-5.0,True
airport,continent,MAX,,home_link|iso_country|keywords|municipality|scheduled_service|type,6,6,0.0,0.0,0.0,-6.0,-6.0,-6.0,True
hospital,ProviderNumber,MAX,,,0,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1000.0,-1000.0,-1000.0,True
hospital,ProviderNumber,MAX,,City,1,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,Condition,1,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,EmergencyService,1,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,HospitalName,1,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,HospitalOwner,1,10,0.6086948858179753,0.6086948858179753,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,HospitalType,1,10,0.6090400455538584,0.6090400455538584,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,PhoneNumber,1,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,Sample,1,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,State,1,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,ZipCode,1,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1001.0,-1001.0,-1001.0,True
hospital,ProviderNumber,MAX,,City|Condition,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|HospitalName,2,10,0.5688668565489554,0.5422684587046469,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|HospitalOwner,2,10,0.6122184186690018,0.6086948858179753,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|HospitalType,2,10,0.6135221992350068,0.6090400455538584,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|PhoneNumber,2,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|Sample,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|State,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|ZipCode,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName,2,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalOwner,2,10,0.6095071301975679,0.6086948858179753,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalType,2,10,0.609841175558195,0.6090400455538584,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|PhoneNumber,2,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|Sample,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|State,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Condition|ZipCode,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|HospitalName,2,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|HospitalOwner,2,10,0.6095071301975679,0.6086948858179753,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|HospitalType,2,10,0.609841175558195,0.6090400455538584,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|PhoneNumber,2,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|Sample,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|State,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,EmergencyService|ZipCode,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalName|HospitalOwner,2,10,0.4848216230377276,0.4694541344903692,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalName|HospitalType,2,10,0.48514811183419526,0.46992211475481305,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalName|PhoneNumber,2,10,0.4107465721211526,0.37624468341594786,0.1590764840199071,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalName|Sample,2,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalName|State,2,10,0.5529261890723058,0.5422684587046469,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalName|ZipCode,2,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalOwner|HospitalType,2,10,0.5475459429724743,0.5468475106079831,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalOwner|PhoneNumber,2,10,0.5149128665060758,0.5065292841479625,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalOwner|Sample,2,10,0.6094388459475213,0.6086948858179753,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalOwner|State,2,10,0.6128311821471195,0.6086948858179753,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalOwner|ZipCode,2,10,0.6086948858179753,0.6086948858179753,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalType|PhoneNumber,2,10,0.5152669484078325,0.5069645614182471,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalType|Sample,2,10,0.610515534648069,0.6090400455538584,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalType|State,2,10,0.6107789955848035,0.6090400455538584,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,HospitalType|ZipCode,2,10,0.6090400455538584,0.6090400455538584,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,PhoneNumber|Sample,2,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,PhoneNumber|State,2,10,0.5814978777012991,0.5742552604116484,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,PhoneNumber|ZipCode,2,10,0.5814735453210316,0.5742305069340705,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Sample|State,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,Sample|ZipCode,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,State|ZipCode,2,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1002.0,-1002.0,-1002.0,True
hospital,ProviderNumber,MAX,,City|Condition|EmergencyService,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|HospitalName,3,10,0.5688668565489554,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|HospitalOwner,3,10,0.613309178467121,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|HospitalType,3,10,0.6146768445712774,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|PhoneNumber,3,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|Sample,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|State,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Condition|ZipCode,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|HospitalName,3,10,0.5688668565489554,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|HospitalOwner,3,10,0.613309178467121,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|HospitalType,3,10,0.6146768445712774,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|PhoneNumber,3,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|Sample,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|State,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|EmergencyService|ZipCode,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalName|HospitalOwner,3,10,0.5237770430910718,0.4694541344903692,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalName|HospitalType,3,10,0.538935992181016,0.46992211475481305,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalName|PhoneNumber,3,10,0.4406368817201727,0.37624468341594786,0.1590764840199071,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalName|Sample,3,10,0.5688668565489554,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalName|State,3,10,0.5834049036092699,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalName|ZipCode,3,10,0.5771387378458429,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalOwner|HospitalType,3,10,0.5579345709505138,0.5468475106079831,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalOwner|PhoneNumber,3,10,0.5221945172682854,0.5065292841479625,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalOwner|Sample,3,10,0.6132175255951529,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalOwner|State,3,10,0.6177606443884661,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalOwner|ZipCode,3,10,0.6130535113494957,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalType|PhoneNumber,3,10,0.5245352374992449,0.5069645614182471,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalType|Sample,3,10,0.6156476240853155,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalType|State,3,10,0.6160266048691658,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|HospitalType|ZipCode,3,10,0.6168158105886717,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|PhoneNumber|Sample,3,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|PhoneNumber|State,3,10,0.584765161663386,0.5742552604116484,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|PhoneNumber|ZipCode,3,10,0.5847410192482143,0.5742305069340705,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Sample|State,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|Sample|ZipCode,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,City|State|ZipCode,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|HospitalName,3,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|HospitalOwner,3,10,0.6094997550789947,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|HospitalType,3,10,0.6117061847319887,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|PhoneNumber,3,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|Sample,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|State,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|EmergencyService|ZipCode,3,10,0.6623992294064142,0.6623992294064142,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName|HospitalOwner,3,10,0.48711951892003846,0.4694541344903692,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName|HospitalType,3,10,0.4874205848568445,0.46992211475481305,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName|PhoneNumber,3,10,0.4107465721211526,0.37624468341594786,0.1590764840199071,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName|Sample,3,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName|State,3,10,0.5540713873069374,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalName|ZipCode,3,10,0.5422684587046469,0.5422684587046469,0.2597697699103353,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalOwner|HospitalType,3,10,0.5495622835931653,0.5468475106079831,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalOwner|PhoneNumber,3,10,0.516596873005414,0.5065292841479625,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalOwner|Sample,3,10,0.6103243032461598,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalOwner|State,3,10,0.6137767177661131,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalOwner|ZipCode,3,10,0.6095071301975679,0.6086948858179753,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalType|PhoneNumber,3,10,0.5169308644807729,0.5069645614182471,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalType|Sample,3,10,0.6114339679429828,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalType|State,3,10,0.6112792654032982,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|HospitalType|ZipCode,3,10,0.609841175558195,0.6090400455538584,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
hospital,ProviderNumber,MAX,,Condition|PhoneNumber|Sample,3,10,0.5742552604116484,0.5742552604116484,0.3558367787210546,-1003.0,-1003.0,-1003.0,True
