method,dataset,target_attribute,epsilon_m,lambda,L0,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,memory_overhead_bytes,num_instantiated_cells
del2ph,adult,education,0,1000,0.025,0.004005908966064453,0.0,0.00035691261291503906,0.003648996353149414,0.055067916684298,0.49122554744404323,-1007.0,-1,7,231901,12
del2ph,adult,education,0,1000,0.025,0.002593994140625,0.0,0.0003039836883544922,0.002290010452270508,0.2589491290654218,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.002372264862060547,0.0,0.0002651214599609375,0.0021071434020996094,0.3553620079404467,0.49122554744404323,-1007.0,-1,7,231901,12
del2ph,adult,education,0,1000,0.025,0.00228118896484375,0.0,0.0002720355987548828,0.002009153366088867,0.24774524565692913,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.0018351078033447266,0.0,0.00026607513427734375,0.0015690326690673828,0.12633924966621168,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.00197601318359375,0.0,0.0002760887145996094,0.0016999244689941406,0.4837492874056374,0.49122554744404323,-1002.0,-1,2,231901,12
del2ph,adult,education,0,1000,0.025,0.0016481876373291016,0.0,0.00025200843811035156,0.00139617919921875,0.31843584585835505,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.0020580291748046875,0.0,0.0002732276916503906,0.0017848014831542969,0.0412456383860087,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.002087116241455078,0.0,0.0002808570861816406,0.0018062591552734375,0.0761130878540609,0.49122554744404323,-1007.0,-1,7,231901,12
del2ph,adult,education,0,1000,0.025,0.0016989707946777344,0.0,0.000247955322265625,0.0014510154724121094,0.08084605979788206,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.0016062259674072266,0.0,0.00023221969604492188,0.0013740062713623047,0.1864234962965302,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.0018153190612792969,0.0,0.0002472400665283203,0.0015680789947509766,0.24805313656391814,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.0017383098602294922,0.0,0.00026607513427734375,0.0014722347259521484,0.2776253562934289,0.49122554744404323,-1002.0,-1,2,231901,12
del2ph,adult,education,0,1000,0.025,0.001741170883178711,0.0,0.00026416778564453125,0.0014770030975341797,0.12598152199434953,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.0016179084777832031,0.0,0.0002498626708984375,0.0013680458068847656,0.31877155082985387,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.0018312931060791016,0.0,0.0002791881561279297,0.0015521049499511719,0.152289551106487,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.0017228126525878906,0.0,0.00026798248291015625,0.0014548301696777344,0.18932411152470496,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.001470804214477539,0.0,0.0002598762512207031,0.001210927963256836,0.3448717037251726,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.0017268657684326172,0.0,0.0003190040588378906,0.0014078617095947266,0.11023352473050418,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.00133514404296875,0.0,0.000308990478515625,0.001026153564453125,0.05662507314180698,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.0018892288208007812,0.0,0.0003681182861328125,0.0015211105346679688,0.3448717037251726,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.002046823501586914,0.0,0.00039577484130859375,0.0016510486602783203,0.3156222907197025,0.49122554744404323,-1007.0,-1,7,231901,12
del2ph,adult,education,0,1000,0.025,0.0019500255584716797,0.0,0.0003440380096435547,0.001605987548828125,0.24805313656391814,0.49122554744404323,-1005.0,-1,5,231901,12
del2ph,adult,education,0,1000,0.025,0.0021059513092041016,0.0,0.0004010200500488281,0.0017049312591552734,0.1982055807652513,0.49122554744404323,-1004.0,-1,4,231901,12
del2ph,adult,education,0,1000,0.025,0.0019502639770507812,0.0,0.000244140625,0.0017061233520507812,0.39669221622365947,0.49122554744404323,-1004.0,-1,4,231901,12
del2ph,adult,education,0,1000,0.025,0.0025107860565185547,0.0,0.0002460479736328125,0.002264738082885742,0.39677514487697507,0.49122554744404323,-1006.0,-1,6,231901,12
del2ph,adult,education,0,1000,0.025,0.0020227432250976562,0.0,0.00042891502380371094,0.0015938282012939453,0.2589491290654218,0.49122554744404323,-1002.0,-1,2,231901,12
del2ph,adult,education,0,1000,0.025,0.0018677711486816406,0.0,0.000335693359375,0.0015320777893066406,0.4400981151104615,0.49122554744404323,-1004.0,-1,4,231901,12
del2ph,adult,education,0,1000,0.025,0.001734018325805664,0.0,0.0003421306610107422,0.0013918876647949219,0.17638907907705204,0.49122554744404323,-1008.0,-1,8,231901,12
