method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsmarginal_em,adult,education,0.03307700157165527,0.003965854644775391,0.026684999465942383,0.0024261474609375,0.49122554744404323,Unnamed: 21,-1000.0,7,0,2858,12,epsilon_m,L0
marginal_em,adult,education,0.0238850116729736,0.0014319419860839,0.0191540718078613,0.0032989978790283,0.4912255474440432,,-0.0,7,0,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0233423709869384,0.0013737678527832,0.0191409587860107,0.0028276443481445,0.0,,-10.0,7,10,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.023334264755249,0.0015232563018798,0.0188150405883789,0.0029959678649902,0.0010000749761468,,-8.0,7,8,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.023409366607666,0.001418113708496,0.0191640853881835,0.0028271675109863,0.0,,-10.0,7,10,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0235829353332519,0.0014209747314453,0.0193219184875488,0.0028400421142578,0.0027841939253507,,-7.0,7,7,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0237476825714111,0.0014798641204833,0.0192880630493164,0.0029797554016113,0.0010000749761468,,-8.0,7,8,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0238559246063232,0.0015361309051513,0.0186669826507568,0.003652811050415,0.0027841939253507,,-7.0,7,7,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.023494005203247,0.0014607906341552,0.0190751552581787,0.002958059310913,0.0027841939253507,,-7.0,7,7,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0243058204650878,0.0014457702636718,0.0193982124328613,0.0034618377685546,0.0010000749761468,,-8.0,7,8,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0240485668182373,0.0014362335205078,0.0189790725708007,0.0036332607269287,0.0,,-11.0,7,11,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0239439010620117,0.0014598369598388,0.0197350978851318,0.002748966217041,0.0,,-11.0,7,11,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.024362564086914,0.0016441345214843,0.0194182395935058,0.0033001899719238,0.0004258560715968,,-9.0,7,9,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0234591960906982,0.0014560222625732,0.019489049911499,0.0025141239166259,0.0,,-10.0,7,10,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0239102840423584,0.0015277862548828,0.019355297088623,0.0030272006988525,0.3038956650102904,,-1.0,7,1,2858,12,,,,,,,,,,,,,,0.0,0.6
marginal_em,adult,education,0.0243761539459228,0.001432180404663,0.0193641185760498,0.0035798549652099,0.0004258560715968,,-9.0,7,9,2858,12,,,,,,,,,,,,,,0.0,0.6
