method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsmarginal_em,hospital,ProviderNumber,0.027265071868896484,0.0014500617980957031,0.023368120193481445,0.002446889877319336,0.0001443939775050973,Unnamed: 21,-9.0,4,9,1823,10,epsilon_m,L0
marginal_em,hospital,ProviderNumber,0.0138423442840576,0.0005240440368652,0.0111560821533203,0.002162218093872,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0142052173614501,0.0005230903625488,0.0116961002349853,0.001986026763916,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0225710868835449,0.0005271434783935,0.0198259353637695,0.0022180080413818,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0140058994293212,0.0005209445953369,0.0113492012023925,0.0021357536315917,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.013829231262207,0.0005240440368652,0.0115950107574462,0.0017101764678955,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0142781734466552,0.0005252361297607,0.0115199089050292,0.0022330284118652,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0144488811492919,0.0005161762237548,0.0117897987365722,0.0021429061889648,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0141448974609375,0.000525951385498,0.0116889476776123,0.0019299983978271,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0143971443176269,0.0005261898040771,0.0116848945617675,0.0021860599517822,0.0,,-10.0,4,10,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0142488479614257,0.0005209445953369,0.0116159915924072,0.0021119117736816,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0141577720642089,0.0005218982696533,0.0114829540252685,0.0021529197692871,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0146338939666748,0.0005240440368652,0.0118119716644287,0.0022978782653808,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0144548416137695,0.0005199909210205,0.0115230083465576,0.0024118423461914,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0143887996673583,0.0005099773406982,0.0119860172271728,0.0018928050994873,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
marginal_em,hospital,ProviderNumber,0.0144290924072265,0.0005130767822265,0.011876106262207,0.0020399093627929,0.000144393977505,,-9.0,4,9,1823,10,,,,,,,,,,,,,,1.0,0.025
