method,dataset,target_attribute,total_time,init_time,model_time,del_time,leakage,baseline_leakage_empty_mask,utility,total_paths,mask_size,model_size,num_instantiated_cellsmarginal_em,airport,continent,0.004175901412963867,0.0003466606140136719,0.0006783008575439453,0.00315093994140625,0.024793890495394266,Unnamed: 21,-3.0,2,3,458,6,epsilon_m,L0
marginal_em,airport,continent,0.0018339157104492,0.0001208782196044,0.0001759529113769,0.0015370845794677,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.00191330909729,0.000101089477539,0.0001859664916992,0.0016262531280517,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017471313476562,0.000119924545288,0.0001699924468994,0.0014572143554687,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0016901493072509,0.0001049041748046,0.0001599788665771,0.0014252662658691,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0030000209808349,0.0004129409790039,0.0009140968322753,0.0016729831695556,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0026750564575195,0.0003201961517333,0.0006587505340576,0.0016961097717285,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0031573772430419,0.0001862049102783,0.000216007232666,0.0027551651000976,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0018129348754882,0.000101089477539,0.0001559257507324,0.0015559196472167,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0016396045684814,0.0001051425933837,0.0001397132873535,0.0013947486877441,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0030901432037353,0.0003230571746826,0.0005638599395751,0.0022032260894775,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017390251159667,0.0001206398010253,0.0001783370971679,0.0014400482177734,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0014548301696777,0.0001130104064941,0.000148057937622,0.0011937618255615,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0018889904022216,0.0001111030578613,0.0001537799835205,0.0016241073608398,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0024600028991699,0.0001311302185058,0.0002107620239257,0.0021181106567382,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0032665729522705,0.0003290176391601,0.0007417201995849,0.0021958351135253,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.002471923828125,0.0003020763397216,0.0005218982696533,0.00164794921875,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017178058624267,0.000112771987915,0.0001649856567382,0.0014400482177734,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0024960041046142,0.0001132488250732,0.0001709461212158,0.0022118091583251,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0019001960754394,9.79900360107422e-05,0.000148057937622,0.0016541481018066,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0030326843261718,0.0003359317779541,0.000601053237915,0.0020956993103027,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0038204193115234,0.0003561973571777,0.0007569789886474,0.0027072429656982,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0023410320281982,0.0001230239868164,0.0001819133758544,0.0020360946655273,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0028502941131591,0.0003359317779541,0.000568151473999,0.001946210861206,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017907619476318,0.0001001358032226,0.0001478195190429,0.0015428066253662,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0030863285064697,0.0003120899200439,0.000533103942871,0.0022411346435546,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0023701190948486,0.000108003616333,0.0001721382141113,0.0020899772644042,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017900466918945,0.000108003616333,0.0001559257507324,0.0015261173248291,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0022711753845214,0.000108003616333,0.0001511573791503,0.002012014389038,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017049312591552,9.489059448242188e-05,0.0001542568206787,0.0014557838439941,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0030369758605957,0.0003509521484375,0.0006361007690429,0.0020499229431152,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0023179054260253,0.0001380443572998,0.000201940536499,0.0019779205322265,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0031878948211669,0.0003490447998046,0.0005989074707031,0.0022399425506591,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0029098987579345,0.0003447532653808,0.0004782676696777,0.0020868778228759,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0028157234191894,0.0004439353942871,0.0005958080291748,0.0017759799957275,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0022299289703369,0.0001411437988281,0.0001919269561767,0.001896858215332,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0020458698272705,9.79900360107422e-05,0.0001628398895263,0.0017850399017333,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0017578601837158,9.393692016601562e-05,0.0001552104949951,0.0015087127685546,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0019927024841308,0.0001070499420166,0.0001618862152099,0.0017237663269042,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.003054141998291,0.0003941059112548,0.0004940032958984,0.0021660327911376,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0036525726318359,0.0004270076751708,0.0005502700805664,0.0026752948760986,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0036029815673828,0.0003430843353271,0.000687837600708,0.0025720596313476,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0025460720062255,0.0001320838928222,0.0001978874206542,0.002216100692749,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0029232501983642,0.0003492832183837,0.0005860328674316,0.0019879341125488,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0019230842590332,0.0001251697540283,0.000173807144165,0.0016241073608398,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0021247863769531,0.000119924545288,0.0001609325408935,0.0018439292907714,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0021300315856933,9.79900360107422e-05,0.0001451969146728,0.0018868446350097,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0033903121948242,0.0003082752227783,0.0004909038543701,0.0025911331176757,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0034043788909912,0.0004482269287109,0.0004892349243164,0.0024669170379638,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0031390190124511,0.000317096710205,0.0005440711975097,0.0022778511047363,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,2.5,0.05
marginal_em,airport,continent,0.0030481815338134,0.0003221035003662,0.0004849433898925,0.0022411346435546,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0270631313323974,0.0003721714019775,0.0005948543548583,0.0260961055755615,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0033869743347167,0.0003292560577392,0.0005247592926025,0.002532958984375,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0039291381835937,0.0003738403320312,0.0007801055908203,0.0027751922607421,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0027151107788085,0.000303030014038,0.0004558563232421,0.0019562244415283,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0031840801239013,0.0003142356872558,0.0004959106445312,0.0023739337921142,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0034980773925781,0.0002980232238769,0.000582218170166,0.0026178359985351,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0041849613189697,0.0004160404205322,0.0007219314575195,0.0030469894409179,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030689239501953,0.0003349781036376,0.0005209445953369,0.0022130012512207,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.002753734588623,0.0003037452697753,0.0005230903625488,0.0019268989562988,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0028049945831298,0.0003719329833984,0.0004580020904541,0.0019750595092773,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0028505325317382,0.0002870559692382,0.0005466938018798,0.0020167827606201,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0028016567230224,0.0002779960632324,0.0004956722259521,0.0020279884338378,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0026369094848632,0.0003089904785156,0.0005538463592529,0.0017740726470947,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030889511108398,0.0003199577331542,0.0005209445953369,0.0022480487823486,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0025470256805419,0.0001850128173828,0.0002570152282714,0.0021049976348876,0.0247938904953942,,-5.0,2,5,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0023231506347656,0.0001230239868164,0.0001869201660156,0.0020132064819335,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0021319389343261,0.0001161098480224,0.0001828670501708,0.0018329620361328,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0021159648895263,0.0001380443572998,0.0002079010009765,0.00177001953125,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024309158325195,0.0001249313354492,0.0001959800720214,0.0021100044250488,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024230480194091,0.0001358985900878,0.0002140998840332,0.002073049545288,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0017929077148437,0.0001218318939208,0.0001897811889648,0.001481294631958,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0021669864654541,0.0001039505004882,0.0001552104949951,0.0019078254699707,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020327568054199,9.703636169433594e-05,0.0001468658447265,0.001788854598999,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0022101402282714,9.41753387451172e-05,0.0001440048217773,0.001971960067749,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0018637180328369,0.0001196861267089,0.0001730918884277,0.0015709400177001,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0019857883453369,9.989738464355467e-05,0.000148057937622,0.0017378330230712,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020112991333007,0.0001082420349121,0.0001499652862548,0.0017530918121337,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0022008419036865,9.703636169433594e-05,0.0001509189605712,0.0019528865814208,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0027980804443359,0.0003111362457275,0.0005202293395996,0.0019667148590087,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0029370784759521,0.0003077983856201,0.0005431175231933,0.0020861625671386,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0028684139251708,0.0003032684326171,0.0005648136138916,0.0020003318786621,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0022947788238525,0.0001051425933837,0.0001547336578369,0.0020349025726318,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0017671585083007,0.0001223087310791,0.0001788139343261,0.0014660358428955,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020673274993896,0.0001032352447509,0.0001490116119384,0.0018150806427001,0.0247938904953942,,-5.0,2,5,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0017058849334716,0.0001001358032226,0.0001490116119384,0.0014567375183105,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030972957611083,0.0003309249877929,0.0004770755767822,0.0022892951965332,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.003000259399414,0.0003020763397216,0.0005679130554199,0.0021302700042724,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024919509887695,0.000277042388916,0.0004620552062988,0.0017528533935546,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0022251605987548,0.0001070499420166,0.0001430511474609,0.0019750595092773,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0019412040710449,9.298324584960938e-05,0.0001351833343505,0.0017130374908447,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020399093627929,0.0001049041748046,0.0001349449157714,0.0018000602722167,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020499229431152,9.703636169433594e-05,0.0001337528228759,0.0018191337585449,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0021812915802001,9.012222290039062e-05,0.0001301765441894,0.0019609928131103,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0031981468200683,0.0003418922424316,0.0006141662597656,0.002242088317871,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0029740333557128,0.000349998474121,0.0005419254302978,0.0020821094512939,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0035393238067626,0.0003139972686767,0.0015110969543457,0.0017142295837402,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0028159618377685,0.000370979309082,0.0005738735198974,0.001871109008789,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0035088062286376,0.0003061294555664,0.000544786453247,0.0026578903198242,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0019800662994384,0.0001170635223388,0.0001800060272216,0.0016829967498779,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020577907562255,9.894371032714844e-05,0.0001559257507324,0.001802921295166,0.0247938904953942,,-5.0,2,5,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0020651817321777,9.703636169433594e-05,0.0001401901245117,0.0018279552459716,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0017774105072021,0.0001070499420166,0.0001552104949951,0.0015151500701904,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0018680095672607,9.703636169433594e-05,0.0001442432403564,0.0016267299652099,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0016424655914306,0.0001039505004882,0.0001542568206787,0.0013842582702636,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0022079944610595,9.393692016601562e-05,0.0001411437988281,0.0019729137420654,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.00242280960083,0.0001218318939208,0.0001790523529052,0.0021219253540039,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.003328800201416,0.0003209114074707,0.0007617473602294,0.0022461414337158,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0021781921386718,0.0001192092895507,0.0001749992370605,0.0018839836120605,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0027379989624023,0.0003268718719482,0.0005450248718261,0.0018661022186279,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0022428035736083,0.000126838684082,0.0001840591430664,0.0019319057464599,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0029032230377197,0.0003011226654052,0.000540018081665,0.0020620822906494,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0029158592224121,0.0003437995910644,0.0005090236663818,0.0020630359649658,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0027518272399902,0.0003070831298828,0.0004699230194091,0.0019748210906982,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0025687217712402,0.0001420974731445,0.0002038478851318,0.0022227764129638,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0023040771484375,0.0001289844512939,0.0001940727233886,0.0019810199737548,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024538040161132,0.0003089904785156,0.0004589557647705,0.0016858577728271,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.002918004989624,0.0003700256347656,0.0006699562072753,0.001878023147583,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0037088394165039,0.0003588199615478,0.0006253719329833,0.0027246475219726,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0054607391357421,0.0003788471221923,0.0011460781097412,0.0039358139038085,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030889511108398,0.0003712177276611,0.0006947517395019,0.0020229816436767,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0031509399414062,0.000324010848999,0.0004730224609375,0.0023539066314697,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0041413307189941,0.0003829002380371,0.0006012916564941,0.0031571388244628,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0029549598693847,0.0003180503845214,0.0004661083221435,0.0021708011627197,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030891895294189,0.0001640319824218,0.0002319812774658,0.0026931762695312,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024170875549316,0.0001599788665771,0.0002532005310058,0.0020039081573486,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.002859354019165,0.0003211498260498,0.0005159378051757,0.0020222663879394,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0023090839385986,0.0001280307769775,0.0001821517944335,0.0019989013671875,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024130344390869,0.0001349449157714,0.0001869201660156,0.0020911693572998,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0017366409301757,0.0001137256622314,0.0001771450042724,0.0014457702636718,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.002967357635498,0.0003130435943603,0.0005521774291992,0.0021021366119384,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0026280879974365,0.0002968311309814,0.0004992485046386,0.0018320083618164,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0019350051879882,0.0001730918884277,0.0002179145812988,0.0015439987182617,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0025088787078857,0.0001389980316162,0.0002009868621826,0.0021688938140869,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0023550987243652,0.0001060962677001,0.0001838207244873,0.0020651817321777,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0018820762634277,0.0001258850097656,0.0002181529998779,0.0015380382537841,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024268627166748,0.0001099109649658,0.0001740455627441,0.0021429061889648,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0025165081024169,0.0001368522644042,0.0001800060272216,0.002199649810791,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0026760101318359,0.0001277923583984,0.0004241466522216,0.0021240711212158,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0033082962036132,0.0001211166381835,0.00018310546875,0.0030040740966796,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0032260417938232,0.0003371238708496,0.000558853149414,0.0023300647735595,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030977725982666,0.0003430843353271,0.0006937980651855,0.0020608901977539,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0029621124267578,0.0003018379211425,0.0006141662597656,0.0020461082458496,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030138492584228,0.0003359317779541,0.0006999969482421,0.0019779205322265,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030961036682128,0.0003693103790283,0.0006337165832519,0.0020930767059326,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0026099681854248,0.0002892017364501,0.0005037784576416,0.001816987991333,0.0247938904953942,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0024089813232421,0.0002799034118652,0.0004751682281494,0.0016539096832275,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0030140876770019,0.0002758502960205,0.0004732608795166,0.0022649765014648,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0021407604217529,0.0001358985900878,0.0001790523529052,0.0018258094787597,0.0247938904953942,,-3.0,2,3,458,6,,,,,,,,,,,,,,0.5,0.025
marginal_em,airport,continent,0.0041451454162597,0.0004231929779052,0.0006139278411865,0.0031080245971679,0.0,,-4.0,2,4,458,6,,,,,,,,,,,,,,0.0,0.8
marginal_em,airport,continent,0.0028989315032958,0.0003588199615478,0.0005402565002441,0.0019998550415039,0.1246652618424501,,-2.0,2,2,458,6,,,,,,,,,,,,,,0.0,0.8
